name;method;param
EVGA 500B 80+ BRONZE;remove;
refined wheelbarrow;remove;
stylish roofing;quantity_add;84
luxurious orange;quantity_sub;-54
beautiful baby shampoo;price_percent;-0.11
elegant blackberry;remove;
gorgeous pedicure set;quantity_sub;-23
beautiful saw;available;True
SteelSeries Arctis 7;quantity_add;6
magnificent body wash;available;False
stylish blueberry;available;True
glamorous shampoo;price_percent;-0.1
stylish roofing;quantity_add;96
tasteful papaya;available;True
Corsair HS60;remove;
magnificent body wash;quantity_add;64
Ricoh Aficio MP;quantity_add;7
sublime facial cleanser;available;False
tasteful papaya;quantity_add;141
beautiful melon;quantity_add;54
Canon PIXMA;quantity_add;3
sublime doors;quantity_add;79
magnificent baby shampoo;quantity_sub;-103
AMD Ryzen 5;available;True
nice chisel;quantity_add;22
pleasant roofing;quantity_sub;-27
Samsung 970 EVO SSD;quantity_add;8
nice perfume;price_abs;-3
glamorous night cream;price_percent;-0.07
superb banana;price_percent;-0.05
pleasant roofing;available;False
pretty body wash;available;True
SteelSeries Arctis 7;price_abs;6374
luxurious cranberry;price_percent;0.11
luxurious face wash;remove;
beautiful toner;available;False
Samsung 970 EVO SSD;price_abs;2119
gorgeous moustache wax;quantity_sub;-100
pleasant roofing;available;True
refined drywall;available;True
delightful banana;price_abs;3
Canon PIXMA;price_abs;-2793
trendy shovel;quantity_sub;-96
luxurious windows;quantity_add;120
luxurious toner;price_abs;0
gorgeous nails;price_abs;3
delightful level;quantity_add;60
pleasant deodorant;price_abs;-4
trendy toner;remove;
superb axe;price_percent;0.01
luxurious nail file;quantity_sub;-175
delightful glue;price_percent;-0.19
pretty cherry;quantity_sub;-86
beautiful axe;remove;
nice paint;price_abs;-10
superb axe;price_abs;3
superb scaffolding;quantity_sub;-1
AMD Ryzen 5;price_percent;-0.1
marvelous conditioner;remove;
attractive paint;remove;
beautiful facial cleanser;remove;
Canon PIXMA;quantity_add;8
pretty body wash;quantity_add;137
magnificent eye cream;remove;
trendy boysenberry;remove;
Razer Variau;remove;
marvelous plumbing;available;True
exquisite mango;remove;
Canon PIXMA;quantity_add;10
EVGA 500B 80+ BRONZE;price_percent;-0.02
marvelous plum;price_percent;-0.16
nice pineapple;price_percent;-0.13
delightful night cream;available;True
glamorous papaya;price_abs;-19
HP LaserJet Pro;quantity_sub;-12
marvelous plumbing;price_abs;3
WD Blue HDD;quantity_sub;-1
HP LaserJet Pro;remove;
gorgeous insulation;quantity_add;146
trendy glue;price_abs;6
glamorous night cream;quantity_add;98
delightful sunscreen;quantity_sub;-151
Canon PIXMA;price_abs;-5673
gorgeous eye cream;price_abs;-11
delightful plum;quantity_add;67
delightful kiwifruit;quantity_sub;-13
magnificent eye cream;quantity_add;30
magnificent baby shampoo;price_abs;6
HP LaserJet Pro;remove;
delightful sunscreen;available;True
refined apple;price_abs;10
gorgeous nails;remove;
pretty scaffolding;price_abs;13
delightful kiwifruit;remove;
superb peach;price_percent;0.19
glamorous kiwifruit;available;True
trendy ladder;available;False
stylish glue;quantity_sub;-40
Canon PIXMA;remove;
superb night cream;price_percent;0.04
HyperX DDR4 RAM;available;False
superb banana;price_abs;2
gorgeous moustache wax;price_percent;0.2
trendy toner;price_percent;0.1
luxurious toner;quantity_sub;-44
Ricoh Aficio MP;remove;
glamorous kiwifruit;quantity_sub;-56
NVIDIA GeForce GTX 1050;price_abs;-1549
HP LaserJet Pro;price_percent;0.01
nice roofing;price_abs;-5
exquisite mango;remove;
SteelSeries Arctis 7;remove;
Logitech Wireless Keyboard;price_abs;-8147
Epson Expression Home XP;quantity_add;15
Intel Core i5;quantity_sub;-4
Canon PIXMA;quantity_add;2
Brother DCP-T510W;available;True
Logitech Wireless Keyboard;price_abs;-2132
superb axe;price_percent;-0.12
trendy boysenberry;available;True
gorgeous pedicure set;quantity_add;26
elegant blackberry;remove;
Brother DCP-T510W;price_abs;-1656
trendy toner;available;True
beautiful toner;quantity_sub;-122
Canon PIXMA;remove;
luxurious cranberry;available;False
HyperX DDR4 RAM;available;False
luxurious windows;quantity_sub;-43
beautiful melon;available;False
marvelous plum;price_abs;2
beautiful axe;quantity_sub;-161
Canon PIXMA;remove;
glamorous night cream;quantity_add;13
delightful level;price_abs;9
elegant mango;remove;
glamorous bubble bath;price_percent;0.08
magnificent face wash;available;True
magnificent baby shampoo;available;True
NVIDIA GeForce GTX 1050;price_percent;-0.09
luxurious cranberry;quantity_add;54
Razer Variau;price_percent;-0.14
attractive mango;quantity_sub;-57
amazing cherry;remove;
Canon PIXMA;quantity_sub;-3
NVIDIA GeForce GTX 1050;price_abs;-15485
luxurious face wash;price_abs;-4
delightful night cream;price_abs;-4
exquisite pedicure set;price_percent;0.05
pretty scaffolding;quantity_add;57
gorgeous serum;price_abs;0
trendy mango;available;False
glamorous serum;price_percent;0.07
pleasant eye cream;remove;
elegant mango;remove;
AMD Ryzen 5;quantity_add;4
superb peach;price_abs;3
beautiful axe;quantity_add;84
glamorous kiwifruit;remove;
Razer Variau;available;False
glamorous serum;remove;
AMD Ryzen 5;price_abs;-8148
Ricoh Aficio MP;quantity_sub;-3
glamorous guava;remove;
nice chisel;remove;
gorgeous pedicure set;quantity_add;137
luxurious toner;price_abs;-3
refined cherry;available;True
pretty bubble bath;price_percent;-0.05
glamorous night cream;price_percent;0.1
marvelous toothpaste;price_abs;-2
Samsung 970 EVO SSD;quantity_add;3
Ricoh Aficio MP;price_percent;-0.09
Ricoh Aficio MP;remove;
nice perfume;quantity_sub;-45
superb axe;remove;
tasteful strawberry;quantity_sub;-65
delightful kiwifruit;available;False
tasteful strawberry;remove;
delightful glue;quantity_add;56
gorgeous moustache wax;quantity_add;6
refined apple;remove;
glamorous serum;price_percent;0.18
AMD Ryzen 5;available;True
marvelous strawberry;remove;
superb peach;remove;
luxurious toner;remove;
sublime facial cleanser;available;True
refined cherry;price_abs;-2
Samsung 970 EVO SSD;price_abs;933
nice chisel;quantity_add;61
elegant windows;price_percent;0.04
SteelSeries Arctis 7;quantity_sub;-2
beautiful manicure set;available;True
luxurious cranberry;quantity_sub;-141
tasteful papaya;quantity_sub;-61
superb scaffolding;price_percent;-0.11
beautiful axe;remove;
Epson Expression Home XP;available;False
trendy bubble bath;price_abs;-3
exquisite serum;available;False
pretty cherry;remove;
luxurious windows;remove;
Razer Variau;remove;
exquisite cherry;quantity_add;106
Brother DCP-T510W;remove;
HP LaserJet Pro;available;True
Logitech Wireless Keyboard;price_percent;-0.11
gorgeous perfume;price_percent;-0.05
WD Blue HDD;price_abs;2158
trendy toner;remove;
attractive mango;quantity_sub;-89
tasteful papaya;remove;
trendy boysenberry;quantity_add;51
pretty cherry;price_abs;8
Corsair HS60;price_percent;-0.2
trendy mango;price_abs;-10
delightful kiwifruit;price_abs;-1
luxurious toner;quantity_sub;-109
delightful night cream;quantity_sub;-175
beautiful melon;price_abs;10
stylish roofing;remove;
glamorous pedicure set;available;False
attractive guava;price_abs;5
luxurious windows;quantity_add;84
gorgeous wheelbarrow;price_abs;3
HP LaserJet Pro;price_percent;-0.02
magnificent body wash;available;False
magnificent face wash;quantity_add;147
Logitech Wireless Keyboard;remove;
Logitech Wireless Keyboard;remove;
luxurious windows;quantity_add;13
refined lotion;quantity_add;138
attractive guava;remove;
NVIDIA GeForce GTX 1050;quantity_sub;-1
luxurious orange;available;True
Corsair HS60;quantity_add;10
delightful night cream;remove;
gorgeous eye cream;quantity_add;14
luxurious face wash;available;False
elegant windows;quantity_add;16
trendy boysenberry;remove;
exquisite pedicure set;remove;
Samsung 970 EVO SSD;available;True
marvelous strawberry;remove;
gorgeous insulation;remove;
pleasant roofing;quantity_sub;-5
Samsung 970 EVO SSD;quantity_add;6
delightful level;available;True
glamorous papaya;remove;
pretty cherry;price_percent;-0.11
trendy face wash;price_abs;7
superb scaffolding;remove;
gorgeous pedicure set;available;True
Canon PIXMA;quantity_add;10
Canon PIXMA;available;False
Corsair HS60;quantity_sub;-9
Corsair HS60;quantity_sub;-6
trendy toner;quantity_add;2
Logitech Wireless Keyboard;price_percent;-0.14
trendy face wash;remove;
Brother DCP-T510W;price_percent;0.03
beautiful peach;available;False
luxurious toner;quantity_sub;-81
nice paint;price_percent;-0.08
Logitech Wireless Keyboard;remove;
gorgeous serum;price_abs;0
superb banana;quantity_add;113
stylish glue;available;True
luxurious body wash;price_percent;0.06
Samsung 970 EVO SSD;available;False
Ricoh Aficio MP;quantity_add;2
Samsung 970 EVO SSD;remove;
SteelSeries Arctis 7;quantity_add;3
superb banana;price_abs;66.95700000000001
sublime pedicure set;price_abs;-5
HyperX DDR4 RAM;price_abs;-6
nice pineapple;remove;
magnificent eye cream;quantity_add;16
Razer Variau;quantity_add;13
attractive grapes;available;True
glamorous guava;price_percent;0.06
nice chisel;price_percent;-0.03
marvelous plumbing;price_abs;-2
attractive pineapple;remove;
elegant windows;quantity_sub;-110
delightful plum;remove;
stylish roofing;price_percent;-0.13
nice perfume;price_abs;3
SteelSeries Arctis 7;quantity_sub;-5
HyperX DDR4 RAM;price_percent;-0.16
luxurious windows;quantity_add;54
trendy glue;quantity_sub;-97
delightful level;remove;
beautiful wheelbarrow;available;False
tasteful papaya;available;False
Brother DCP-T510W;quantity_sub;-5
luxurious toner;price_abs;31.427000000000003
refined strawberry;available;True
magnificent body wash;quantity_add;40
gorgeous perfume;price_abs;-2
luxurious face wash;price_percent;-0.19
attractive grapes;quantity_add;137
pretty cherry;price_abs;-9
stylish roofing;price_percent;0.08
Ricoh Aficio MP;remove;
Ricoh Aficio MP;quantity_add;2
Ricoh Aficio MP;price_abs;4283
Logitech Wireless Keyboard;price_percent;0.05
attractive grapes;price_percent;-0.02
refined wheelbarrow;available;True
SteelSeries Arctis 7;price_abs;6358
glamorous kiwifruit;price_abs;6
elegant windows;remove;
SteelSeries Arctis 7;price_abs;108638.20000000001
beautiful toner;price_abs;1
HP LaserJet Pro;quantity_sub;-6
Canon PIXMA;price_abs;5768
Brother DCP-T510W;quantity_add;6
glamorous guava;available;True
elegant tile;price_percent;-0.09
trendy boysenberry;quantity_sub;-83
Brother DCP-T510W;quantity_add;1
Ricoh Aficio MP;quantity_add;5
trendy boysenberry;price_percent;0.0
magnificent body wash;quantity_sub;-104
glamorous pedicure set;quantity_sub;-77
Canon PIXMA;quantity_sub;-7
EVGA 500B 80+ BRONZE;price_percent;-0.01
delightful kiwifruit;quantity_add;57
luxurious nail file;remove;
attractive paint;remove;
nice pineapple;quantity_add;39
glamorous pedicure set;available;True
marvelous plum;remove;
AMD Ryzen 5;price_abs;3126
Kingston Canvas Select Plus;price_abs;375
marvelous strawberry;remove;
gorgeous insulation;remove;
tasteful doors;remove;
Samsung 970 EVO SSD;price_percent;0.07
nice perfume;available;True
superb night cream;remove;
pleasant nail file;price_percent;0.2
beautiful baby shampoo;quantity_add;126
superb scaffolding;remove;
delightful night cream;quantity_sub;-15
Razer Variau;price_percent;0.08
beautiful toner;quantity_add;133
Intel Core i5;quantity_sub;-7
NVIDIA GeForce GTX 1050;quantity_sub;-2
WD Blue HDD;available;True
superb melon;available;True
stylish moustache wax;available;True
NVIDIA GeForce GTX 1050;remove;
Corsair HS60;price_abs;-2314
pleasant roofing;remove;
magnificent exfoliator;quantity_add;51
superb lip balm;price_percent;-0.09
Canon PIXMA;price_percent;-0.01
AMD Ryzen 5;available;True
attractive paint;remove;
SteelSeries Arctis 7;remove;
Samsung 970 EVO SSD;available;True
luxurious body wash;quantity_add;104
superb night cream;quantity_add;93
SteelSeries Arctis 7;remove;
stylish moustache wax;price_abs;9
Epson Expression Home XP;quantity_add;4
magnificent eye cream;available;False
nice chisel;quantity_sub;-82
trendy shovel;available;True
attractive paint;price_percent;-0.14
magnificent face wash;price_abs;4
SteelSeries Arctis 7;price_percent;0.08
SteelSeries Arctis 7;quantity_add;3
glamorous kiwifruit;quantity_add;142
beautiful baby shampoo;quantity_add;26
NVIDIA GeForce GTX 1050;available;False
attractive pineapple;price_percent;0.17
exquisite serum;quantity_sub;-16
SteelSeries Arctis 7;available;False
attractive moisturizer;price_abs;-2
exquisite mango;remove;
trendy face wash;quantity_add;29
Samsung 970 EVO SSD;remove;
magnificent baby shampoo;remove;
beautiful saw;price_percent;0.08
stylish moustache wax;quantity_add;43
SteelSeries Arctis 7;price_percent;0.13
magnificent face wash;price_percent;0.16
exquisite baby shampoo;price_percent;-0.17
magnificent eye cream;price_abs;-6
SteelSeries Arctis 7;available;False
elegant blackberry;quantity_add;133
elegant tile;quantity_add;99
pretty tile;quantity_add;107
HyperX DDR4 RAM;remove;
gorgeous pedicure set;quantity_sub;-158
Epson Expression Home XP;price_percent;-0.06
Brother DCP-T510W;remove;
delightful sunscreen;price_abs;0
pleasant eye cream;remove;
beautiful baseboard;price_abs;7
Razer Variau;available;True
gorgeous insulation;price_abs;4
delightful doors;price_abs;1
superb scaffolding;remove;
Epson Expression Home XP;price_percent;0.15
exquisite serum;available;True
trendy face wash;quantity_add;55
glamorous guava;remove;
attractive moisturizer;available;False
glamorous shampoo;available;True
luxurious cranberry;price_percent;0.15
beautiful baby shampoo;available;False
Samsung 970 EVO SSD;available;True
refined wheelbarrow;remove;
gorgeous serum;price_percent;0.08
trendy toner;remove;
Canon PIXMA;price_percent;0.0
pretty body wash;quantity_add;11
stylish glue;quantity_sub;-158
refined lotion;price_percent;0.02
delightful banana;available;False
delightful level;remove;
glamorous papaya;quantity_add;175
Canon PIXMA;available;False
Corsair HS60;price_abs;12180
attractive electrical;price_abs;-2
exquisite pedicure set;price_abs;-1
stylish moustache wax;available;True
delightful night cream;quantity_add;30
elegant windows;remove;
Logitech Wireless Keyboard;price_percent;0.07
gorgeous nails;available;False
pretty tile;price_percent;0.06
pleasant nail file;quantity_add;95
Kingston Canvas Select Plus;quantity_add;7
delightful glue;quantity_sub;-23
gorgeous wheelbarrow;available;False
trendy boysenberry;quantity_sub;-77
Ricoh Aficio MP;price_percent;0.08
tasteful paint;quantity_sub;-13
pretty scaffolding;available;False
delightful sunscreen;price_abs;-5
SteelSeries Arctis 7;price_percent;-0.07
Corsair HS60;price_percent;-0.03
tasteful strawberry;price_abs;2
marvelous doors;available;True
Corsair HS60;available;True
elegant windows;price_percent;0.0
magnificent exfoliator;price_percent;0.19
Razer Variau;price_abs;-2760
trendy toner;quantity_sub;-112
beautiful axe;price_percent;-0.15
delightful moisturizer;available;True
magnificent body wash;price_percent;-0.09
pretty tile;quantity_add;80
glamorous guava;price_abs;-15
Intel Core i5;quantity_add;5
exquisite cherry;quantity_sub;-137
pretty tile;remove;
Logitech Wireless Keyboard;available;True
pleasant nail file;price_percent;0.04
superb lip balm;quantity_sub;-5
AMD Ryzen 5;quantity_add;6
magnificent body wash;quantity_add;35
HyperX DDR4 RAM;quantity_sub;-2
pleasant eye cream;price_percent;0.03
superb lip balm;price_abs;-7
marvelous plumbing;available;True
Canon PIXMA;price_abs;5777
refined boysenberry;available;True
elegant blackberry;remove;
stylish moustache wax;quantity_add;84
elegant blackberry;price_percent;-0.12
exquisite mango;quantity_sub;-125
AMD Ryzen 5;quantity_sub;-2
elegant mango;quantity_sub;-70
magnificent exfoliator;price_percent;0.07
gorgeous wheelbarrow;quantity_add;89
tasteful hair mask;quantity_add;87
Razer Variau;quantity_sub;-3
SteelSeries Arctis 7;price_percent;0.19
sublime facial cleanser;price_abs;13
WD Blue HDD;quantity_sub;-6
Razer Variau;price_abs;-3200
HP LaserJet Pro;price_abs;4710
beautiful toner;price_abs;13.046000000000001
marvelous conditioner;quantity_sub;-130
trendy shovel;price_percent;-0.1
delightful doors;quantity_sub;-92
delightful kiwifruit;quantity_sub;-63
pretty scaffolding;price_percent;0.04
Intel Core i5;price_percent;-0.11
Canon PIXMA;quantity_add;9
magnificent baby shampoo;quantity_sub;-15
exquisite serum;quantity_add;60
stylish blueberry;price_percent;0.0
AMD Ryzen 5;price_abs;-486
pleasant nail file;quantity_sub;-5
stylish roofing;quantity_add;155
luxurious nail file;price_percent;0.01
amazing cherry;remove;
Canon PIXMA;quantity_sub;-11
gorgeous serum;price_abs;-2
marvelous toothpaste;price_abs;0
marvelous plum;quantity_sub;-54
marvelous conditioner;quantity_add;182
superb scaffolding;remove;
HP LaserJet Pro;remove;
refined apple;quantity_add;11
Logitech Wireless Keyboard;quantity_add;11
superb night cream;available;True
luxurious insulation;remove;
exquisite serum;price_percent;0.13
stylish blueberry;quantity_add;26
pretty tile;remove;
nice roofing;available;True
elegant mango;price_percent;-0.04
NVIDIA GeForce GTX 1050;price_abs;-15241
marvelous conditioner;quantity_sub;-152
HyperX DDR4 RAM;available;False
Logitech Wireless Keyboard;remove;
Brother DCP-T510W;quantity_sub;-8
trendy face wash;remove;
pretty tile;remove;
Samsung 970 EVO SSD;remove;
refined cherry;price_percent;0.12
delightful sunscreen;price_percent;0.07
Razer Variau;price_abs;18750
SteelSeries Arctis 7;remove;
Ricoh Aficio MP;remove;
beautiful facial cleanser;price_abs;14
stylish glue;price_percent;-0.01
EVGA 500B 80+ BRONZE;price_percent;-0.09
AMD Ryzen 5;quantity_sub;-1
superb scaffolding;price_percent;0.0
gorgeous serum;remove;
stylish banana;quantity_sub;-46
Razer Variau;price_percent;-0.18
glamorous papaya;quantity_sub;-185
refined wheelbarrow;quantity_sub;-4
pleasant wallpaper;remove;
marvelous doors;price_percent;-0.08
refined wheelbarrow;price_abs;1
attractive guava;price_percent;0.03
beautiful baseboard;available;True
delightful plum;remove;
trendy face wash;quantity_sub;-100
Logitech Wireless Keyboard;quantity_add;6
Razer Variau;price_percent;-0.1
marvelous conditioner;price_abs;6
HP LaserJet Pro;available;False
nice pineapple;quantity_sub;-31
amazing cherry;remove;
AMD Ryzen 5;price_percent;0.16
Samsung 970 EVO SSD;price_percent;-0.05
Razer Variau;quantity_add;1
amazing cherry;price_percent;0.13
tasteful strawberry;price_abs;11
Ricoh Aficio MP;quantity_sub;-12
gorgeous insulation;available;True
HyperX DDR4 RAM;quantity_sub;-2
stylish glue;available;True
attractive mango;quantity_sub;-26
stylish toner;quantity_add;21
stylish roofing;price_abs;10
glamorous papaya;price_percent;0.14
nice perfume;remove;
stylish moustache wax;price_percent;-0.08
Logitech Wireless Keyboard;quantity_sub;-7
elegant windows;price_abs;-2
Logitech Wireless Keyboard;available;True
stylish blueberry;remove;
trendy glue;remove;
gorgeous perfume;remove;
pleasant deodorant;available;True
superb night cream;price_abs;17
pleasant eye cream;available;False
Logitech Wireless Keyboard;remove;
Samsung 970 EVO SSD;available;True
beautiful baby shampoo;remove;
Brother DCP-T510W;available;True
Epson Expression Home XP;price_abs;-13471
HyperX DDR4 RAM;quantity_sub;-2
HP LaserJet Pro;quantity_add;1
AMD Ryzen 5;available;True
marvelous plum;available;True
SteelSeries Arctis 7;remove;
beautiful baby shampoo;remove;
Razer Variau;price_percent;0.09
elegant mango;available;False
gorgeous moustache wax;quantity_sub;-91
pretty cherry;quantity_sub;-38
Logitech Wireless Keyboard;quantity_sub;-2
gorgeous moustache wax;price_abs;-7
AMD Ryzen 5;quantity_add;10
marvelous doors;remove;
beautiful axe;quantity_add;124
NVIDIA GeForce GTX 1050;quantity_sub;-2
luxurious face wash;quantity_add;99
trendy glue;quantity_sub;-129
attractive electrical;available;False
exquisite mango;remove;
beautiful axe;quantity_sub;-103
trendy glue;price_percent;-0.08
nice chisel;available;True
attractive paint;quantity_sub;-91
Canon PIXMA;price_abs;-5688
stylish blueberry;remove;
gorgeous serum;quantity_sub;-23
Canon PIXMA;quantity_sub;-2
stylish blueberry;quantity_add;11
Samsung 970 EVO SSD;price_percent;-0.05
luxurious orange;quantity_sub;-46
refined strawberry;price_abs;4
pleasant wallpaper;price_percent;0.06
luxurious orange;quantity_add;33
NVIDIA GeForce GTX 1050;remove;
NVIDIA GeForce GTX 1050;price_percent;-0.15
attractive mango;quantity_sub;-96
nice chisel;remove;
elegant windows;quantity_sub;-81
marvelous conditioner;quantity_sub;-171
Brother DCP-T510W;quantity_add;1
Ricoh Aficio MP;price_percent;0.18
HP LaserJet Pro;quantity_add;13
luxurious orange;quantity_sub;-21
nice roofing;quantity_sub;-5
marvelous conditioner;available;True
Razer Variau;quantity_add;10
exquisite lotion;price_percent;-0.2
SteelSeries Arctis 7;price_abs;8554
glamorous pedicure set;quantity_sub;-24
Logitech Wireless Keyboard;quantity_add;6
beautiful melon;remove;
Brother DCP-T510W;quantity_add;7
luxurious windows;available;True
Samsung 970 EVO SSD;remove;
Epson Expression Home XP;price_percent;-0.13
delightful sunscreen;quantity_add;123
beautiful saw;price_abs;5
sublime pedicure set;available;False
beautiful wheelbarrow;price_percent;0.16
pleasant roofing;remove;
Samsung 970 EVO SSD;available;True
pretty scaffolding;remove;
Epson Expression Home XP;available;False
beautiful wheelbarrow;remove;
HP LaserJet Pro;quantity_add;5
elegant windows;available;True
Logitech Wireless Keyboard;quantity_sub;-4
HyperX DDR4 RAM;available;False
gorgeous pedicure set;price_percent;-0.01
magnificent baby shampoo;quantity_add;12
Logitech Wireless Keyboard;quantity_add;8
magnificent body wash;remove;
Razer Variau;remove;
AMD Ryzen 5;available;True
pretty bubble bath;available;True
glamorous serum;price_percent;-0.11
luxurious nail file;available;True
nice paint;price_abs;5
Ricoh Aficio MP;available;True
gorgeous serum;price_percent;0.12
gorgeous serum;price_abs;-1
elegant tile;price_percent;0.06
trendy glue;quantity_add;120
Logitech Wireless Keyboard;price_percent;0.12
attractive guava;price_percent;-0.15
stylish blueberry;available;True
Logitech Wireless Keyboard;quantity_add;7
luxurious orange;price_percent;-0.01
Logitech Wireless Keyboard;available;False
trendy boysenberry;available;True
AMD Ryzen 5;available;True
NVIDIA GeForce GTX 1050;quantity_add;2
gorgeous wheelbarrow;price_percent;-0.02
tasteful strawberry;available;True
Razer Variau;price_percent;0.04
glamorous night cream;price_percent;-0.03
refined boysenberry;quantity_sub;-27
stylish glue;remove;
Logitech Wireless Keyboard;remove;
pleasant nail file;available;True
amazing cherry;quantity_add;20
Brother DCP-T510W;quantity_add;4
marvelous plum;quantity_add;64
Brother DCP-T510W;quantity_sub;-1
delightful plum;available;True
attractive grapes;remove;
glamorous bubble bath;remove;
pleasant deodorant;remove;
gorgeous insulation;price_abs;2
superb axe;remove;
Logitech Wireless Keyboard;available;False
Razer Variau;quantity_add;3
magnificent face wash;price_abs;-5
elegant windows;available;False
trendy bubble bath;remove;
delightful level;price_percent;-0.13
beautiful baby shampoo;available;True
gorgeous insulation;price_abs;9
pretty raspberry;quantity_add;78
delightful plum;price_percent;0.2
marvelous conditioner;price_abs;5
trendy bubble bath;remove;
refined strawberry;available;True
Corsair HS60;quantity_sub;-9
trendy ladder;remove;
elegant mango;price_percent;0.12
Razer Variau;quantity_add;3
marvelous plumbing;price_percent;-0.12
Epson Expression Home XP;price_abs;4879
gorgeous moustache wax;quantity_add;98
superb axe;quantity_sub;-45
gorgeous moustache wax;remove;
Logitech Wireless Keyboard;available;False
amazing cherry;quantity_sub;-88
beautiful baby shampoo;remove;
attractive guava;price_percent;-0.1
elegant mango;available;True
Razer Variau;price_percent;0.18
exquisite pedicure set;quantity_add;79
elegant windows;available;True
luxurious windows;price_abs;-8
Epson Expression Home XP;price_percent;0.01
