name;method;param
marvelous blackberry;price_percent;0.05
amazing baby shampoo;quantity_sub;-9
NVIDIA GeForce GTX 1050;available;True
nice body wash;price_percent;-0.2
glamorous papaya;quantity_add;47
HyperX DDR4 RAM;quantity_add;9
gorgeous sunscreen;price_percent;-0.06
Canon PIXMA;available;True
pretty wheelbarrow;available;True
sublime baseboard;quantity_sub;-32
delightful toner;remove;
beautiful raspberry;quantity_sub;-92
magnificent peach;price_percent;0.13
sublime chisel;remove;
sublime electrical;price_percent;0.02
superb saw;quantity_add;18
HP LaserJet Pro;remove;
luxurious pedicure set;price_percent;-0.09
exquisite plumbing;quantity_sub;-151
marvelous doors;available;True
pretty wheelbarrow;price_abs;9
WD Blue HDD;available;True
beautiful insulation;remove;
sublime level;quantity_sub;-45
EVGA 500B 80+ BRONZE;remove;
beautiful melon;price_percent;0.1
nice tape measure;price_percent;-0.05
magnificent raspberry;price_percent;-0.15
gorgeous sunscreen;price_percent;0.08
WD Blue HDD;quantity_add;2
pleasant level;quantity_sub;-52
superb deodorant;quantity_sub;-39
pleasant toothpaste;quantity_sub;-58
HP LaserJet Pro;price_percent;-0.1
pleasant strawberry;quantity_sub;-69
pleasant scaffolding;price_percent;0.17
exquisite bubble bath;available;False
stylish serum;quantity_sub;-97
trendy pedicure set;price_percent;-0.12
pretty baseboard;available;True
Intel Core i5;price_abs;4518
HyperX DDR4 RAM;available;True
gorgeous wallpaper;quantity_add;35
Razer Variau;price_percent;-0.06
SteelSeries Arctis 7;quantity_sub;-6
NVIDIA GeForce GTX 1050;available;True
stylish wallpaper;remove;
superb banana;price_percent;0.04
sublime papaya;available;False
superb manicure set;available;True
attractive wallpaper;available;True
HyperX DDR4 RAM;available;False
Samsung 970 EVO SSD;quantity_add;9
pleasant bubble bath;quantity_sub;-33
Ricoh Aficio MP;price_abs;-2919
Corsair HS60;remove;
Samsung 970 EVO SSD;available;True
marvelous nail file;price_percent;-0.06
attractive hammer;available;True
pleasant shovel;quantity_sub;-38
luxurious baby shampoo;quantity_sub;-15
glamorous hammer;quantity_add;65
SteelSeries Arctis 7;quantity_sub;-6
Samsung 970 EVO SSD;price_abs;1360
Canon PIXMA;quantity_add;2
magnificent plum;quantity_sub;-118
luxurious moisturizer;price_percent;-0.06
marvelous serum;available;False
delightful toner;quantity_add;88
magnificent peach;available;True
trendy conditioner;quantity_add;12
EVGA 500B 80+ BRONZE;remove;
pretty lotion;quantity_sub;-33
amazing baby shampoo;quantity_sub;-108
superb shampoo;available;True
WD Blue HDD;price_percent;0.13
HP LaserJet Pro;price_abs;3061
luxurious serum;remove;
stylish facial cleanser;quantity_sub;-37
WD Blue HDD;remove;
magnificent plum;price_abs;10
beautiful body wash;remove;
gorgeous apricot;price_abs;0
SteelSeries Arctis 7;quantity_sub;-2
Samsung 970 EVO SSD;price_percent;0.05
luxurious saw;available;True
marvelous bubble bath;price_percent;0.09
delightful moustache wax;quantity_sub;-50
gorgeous boysenberry;remove;
marvelous serum;price_percent;-0.09
elegant ladder;price_percent;-0.15
tasteful grapes;remove;
Canon PIXMA;quantity_add;8
pleasant scaffolding;quantity_sub;-126
pretty wallpaper;available;False
sublime banana;quantity_add;55
Brother DCP-T510W;price_percent;-0.18
stylish facial cleanser;quantity_add;49
beautiful moisturizer;available;True
pretty wheelbarrow;price_abs;4
WD Blue HDD;price_percent;-0.11
pleasant scaffolding;remove;
Razer Variau;quantity_add;2
beautiful raspberry;quantity_sub;-27
trendy conditioner;quantity_sub;-132
magnificent conditioner;available;False
HyperX DDR4 RAM;price_abs;12342
pleasant night cream;quantity_sub;-11
delightful wallpaper;quantity_sub;-44
superb banana;quantity_sub;-24
Samsung 970 EVO SSD;price_percent;-0.03
pleasant grapes;quantity_add;92
nice exfoliator;available;True
pretty apple;quantity_sub;-123
pretty wallpaper;available;True
amazing raspberry;available;True
Kingston Canvas Select Plus;quantity_add;9
superb saw;price_abs;40.99700000000001
marvelous blackberry;price_percent;-0.02
Razer Variau;price_percent;-0.08
attractive serum;remove;
SteelSeries Arctis 7;price_abs;2733
WD Blue HDD;price_abs;-3755
attractive nail file;quantity_add;81
superb shampoo;remove;
Ricoh Aficio MP;quantity_add;1
sublime baseboard;available;True
pretty apple;quantity_sub;-49
exquisite bubble bath;price_percent;-0.11
sublime electrical;remove;
SteelSeries Arctis 7;price_abs;965
HyperX DDR4 RAM;quantity_sub;-9
beautiful manicure set;price_percent;-0.03
exquisite raspberry;remove;
luxurious apple;available;False
Ricoh Aficio MP;quantity_sub;-6
trendy pedicure set;quantity_add;124
marvelous boysenberry;price_percent;0.18
Logitech Wireless Keyboard;available;True
Intel Core i5;remove;
Brother DCP-T510W;available;True
Corsair HS60;price_percent;-0.2
beautiful melon;price_abs;25.85
amazing raspberry;available;False
delightful peach;available;True
luxurious baby shampoo;quantity_add;7
trendy kiwifruit;price_abs;3
nice tape measure;quantity_sub;-22
tasteful nail polish;price_percent;0.14
Kingston Canvas Select Plus;price_abs;2944
luxurious serum;quantity_sub;-33
pretty apple;quantity_add;117
pleasant plumbing;available;True
HyperX DDR4 RAM;available;True
HyperX DDR4 RAM;remove;
HyperX DDR4 RAM;quantity_sub;-3
HyperX DDR4 RAM;quantity_sub;-2
refined papaya;price_percent;0.14
HyperX DDR4 RAM;available;False
gorgeous pedicure set;price_percent;-0.07
NVIDIA GeForce GTX 1050;quantity_add;3
superb moisturizer;quantity_add;139
beautiful moisturizer;available;False
refined flooring;quantity_add;52
Ricoh Aficio MP;price_percent;0.06
superb level;remove;
refined windows;price_abs;7
refined facial cleanser;quantity_sub;-17
luxurious face wash;remove;
magnificent peach;price_abs;-1
pretty drywall;remove;
Ricoh Aficio MP;quantity_sub;-5
Razer Variau;price_abs;2054
pleasant grapes;available;True
Intel Core i5;price_percent;0.01
Ricoh Aficio MP;available;True
magnificent raspberry;remove;
superb level;quantity_add;157
refined windows;available;False
Logitech Wireless Keyboard;quantity_sub;-2
stylish facial cleanser;remove;
pleasant level;quantity_sub;-76
SteelSeries Arctis 7;quantity_sub;-2
Ricoh Aficio MP;quantity_sub;-1
delightful wallpaper;quantity_sub;-51
pretty wheelbarrow;quantity_sub;-186
HyperX DDR4 RAM;quantity_add;8
pretty strawberry;price_abs;13
superb banana;price_abs;9
marvelous blackberry;price_abs;7
HyperX DDR4 RAM;quantity_add;8
sublime paint;price_percent;0.2
sublime chisel;price_abs;-2
sublime baseboard;remove;
magnificent eye cream;price_abs;-3
HP LaserJet Pro;remove;
Corsair HS60;available;False
delightful peach;price_abs;-5
stylish serum;quantity_sub;-6
Samsung 970 EVO SSD;available;False
stylish serum;price_percent;0.11
amazing raspberry;remove;
Kingston Canvas Select Plus;price_abs;-6272
delightful wallpaper;available;True
luxurious face wash;price_abs;-1
HyperX DDR4 RAM;remove;
beautiful moisturizer;quantity_add;41
Ricoh Aficio MP;price_percent;-0.13
sublime chisel;remove;
Samsung 970 EVO SSD;available;False
trendy chisel;available;True
EVGA 500B 80+ BRONZE;quantity_sub;-5
nice tape measure;price_percent;0.15
sublime banana;price_percent;-0.07
pretty apple;available;True
SteelSeries Arctis 7;remove;
marvelous manicure set;price_abs;-1
trendy conditioner;available;False
Kingston Canvas Select Plus;price_abs;-2752
Intel Core i5;quantity_sub;-10
Intel Core i5;price_percent;0.0
Intel Core i5;available;False
marvelous nail file;quantity_add;23
gorgeous apricot;price_abs;1
NVIDIA GeForce GTX 1050;price_percent;-0.2
sublime baseboard;available;True
exquisite raspberry;price_percent;0.03
amazing doors;available;True
refined facial cleanser;available;True
Razer Variau;price_percent;-0.08
HyperX DDR4 RAM;price_abs;1686
tasteful nail polish;quantity_sub;-148
pretty strawberry;quantity_add;44
luxurious face wash;quantity_add;76
superb banana;price_percent;0.11
gorgeous apricot;price_percent;-0.12
sublime papaya;price_abs;2
attractive wallpaper;quantity_sub;-31
luxurious pedicure set;price_abs;0
SteelSeries Arctis 7;quantity_add;6
Kingston Canvas Select Plus;available;True
HyperX DDR4 RAM;price_percent;-0.17
beautiful manicure set;remove;
Kingston Canvas Select Plus;price_percent;-0.06
trendy kiwifruit;quantity_sub;-73
attractive face wash;quantity_sub;-97
luxurious exfoliator;price_abs;-6
NVIDIA GeForce GTX 1050;price_percent;0.08
magnificent conditioner;price_abs;-4
marvelous manicure set;price_abs;4
HP LaserJet Pro;quantity_sub;-2
marvelous manicure set;remove;
NVIDIA GeForce GTX 1050;price_abs;-1065
trendy level;remove;
sublime level;available;True
Kingston Canvas Select Plus;price_percent;-0.09
superb saw;quantity_add;62
tasteful hair mask;price_percent;0.15
SteelSeries Arctis 7;quantity_add;1
superb moustache wax;quantity_sub;-71
Ricoh Aficio MP;available;True
pleasant night cream;quantity_sub;-63
Kingston Canvas Select Plus;quantity_add;8
elegant melon;available;False
gorgeous pedicure set;quantity_add;9
sublime papaya;quantity_add;31
beautiful moustache wax;remove;
Intel Core i5;remove;
superb shampoo;quantity_sub;-163
refined facial cleanser;quantity_add;29
EVGA 500B 80+ BRONZE;price_abs;-17263
Ricoh Aficio MP;price_percent;0.13
Razer Variau;price_abs;8417
luxurious apple;price_abs;-5
beautiful melon;price_abs;-1
beautiful deodorant;quantity_sub;-25
Ricoh Aficio MP;price_percent;-0.18
HP LaserJet Pro;quantity_sub;-12
Samsung 970 EVO SSD;price_abs;13517
Intel Core i5;quantity_add;5
delightful peach;price_abs;-11
sublime baseboard;quantity_sub;-146
Razer Variau;remove;
trendy pedicure set;quantity_sub;-33
HyperX DDR4 RAM;price_abs;16393
amazing raspberry;available;True
Canon PIXMA;price_percent;-0.08
superb moustache wax;available;True
marvelous serum;quantity_sub;-100
stylish facial cleanser;remove;
sublime papaya;price_percent;0.2
trendy kiwifruit;price_percent;0.09
magnificent facial cleanser;available;True
elegant ladder;price_percent;0.02
sublime peach;remove;
exquisite bubble bath;quantity_add;77
sublime baseboard;quantity_add;148
nice exfoliator;quantity_sub;-133
exquisite bubble bath;quantity_add;145
stylish serum;price_percent;0.05
exquisite raspberry;quantity_sub;-2
pretty lotion;remove;
attractive serum;price_abs;-4
HyperX DDR4 RAM;price_percent;0.02
Ricoh Aficio MP;price_percent;-0.01
Kingston Canvas Select Plus;price_percent;0.19
pretty orange;quantity_add;13
Ricoh Aficio MP;price_percent;-0.2
attractive lip balm;price_abs;-5
Samsung 970 EVO SSD;available;False
pleasant strawberry;remove;
HP LaserJet Pro;available;False
nice tape measure;available;True
exquisite raspberry;quantity_sub;-5
stylish facial cleanser;price_abs;-10
pretty wallpaper;quantity_add;59
nice exfoliator;remove;
delightful peach;available;False
trendy level;remove;
Samsung 970 EVO SSD;remove;
marvelous doors;quantity_sub;-75
Razer Variau;remove;
sublime papaya;quantity_sub;-17
amazing raspberry;price_percent;-0.05
beautiful baseboard;quantity_add;99
marvelous nail file;quantity_add;110
amazing windows;quantity_sub;-37
luxurious apple;price_abs;-2
SteelSeries Arctis 7;quantity_sub;-5
luxurious exfoliator;remove;
Canon PIXMA;quantity_add;2
marvelous bubble bath;remove;
Logitech Wireless Keyboard;quantity_sub;-3
luxurious pedicure set;remove;
tasteful grapes;quantity_sub;-152
beautiful baseboard;quantity_sub;-79
glamorous shampoo;available;True
sublime peach;available;False
gorgeous wallpaper;quantity_sub;-18
elegant apricot;price_abs;19
beautiful melon;price_percent;0.1
magnificent plum;available;True
AMD Ryzen 5;remove;
luxurious pedicure set;price_abs;5
nice makeup remover;remove;
exquisite hair mask;quantity_add;137
refined windows;price_abs;7
nice tape measure;price_abs;1
Samsung 970 EVO SSD;price_abs;-665
Intel Core i5;price_abs;106462.40000000001
superb level;price_abs;1
Kingston Canvas Select Plus;quantity_sub;-3
gorgeous pedicure set;remove;
attractive serum;remove;
glamorous hammer;quantity_sub;-108
Kingston Canvas Select Plus;quantity_sub;-2
HP LaserJet Pro;price_abs;9620
exquisite plumbing;available;False
magnificent facial cleanser;available;False
marvelous bubble bath;remove;
Kingston Canvas Select Plus;quantity_sub;-3
Kingston Canvas Select Plus;price_percent;-0.08
attractive serum;price_percent;-0.09
Corsair HS60;available;True
luxurious moisturizer;available;True
HyperX DDR4 RAM;price_percent;0.15
Intel Core i5;price_abs;-12797
Kingston Canvas Select Plus;remove;
nice exfoliator;remove;
magnificent conditioner;price_percent;0.1
Brother DCP-T510W;quantity_sub;-9
luxurious moisturizer;quantity_add;100
superb moustache wax;price_percent;-0.06
marvelous nail file;price_abs;-1
attractive lip balm;available;True
WD Blue HDD;available;True
Razer Variau;available;True
delightful moustache wax;available;False
elegant melon;price_percent;-0.13
pretty wallpaper;quantity_sub;-63
SteelSeries Arctis 7;price_abs;9372
marvelous nail file;remove;
HP LaserJet Pro;quantity_sub;-2
Brother DCP-T510W;remove;
amazing windows;quantity_add;62
magnificent raspberry;price_percent;-0.07
amazing baby shampoo;price_abs;1
HP LaserJet Pro;available;True
amazing raspberry;price_percent;0.08
magnificent flooring;available;True
superb banana;quantity_sub;-15
gorgeous plum;remove;
gorgeous plum;quantity_sub;-25
refined papaya;remove;
nice exfoliator;price_percent;-0.09
magnificent peach;price_percent;0.1
luxurious exfoliator;price_abs;-5
pretty orange;available;True
gorgeous sunscreen;price_percent;0.03
pleasant bubble bath;available;False
marvelous trim;available;True
beautiful manicure set;available;True
pretty lotion;price_abs;-2
attractive serum;available;True
glamorous hammer;quantity_sub;-66
refined flooring;price_percent;-0.01
magnificent facial cleanser;quantity_add;164
Razer Variau;quantity_sub;-10
Kingston Canvas Select Plus;price_percent;-0.17
delightful peach;price_abs;9
elegant apricot;price_abs;18
marvelous doors;quantity_add;33
Epson Expression Home XP;quantity_add;4
exquisite blueberry;quantity_sub;-91
gorgeous sunscreen;remove;
WD Blue HDD;price_abs;35692.8
HP LaserJet Pro;available;True
WD Blue HDD;remove;
magnificent facial cleanser;price_percent;-0.19
attractive moisturizer;available;True
Samsung 970 EVO SSD;available;True
attractive moisturizer;quantity_add;69
Kingston Canvas Select Plus;quantity_add;4
Samsung 970 EVO SSD;price_percent;0.0
Intel Core i5;available;True
delightful moustache wax;available;True
sublime banana;quantity_sub;-115
trendy conditioner;quantity_add;3
HP LaserJet Pro;price_abs;-17184
tasteful hair mask;quantity_sub;-115
Kingston Canvas Select Plus;price_percent;-0.09
gorgeous boysenberry;price_percent;-0.04
beautiful roofing;quantity_add;6
trendy conditioner;available;True
exquisite raspberry;quantity_sub;-16
HyperX DDR4 RAM;remove;
gorgeous wallpaper;price_abs;0
attractive serum;price_abs;1
Razer Variau;price_abs;-6999
delightful wallpaper;quantity_sub;-19
luxurious exfoliator;available;False
sublime level;price_percent;0.02
glamorous papaya;available;False
beautiful baseboard;price_percent;-0.06
beautiful raspberry;quantity_add;66
luxurious pedicure set;available;False
Kingston Canvas Select Plus;available;True
marvelous blackberry;available;True
Kingston Canvas Select Plus;available;False
marvelous nail file;remove;
Kingston Canvas Select Plus;available;False
Intel Core i5;quantity_sub;-1
HP LaserJet Pro;available;True
EVGA 500B 80+ BRONZE;price_percent;-0.05
attractive serum;price_abs;2
superb shampoo;price_percent;0.02
exquisite blueberry;available;True
superb deodorant;remove;
HP LaserJet Pro;remove;
trendy conditioner;remove;
gorgeous wallpaper;price_abs;4
Logitech Wireless Keyboard;available;True
EVGA 500B 80+ BRONZE;available;True
gorgeous apricot;remove;
trendy level;price_abs;3
sublime peach;price_abs;10
Corsair HS60;price_abs;56815.00000000001
trendy scaffolding;price_percent;0.14
superb moisturizer;price_percent;0.1
Samsung 970 EVO SSD;quantity_sub;-4
pretty orange;quantity_add;116
HyperX DDR4 RAM;price_abs;5584
amazing doors;price_percent;0.13
sublime baseboard;price_percent;0.01
pretty lotion;available;True
trendy conditioner;available;True
delightful moustache wax;price_percent;0.17
magnificent conditioner;price_abs;26.136000000000003
trendy conditioner;price_abs;38.30200000000001
Kingston Canvas Select Plus;quantity_sub;-4
sublime banana;quantity_add;167
nice exfoliator;quantity_sub;-97
Logitech Wireless Keyboard;available;False
WD Blue HDD;quantity_sub;-3
pleasant scaffolding;price_abs;2
amazing windows;quantity_add;80
glamorous shampoo;quantity_add;82
marvelous nail file;quantity_add;21
beautiful roofing;available;False
superb shampoo;price_percent;0.07
superb moustache wax;price_abs;12
pleasant level;quantity_add;92
exquisite hair mask;price_abs;7
tasteful siding;price_percent;-0.03
refined flooring;quantity_add;31
elegant flooring;available;True
magnificent facial cleanser;quantity_sub;-91
stylish facial cleanser;quantity_sub;-127
Intel Core i5;quantity_sub;-3
Intel Core i5;price_percent;-0.18
luxurious apple;price_abs;-1
trendy level;quantity_sub;-82
Epson Expression Home XP;quantity_sub;-4
attractive moisturizer;available;True
Logitech Wireless Keyboard;price_abs;3074
HP LaserJet Pro;price_abs;8129
Kingston Canvas Select Plus;available;True
refined papaya;remove;
trendy pedicure set;remove;
marvelous trim;remove;
sublime baseboard;available;True
beautiful deodorant;remove;
sublime banana;price_percent;0.06
magnificent facial cleanser;price_percent;0.04
attractive serum;quantity_sub;-94
luxurious exfoliator;remove;
Ricoh Aficio MP;quantity_sub;-8
luxurious pedicure set;price_abs;-4
beautiful melon;available;True
SteelSeries Arctis 7;quantity_add;13
gorgeous wallpaper;quantity_add;134
beautiful roofing;price_abs;16.379
HP LaserJet Pro;quantity_add;9
EVGA 500B 80+ BRONZE;quantity_sub;-3
amazing windows;remove;
Razer Variau;remove;
amazing windows;quantity_sub;-115
NVIDIA GeForce GTX 1050;price_percent;-0.19
superb deodorant;remove;
Ricoh Aficio MP;quantity_add;4
attractive hammer;price_abs;-13
trendy chisel;quantity_sub;-153
luxurious glue;quantity_sub;-181
beautiful melon;price_abs;4
pleasant strawberry;quantity_add;96
Razer Variau;price_percent;0.09
SteelSeries Arctis 7;available;True
Intel Core i5;remove;
sublime papaya;remove;
tasteful nail polish;price_percent;-0.02
Kingston Canvas Select Plus;quantity_sub;-2
WD Blue HDD;quantity_sub;-12
refined papaya;price_abs;91.025
WD Blue HDD;quantity_sub;-3
superb bubble bath;remove;
beautiful moisturizer;quantity_add;5
Kingston Canvas Select Plus;price_abs;-7035
NVIDIA GeForce GTX 1050;available;False
trendy nail file;quantity_sub;-89
pleasant plumbing;quantity_sub;-93
luxurious moisturizer;quantity_sub;-113
sublime banana;price_percent;0.14
pretty wallpaper;quantity_sub;-41
nice tape measure;remove;
marvelous blackberry;available;False
sublime electrical;quantity_sub;-192
HP LaserJet Pro;quantity_add;8
HP LaserJet Pro;quantity_sub;-1
refined papaya;price_percent;0.0
superb banana;quantity_add;111
magnificent plum;quantity_add;14
luxurious exfoliator;remove;
Samsung 970 EVO SSD;price_percent;0.19
marvelous blackberry;price_abs;-13
AMD Ryzen 5;price_abs;5343
Canon PIXMA;price_abs;-14884
delightful moustache wax;price_abs;-4
