name;method;param
sublime blackberry;available;True
superb shovel;price_abs;2
pleasant windows;quantity_add;129
superb cranberry;remove;
nice moisturizer;remove;
Logitech Wireless Keyboard;price_abs;-104
sublime hammer;remove;
Intel Core i5;available;True
pretty level;quantity_add;72
glamorous saw;price_abs;0
NVIDIA GeForce GTX 1050;price_abs;-5788
exquisite lip balm;price_abs;-4
magnificent manicure set;available;True
tasteful paint;price_abs;-10
elegant roofing;price_abs;-18
Razer Variau;price_abs;-5765
Logitech Wireless Keyboard;available;False
Intel Core i5;price_abs;-2996
amazing trim;price_abs;-5
Ricoh Aficio MP;quantity_sub;-5
sublime boysenberry;price_abs;11
WD Blue HDD;remove;
delightful baseboard;remove;
delightful bubble bath;quantity_sub;-94
EVGA 500B 80+ BRONZE;quantity_add;3
magnificent electrical;quantity_sub;-17
stylish face wash;available;False
elegant bubble bath;quantity_add;102
luxurious guava;quantity_add;28
Intel Core i5;quantity_add;3
delightful bubble bath;remove;
trendy toothpaste;remove;
attractive tile;remove;
Razer Variau;quantity_add;1
delightful cherry;available;True
stylish drywall;price_percent;-0.17
magnificent electrical;price_abs;88.726
gorgeous cranberry;price_percent;-0.18
Logitech Wireless Keyboard;available;True
Razer Variau;quantity_sub;-2
tasteful paint;quantity_sub;-107
stylish drywall;quantity_add;69
stylish roofing;available;True
pretty scaffolding;remove;
stylish roofing;price_percent;-0.13
AMD Ryzen 5;price_abs;-4112
elegant baby shampoo;quantity_add;61
Brother DCP-T510W;price_abs;23404.7
Samsung 970 EVO SSD;price_percent;-0.1
Corsair HS60;available;True
beautiful siding;available;True
Epson Expression Home XP;price_percent;-0.14
NVIDIA GeForce GTX 1050;available;True
pretty level;quantity_add;60
marvelous boysenberry;price_abs;76.967
HP LaserJet Pro;remove;
Brother DCP-T510W;price_abs;23404.7
pretty baseboard;quantity_sub;-47
EVGA 500B 80+ BRONZE;quantity_add;5
magnificent tape measure;quantity_add;38
Intel Core i5;quantity_add;2
tasteful toner;quantity_sub;-19
trendy flooring;remove;
NVIDIA GeForce GTX 1050;price_percent;0.14
stylish exfoliator;price_abs;2
elegant bubble bath;quantity_sub;-136
superb exfoliator;remove;
Samsung 970 EVO SSD;remove;
Logitech Wireless Keyboard;price_percent;-0.01
Logitech Wireless Keyboard;price_abs;3939
Canon PIXMA;quantity_sub;-1
magnificent tape measure;remove;
Samsung 970 EVO SSD;quantity_sub;-3
amazing trim;price_abs;-9
luxurious windows;quantity_add;68
Brother DCP-T510W;quantity_add;3
AMD Ryzen 5;price_abs;-6301
amazing cherry;available;True
Canon PIXMA;price_percent;-0.13
superb shovel;quantity_sub;-110
luxurious sunscreen;quantity_sub;-22
trendy cranberry;remove;
superb exfoliator;remove;
luxurious sunscreen;remove;
Samsung 970 EVO SSD;price_abs;-8541
luxurious guava;price_percent;-0.11
exquisite hammer;quantity_add;68
Corsair HS60;available;True
delightful raspberry;price_abs;-1
magnificent manicure set;price_abs;-1
trendy toothpaste;remove;
HyperX DDR4 RAM;remove;
tasteful paint;available;True
refined toothpaste;available;True
refined toothpaste;quantity_add;162
pleasant insulation;remove;
SteelSeries Arctis 7;quantity_add;7
Logitech Wireless Keyboard;quantity_add;2
Intel Core i5;price_abs;2924
EVGA 500B 80+ BRONZE;remove;
stylish roofing;price_percent;-0.11
attractive apple;remove;
luxurious sunscreen;remove;
Corsair HS60;quantity_add;4
Epson Expression Home XP;quantity_sub;-3
SteelSeries Arctis 7;price_abs;-12604
pleasant shovel;price_abs;-4
Kingston Canvas Select Plus;available;True
attractive apple;quantity_sub;-7
NVIDIA GeForce GTX 1050;remove;
magnificent manicure set;price_abs;-7
Canon PIXMA;price_abs;5508
beautiful siding;available;True
AMD Ryzen 5;remove;
EVGA 500B 80+ BRONZE;quantity_add;3
amazing pedicure set;price_percent;-0.06
exquisite lip balm;price_percent;0.06
beautiful level;price_abs;11
WD Blue HDD;available;True
attractive apple;quantity_add;14
Razer Variau;price_percent;0.0
superb cranberry;remove;
elegant boysenberry;quantity_add;56
SteelSeries Arctis 7;available;True
Intel Core i5;quantity_sub;-5
delightful cherry;remove;
delightful cherry;quantity_sub;-65
tasteful paint;price_percent;-0.03
amazing nail file;price_percent;0.1
magnificent electrical;available;False
superb shovel;price_percent;-0.11
refined toothpaste;price_percent;0.14
exquisite lip balm;quantity_add;105
Logitech Wireless Keyboard;remove;
Canon PIXMA;remove;
exquisite nail polish;price_percent;-0.07
EVGA 500B 80+ BRONZE;price_abs;-708
trendy flooring;remove;
Intel Core i5;quantity_add;7
luxurious sunscreen;remove;
Logitech Wireless Keyboard;quantity_add;2
pretty paint;quantity_add;28
refined blueberry;price_percent;-0.01
stylish shampoo;remove;
Epson Expression Home XP;available;True
HP LaserJet Pro;available;True
Corsair HS60;quantity_sub;-5
NVIDIA GeForce GTX 1050;price_abs;9450
marvelous manicure set;price_abs;-4
Brother DCP-T510W;quantity_sub;-5
magnificent electrical;quantity_add;99
Brother DCP-T510W;price_percent;-0.13
HP LaserJet Pro;remove;
pleasant saw;price_abs;14
delightful glue;quantity_sub;-73
tasteful apricot;quantity_sub;-49
stylish serum;price_abs;-3
EVGA 500B 80+ BRONZE;price_percent;0.03
pretty orange;quantity_add;37
amazing nail file;quantity_add;48
pretty orange;available;True
SteelSeries Arctis 7;quantity_sub;-4
Ricoh Aficio MP;available;True
EVGA 500B 80+ BRONZE;quantity_add;3
refined wheelbarrow;quantity_sub;-110
Samsung 970 EVO SSD;remove;
Samsung 970 EVO SSD;price_percent;0.04
tasteful apricot;price_abs;4
exquisite lip balm;price_percent;0.17
Epson Expression Home XP;price_abs;-1409
Epson Expression Home XP;quantity_sub;-5
superb nail polish;available;True
exquisite lip balm;remove;
gorgeous cranberry;price_abs;-5
amazing cherry;price_percent;0.13
NVIDIA GeForce GTX 1050;price_percent;-0.1
Logitech Wireless Keyboard;remove;
WD Blue HDD;quantity_sub;-7
Canon PIXMA;quantity_sub;-2
Intel Core i5;remove;
NVIDIA GeForce GTX 1050;available;True
marvelous boysenberry;remove;
Razer Variau;quantity_add;7
SteelSeries Arctis 7;remove;
beautiful siding;remove;
SteelSeries Arctis 7;price_percent;0.19
Ricoh Aficio MP;quantity_add;3
superb exfoliator;price_abs;5
Logitech Wireless Keyboard;price_percent;-0.14
Samsung 970 EVO SSD;price_percent;-0.2
elegant trim;price_percent;0.19
AMD Ryzen 5;quantity_sub;-3
superb exfoliator;quantity_add;62
exquisite saw;remove;
Samsung 970 EVO SSD;quantity_add;6
delightful manicure set;quantity_add;17
tasteful toner;price_abs;1
tasteful toner;remove;
attractive tile;quantity_sub;-130
Canon PIXMA;price_abs;-8254
luxurious scaffolding;available;True
EVGA 500B 80+ BRONZE;quantity_sub;-1
sublime boysenberry;available;True
trendy perfume;price_abs;13
exquisite nail polish;remove;
magnificent axe;quantity_add;107
pleasant windows;quantity_sub;-18
amazing nail file;available;True
Brother DCP-T510W;price_abs;2541
Razer Variau;remove;
EVGA 500B 80+ BRONZE;available;True
HP LaserJet Pro;price_abs;4400
tasteful toner;quantity_add;8
elegant tape measure;price_abs;-12
stylish exfoliator;quantity_add;51
Ricoh Aficio MP;quantity_add;3
Ricoh Aficio MP;price_abs;2678
AMD Ryzen 5;price_abs;4135
glamorous saw;price_abs;5
delightful moisturizer;remove;
pleasant conditioner;quantity_sub;-92
pretty drywall;quantity_sub;-137
sublime siding;quantity_sub;-9
EVGA 500B 80+ BRONZE;remove;
Intel Core i5;price_percent;0.02
pretty scaffolding;quantity_sub;-80
Samsung 970 EVO SSD;quantity_add;9
magnificent level;quantity_add;108
Brother DCP-T510W;quantity_add;9
pleasant shampoo;quantity_sub;-86
AMD Ryzen 5;remove;
WD Blue HDD;available;True
Kingston Canvas Select Plus;available;True
magnificent serum;remove;
EVGA 500B 80+ BRONZE;price_abs;10274
luxurious guava;available;True
Canon PIXMA;quantity_sub;-5
delightful moisturizer;available;True
delightful orange;remove;
trendy perfume;available;True
magnificent tape measure;price_percent;-0.03
marvelous manicure set;price_percent;0.17
refined blueberry;price_percent;0.0
glamorous saw;quantity_sub;-26
NVIDIA GeForce GTX 1050;price_abs;4070
Corsair HS60;price_abs;2498
trendy flooring;price_percent;0.07
delightful glue;price_abs;11
stylish plum;price_percent;0.16
exquisite lip balm;quantity_add;73
pleasant shampoo;remove;
delightful nail file;price_abs;-5
NVIDIA GeForce GTX 1050;quantity_add;2
tasteful peach;available;False
NVIDIA GeForce GTX 1050;price_percent;0.04
Logitech Wireless Keyboard;price_abs;-12585
EVGA 500B 80+ BRONZE;available;True
amazing insulation;price_abs;14.036000000000001
magnificent wallpaper;quantity_sub;-24
beautiful nails;quantity_sub;-17
Samsung 970 EVO SSD;quantity_sub;-1
delightful bubble bath;price_percent;-0.01
Logitech Wireless Keyboard;quantity_sub;-1
trendy cranberry;price_percent;0.08
pretty moustache wax;price_percent;0.15
pretty baseboard;price_percent;-0.07
AMD Ryzen 5;quantity_add;13
stylish drywall;price_percent;0.16
pretty baseboard;quantity_sub;-104
Intel Core i5;price_abs;-8245
Canon PIXMA;available;True
amazing roofing;quantity_sub;-111
stylish plum;price_abs;-10
amazing grapes;price_percent;0.15
amazing grapes;price_percent;-0.01
NVIDIA GeForce GTX 1050;price_abs;63971.600000000006
pretty moustache wax;quantity_sub;-142
HP LaserJet Pro;remove;
HP LaserJet Pro;available;True
AMD Ryzen 5;price_abs;-4662
Canon PIXMA;available;True
AMD Ryzen 5;price_percent;0.09
Brother DCP-T510W;available;True
Logitech Wireless Keyboard;price_abs;-13461
exquisite melon;price_abs;0
AMD Ryzen 5;price_percent;-0.04
Intel Core i5;quantity_add;3
stylish exfoliator;quantity_add;143
Logitech Wireless Keyboard;remove;
beautiful wallpaper;price_abs;4
Razer Variau;remove;
tasteful plumbing;remove;
gorgeous cranberry;quantity_sub;-67
trendy toothpaste;price_abs;-5
Razer Variau;price_abs;1043
Logitech Wireless Keyboard;remove;
elegant baby shampoo;quantity_add;57
AMD Ryzen 5;quantity_sub;-4
amazing nail file;price_abs;72.974
delightful baseboard;quantity_sub;-24
NVIDIA GeForce GTX 1050;price_percent;-0.02
Samsung 970 EVO SSD;price_abs;-635
glamorous wallpaper;price_abs;-2
elegant bubble bath;price_abs;4
Kingston Canvas Select Plus;available;True
glamorous wallpaper;quantity_sub;-6
Canon PIXMA;price_abs;-8202
EVGA 500B 80+ BRONZE;quantity_sub;-4
luxurious guava;quantity_add;101
pleasant shampoo;price_abs;-15
Canon PIXMA;remove;
EVGA 500B 80+ BRONZE;quantity_add;4
tasteful plumbing;remove;
delightful orange;quantity_add;108
marvelous boysenberry;price_percent;0.11
delightful nail file;price_percent;-0.15
luxurious windows;quantity_sub;-100
Ricoh Aficio MP;remove;
HyperX DDR4 RAM;quantity_add;3
delightful moisturizer;price_abs;-4
exquisite conditioner;remove;
luxurious guava;remove;
exquisite nail polish;price_percent;-0.13
Canon PIXMA;quantity_sub;-5
luxurious windows;remove;
Razer Variau;price_percent;0.03
elegant bubble bath;price_abs;-2
beautiful windows;quantity_add;114
Razer Variau;price_percent;-0.2
Logitech Wireless Keyboard;available;True
trendy cranberry;quantity_add;118
Canon PIXMA;quantity_sub;-7
Intel Core i5;price_percent;-0.16
marvelous manicure set;price_percent;0.09
Intel Core i5;remove;
Intel Core i5;available;False
magnificent shovel;available;True
Razer Variau;quantity_sub;-4
attractive apple;price_percent;0.04
delightful baseboard;price_abs;-15
exquisite melon;quantity_sub;-18
amazing pedicure set;price_percent;0.03
stylish serum;quantity_sub;-104
EVGA 500B 80+ BRONZE;price_abs;3811
glamorous saw;quantity_sub;-69
pretty scaffolding;remove;
superb nail polish;quantity_sub;-54
HP LaserJet Pro;price_abs;1532
trendy flooring;price_percent;0.04
AMD Ryzen 5;price_percent;0.17
attractive apple;quantity_sub;-149
superb cranberry;remove;
NVIDIA GeForce GTX 1050;remove;
beautiful siding;price_abs;1
beautiful wallpaper;price_abs;-7
magnificent tape measure;price_abs;2
marvelous papaya;price_abs;48.598000000000006
refined papaya;price_percent;0.18
Canon PIXMA;available;True
stylish roofing;price_percent;0.04
glamorous saw;price_percent;0.03
magnificent raspberry;price_abs;-3
Razer Variau;available;True
trendy perfume;remove;
exquisite melon;available;False
stylish roofing;quantity_add;105
tasteful deodorant;quantity_add;91
pretty drywall;quantity_sub;-87
WD Blue HDD;price_percent;0.04
pleasant conditioner;remove;
tasteful toner;price_percent;-0.16
Ricoh Aficio MP;price_abs;-4524
WD Blue HDD;quantity_sub;-7
Epson Expression Home XP;price_percent;-0.05
beautiful level;quantity_sub;-8
exquisite hammer;available;True
beautiful nails;quantity_sub;-69
refined pedicure set;price_abs;4
amazing melon;price_percent;0.15
delightful orange;quantity_add;28
marvelous flooring;price_percent;0.0
AMD Ryzen 5;price_abs;52539.3
Logitech Wireless Keyboard;quantity_add;1
amazing cherry;quantity_add;96
pleasant windows;quantity_sub;-26
glamorous baseboard;remove;
HP LaserJet Pro;price_percent;0.04
HP LaserJet Pro;price_percent;0.18
gorgeous cranberry;available;True
EVGA 500B 80+ BRONZE;quantity_sub;-1
delightful glue;quantity_sub;-44
Logitech Wireless Keyboard;available;True
stylish shampoo;price_percent;-0.12
pleasant shampoo;quantity_sub;-1
delightful manicure set;remove;
tasteful apricot;quantity_sub;-47
NVIDIA GeForce GTX 1050;quantity_add;2
HyperX DDR4 RAM;price_percent;-0.1
Epson Expression Home XP;available;True
marvelous boysenberry;remove;
stylish exfoliator;remove;
elegant roofing;quantity_add;4
Samsung 970 EVO SSD;quantity_sub;-9
Epson Expression Home XP;quantity_add;1
Logitech Wireless Keyboard;price_abs;-12267
pleasant insulation;price_percent;-0.18
beautiful level;price_abs;-1
Canon PIXMA;quantity_sub;-1
beautiful nails;quantity_add;94
trendy flooring;price_percent;-0.04
Epson Expression Home XP;remove;
glamorous saw;available;False
magnificent tape measure;price_abs;-5
stylish plum;price_percent;0.01
Canon PIXMA;price_percent;0.09
Razer Variau;price_abs;1545
WD Blue HDD;remove;
Logitech Wireless Keyboard;price_abs;10536
luxurious guava;available;True
Epson Expression Home XP;available;True
exquisite lip balm;quantity_sub;-57
refined cherry;price_percent;0.07
magnificent tape measure;quantity_add;32
Kingston Canvas Select Plus;available;False
WD Blue HDD;price_abs;2189
superb shovel;price_abs;-9
beautiful nails;quantity_add;103
glamorous saw;available;True
pretty level;quantity_sub;-3
EVGA 500B 80+ BRONZE;price_abs;5404
WD Blue HDD;price_percent;0.0
HP LaserJet Pro;quantity_sub;-9
stylish shampoo;price_percent;0.07
tasteful paint;price_percent;0.1
amazing glue;quantity_sub;-75
superb shovel;quantity_sub;-84
magnificent screws;price_abs;6
SteelSeries Arctis 7;quantity_add;8
amazing roofing;price_percent;0.18
superb cranberry;available;False
magnificent serum;price_abs;-7
stylish plum;quantity_sub;-105
AMD Ryzen 5;remove;
beautiful nails;remove;
EVGA 500B 80+ BRONZE;quantity_add;9
WD Blue HDD;price_abs;904
NVIDIA GeForce GTX 1050;price_abs;-18722
stylish serum;remove;
Samsung 970 EVO SSD;remove;
trendy perfume;available;False
SteelSeries Arctis 7;quantity_add;1
NVIDIA GeForce GTX 1050;price_abs;10559
delightful baseboard;remove;
luxurious sunscreen;quantity_add;5
EVGA 500B 80+ BRONZE;remove;
superb exfoliator;quantity_add;173
pretty baseboard;quantity_sub;-71
Logitech Wireless Keyboard;remove;
superb cranberry;available;True
Ricoh Aficio MP;quantity_sub;-1
Samsung 970 EVO SSD;price_percent;-0.13
pretty level;quantity_sub;-65
Canon PIXMA;price_abs;16575
luxurious scaffolding;price_abs;41.503
sublime deodorant;available;True
glamorous plum;quantity_add;71
delightful moisturizer;quantity_sub;-29
Canon PIXMA;remove;
elegant trim;quantity_sub;-46
pleasant conditioner;quantity_add;91
gorgeous cranberry;quantity_add;1
NVIDIA GeForce GTX 1050;price_abs;-6586
amazing trim;available;False
exquisite melon;quantity_add;12
exquisite conditioner;available;True
Intel Core i5;remove;
superb windows;remove;
Razer Variau;price_abs;10399
delightful bubble bath;price_percent;-0.06
beautiful siding;price_percent;0.2
marvelous flooring;quantity_sub;-3
beautiful siding;remove;
trendy flooring;price_abs;-5
pretty shampoo;remove;
beautiful wallpaper;quantity_add;160
Logitech Wireless Keyboard;price_abs;-2323
delightful manicure set;available;True
pleasant windows;remove;
pleasant conditioner;remove;
superb cranberry;quantity_add;143
Intel Core i5;price_abs;9519
marvelous boysenberry;price_percent;-0.09
amazing grapes;available;False
sublime deodorant;price_abs;-7
AMD Ryzen 5;quantity_sub;-5
Intel Core i5;available;True
tasteful paint;price_percent;0.04
delightful baseboard;available;True
Brother DCP-T510W;price_percent;-0.05
pretty melon;quantity_add;142
Samsung 970 EVO SSD;price_abs;-4911
Brother DCP-T510W;price_percent;-0.14
pretty orange;available;False
elegant baby shampoo;price_percent;0.18
superb shovel;remove;
magnificent electrical;quantity_sub;-64
WD Blue HDD;quantity_add;2
luxurious sunscreen;quantity_add;114
amazing roofing;price_percent;-0.02
stylish drywall;quantity_sub;-1
elegant baby shampoo;quantity_add;6
pretty baseboard;price_abs;-5
elegant bubble bath;available;True
glamorous baseboard;quantity_add;182
glamorous plum;price_percent;0.11
Epson Expression Home XP;remove;
Intel Core i5;price_percent;-0.19
WD Blue HDD;quantity_add;1
Logitech Wireless Keyboard;quantity_add;1
Corsair HS60;quantity_sub;-8
stylish face wash;quantity_sub;-39
beautiful level;price_abs;-7
SteelSeries Arctis 7;remove;
elegant baby shampoo;quantity_sub;-55
marvelous flooring;price_percent;0.01
delightful orange;available;True
NVIDIA GeForce GTX 1050;price_abs;-2642
Samsung 970 EVO SSD;price_percent;0.07
Razer Variau;price_abs;-12274
Razer Variau;price_percent;-0.1
beautiful siding;remove;
amazing melon;price_percent;0.03
AMD Ryzen 5;quantity_sub;-4
stylish drywall;quantity_add;116
amazing trim;quantity_add;16
stylish roofing;quantity_sub;-140
HyperX DDR4 RAM;price_percent;-0.04
pleasant windows;remove;
delightful manicure set;remove;
magnificent raspberry;price_abs;2
marvelous flooring;price_percent;0.02
HP LaserJet Pro;price_percent;-0.01
Kingston Canvas Select Plus;price_abs;94436.1
stylish face wash;remove;
pleasant windows;price_abs;-3
Intel Core i5;remove;
superb boysenberry;price_percent;0.1
gorgeous peach;quantity_add;110
pleasant windows;quantity_sub;-113
HP LaserJet Pro;available;True
Epson Expression Home XP;price_percent;-0.11
gorgeous cranberry;price_abs;16
amazing trim;price_abs;-5
stylish serum;quantity_sub;-10
Intel Core i5;quantity_add;1
WD Blue HDD;price_percent;0.19
amazing pedicure set;price_abs;3
Epson Expression Home XP;remove;
pretty paint;price_abs;0
magnificent serum;price_abs;7
Samsung 970 EVO SSD;quantity_add;10
EVGA 500B 80+ BRONZE;price_percent;-0.11
magnificent level;remove;
stylish face wash;remove;
SteelSeries Arctis 7;price_percent;-0.09
pretty drywall;available;True
marvelous boysenberry;quantity_sub;-56
sublime hammer;quantity_sub;-45
glamorous wallpaper;price_abs;3
superb cranberry;remove;
SteelSeries Arctis 7;price_percent;-0.18
Razer Variau;quantity_sub;-3
elegant bubble bath;quantity_sub;-88
Epson Expression Home XP;quantity_sub;-10
delightful moisturizer;price_abs;29.480000000000004
trendy toothpaste;quantity_sub;-189
AMD Ryzen 5;quantity_sub;-8
glamorous wallpaper;price_abs;1
luxurious windows;available;True
Samsung 970 EVO SSD;price_abs;10140
beautiful windows;available;False
Intel Core i5;quantity_sub;-8
pretty paint;quantity_add;37
Corsair HS60;remove;
elegant roofing;available;False
Razer Variau;quantity_sub;-9
amazing glue;available;False
AMD Ryzen 5;quantity_sub;-10
pretty paint;remove;
Razer Variau;remove;
Razer Variau;price_abs;-3239
elegant boysenberry;quantity_add;99
gorgeous cranberry;remove;
glamorous plum;quantity_add;6
EVGA 500B 80+ BRONZE;available;False
NVIDIA GeForce GTX 1050;available;True
trendy cranberry;remove;
marvelous boysenberry;price_percent;-0.05
luxurious guava;remove;
pleasant conditioner;available;True
NVIDIA GeForce GTX 1050;quantity_add;2
luxurious scaffolding;quantity_add;149
EVGA 500B 80+ BRONZE;price_abs;48447.3
trendy flooring;price_abs;-14
amazing glue;quantity_add;127
amazing cherry;quantity_add;150
exquisite melon;price_percent;-0.18
pleasant insulation;remove;
HP LaserJet Pro;remove;
marvelous flooring;price_percent;0.01
AMD Ryzen 5;quantity_sub;-5
EVGA 500B 80+ BRONZE;remove;
WD Blue HDD;price_abs;-5585
magnificent electrical;price_percent;0.08
luxurious sunscreen;available;False
magnificent raspberry;price_abs;-1
Razer Variau;available;True
attractive apple;quantity_add;137
Epson Expression Home XP;available;True
elegant tape measure;quantity_sub;-23
NVIDIA GeForce GTX 1050;remove;
delightful raspberry;quantity_sub;-100
amazing melon;quantity_add;142
Logitech Wireless Keyboard;available;True
attractive tile;price_abs;7
Canon PIXMA;quantity_sub;-11
refined blueberry;quantity_add;33
exquisite melon;quantity_add;10
refined cherry;price_abs;-9
Razer Variau;quantity_add;4
Samsung 970 EVO SSD;price_percent;0.14
stylish roofing;price_abs;-8
stylish exfoliator;price_percent;-0.2
exquisite conditioner;quantity_sub;-69
gorgeous cranberry;remove;
tasteful paint;quantity_sub;-133
trendy toothpaste;price_abs;-10
exquisite papaya;available;False
magnificent electrical;available;True
NVIDIA GeForce GTX 1050;available;True
Canon PIXMA;quantity_add;2
HP LaserJet Pro;price_percent;0.12
exquisite hammer;remove;
Razer Variau;quantity_sub;-12
HP LaserJet Pro;quantity_sub;-4
attractive sunscreen;quantity_add;12
superb exfoliator;remove;
Logitech Wireless Keyboard;price_abs;-117
trendy flooring;price_percent;-0.01
magnificent shovel;quantity_add;50
Ricoh Aficio MP;available;True
glamorous baseboard;remove;
magnificent axe;price_percent;0.13
elegant glue;quantity_sub;-50
tasteful peach;price_abs;4
Razer Variau;available;True
Canon PIXMA;price_abs;8692
Canon PIXMA;price_abs;1406
Brother DCP-T510W;price_percent;0.02
marvelous flooring;quantity_sub;-159
amazing insulation;quantity_add;110
Samsung 970 EVO SSD;available;False
pleasant conditioner;price_percent;0.01
luxurious sunscreen;remove;
HyperX DDR4 RAM;quantity_sub;-6
luxurious scaffolding;quantity_sub;-45
glamorous baseboard;quantity_sub;-118
amazing trim;price_abs;0
delightful nail file;remove;
HP LaserJet Pro;price_percent;-0.12
refined blueberry;price_percent;0.18
Intel Core i5;quantity_sub;-2
magnificent electrical;available;True
pretty moustache wax;quantity_sub;-154
sublime siding;quantity_add;93
sublime blackberry;quantity_sub;-96
Ricoh Aficio MP;price_percent;0.03
attractive tile;remove;
delightful bubble bath;remove;
pretty baseboard;available;True
superb boysenberry;available;True
Intel Core i5;quantity_sub;-6
Razer Variau;available;True
SteelSeries Arctis 7;quantity_add;6
tasteful paint;remove;
glamorous baseboard;remove;
delightful bubble bath;price_abs;-9
Intel Core i5;price_percent;-0.13
Razer Variau;remove;
pretty melon;available;True
stylish apricot;quantity_sub;-184
Intel Core i5;remove;
delightful manicure set;quantity_sub;-38
