name;method;param
beautiful nails;remove;
marvelous conditioner;quantity_sub;-39
Brother DCP-T510W;quantity_add;1
stylish cherry;price_abs;-2
nice nail polish;remove;
NVIDIA GeForce GTX 1050;price_abs;-9760
AMD Ryzen 5;price_abs;62937.600000000006
Intel Core i5;remove;
SteelSeries Arctis 7;quantity_sub;-5
SteelSeries Arctis 7;price_percent;0.12
HyperX DDR4 RAM;quantity_add;9
tasteful wallpaper;available;True
tasteful siding;remove;
WD Blue HDD;remove;
pretty glue;quantity_sub;-58
SteelSeries Arctis 7;quantity_sub;-3
superb moustache wax;available;True
Corsair HS60;quantity_sub;-4
exquisite lip balm;available;True
Intel Core i5;available;True
SteelSeries Arctis 7;quantity_sub;-4
Logitech Wireless Keyboard;quantity_add;1
superb facial cleanser;available;True
pretty screws;remove;
HyperX DDR4 RAM;quantity_add;5
HyperX DDR4 RAM;available;True
Canon PIXMA;quantity_add;10
Intel Core i5;quantity_sub;-7
WD Blue HDD;available;True
pretty screws;available;False
tasteful siding;remove;
exquisite pineapple;price_abs;7
HP LaserJet Pro;price_abs;10576
tasteful shovel;quantity_sub;-110
attractive face wash;quantity_sub;-94
Brother DCP-T510W;price_abs;-882
Corsair HS60;remove;
delightful face wash;price_percent;0.17
tasteful shampoo;price_percent;0.1
refined scaffolding;price_percent;0.0
trendy paint;price_abs;-7
luxurious glue;quantity_sub;-57
Brother DCP-T510W;quantity_sub;-6
gorgeous papaya;quantity_sub;-10
Corsair HS60;quantity_sub;-2
Epson Expression Home XP;quantity_add;4
trendy paint;quantity_add;126
trendy papaya;price_percent;-0.04
sublime scaffolding;price_abs;-4
AMD Ryzen 5;remove;
refined scaffolding;quantity_sub;-105
magnificent facial cleanser;quantity_add;117
beautiful guava;quantity_add;38
HyperX DDR4 RAM;available;True
NVIDIA GeForce GTX 1050;quantity_add;2
refined apricot;quantity_add;116
superb moustache wax;price_abs;1
Brother DCP-T510W;available;False
tasteful eye cream;remove;
Corsair HS60;available;True
AMD Ryzen 5;remove;
Razer Variau;quantity_sub;-7
Brother DCP-T510W;quantity_add;15
glamorous sunscreen;price_percent;0.19
EVGA 500B 80+ BRONZE;available;True
exquisite pineapple;price_abs;-3
refined mango;remove;
delightful peach;price_abs;12
trendy paint;price_percent;0.17
marvelous plum;available;False
AMD Ryzen 5;available;False
attractive orange;available;False
tasteful siding;quantity_add;147
magnificent bubble bath;price_percent;-0.04
pleasant moisturizer;available;True
HyperX DDR4 RAM;remove;
gorgeous siding;price_percent;0.2
amazing blueberry;price_abs;5
AMD Ryzen 5;quantity_add;12
sublime peach;price_abs;15.697000000000001
gorgeous facial cleanser;available;True
attractive orange;price_percent;-0.01
trendy saw;available;True
trendy conditioner;price_percent;-0.09
stylish body wash;quantity_add;18
Logitech Wireless Keyboard;price_abs;-615
Logitech Wireless Keyboard;available;False
superb papaya;price_percent;0.2
stylish windows;price_abs;-10
Intel Core i5;quantity_add;2
magnificent grapes;quantity_add;134
Corsair HS60;price_percent;-0.16
trendy paint;quantity_sub;-27
magnificent boysenberry;price_abs;-7
tasteful trim;quantity_add;151
Brother DCP-T510W;available;True
refined scaffolding;price_percent;0.03
superb moustache wax;quantity_sub;-138
SteelSeries Arctis 7;remove;
Razer Variau;price_abs;-1351
exquisite sunscreen;quantity_sub;-109
gorgeous boysenberry;remove;
pretty moisturizer;price_abs;-1
NVIDIA GeForce GTX 1050;quantity_sub;-2
beautiful kiwifruit;quantity_sub;-38
gorgeous tape measure;price_abs;-5
sublime peach;quantity_sub;-19
Corsair HS60;quantity_sub;-2
attractive night cream;available;True
HP LaserJet Pro;quantity_sub;-3
superb facial cleanser;quantity_add;108
delightful eye cream;remove;
elegant doors;quantity_add;27
Epson Expression Home XP;price_abs;6481
superb moustache wax;remove;
marvelous plumbing;quantity_sub;-7
stylish chisel;price_percent;0.11
Intel Core i5;price_percent;-0.07
pretty kiwifruit;price_percent;0.2
elegant toothpaste;remove;
delightful peach;quantity_add;30
HP LaserJet Pro;price_percent;-0.1
marvelous conditioner;price_percent;-0.05
superb flooring;quantity_add;116
beautiful baby shampoo;available;True
stylish serum;quantity_sub;-105
superb flooring;remove;
Kingston Canvas Select Plus;available;True
attractive face wash;remove;
exquisite screws;price_abs;-11
exquisite siding;quantity_sub;-37
marvelous plumbing;price_abs;-4
attractive flooring;price_percent;-0.2
attractive orange;quantity_sub;-98
glamorous sunscreen;remove;
Intel Core i5;quantity_add;4
marvelous banana;available;True
tasteful shovel;remove;
refined scaffolding;price_abs;9
tasteful toner;remove;
superb facial cleanser;remove;
Brother DCP-T510W;remove;
EVGA 500B 80+ BRONZE;price_percent;-0.2
trendy conditioner;quantity_add;51
magnificent boysenberry;remove;
Brother DCP-T510W;price_percent;0.19
exquisite manicure set;available;True
NVIDIA GeForce GTX 1050;quantity_add;1
AMD Ryzen 5;available;False
Ricoh Aficio MP;available;False
pleasant deodorant;price_percent;-0.14
luxurious glue;quantity_sub;-45
beautiful tape measure;price_percent;0.01
tasteful siding;quantity_sub;-129
amazing shovel;quantity_add;13
sublime trim;quantity_add;8
attractive banana;price_abs;4
elegant toothpaste;price_percent;-0.18
marvelous plumbing;quantity_add;10
Razer Variau;available;True
exquisite drywall;price_abs;5
superb facial cleanser;available;True
exquisite pineapple;available;False
Intel Core i5;price_percent;0.18
attractive wheelbarrow;remove;
Kingston Canvas Select Plus;price_abs;18899.100000000002
Kingston Canvas Select Plus;quantity_sub;-3
EVGA 500B 80+ BRONZE;available;True
Intel Core i5;quantity_sub;-1
Intel Core i5;remove;
Intel Core i5;quantity_add;1
Corsair HS60;remove;
Razer Variau;remove;
AMD Ryzen 5;remove;
NVIDIA GeForce GTX 1050;quantity_sub;-4
SteelSeries Arctis 7;available;True
glamorous sunscreen;quantity_add;87
Corsair HS60;available;True
tasteful wallpaper;quantity_sub;-124
Corsair HS60;remove;
marvelous plumbing;quantity_add;77
trendy conditioner;price_percent;-0.2
SteelSeries Arctis 7;available;True
gorgeous boysenberry;quantity_sub;-113
pleasant makeup remover;available;True
superb facial cleanser;price_abs;10
Razer Variau;price_percent;-0.18
elegant drywall;quantity_sub;-7
attractive orange;quantity_sub;-89
elegant drywall;quantity_sub;-72
trendy conditioner;price_percent;-0.17
Canon PIXMA;quantity_add;2
stylish cherry;quantity_sub;-46
superb facial cleanser;price_abs;-8
Brother DCP-T510W;price_percent;0.01
Brother DCP-T510W;remove;
stylish kiwifruit;quantity_add;28
HP LaserJet Pro;available;True
delightful face wash;available;True
Brother DCP-T510W;available;True
sublime peach;quantity_add;102
magnificent bubble bath;quantity_sub;-41
Canon PIXMA;quantity_add;9
sublime scaffolding;remove;
beautiful guava;quantity_sub;-22
attractive wheelbarrow;price_abs;-7
refined shampoo;remove;
delightful peach;price_percent;-0.01
Ricoh Aficio MP;remove;
Kingston Canvas Select Plus;price_abs;1571
Logitech Wireless Keyboard;quantity_add;3
Epson Expression Home XP;price_abs;7561
Corsair HS60;quantity_sub;-4
trendy boysenberry;available;True
superb manicure set;remove;
beautiful kiwifruit;quantity_add;39
luxurious glue;price_percent;-0.09
luxurious glue;quantity_sub;-117
Razer Variau;price_percent;0.02
pleasant plum;remove;
delightful peach;remove;
HyperX DDR4 RAM;price_percent;-0.03
attractive face wash;quantity_sub;-147
Epson Expression Home XP;quantity_sub;-5
NVIDIA GeForce GTX 1050;quantity_add;5
pretty glue;remove;
gorgeous papaya;price_abs;-7
refined shampoo;price_percent;0.17
SteelSeries Arctis 7;quantity_sub;-10
Razer Variau;quantity_sub;-1
Brother DCP-T510W;price_abs;-3723
Corsair HS60;quantity_add;2
attractive flooring;quantity_add;15
beautiful wallpaper;available;True
Kingston Canvas Select Plus;price_percent;-0.19
SteelSeries Arctis 7;quantity_sub;-2
magnificent mango;available;True
stylish windows;remove;
Corsair HS60;quantity_sub;-5
EVGA 500B 80+ BRONZE;quantity_sub;-5
pretty kiwifruit;quantity_sub;-27
EVGA 500B 80+ BRONZE;price_percent;-0.16
attractive face wash;remove;
refined screws;price_percent;0.17
Razer Variau;remove;
magnificent bubble bath;quantity_sub;-151
refined nail polish;price_abs;-4
exquisite shovel;available;True
trendy saw;price_abs;-2
Intel Core i5;price_percent;0.19
exquisite siding;quantity_sub;-48
trendy saw;remove;
refined scaffolding;remove;
elegant drywall;price_percent;-0.01
superb flooring;price_abs;-11
AMD Ryzen 5;quantity_add;4
Razer Variau;price_percent;-0.04
elegant drywall;price_percent;0.05
Ricoh Aficio MP;price_percent;-0.01
exquisite sunscreen;remove;
Kingston Canvas Select Plus;available;True
Kingston Canvas Select Plus;price_abs;292
sublime scaffolding;remove;
pleasant deodorant;price_percent;-0.2
Brother DCP-T510W;available;True
beautiful nails;price_percent;-0.11
exquisite serum;quantity_add;11
WD Blue HDD;price_percent;-0.14
Intel Core i5;remove;
attractive night cream;quantity_add;174
beautiful wallpaper;available;True
NVIDIA GeForce GTX 1050;available;False
Razer Variau;price_abs;-6595
delightful peach;price_abs;3
superb manicure set;price_abs;0
beautiful tape measure;quantity_add;76
refined mango;remove;
pleasant blackberry;quantity_add;16
pleasant saw;remove;
WD Blue HDD;price_percent;0.03
magnificent bubble bath;quantity_sub;-12
exquisite shovel;price_percent;-0.03
refined raspberry;quantity_sub;-41
stylish serum;quantity_sub;-153
refined bubble bath;price_abs;-8
attractive orange;available;True
Ricoh Aficio MP;price_percent;-0.15
delightful eye cream;remove;
nice nail polish;remove;
delightful face wash;quantity_sub;-144
luxurious electrical;quantity_add;31
marvelous banana;remove;
Ricoh Aficio MP;quantity_add;3
sublime scaffolding;price_abs;9
trendy boysenberry;price_percent;-0.05
luxurious cranberry;quantity_sub;-76
refined mango;price_percent;-0.16
Canon PIXMA;available;False
SteelSeries Arctis 7;quantity_add;4
exquisite pineapple;price_percent;-0.09
WD Blue HDD;price_abs;2386
AMD Ryzen 5;available;True
pretty perfume;available;True
tasteful eye cream;price_percent;0.0
EVGA 500B 80+ BRONZE;remove;
exquisite pineapple;quantity_sub;-124
HP LaserJet Pro;price_abs;3451
attractive flooring;available;True
luxurious glue;price_abs;12
elegant doors;price_abs;-6
luxurious cranberry;price_percent;-0.09
amazing drywall;quantity_sub;-62
trendy saw;remove;
Epson Expression Home XP;price_percent;0.16
Brother DCP-T510W;quantity_add;11
trendy saw;quantity_sub;-32
elegant drywall;quantity_sub;-71
marvelous chisel;price_abs;88.25300000000001
SteelSeries Arctis 7;remove;
Kingston Canvas Select Plus;quantity_add;4
Logitech Wireless Keyboard;quantity_sub;-3
Corsair HS60;available;True
marvelous plum;remove;
trendy saw;quantity_add;87
Canon PIXMA;price_percent;0.17
attractive flooring;remove;
exquisite sunscreen;price_percent;0.02
Intel Core i5;available;False
gorgeous facial cleanser;price_abs;-19
Kingston Canvas Select Plus;price_abs;3001
pretty perfume;quantity_sub;-24
exquisite pineapple;quantity_sub;-125
pretty eye cream;price_percent;-0.09
trendy boysenberry;available;True
exquisite pineapple;quantity_add;88
attractive face wash;remove;
Razer Variau;price_abs;-11
trendy boysenberry;quantity_sub;-37
Ricoh Aficio MP;quantity_add;7
HyperX DDR4 RAM;available;True
gorgeous pedicure set;quantity_sub;-163
SteelSeries Arctis 7;price_percent;0.2
Kingston Canvas Select Plus;available;False
exquisite manicure set;quantity_sub;-22
pleasant moisturizer;quantity_sub;-109
exquisite siding;available;False
trendy saw;available;False
Razer Variau;quantity_add;2
sublime trim;remove;
superb moustache wax;quantity_add;140
Intel Core i5;quantity_add;4
pleasant plum;remove;
luxurious apricot;available;True
AMD Ryzen 5;available;False
Corsair HS60;price_percent;0.13
tasteful toner;available;False
EVGA 500B 80+ BRONZE;remove;
Brother DCP-T510W;quantity_add;6
AMD Ryzen 5;price_percent;-0.15
AMD Ryzen 5;available;False
luxurious electrical;quantity_add;100
exquisite mango;remove;
pleasant moisturizer;available;True
NVIDIA GeForce GTX 1050;price_abs;-11435
pretty eye cream;quantity_sub;-126
Razer Variau;available;True
pleasant moisturizer;quantity_add;115
tasteful cherry;quantity_add;119
Brother DCP-T510W;price_percent;-0.06
exquisite screws;quantity_sub;-38
pretty screws;remove;
marvelous chisel;quantity_sub;-25
trendy boysenberry;quantity_add;167
gorgeous boysenberry;remove;
marvelous chisel;price_percent;0.0
Brother DCP-T510W;available;False
Canon PIXMA;quantity_add;9
elegant cranberry;available;False
gorgeous tile;quantity_add;69
exquisite lip balm;price_percent;0.02
beautiful siding;quantity_add;78
Canon PIXMA;quantity_sub;-2
marvelous conditioner;price_percent;0.12
tasteful shampoo;quantity_add;64
Brother DCP-T510W;remove;
beautiful nails;remove;
Kingston Canvas Select Plus;available;True
AMD Ryzen 5;quantity_sub;-4
gorgeous conditioner;remove;
refined screws;price_abs;15
elegant toothpaste;quantity_sub;-49
Epson Expression Home XP;quantity_add;13
AMD Ryzen 5;remove;
Epson Expression Home XP;quantity_sub;-10
beautiful kiwifruit;price_abs;-1
Razer Variau;price_abs;7532
SteelSeries Arctis 7;available;False
refined shampoo;quantity_add;176
stylish serum;remove;
marvelous nail file;available;True
Epson Expression Home XP;price_abs;4188
pretty glue;available;False
stylish kiwifruit;remove;
tasteful cherry;quantity_sub;-90
Ricoh Aficio MP;remove;
magnificent bubble bath;remove;
Corsair HS60;available;True
HyperX DDR4 RAM;price_percent;-0.12
HyperX DDR4 RAM;remove;
exquisite screws;price_percent;0.04
SteelSeries Arctis 7;price_abs;-727
Razer Variau;remove;
Razer Variau;remove;
Corsair HS60;quantity_sub;-3
trendy boysenberry;price_percent;0.13
HyperX DDR4 RAM;available;True
gorgeous tile;price_percent;0.19
pretty hammer;price_abs;88.37400000000001
exquisite serum;quantity_sub;-6
tasteful toothpaste;quantity_add;77
HP LaserJet Pro;price_abs;-14444
sublime peach;price_abs;0
HP LaserJet Pro;quantity_sub;-2
HyperX DDR4 RAM;quantity_sub;-3
AMD Ryzen 5;quantity_add;5
tasteful wallpaper;quantity_sub;-71
WD Blue HDD;price_percent;-0.14
marvelous plumbing;price_percent;-0.11
Intel Core i5;remove;
Canon PIXMA;quantity_add;2
Corsair HS60;quantity_add;3
WD Blue HDD;price_percent;0.06
trendy paint;remove;
HP LaserJet Pro;remove;
tasteful eye cream;remove;
sublime scaffolding;quantity_sub;-89
gorgeous papaya;price_percent;0.07
refined scaffolding;available;True
Logitech Wireless Keyboard;available;False
stylish body wash;quantity_sub;-20
glamorous peach;remove;
refined apricot;remove;
tasteful shovel;quantity_add;100
Kingston Canvas Select Plus;price_abs;-11250
AMD Ryzen 5;quantity_add;11
pretty moisturizer;remove;
magnificent boysenberry;price_percent;-0.07
trendy conditioner;quantity_add;31
Razer Variau;price_abs;-858
Brother DCP-T510W;quantity_sub;-4
refined shampoo;quantity_sub;-100
luxurious cranberry;price_abs;-2
superb flooring;quantity_sub;-153
refined raspberry;quantity_add;27
refined scaffolding;remove;
EVGA 500B 80+ BRONZE;quantity_sub;-6
elegant doors;price_percent;-0.02
exquisite drywall;price_percent;-0.13
magnificent bubble bath;remove;
amazing facial cleanser;available;True
Kingston Canvas Select Plus;price_abs;-2406
refined screws;quantity_sub;-109
Kingston Canvas Select Plus;quantity_sub;-3
refined apricot;price_abs;4
superb cherry;price_percent;0.2
HP LaserJet Pro;price_abs;83532.90000000001
beautiful kiwifruit;available;True
Razer Variau;remove;
attractive flooring;price_abs;1
sublime peach;remove;
pretty eye cream;price_percent;0.15
SteelSeries Arctis 7;available;True
Intel Core i5;quantity_sub;-1
Epson Expression Home XP;remove;
Ricoh Aficio MP;quantity_add;2
exquisite shovel;price_percent;0.02
HyperX DDR4 RAM;quantity_sub;-4
SteelSeries Arctis 7;quantity_sub;-2
superb cherry;remove;
pleasant blueberry;available;True
Razer Variau;remove;
Brother DCP-T510W;price_percent;0.03
WD Blue HDD;quantity_sub;-3
pretty perfume;price_percent;0.2
Canon PIXMA;quantity_add;7
sublime nail file;price_percent;-0.09
AMD Ryzen 5;quantity_sub;-7
pretty eye cream;remove;
AMD Ryzen 5;price_abs;-4174
glamorous peach;available;False
WD Blue HDD;price_percent;0.14
amazing chisel;price_abs;-7
gorgeous boysenberry;quantity_add;9
beautiful baby shampoo;price_abs;-4
Kingston Canvas Select Plus;quantity_add;4
elegant roofing;remove;
Canon PIXMA;quantity_sub;-9
superb flooring;available;False
delightful grapes;price_abs;-1
HP LaserJet Pro;price_abs;-9134
attractive face wash;remove;
refined shampoo;price_percent;0.08
Intel Core i5;quantity_sub;-1
Razer Variau;quantity_add;2
magnificent grapes;quantity_sub;-37
tasteful trim;quantity_sub;-97
luxurious electrical;price_abs;-13
AMD Ryzen 5;quantity_sub;-7
Logitech Wireless Keyboard;price_percent;0.1
Logitech Wireless Keyboard;quantity_sub;-4
Corsair HS60;quantity_add;10
Ricoh Aficio MP;price_percent;-0.15
Brother DCP-T510W;available;True
Brother DCP-T510W;quantity_add;4
attractive face wash;quantity_sub;-129
elegant toothpaste;quantity_sub;-43
amazing drywall;available;False
HyperX DDR4 RAM;quantity_sub;-2
refined apricot;available;True
Logitech Wireless Keyboard;available;False
luxurious glue;price_abs;75.405
elegant toothpaste;price_abs;-7
HyperX DDR4 RAM;price_abs;7958
pleasant makeup remover;price_abs;-18
amazing chisel;remove;
attractive wheelbarrow;remove;
elegant drywall;price_abs;37.202000000000005
HyperX DDR4 RAM;available;False
attractive face wash;available;True
pleasant blueberry;price_percent;-0.06
marvelous conditioner;quantity_sub;-10
gorgeous tile;quantity_sub;-82
delightful face wash;quantity_sub;-97
beautiful baby shampoo;remove;
pleasant makeup remover;price_percent;0.09
marvelous plum;quantity_sub;-103
exquisite screws;remove;
tasteful toner;quantity_sub;-74
Corsair HS60;price_abs;-2928
stylish body wash;remove;
sublime scaffolding;quantity_add;20
exquisite serum;remove;
luxurious apricot;available;True
Brother DCP-T510W;quantity_sub;-7
delightful ladder;price_abs;-3
marvelous plum;price_percent;0.12
luxurious electrical;remove;
AMD Ryzen 5;quantity_add;4
delightful face wash;available;True
marvelous nail file;quantity_add;63
pretty kiwifruit;available;True
delightful peach;price_percent;-0.14
refined raspberry;price_percent;0.08
exquisite drywall;price_abs;2
gorgeous facial cleanser;quantity_sub;-177
superb moustache wax;available;True
trendy boysenberry;quantity_sub;-43
sublime trim;price_percent;0.0
SteelSeries Arctis 7;available;True
delightful peach;quantity_add;156
magnificent boysenberry;quantity_add;107
luxurious electrical;remove;
Intel Core i5;remove;
amazing chisel;remove;
marvelous lip balm;quantity_sub;-110
delightful grapes;quantity_add;85
exquisite siding;available;True
Razer Variau;remove;
pretty kiwifruit;quantity_sub;-78
sublime trim;quantity_add;87
EVGA 500B 80+ BRONZE;quantity_add;6
Intel Core i5;price_abs;-1837
pleasant deodorant;remove;
amazing melon;price_abs;-9
pretty screws;remove;
pleasant blackberry;quantity_sub;-88
amazing melon;price_percent;0.07
exquisite nails;price_percent;0.0
trendy saw;quantity_sub;-28
WD Blue HDD;price_abs;-3851
Canon PIXMA;price_abs;-12000
beautiful nails;price_abs;-2
HyperX DDR4 RAM;price_abs;-14242
refined scaffolding;quantity_sub;-142
tasteful shampoo;available;False
attractive flooring;price_abs;-5
SteelSeries Arctis 7;quantity_sub;-9
WD Blue HDD;quantity_add;3
elegant cranberry;price_percent;0.15
Epson Expression Home XP;price_abs;4339
sublime peach;quantity_add;11
refined bubble bath;price_percent;0.01
pretty kiwifruit;quantity_add;51
Kingston Canvas Select Plus;available;False
HyperX DDR4 RAM;available;False
pretty nail polish;available;True
stylish windows;remove;
NVIDIA GeForce GTX 1050;price_percent;0.16
attractive flooring;price_abs;1
Razer Variau;remove;
gorgeous tile;price_percent;0.11
pretty glue;price_abs;2
pleasant saw;price_abs;2
Epson Expression Home XP;quantity_sub;-2
delightful face wash;remove;
marvelous nail file;price_abs;61.259
Brother DCP-T510W;quantity_sub;-3
beautiful tape measure;quantity_sub;-6
magnificent grapes;quantity_sub;-67
exquisite lip balm;price_percent;0.09
beautiful guava;price_abs;-6
gorgeous facial cleanser;price_abs;-2
magnificent mango;price_abs;3
Epson Expression Home XP;quantity_add;1
EVGA 500B 80+ BRONZE;price_abs;-11045
superb moustache wax;price_percent;0.01
SteelSeries Arctis 7;price_abs;1823
amazing shovel;quantity_sub;-83
beautiful siding;available;False
marvelous banana;price_percent;0.0
WD Blue HDD;quantity_sub;-2
Samsung 970 EVO SSD;price_percent;0.1
attractive night cream;price_percent;-0.1
Logitech Wireless Keyboard;price_abs;-10315
superb cherry;quantity_add;37
luxurious apricot;available;True
Epson Expression Home XP;price_abs;-5168
magnificent mango;quantity_sub;-110
amazing drywall;quantity_sub;-101
HP LaserJet Pro;quantity_add;8
Intel Core i5;available;False
luxurious electrical;remove;
NVIDIA GeForce GTX 1050;available;True
HP LaserJet Pro;price_percent;0.17
magnificent boysenberry;price_abs;-5
Epson Expression Home XP;quantity_add;6
tasteful siding;quantity_sub;-150
superb papaya;quantity_add;113
refined screws;available;False
marvelous grapes;quantity_sub;-140
gorgeous boysenberry;remove;
EVGA 500B 80+ BRONZE;quantity_add;5
pretty eye cream;quantity_sub;-122
AMD Ryzen 5;price_percent;0.02
marvelous lip balm;remove;
refined raspberry;quantity_add;63
magnificent bubble bath;quantity_add;106
marvelous grapes;quantity_sub;-57
exquisite siding;quantity_add;87
pleasant saw;quantity_add;12
amazing chisel;available;True
WD Blue HDD;price_percent;0.09
magnificent boysenberry;quantity_add;84
gorgeous facial cleanser;price_abs;-1
sublime peach;quantity_add;81
Intel Core i5;price_abs;501
refined apricot;quantity_add;114
pretty eye cream;price_abs;-14
glamorous peach;available;False
pretty kiwifruit;quantity_sub;-43
SteelSeries Arctis 7;price_abs;-813
beautiful kiwifruit;quantity_sub;-5
Epson Expression Home XP;price_percent;-0.08
pleasant blueberry;quantity_sub;-126
HyperX DDR4 RAM;quantity_sub;-2
exquisite shovel;quantity_add;102
WD Blue HDD;price_percent;-0.02
Epson Expression Home XP;price_percent;0.2
attractive orange;price_percent;-0.05
beautiful wallpaper;price_percent;-0.1
attractive flooring;price_abs;0
refined apricot;price_percent;-0.15
stylish body wash;quantity_sub;-133
luxurious glue;remove;
Corsair HS60;quantity_add;1
Canon PIXMA;price_abs;-12449
beautiful wallpaper;quantity_add;29
refined makeup remover;price_abs;-10
refined scaffolding;price_abs;9
beautiful kiwifruit;price_percent;0.07
magnificent bubble bath;price_abs;2
NVIDIA GeForce GTX 1050;quantity_sub;-1
HP LaserJet Pro;available;False
pleasant moisturizer;remove;
HyperX DDR4 RAM;remove;
exquisite bubble bath;remove;
pretty eye cream;price_abs;-16
Epson Expression Home XP;price_abs;4100
trendy roofing;quantity_add;9
tasteful trim;available;True
pleasant blueberry;available;True
pleasant saw;quantity_add;35
luxurious apricot;quantity_add;61
Epson Expression Home XP;available;False
HyperX DDR4 RAM;price_abs;10875
NVIDIA GeForce GTX 1050;price_percent;0.03
exquisite nails;price_percent;-0.19
beautiful siding;quantity_sub;-24
trendy paint;remove;
pretty glue;quantity_add;183
marvelous banana;available;True
delightful conditioner;remove;
Logitech Wireless Keyboard;price_percent;-0.15
exquisite bubble bath;price_percent;0.08
trendy conditioner;remove;
magnificent boysenberry;quantity_sub;-38
Intel Core i5;available;False
Brother DCP-T510W;quantity_add;3
magnificent facial cleanser;quantity_add;40
pleasant blackberry;remove;
HyperX DDR4 RAM;remove;
exquisite pineapple;available;True
SteelSeries Arctis 7;price_percent;0.14
HyperX DDR4 RAM;price_percent;0.14
sublime scaffolding;price_percent;0.02
tasteful eye cream;price_percent;-0.1
Ricoh Aficio MP;price_percent;0.18
delightful peach;price_percent;0.04
EVGA 500B 80+ BRONZE;price_percent;0.05
WD Blue HDD;price_abs;106674.70000000001
refined shampoo;price_abs;0
amazing blueberry;quantity_sub;-33
trendy saw;quantity_sub;-75
gorgeous tile;remove;
marvelous plumbing;remove;
gorgeous tile;available;True
attractive orange;remove;
gorgeous tile;quantity_sub;-85
refined mango;available;True
exquisite sunscreen;price_percent;0.17
Canon PIXMA;remove;
Corsair HS60;quantity_add;4
Kingston Canvas Select Plus;remove;
Razer Variau;quantity_sub;-6
marvelous plumbing;quantity_sub;-74
delightful peach;price_abs;-8
Brother DCP-T510W;price_abs;-5304
exquisite manicure set;quantity_sub;-132
exquisite lip balm;quantity_add;89
tasteful shovel;available;True
pretty moisturizer;quantity_sub;-35
delightful face wash;price_percent;0.18
tasteful siding;quantity_add;13
gorgeous conditioner;available;False
SteelSeries Arctis 7;price_percent;-0.1
Epson Expression Home XP;quantity_add;5
pleasant moisturizer;remove;
Razer Variau;remove;
Epson Expression Home XP;remove;
pretty hammer;available;False
amazing melon;quantity_sub;-25
Canon PIXMA;quantity_sub;-3
Razer Variau;quantity_sub;-1
pretty moisturizer;available;False
tasteful eye cream;remove;
beautiful nails;remove;
marvelous plumbing;quantity_sub;-18
HyperX DDR4 RAM;available;True
Corsair HS60;price_percent;-0.14
superb papaya;price_percent;-0.1
WD Blue HDD;price_percent;0.18
Razer Variau;remove;
NVIDIA GeForce GTX 1050;quantity_add;4
beautiful wallpaper;quantity_sub;-61
sublime nail file;remove;
pleasant blueberry;price_abs;88.528
beautiful guava;quantity_add;106
marvelous conditioner;price_abs;6
exquisite sunscreen;price_abs;1
Epson Expression Home XP;available;True
exquisite serum;price_abs;2
attractive wheelbarrow;price_percent;-0.04
attractive wheelbarrow;price_abs;7
