name;method;param
attractive tile;price_percent;-0.11
stylish blueberry;quantity_add;104
EVGA 500B 80+ BRONZE;price_abs;52687.8
refined cherry;quantity_add;140
superb wallpaper;price_abs;-12
Intel Core i5;remove;
Razer Variau;price_percent;-0.16
AMD Ryzen 5;remove;
pleasant windows;remove;
refined siding;remove;
tasteful guava;quantity_sub;-142
Razer Variau;price_abs;-9839
Logitech Wireless Keyboard;price_abs;86099.20000000001
AMD Ryzen 5;price_abs;-1068
exquisite cranberry;price_percent;-0.07
SteelSeries Arctis 7;available;False
SteelSeries Arctis 7;price_abs;-3140
marvelous roofing;quantity_add;57
Intel Core i5;quantity_sub;-7
Brother DCP-T510W;remove;
AMD Ryzen 5;price_abs;-2633
SteelSeries Arctis 7;available;False
exquisite insulation;quantity_sub;-76
EVGA 500B 80+ BRONZE;quantity_add;9
WD Blue HDD;price_abs;34018.600000000006
exquisite cranberry;price_percent;0.04
magnificent melon;remove;
nice moustache wax;remove;
pretty doors;available;True
exquisite hammer;price_percent;-0.14
exquisite grapes;quantity_sub;-83
attractive tile;price_percent;0.14
gorgeous lip balm;price_percent;-0.08
elegant mango;price_percent;0.01
elegant blueberry;available;True
tasteful strawberry;remove;
exquisite cranberry;price_abs;9
SteelSeries Arctis 7;remove;
superb wallpaper;available;True
Logitech Wireless Keyboard;price_percent;0.11
Razer Variau;remove;
magnificent pineapple;quantity_add;36
SteelSeries Arctis 7;quantity_add;8
tasteful scaffolding;quantity_add;8
SteelSeries Arctis 7;quantity_add;4
Canon PIXMA;price_percent;-0.1
magnificent pineapple;price_percent;-0.05
luxurious serum;available;True
pleasant night cream;quantity_add;20
Canon PIXMA;quantity_add;14
AMD Ryzen 5;price_percent;0.18
gorgeous banana;quantity_sub;-38
EVGA 500B 80+ BRONZE;available;True
SteelSeries Arctis 7;available;False
glamorous doors;price_abs;5
Brother DCP-T510W;price_percent;0.13
trendy roofing;price_percent;0.09
SteelSeries Arctis 7;quantity_sub;-4
Epson Expression Home XP;price_percent;-0.2
magnificent chisel;quantity_add;7
elegant mango;quantity_add;33
Intel Core i5;price_abs;1923
Epson Expression Home XP;available;True
Ricoh Aficio MP;quantity_add;5
Canon PIXMA;price_percent;0.05
Brother DCP-T510W;quantity_add;2
pretty insulation;remove;
AMD Ryzen 5;available;True
Brother DCP-T510W;available;True
tasteful level;quantity_sub;-32
trendy bubble bath;quantity_sub;-55
HP LaserJet Pro;price_percent;-0.01
gorgeous perfume;remove;
Epson Expression Home XP;quantity_sub;-13
elegant nails;available;False
SteelSeries Arctis 7;price_abs;-6727
Razer Variau;quantity_sub;-4
Brother DCP-T510W;price_percent;0.0
nice nails;price_percent;0.17
HyperX DDR4 RAM;price_percent;0.08
SteelSeries Arctis 7;price_abs;5000
nice moustache wax;price_percent;-0.19
magnificent chisel;price_abs;0
EVGA 500B 80+ BRONZE;remove;
luxurious baby shampoo;quantity_add;111
Intel Core i5;remove;
magnificent melon;quantity_sub;-51
superb kiwifruit;available;True
superb baby shampoo;quantity_add;91
refined wallpaper;available;True
amazing grapes;price_abs;-9
luxurious night cream;quantity_add;8
refined siding;available;False
gorgeous ladder;quantity_add;29
delightful boysenberry;available;True
Epson Expression Home XP;quantity_add;7
Epson Expression Home XP;quantity_add;9
Intel Core i5;quantity_sub;-4
Brother DCP-T510W;available;True
Intel Core i5;available;False
nice boysenberry;available;True
trendy pedicure set;price_percent;-0.08
Samsung 970 EVO SSD;available;True
gorgeous banana;available;True
WD Blue HDD;remove;
marvelous roofing;available;True
trendy pedicure set;available;True
pleasant plumbing;price_percent;0.12
Logitech Wireless Keyboard;available;True
EVGA 500B 80+ BRONZE;quantity_add;1
WD Blue HDD;quantity_add;9
Canon PIXMA;price_abs;3330
Canon PIXMA;quantity_sub;-1
HP LaserJet Pro;price_percent;-0.14
elegant moisturizer;quantity_sub;-103
magnificent axe;price_abs;17
delightful blackberry;quantity_sub;-39
Canon PIXMA;available;True
Kingston Canvas Select Plus;price_percent;-0.14
HP LaserJet Pro;price_abs;-1434
AMD Ryzen 5;quantity_sub;-2
trendy makeup remover;price_percent;-0.17
SteelSeries Arctis 7;price_abs;2188
Kingston Canvas Select Plus;price_percent;-0.02
refined siding;available;False
AMD Ryzen 5;price_percent;-0.15
pretty apricot;remove;
pretty hammer;available;False
elegant toner;quantity_add;22
trendy pedicure set;available;True
exquisite drywall;remove;
EVGA 500B 80+ BRONZE;price_percent;0.04
sublime sunscreen;available;False
luxurious makeup remover;quantity_add;27
Brother DCP-T510W;quantity_add;3
superb baseboard;quantity_sub;-63
AMD Ryzen 5;price_percent;-0.12
sublime pineapple;price_abs;69.99300000000001
Samsung 970 EVO SSD;remove;
exquisite drywall;price_percent;-0.17
magnificent pineapple;available;True
elegant moisturizer;remove;
Razer Variau;quantity_add;4
refined siding;price_abs;-3
stylish guava;price_percent;0.17
SteelSeries Arctis 7;price_abs;26066.7
Razer Variau;available;True
Intel Core i5;remove;
Ricoh Aficio MP;quantity_sub;-3
delightful raspberry;available;True
elegant mango;available;True
Brother DCP-T510W;available;False
nice windows;price_abs;-1
trendy ladder;price_percent;0.19
exquisite cranberry;price_abs;-5
glamorous insulation;quantity_add;29
gorgeous cranberry;price_abs;10
pleasant banana;price_abs;3
AMD Ryzen 5;quantity_add;2
delightful nail file;quantity_add;113
Razer Variau;quantity_sub;-1
HP LaserJet Pro;price_abs;-586
NVIDIA GeForce GTX 1050;quantity_sub;-3
refined cherry;available;True
exquisite grapes;price_percent;0.01
pretty doors;price_abs;-6
superb baseboard;remove;
exquisite perfume;available;True
Razer Variau;price_abs;-8429
magnificent pineapple;remove;
Razer Variau;remove;
pretty hammer;price_abs;4
superb baseboard;available;False
gorgeous ladder;quantity_add;95
Epson Expression Home XP;available;True
Brother DCP-T510W;quantity_add;1
Intel Core i5;available;False
magnificent axe;quantity_add;70
gorgeous apricot;remove;
EVGA 500B 80+ BRONZE;available;True
WD Blue HDD;quantity_add;1
amazing sunscreen;price_percent;0.11
nice baseboard;available;True
refined cherry;available;False
pleasant windows;price_percent;0.19
refined lip balm;price_abs;-4
NVIDIA GeForce GTX 1050;quantity_sub;-2
delightful lip balm;price_percent;-0.1
trendy roofing;price_percent;0.03
exquisite insulation;quantity_sub;-23
attractive tile;available;True
Ricoh Aficio MP;remove;
magnificent perfume;quantity_sub;-96
Samsung 970 EVO SSD;quantity_add;6
Brother DCP-T510W;remove;
Intel Core i5;quantity_sub;-5
trendy makeup remover;quantity_sub;-45
Logitech Wireless Keyboard;price_abs;4441
EVGA 500B 80+ BRONZE;price_percent;0.18
Intel Core i5;quantity_sub;-7
Intel Core i5;remove;
nice scaffolding;quantity_sub;-58
Brother DCP-T510W;quantity_sub;-5
elegant moisturizer;quantity_add;127
EVGA 500B 80+ BRONZE;quantity_add;9
Razer Variau;remove;
beautiful baby shampoo;quantity_add;68
luxurious face wash;price_abs;-2
gorgeous cranberry;quantity_sub;-130
stylish shovel;quantity_sub;-139
luxurious face wash;quantity_add;153
elegant toner;available;True
luxurious baby shampoo;remove;
exquisite cranberry;quantity_add;92
SteelSeries Arctis 7;price_abs;1853
Ricoh Aficio MP;price_percent;0.01
tasteful scaffolding;quantity_sub;-70
delightful boysenberry;price_abs;-5
refined siding;remove;
exquisite grapes;price_percent;-0.1
marvelous bubble bath;available;True
exquisite cranberry;price_percent;0.13
Razer Variau;price_abs;-1198
Razer Variau;price_percent;0.11
Canon PIXMA;quantity_add;1
marvelous bubble bath;quantity_add;75
Razer Variau;quantity_sub;-2
pretty apricot;quantity_add;32
Ricoh Aficio MP;available;False
gorgeous ladder;quantity_sub;-99
AMD Ryzen 5;price_percent;0.14
AMD Ryzen 5;quantity_add;6
Canon PIXMA;available;False
Razer Variau;price_abs;-9847
nice windows;quantity_sub;-5
AMD Ryzen 5;quantity_sub;-6
Canon PIXMA;quantity_sub;-2
magnificent lip balm;price_abs;2
sublime screws;price_abs;46.156000000000006
pleasant makeup remover;available;True
magnificent perfume;available;False
Kingston Canvas Select Plus;quantity_sub;-8
EVGA 500B 80+ BRONZE;price_abs;723
stylish shovel;available;True
delightful nail file;price_percent;0.07
magnificent lip balm;quantity_sub;-85
Corsair HS60;available;False
Razer Variau;remove;
SteelSeries Arctis 7;price_percent;-0.05
magnificent chisel;available;True
gorgeous cranberry;available;True
Razer Variau;quantity_sub;-2
Canon PIXMA;price_abs;4478
glamorous electrical;available;False
Canon PIXMA;available;False
EVGA 500B 80+ BRONZE;available;True
Epson Expression Home XP;quantity_sub;-1
Brother DCP-T510W;remove;
luxurious lip balm;price_percent;-0.07
amazing sunscreen;quantity_sub;-26
pleasant plumbing;quantity_sub;-2
SteelSeries Arctis 7;price_abs;-2522
amazing eye cream;price_abs;4
Razer Variau;available;True
pleasant banana;price_abs;-10
trendy face wash;quantity_sub;-137
Brother DCP-T510W;remove;
exquisite insulation;price_percent;0.04
luxurious serum;quantity_add;116
superb kiwifruit;quantity_sub;-20
refined cherry;remove;
elegant toner;available;True
Canon PIXMA;available;True
magnificent lip balm;price_abs;3
Intel Core i5;price_abs;-1551
WD Blue HDD;price_abs;1641
exquisite drywall;price_percent;0.16
elegant manicure set;available;True
Ricoh Aficio MP;remove;
Razer Variau;quantity_add;3
attractive tile;price_percent;-0.14
superb doors;price_percent;-0.08
Epson Expression Home XP;remove;
Razer Variau;price_percent;-0.2
glamorous doors;price_abs;3
SteelSeries Arctis 7;remove;
Intel Core i5;quantity_sub;-4
Logitech Wireless Keyboard;remove;
WD Blue HDD;available;False
Ricoh Aficio MP;price_abs;15127
exquisite perfume;available;True
beautiful baby shampoo;available;False
Razer Variau;available;False
delightful lip balm;quantity_sub;-70
nice boysenberry;available;False
NVIDIA GeForce GTX 1050;quantity_sub;-1
tasteful scaffolding;quantity_add;19
Logitech Wireless Keyboard;quantity_add;5
SteelSeries Arctis 7;available;True
pretty doors;price_percent;0.12
Canon PIXMA;price_percent;0.14
WD Blue HDD;price_abs;4897
nice boysenberry;price_percent;0.01
SteelSeries Arctis 7;quantity_sub;-1
Brother DCP-T510W;quantity_add;2
beautiful sunscreen;price_abs;12
Epson Expression Home XP;remove;
Samsung 970 EVO SSD;price_percent;-0.03
glamorous hair mask;quantity_add;155
Logitech Wireless Keyboard;quantity_sub;-5
attractive screws;remove;
nice baseboard;remove;
glamorous peach;price_abs;0
glamorous electrical;remove;
delightful nail file;quantity_add;38
Canon PIXMA;quantity_sub;-2
delightful boysenberry;quantity_sub;-40
Epson Expression Home XP;available;False
stylish guava;quantity_sub;-140
pretty apricot;price_abs;-11
Epson Expression Home XP;available;True
trendy bubble bath;quantity_add;60
pretty blueberry;remove;
attractive tile;price_percent;-0.06
EVGA 500B 80+ BRONZE;remove;
elegant moisturizer;price_percent;-0.04
Ricoh Aficio MP;available;True
pleasant banana;price_percent;-0.18
elegant moisturizer;available;True
superb wallpaper;remove;
NVIDIA GeForce GTX 1050;quantity_add;6
luxurious makeup remover;remove;
stylish banana;available;True
Brother DCP-T510W;price_abs;-1442
Intel Core i5;remove;
pretty facial cleanser;quantity_add;106
amazing sunscreen;quantity_add;103
trendy pedicure set;quantity_add;39
gorgeous perfume;remove;
tasteful peach;price_abs;-16
delightful lip balm;available;False
delightful boysenberry;price_abs;87.17500000000001
exquisite drywall;quantity_sub;-85
gorgeous apricot;quantity_add;170
Razer Variau;quantity_add;4
Brother DCP-T510W;price_abs;1498
pretty hammer;quantity_add;115
delightful nail file;remove;
superb kiwifruit;available;True
SteelSeries Arctis 7;quantity_sub;-11
delightful raspberry;price_percent;-0.07
Razer Variau;price_abs;6781
EVGA 500B 80+ BRONZE;quantity_add;3
EVGA 500B 80+ BRONZE;quantity_add;2
pretty hammer;price_abs;-2
WD Blue HDD;price_percent;-0.02
exquisite insulation;quantity_sub;-135
Intel Core i5;available;True
Kingston Canvas Select Plus;quantity_sub;-11
Brother DCP-T510W;remove;
Samsung 970 EVO SSD;price_percent;-0.18
WD Blue HDD;quantity_sub;-7
refined wallpaper;price_abs;-4
trendy bubble bath;remove;
EVGA 500B 80+ BRONZE;price_percent;0.11
AMD Ryzen 5;price_percent;0.13
pleasant plumbing;remove;
refined wallpaper;price_percent;-0.07
stylish shovel;price_percent;0.07
luxurious serum;available;False
AMD Ryzen 5;quantity_sub;-2
trendy pedicure set;price_abs;-5
Logitech Wireless Keyboard;quantity_sub;-5
Epson Expression Home XP;price_abs;820
gorgeous banana;quantity_add;102
stylish guava;price_abs;-3
trendy bubble bath;price_percent;-0.11
pretty papaya;price_percent;0.06
beautiful sunscreen;available;False
AMD Ryzen 5;available;True
trendy pedicure set;price_abs;13
trendy ladder;remove;
Brother DCP-T510W;price_percent;-0.08
Razer Variau;quantity_sub;-3
magnificent axe;quantity_add;130
beautiful chisel;price_percent;-0.16
Razer Variau;price_percent;0.02
Samsung 970 EVO SSD;quantity_add;4
marvelous bubble bath;quantity_add;95
AMD Ryzen 5;available;True
nice apple;remove;
Logitech Wireless Keyboard;price_abs;37197.600000000006
magnificent melon;quantity_sub;-134
trendy pedicure set;remove;
Epson Expression Home XP;available;True
Logitech Wireless Keyboard;remove;
AMD Ryzen 5;price_abs;541
superb wallpaper;quantity_sub;-108
Canon PIXMA;price_percent;0.09
nice windows;price_percent;0.17
NVIDIA GeForce GTX 1050;quantity_sub;-7
marvelous bubble bath;quantity_sub;-57
Brother DCP-T510W;available;False
nice scaffolding;available;True
Ricoh Aficio MP;remove;
glamorous doors;quantity_add;69
magnificent chisel;available;True
pretty shampoo;remove;
trendy roofing;quantity_add;3
amazing grapes;quantity_add;35
amazing level;price_abs;1
Brother DCP-T510W;quantity_add;5
Ricoh Aficio MP;remove;
NVIDIA GeForce GTX 1050;price_abs;3490
SteelSeries Arctis 7;price_abs;41562.4
NVIDIA GeForce GTX 1050;available;False
Samsung 970 EVO SSD;quantity_add;2
pretty shampoo;price_percent;-0.19
Brother DCP-T510W;price_percent;0.07
Samsung 970 EVO SSD;price_abs;-2130
refined wallpaper;quantity_sub;-48
pleasant windows;remove;
Canon PIXMA;price_percent;-0.18
tasteful level;price_percent;0.17
exquisite perfume;remove;
tasteful peach;price_percent;0.0
luxurious makeup remover;quantity_sub;-158
AMD Ryzen 5;price_percent;0.05
luxurious blackberry;remove;
trendy makeup remover;remove;
Brother DCP-T510W;quantity_add;1
Logitech Wireless Keyboard;price_abs;-6855
Ricoh Aficio MP;quantity_sub;-2
WD Blue HDD;available;True
elegant mango;price_percent;0.08
luxurious baby shampoo;quantity_sub;-127
Logitech Wireless Keyboard;remove;
elegant mango;quantity_sub;-87
Razer Variau;remove;
pretty facial cleanser;price_abs;-6
pretty hammer;quantity_add;109
AMD Ryzen 5;price_abs;-3144
exquisite hammer;price_abs;1
pleasant windows;quantity_sub;-153
luxurious makeup remover;remove;
stylish level;quantity_add;128
delightful axe;quantity_add;45
gorgeous lip balm;price_abs;-4
luxurious face wash;price_percent;0.13
superb kiwifruit;remove;
exquisite cranberry;remove;
Ricoh Aficio MP;price_abs;1548
gorgeous ladder;quantity_sub;-108
exquisite hammer;quantity_sub;-100
refined wallpaper;quantity_add;16
pretty hammer;quantity_add;16
Logitech Wireless Keyboard;available;True
Brother DCP-T510W;quantity_sub;-3
Razer Variau;quantity_sub;-2
exquisite insulation;remove;
Epson Expression Home XP;quantity_sub;-3
Samsung 970 EVO SSD;quantity_add;3
delightful lip balm;remove;
WD Blue HDD;remove;
SteelSeries Arctis 7;available;False
AMD Ryzen 5;available;True
superb kiwifruit;quantity_add;84
EVGA 500B 80+ BRONZE;available;True
Samsung 970 EVO SSD;quantity_sub;-1
NVIDIA GeForce GTX 1050;remove;
SteelSeries Arctis 7;available;False
Razer Variau;available;False
delightful lip balm;remove;
Razer Variau;remove;
amazing sunscreen;price_abs;12
NVIDIA GeForce GTX 1050;quantity_sub;-3
AMD Ryzen 5;available;True
magnificent chisel;price_abs;5
pretty hammer;price_abs;-2
pretty facial cleanser;quantity_sub;-104
pretty insulation;price_percent;-0.2
refined siding;remove;
exquisite insulation;quantity_add;187
glamorous hair mask;price_abs;13
trendy pedicure set;price_abs;-6
Razer Variau;quantity_add;4
trendy roofing;remove;
beautiful nails;remove;
AMD Ryzen 5;available;True
pretty insulation;price_percent;0.16
nice baseboard;available;False
AMD Ryzen 5;remove;
attractive windows;price_abs;-3
superb kiwifruit;quantity_sub;-101
superb doors;quantity_sub;-18
Razer Variau;price_abs;-5378
Razer Variau;available;True
Ricoh Aficio MP;price_percent;0.02
HP LaserJet Pro;remove;
marvelous roofing;remove;
SteelSeries Arctis 7;quantity_add;11
amazing level;quantity_sub;-129
sublime level;available;False
pretty screws;price_percent;-0.17
exquisite perfume;price_percent;-0.05
elegant toner;remove;
refined siding;remove;
Canon PIXMA;available;True
Canon PIXMA;price_percent;-0.2
marvelous pedicure set;price_percent;-0.2
delightful lip balm;quantity_add;76
WD Blue HDD;price_percent;-0.19
Samsung 970 EVO SSD;quantity_add;3
luxurious serum;quantity_sub;-29
Razer Variau;price_percent;0.17
beautiful nails;quantity_add;65
Razer Variau;quantity_add;1
SteelSeries Arctis 7;remove;
stylish level;quantity_sub;-76
elegant toner;available;True
refined siding;remove;
Ricoh Aficio MP;price_abs;54336.700000000004
pretty shampoo;quantity_add;64
sublime pineapple;quantity_add;87
WD Blue HDD;price_abs;-4776
Razer Variau;remove;
delightful nail file;quantity_sub;-15
exquisite drywall;quantity_add;28
EVGA 500B 80+ BRONZE;price_abs;-966
marvelous melon;quantity_sub;-84
Samsung 970 EVO SSD;available;True
HP LaserJet Pro;price_abs;-262
Canon PIXMA;quantity_add;10
Brother DCP-T510W;quantity_sub;-9
Intel Core i5;quantity_sub;-2
amazing facial cleanser;price_percent;0.0
Ricoh Aficio MP;quantity_sub;-4
AMD Ryzen 5;available;False
Brother DCP-T510W;available;False
attractive tile;remove;
pretty hammer;price_abs;0
Razer Variau;price_percent;-0.04
Brother DCP-T510W;remove;
Razer Variau;remove;
exquisite hammer;remove;
sublime eye cream;quantity_sub;-77
tasteful peach;quantity_add;156
elegant toner;quantity_add;25
gorgeous ladder;price_percent;0.11
Razer Variau;available;False
pleasant plumbing;quantity_sub;-44
magnificent pineapple;available;True
elegant moisturizer;price_abs;-1
Ricoh Aficio MP;remove;
WD Blue HDD;remove;
exquisite grapes;remove;
AMD Ryzen 5;remove;
EVGA 500B 80+ BRONZE;remove;
WD Blue HDD;price_percent;-0.12
AMD Ryzen 5;available;False
Ricoh Aficio MP;price_abs;26327.4
superb doors;available;False
superb wallpaper;price_abs;77.01100000000001
glamorous peach;quantity_add;23
AMD Ryzen 5;quantity_add;13
Canon PIXMA;remove;
pretty hair mask;quantity_sub;-35
nice apple;available;True
Epson Expression Home XP;quantity_sub;-1
pretty hammer;remove;
Samsung 970 EVO SSD;price_percent;-0.09
pretty facial cleanser;quantity_add;136
elegant blueberry;available;False
exquisite drywall;quantity_sub;-77
amazing hair mask;remove;
trendy cranberry;quantity_sub;-55
gorgeous nails;quantity_sub;-148
Razer Variau;price_percent;-0.03
magnificent chisel;quantity_sub;-102
magnificent lip balm;quantity_add;78
exquisite grapes;remove;
Canon PIXMA;remove;
luxurious baby shampoo;quantity_add;66
glamorous electrical;price_abs;3
elegant toner;remove;
marvelous bubble bath;available;True
Logitech Wireless Keyboard;quantity_add;2
stylish level;price_percent;0.04
Kingston Canvas Select Plus;quantity_add;1
trendy pedicure set;quantity_add;28
pretty doors;price_abs;-6
Razer Variau;remove;
exquisite drywall;price_abs;-3
trendy roofing;price_percent;0.11
elegant moisturizer;quantity_add;77
Razer Variau;price_abs;71297.6
trendy cranberry;price_abs;5
AMD Ryzen 5;price_abs;-17388
Razer Variau;price_abs;-18530
pretty screws;quantity_sub;-69
Corsair HS60;price_percent;0.07
magnificent lip balm;available;True
NVIDIA GeForce GTX 1050;price_percent;-0.19
Intel Core i5;price_percent;0.17
magnificent perfume;price_percent;0.04
trendy makeup remover;price_percent;-0.2
Brother DCP-T510W;price_abs;-1504
EVGA 500B 80+ BRONZE;price_percent;0.07
refined siding;quantity_sub;-53
AMD Ryzen 5;remove;
Razer Variau;price_abs;-5643
exquisite cranberry;price_percent;0.13
SteelSeries Arctis 7;quantity_add;1
pretty blueberry;remove;
marvelous roofing;available;True
glamorous insulation;remove;
nice windows;quantity_sub;-116
elegant blueberry;price_abs;3
tasteful scaffolding;price_abs;0
pretty apricot;price_abs;-9
SteelSeries Arctis 7;price_percent;-0.13
magnificent perfume;quantity_sub;-105
beautiful wheelbarrow;quantity_add;157
magnificent melon;price_percent;-0.12
magnificent pineapple;quantity_sub;-71
WD Blue HDD;available;True
Intel Core i5;price_abs;97622.8
Epson Expression Home XP;quantity_add;4
glamorous sunscreen;remove;
exquisite hammer;quantity_sub;-124
nice scaffolding;price_percent;0.15
glamorous doors;price_percent;0.16
amazing grapes;remove;
Kingston Canvas Select Plus;available;True
delightful nail file;available;True
amazing grapes;quantity_sub;-147
gorgeous perfume;price_abs;-10
Epson Expression Home XP;available;False
elegant toner;available;True
pleasant plumbing;available;True
Canon PIXMA;available;True
EVGA 500B 80+ BRONZE;quantity_sub;-12
magnificent perfume;price_percent;0.09
