name;price;quantity;category;fromCity;isAvailable;views
EVGA 500B 80+ BRONZE;15926;12;Фигерас;False;90515
Razer Variau;98506;67;Сараево;True;18496
Logitech Wireless Keyboard;51754;13;Сьюдад-Реаль;True;38755
refined nails;71.25;686;tools;Камбадос;False;93180
AMD Ryzen 5;44904;42;Эль-Пуэрто-де-Санта-Мария;True;24293
trendy eye cream;81.33;915;cosmetics;Хихон;True;6694
delightful tile;88.33;839;tools;Вальядолид;True;86416
Intel Core i5;73522;60;Мурсия;False;37836
Samsung 970 EVO SSD;30486;20;Подгорица;True;11796
beautiful facial cleanser;17.79;610;cosmetics;Загреб;False;79160
Corsair HS60;34528;37;Вильявисиоса;True;83034
gorgeous night cream;45.92;790;cosmetics;Санкт-Петербург;True;43203
tasteful kiwifruit;57.87;539;fruit;Бишкек;True;42655
superb ladder;55.85;926;tools;Сан-Себастьян;True;6018
refined strawberry;41.0;759;fruit;Камбадос;True;25578
Epson Expression Home XP;90669;53;Эль-Пуэрто-де-Санта-Мария;True;74379
amazing drywall;60.01;727;tools;Кишинев;True;58080
magnificent nails;97.59;866;tools;Картахена;True;80384
sublime moisturizer;12.17;858;cosmetics;Алма-Ата;True;89272
WD Blue HDD;56646;32;Хельсинки;True;45724
Logitech Wireless Keyboard;96913;16;Камбадос;False;51907
sublime eye cream;15.89;971;cosmetics;Алькала-де-Энарес;False;51185
luxurious boysenberry;66.58;780;fruit;Бишкек;True;35918
stylish body wash;77.49;865;cosmetics;Баку;True;4160
pretty insulation;97.52;987;tools;Махадаонда;False;53524
sublime electrical;45.2;788;tools;Сория;True;52621
magnificent guava;19.75;899;fruit;Тирана;False;98428
gorgeous body wash;29.0;605;cosmetics;Гранада;False;81540
gorgeous ladder;68.99;960;tools;Любляна;False;76654
NVIDIA GeForce GTX 1050;47759;11;Касерес;False;80334
trendy toothpaste;12.29;565;cosmetics;Прага;True;75538
pretty plumbing;84.63;774;tools;Ереван;True;99526
Samsung 970 EVO SSD;31472;11;Барселона;True;14573
elegant melon;60.23;839;fruit;Мадрид;False;21323
pleasant baseboard;99.74;817;tools;Овьедо;False;6091
sublime wallpaper;88.06;539;tools;Белград;True;50179
marvelous toothpaste;25.48;1023;cosmetics;Сория;False;34142
luxurious serum;35.92;701;cosmetics;Варшава;True;54149
amazing ladder;75.97;772;tools;Малага;True;29314
sublime windows;49.05;807;tools;Осера;True;43860
delightful pineapple;46.85;957;fruit;Ла-Корунья;True;96410
nice windows;42.11;753;tools;Эльче;True;19228
tasteful night cream;40.23;826;cosmetics;Виго;False;13388
pleasant hammer;90.64;732;tools;Лас-Росас;False;28402
HP LaserJet Pro;60587;23;Загреб;True;44411
Canon PIXMA;96312;33;Льейда;False;35909
attractive kiwifruit;58.99;898;fruit;Ла-Корунья;True;73508
glamorous orange;58.22;849;fruit;Фигерас;True;66720
pretty axe;14.57;1016;tools;Сеговия;True;73523
Kingston Canvas Select Plus;41508;24;Загреб;True;59192
Intel Core i5;14915;39;Трухильо;True;80111
Ricoh Aficio MP;55686;63;Осера;True;60571
refined boysenberry;44.82;841;fruit;Киев;True;28482
superb trim;94.28;770;tools;Скопье;False;38489
Corsair HS60;24773;54;Кордова;True;25080
marvelous wallpaper;88.36;674;tools;Тарраса;True;46482
attractive banana;71.78;752;fruit;Бургос;True;70798
luxurious nails;16.07;970;tools;Мадрид;True;39900
Ricoh Aficio MP;43803;45;Авилес;True;40290
AMD Ryzen 5;92382;24;Будапешт;True;31122
marvelous bubble bath;78.1;592;cosmetics;Баку;True;32370
nice saw;43.67;883;tools;Сантьяго-де-Компостела;True;37277
delightful ladder;22.02;561;tools;Самора;True;31828
magnificent boysenberry;32.62;678;fruit;Киев;True;51674
superb lotion;35.34;685;cosmetics;Сеговия;False;94494
Razer Variau;34592;59;Хельсинки;False;68078
sublime melon;24.19;758;fruit;Сан-Себастьян;True;65433
superb blueberry;87.87;917;fruit;София;True;61434
NVIDIA GeForce GTX 1050;75664;65;Вильявисиоса;True;26750
Epson Expression Home XP;89982;60;Мартоса;False;18854
nice face wash;23.93;489;cosmetics;Мартоса;True;97844
luxurious shovel;52.24;747;tools;Картахена;True;90131
Epson Expression Home XP;30694;43;Эльче;True;16504
EVGA 500B 80+ BRONZE;87729;71;Бургос;False;17550
refined papaya;38.35;877;fruit;Афины;False;354
superb chisel;86.93;768;tools;Валенсия;True;69611
beautiful scaffolding;34.64;960;tools;Тарраса;True;44790
Canon PIXMA;96834;31;Сараево;False;33119
sublime shampoo;34.59;1030;cosmetics;Ла-Корунья;False;6863
refined eye cream;53.86;487;cosmetics;Ереван;True;13144
Logitech Wireless Keyboard;37794;24;Касерес;True;80136
Razer Variau;38023;65;Гранада;False;85657
nice siding;30.31;655;tools;София;True;62232
trendy windows;60.43;735;tools;Ла-Корунья;True;47910
Epson Expression Home XP;55804;38;Астана;True;78811
Brother DCP-T510W;70597;37;Хихон;False;46754
nice cherry;93.06;624;fruit;Эль-Пуэрто-де-Санта-Мария;True;76112
stylish lip balm;30.9;951;cosmetics;Минск;True;22613
marvelous lip balm;10.57;878;cosmetics;Льейда;False;75705
gorgeous exfoliator;62.87;620;cosmetics;Самора;False;77065
attractive hair mask;15.11;856;cosmetics;Монсон;True;78844
Intel Core i5;81380;76;Аликанте;False;30685
HyperX DDR4 RAM;40396;63;Тирана;True;29355
Corsair HS60;15153;37;Камбадос;False;1355
luxurious kiwifruit;52.04;840;fruit;Киев;True;27272
Brother DCP-T510W;22883;59;Вильявисиоса;False;11830
attractive melon;10.15;928;fruit;Сан-Себастьян;True;34053
nice lotion;50.26;807;cosmetics;Прага;False;30060
tasteful plum;51.96;503;fruit;София;False;49051
stylish level;28.33;849;tools;Мартоса;False;19455
luxurious apple;29.16;798;fruit;Мартоса;True;13714
exquisite electrical;30.68;857;tools;Семана;False;39623
marvelous facial cleanser;49.7;596;cosmetics;Хихон;True;17416
tasteful plumbing;52.69;959;tools;Душанбе;True;77294
HyperX DDR4 RAM;66457;54;Мадрид;True;66567
magnificent manicure set;81.56;757;cosmetics;Пласенсия;True;21965
superb tile;12.79;715;tools;Монсон;True;73299
superb moisturizer;98.44;580;cosmetics;Кордова;True;63696
marvelous pedicure set;16.04;550;cosmetics;Баку;False;84434
elegant tape measure;88.67;560;tools;Тбилиси;True;14948
Intel Core i5;34391;68;Кадакес;True;17275
Logitech Wireless Keyboard;59949;45;Сеговия;True;48373
EVGA 500B 80+ BRONZE;71166;45;Аликанте;False;44957
pretty lotion;97.54;936;cosmetics;Севилья;False;88924
attractive sunscreen;68.41;648;cosmetics;Любляна;False;7435
Brother DCP-T510W;74020;32;Барселона;False;85640
Epson Expression Home XP;92252;26;Овьедо;True;9364
marvelous shampoo;64.0;924;cosmetics;Хихон;False;849
HyperX DDR4 RAM;44668;73;Камбадос;True;16418
Corsair HS60;82805;27;Мартоса;True;55549
luxurious face wash;25.55;867;cosmetics;Вроцлав;False;52556
beautiful strawberry;11.31;525;fruit;Тарраса;True;70470
pleasant makeup remover;18.33;1007;cosmetics;Санкт-Петербург;True;55229
attractive blackberry;85.12;865;fruit;Тирана;False;96984
AMD Ryzen 5;18939;18;Навалькарнеро;False;10411
tasteful chisel;30.49;958;tools;Хихон;False;45703
stylish grapes;76.88;538;fruit;Махадаонда;False;87013
tasteful saw;98.14;904;tools;Алькала-де-Энарес;False;6229
beautiful toner;53.47;900;cosmetics;Бланес;False;93597
AMD Ryzen 5;16287;13;Рига;True;64315
beautiful papaya;37.94;755;fruit;Эль-Пуэрто-де-Санта-Мария;False;8258
superb toner;79.26;976;cosmetics;Вальядолид;True;46644
stylish cherry;14.54;628;fruit;Тбилиси;True;31240
amazing screws;90.59;828;tools;Прага;False;32886
attractive peach;50.47;887;fruit;Лас-Росас;False;91946
elegant pineapple;72.02;709;fruit;Сеговия;True;1841
delightful cranberry;29.88;949;fruit;Баку;True;7582
EVGA 500B 80+ BRONZE;51943;37;Сан-Себастьян;False;16728
amazing guava;85.79;793;fruit;Вильявисиоса;True;77841
tasteful plumbing;89.37;902;tools;София;False;52382
amazing melon;62.98;968;fruit;Мартоса;False;26925
refined doors;96.9;613;tools;Ташкент;True;66795
trendy facial cleanser;73.25;626;cosmetics;Киев;True;20852
marvelous facial cleanser;39.35;652;cosmetics;Сантьяго-де-Компостела;True;27865
pretty pedicure set;46.65;895;cosmetics;Баку;True;68547
