name;price;quantity;category;fromCity;isAvailable;views
trendy pedicure set;91.08;803;cosmetics;Сан-Себастьян;True;53356
sublime screws;37.19;552;tools;Подгорица;True;72723
Ricoh Aficio MP;58268;25;Бургос;False;8464
beautiful tile;14.48;936;tools;Кадакес;True;54193
HyperX DDR4 RAM;26873;68;Вальядолид;True;41077
SteelSeries Arctis 7;86252;38;Мадрид;True;41218
stylish level;36.92;770;tools;Хихон;False;75546
elegant exfoliator;60.99;825;cosmetics;Мадрид;True;50753
stylish shampoo;56.0;839;cosmetics;Тудела;False;30282
tasteful screws;93.59;571;tools;Луарка;False;97792
NVIDIA GeForce GTX 1050;27087;44;Камбадос;False;3249
tasteful guava;85.02;918;fruit;Ла-Корунья;True;27941
magnificent grapes;89.49;754;fruit;Валенсия;False;85692
elegant makeup remover;81.1;540;cosmetics;Бильбао;True;53986
beautiful axe;67.98;561;tools;Осера;True;25688
nice nails;74.1;997;tools;Фигерас;True;96583
glamorous deodorant;59.78;935;cosmetics;Тарраса;True;82213
beautiful plum;27.56;487;fruit;Варшава;False;44536
pretty conditioner;28.67;618;cosmetics;Сория;True;1454
trendy flooring;52.88;772;tools;Кишинев;True;56772
sublime nail file;11.39;925;cosmetics;Льейда;False;1867
stylish strawberry;39.81;613;fruit;Любляна;True;21457
attractive plumbing;37.84;951;tools;Ташкент;True;55360
Intel Core i5;53578;75;Алма-Ата;True;78764
elegant lotion;13.81;792;cosmetics;Загреб;True;18997
attractive toothpaste;56.1;560;cosmetics;Санкт-Петербург;False;76914
refined tile;50.89;480;tools;Самора;True;56377
Epson Expression Home XP;99409;25;Киев;True;6973
trendy banana;66.89;557;fruit;Ташкент;True;53435
delightful screws;78.85;566;tools;Самора;False;78093
Intel Core i5;39467;57;Льейда;True;48650
glamorous chisel;14.16;644;tools;Семана;False;1562
elegant nail file;90.75;1006;cosmetics;Валенсия;False;62182
marvelous facial cleanser;44.65;558;cosmetics;Скопье;True;26204
nice kiwifruit;98.38;984;fruit;Загреб;False;39538
WD Blue HDD;66621;68;Минск;False;44797
magnificent hammer;39.97;949;tools;Касерес;False;14420
amazing blackberry;21.05;636;fruit;Алма-Ата;True;20132
Razer Variau;67919;20;Прага;True;44110
amazing papaya;17.47;659;fruit;Артейхо;True;63379
pretty shampoo;86.75;876;cosmetics;Мартоса;True;62252
Intel Core i5;79651;50;Самора;True;80692
refined screws;44.31;900;tools;Загреб;False;4072
superb nails;25.15;502;tools;Вроцлав;False;28047
attractive plumbing;91.47;765;tools;Вальядолид;True;16667
HP LaserJet Pro;80346;34;Подгорица;True;17029
Brother DCP-T510W;45320;51;Бильбао;False;57153
trendy wheelbarrow;38.77;964;tools;Тирана;False;81774
pretty lip balm;46.6;641;cosmetics;Севилья;False;55226
Kingston Canvas Select Plus;14023;73;Минск;False;79953
gorgeous deodorant;61.49;793;cosmetics;Трухильо;False;53227
luxurious cherry;25.83;622;fruit;Алма-Ата;True;95420
Razer Variau;72590;30;Скопье;True;82023
Logitech Wireless Keyboard;39611;70;Вальядолид;True;65848
stylish siding;85.79;617;tools;Москва;False;45714
luxurious cherry;18.12;606;fruit;Ереван;False;20923
amazing serum;57.53;532;cosmetics;Вальядолид;True;27612
marvelous drywall;89.66;573;tools;Будапешт;True;39550
WD Blue HDD;20181;39;Хельсинки;True;80004
refined cherry;79.03;843;fruit;Москва;False;340
superb wallpaper;57.18;895;tools;Виго;True;37157
nice moisturizer;59.63;786;cosmetics;Варшава;False;46326
Kingston Canvas Select Plus;50467;34;Эльче;True;11120
magnificent raspberry;74.18;811;fruit;Сеговия;False;2401
elegant nail polish;26.55;566;cosmetics;Авилес;True;91107
pleasant body wash;39.5;846;cosmetics;Эльче;True;17787
superb peach;93.57;545;fruit;Трухильо;True;8051
WD Blue HDD;12849;37;Алма-Ата;False;38900
HP LaserJet Pro;47348;64;Краков;True;22326
Canon PIXMA;32349;75;Белград;True;43489
gorgeous banana;72.04;701;fruit;Ереван;True;28541
luxurious exfoliator;43.35;616;cosmetics;Тирана;True;57480
refined windows;73.8;783;tools;Афины;False;16193
Brother DCP-T510W;63232;20;Барселона;False;45144
elegant chisel;60.84;942;tools;Бильбао;True;59963
luxurious siding;87.69;545;tools;Душанбе;False;57277
refined shampoo;33.8;636;cosmetics;Севилья;True;44353
amazing makeup remover;98.57;731;cosmetics;Варшава;True;52695
pretty blackberry;72.59;796;fruit;Трухильо;True;15324
Epson Expression Home XP;17517;11;Ла-Корунья;True;22126
amazing trim;27.71;570;tools;Эль-Пуэрто-де-Санта-Мария;False;77897
attractive night cream;36.64;793;cosmetics;Осера;False;93415
attractive face wash;13.82;807;cosmetics;Мерида;True;1814
gorgeous chisel;92.55;902;tools;Осера;False;97911
HP LaserJet Pro;50402;36;Льейда;False;40848
beautiful perfume;60.36;712;cosmetics;Мадрид;True;67438
magnificent ladder;44.46;974;tools;Ла-Корунья;True;54017
amazing pineapple;26.9;680;fruit;Хихон;False;91133
AMD Ryzen 5;74224;21;Будапешт;True;69673
trendy ladder;77.5;1021;tools;Пласенсия;True;8099
delightful orange;46.16;852;fruit;Кишинев;True;43375
exquisite plumbing;18.82;865;tools;Москва;False;72790
refined wheelbarrow;60.72;584;tools;Осера;True;42911
elegant mango;31.5;533;fruit;Эльче;True;11295
Brother DCP-T510W;91865;56;Осера;True;19934
Razer Variau;87502;46;Сараево;True;3868
superb lip balm;34.41;622;cosmetics;Виго;False;28787
Intel Core i5;35326;71;Пласенсия;True;46472
amazing saw;74.48;846;tools;Валенсия;True;5473
attractive roofing;90.7;1013;tools;Сараево;True;40146
glamorous strawberry;90.26;717;fruit;Луго;False;59516
marvelous orange;64.02;559;fruit;Самора;False;95033
Canon PIXMA;10770;64;Хихон;False;18598
Razer Variau;56816;21;Подгорица;False;36182
pleasant nails;53.42;954;tools;Осера;False;20727
Ricoh Aficio MP;27246;27;Загреб;True;70789
amazing night cream;22.61;860;cosmetics;Сория;True;3716
nice axe;76.01;892;tools;Ташкент;True;42555
elegant eye cream;76.77;631;cosmetics;Навалькарнеро;True;23270
Razer Variau;96277;18;Алма-Ата;True;14052
superb peach;62.63;899;fruit;Трухильо;False;19628
Logitech Wireless Keyboard;86963;33;Картахена;True;79719
Samsung 970 EVO SSD;65117;15;Лас-Росас;False;79536
amazing conditioner;78.13;683;cosmetics;Хельсинки;True;28599
delightful insulation;94.06;606;tools;Самора;False;14024
HyperX DDR4 RAM;57210;18;Семана;False;44355
Epson Expression Home XP;61649;75;Эльче;True;82454
glamorous toner;63.24;722;cosmetics;Бильбао;True;8338
tasteful windows;13.96;785;tools;Рига;True;94672
Brother DCP-T510W;97830;31;Осера;True;87521
Kingston Canvas Select Plus;17519;14;Аликанте;True;97993
beautiful scaffolding;12.6;686;tools;Тирана;True;10968
amazing body wash;49.65;740;cosmetics;Тирана;True;29622
exquisite mango;43.19;644;fruit;Сеговия;True;56715
Epson Expression Home XP;30181;18;Трухильо;True;84787
Razer Variau;50100;51;Барселона;False;74725
stylish peach;17.45;951;fruit;Прага;True;23377
Kingston Canvas Select Plus;27050;52;Картахена;True;77120
gorgeous drywall;19.49;957;tools;Вильнюс;True;54814
delightful sunscreen;46.01;744;cosmetics;Алма-Ата;False;33848
attractive lip balm;78.33;1030;cosmetics;Осера;False;23774
marvelous wallpaper;90.05;696;tools;Кадакес;True;99571
SteelSeries Arctis 7;85444;45;Эль-Пуэрто-де-Санта-Мария;False;2024
Logitech Wireless Keyboard;84296;54;Камбадос;False;83944
tasteful mango;73.95;583;fruit;Скопье;False;86138
Epson Expression Home XP;43758;43;Луго;False;69746
marvelous moisturizer;95.8;522;cosmetics;Валенсия;False;97895
attractive serum;61.52;814;cosmetics;Сараево;True;93876
NVIDIA GeForce GTX 1050;38479;14;Подгорица;False;35455
NVIDIA GeForce GTX 1050;40204;48;Навалькарнеро;False;8772
Kingston Canvas Select Plus;84828;14;Кишинев;True;80389
attractive peach;87.98;650;fruit;Тудела;False;63856
HyperX DDR4 RAM;61827;40;Таллин;False;26638
HP LaserJet Pro;66115;63;Тбилиси;False;6865
stylish lotion;17.2;464;cosmetics;Ла-Корунья;True;42841
elegant ladder;96.23;663;tools;София;True;65059
magnificent facial cleanser;58.24;885;cosmetics;Виго;False;40257
beautiful raspberry;32.51;853;fruit;Сеговия;False;54094
magnificent flooring;98.09;874;tools;Рига;True;60514
exquisite nail polish;15.09;991;cosmetics;Алькала-де-Энарес;True;20306
glamorous raspberry;37.99;566;fruit;Баку;False;49180
Logitech Wireless Keyboard;24877;65;София;True;21649
sublime raspberry;95.59;779;fruit;Ла-Корунья;False;76438
Razer Variau;12446;41;Осера;False;60301
EVGA 500B 80+ BRONZE;34686;28;Севилья;True;5184
tasteful doors;34.39;703;tools;Минск;False;59535
superb plumbing;96.16;684;tools;Севилья;False;87036
exquisite cherry;96.0;797;fruit;Москва;False;69151
exquisite toner;96.42;521;cosmetics;Варшава;True;29080
pleasant wheelbarrow;63.34;553;tools;Лас-Росас;False;51206
