name;price;quantity;category;fromCity;isAvailable;views
Intel Core i5;43013;67;Ташкент;True;72190
Intel Core i5;34135;15;Тарраса;True;4747
NVIDIA GeForce GTX 1050;41117;17;Загреб;False;47153
Canon PIXMA;32364;75;Мадрид;True;65089
stylish body wash;94.26;911;cosmetics;Луарка;False;41160
trendy bubble bath;86.53;950;cosmetics;Алькала-де-Энарес;True;3425
NVIDIA GeForce GTX 1050;73832;54;Сория;False;58104
glamorous conditioner;22.52;866;cosmetics;Лас-Росас;False;91780
Canon PIXMA;69781;65;Сантьяго-де-Компостела;True;79563
trendy glue;13.54;801;tools;Аликанте;True;88722
Intel Core i5;36167;54;Мадрид;True;57545
marvelous glue;55.31;869;tools;Бишкек;True;47713
tasteful wheelbarrow;54.64;622;tools;Загреб;True;17238
tasteful pedicure set;36.7;952;cosmetics;Эльче;True;81467
luxurious nail file;40.47;967;cosmetics;Киев;True;37755
glamorous paint;77.35;552;tools;Тбилиси;False;52990
stylish conditioner;36.37;532;cosmetics;Севилья;False;13958
pretty perfume;14.8;796;cosmetics;Мадрид;False;17595
Logitech Wireless Keyboard;70691;61;Овьедо;True;25992
AMD Ryzen 5;28140;51;Баку;False;36650
trendy baby shampoo;13.22;812;cosmetics;София;True;4980
magnificent body wash;59.87;785;cosmetics;Бургос;False;89407
WD Blue HDD;75606;41;Бишкек;True;17403
amazing insulation;96.51;774;tools;Луго;True;76417
delightful blackberry;11.82;484;fruit;Санхенхо;False;67725
nice banana;44.6;757;fruit;Артейхо;True;26613
Logitech Wireless Keyboard;59699;14;Бишкек;True;35104
Intel Core i5;43165;57;Луарка;False;43131
gorgeous blackberry;71.36;585;fruit;Краков;False;40871
HyperX DDR4 RAM;94085;35;Авилес;True;94054
pleasant kiwifruit;49.89;625;fruit;Афины;False;2866
Brother DCP-T510W;63524;72;Малага;False;86132
HP LaserJet Pro;71685;43;Пласенсия;False;39051
delightful apricot;50.03;754;fruit;Куэнка;True;81550
Samsung 970 EVO SSD;51182;63;Вальядолид;False;13940
Razer Variau;53708;43;Москва;True;33890
refined serum;97.99;990;cosmetics;Прага;True;30720
trendy lotion;34.94;658;cosmetics;Хельсинки;True;87691
AMD Ryzen 5;12431;36;Мадрид;False;68117
Samsung 970 EVO SSD;40719;22;Фигерас;True;27301
AMD Ryzen 5;36027;22;Аликанте;True;39619
stylish saw;79.06;666;tools;Касерес;True;337
Canon PIXMA;78975;49;Ереван;False;32410
attractive moisturizer;12.56;816;cosmetics;Кордова;True;62189
luxurious tile;67.85;501;tools;Мерида;False;14270
Kingston Canvas Select Plus;15268;30;Алма-Ата;True;50901
magnificent blueberry;23.95;754;fruit;Скопье;True;50468
marvelous body wash;36.34;751;cosmetics;Скопье;False;64617
AMD Ryzen 5;20030;25;Киев;False;70868
superb plum;91.33;781;fruit;Эльче;True;85120
Canon PIXMA;70802;30;Кадакес;False;10038
magnificent moisturizer;91.17;664;cosmetics;Камбадос;True;58610
sublime paint;59.49;735;tools;Сантьяго-де-Компостела;False;86138
EVGA 500B 80+ BRONZE;14798;27;Хельсинки;True;86988
trendy moisturizer;62.73;764;cosmetics;Монсон;True;80767
amazing exfoliator;79.03;923;cosmetics;Санкт-Петербург;False;79480
trendy peach;78.87;871;fruit;Авилес;False;64485
AMD Ryzen 5;34780;55;Бургос;True;8380
luxurious roofing;77.96;892;tools;Вильнюс;False;46925
superb roofing;75.16;949;tools;Авилес;True;15376
Epson Expression Home XP;76511;27;Осера;False;16126
nice wallpaper;16.73;947;tools;Вальядолид;False;42476
refined kiwifruit;78.38;758;fruit;Вильявисиоса;False;92275
pretty flooring;13.69;955;tools;Алма-Ата;True;68595
AMD Ryzen 5;47745;27;Ла-Корунья;True;22528
Corsair HS60;91473;26;Куэнка;True;92514
elegant exfoliator;98.91;456;cosmetics;Хихон;True;52984
Intel Core i5;18556;22;Семана;False;7549
delightful hammer;44.47;909;tools;Сантьяго-де-Компостела;False;11689
