name;price;quantity;category;fromCity;isAvailable;views
trendy nails;69.68;907;tools;Кадакес;False;51602
superb toothpaste;65.98;479;cosmetics;Ташкент;False;50142
amazing insulation;40.06;626;tools;Касерес;False;44035
pretty bubble bath;21.31;522;cosmetics;Малага;True;68067
AMD Ryzen 5;91204;23;Кадакес;True;28380
pleasant blueberry;90.85;810;fruit;Краков;True;98213
attractive night cream;80.59;998;cosmetics;Мартоса;True;48374
SteelSeries Arctis 7;59635;63;Льейда;False;88143
marvelous orange;14.13;681;fruit;Сьюдад-Реаль;False;35394
delightful banana;76.15;923;fruit;Астана;False;97783
luxurious melon;79.51;648;fruit;Вальядолид;True;77358
gorgeous conditioner;31.01;829;cosmetics;Мадрид;True;10516
marvelous roofing;41.62;538;tools;Минск;False;13166
stylish axe;68.92;716;tools;Валенсия;True;73499
Kingston Canvas Select Plus;69313;47;Алькала-де-Энарес;True;39751
trendy body wash;93.96;972;cosmetics;Севилья;True;7958
pretty flooring;42.33;795;tools;Пласенсия;True;15140
luxurious nails;97.97;755;tools;Душанбе;False;16327
gorgeous body wash;32.09;659;cosmetics;Валенсия;False;89063
Canon PIXMA;84475;60;Луго;True;85236
elegant paint;63.55;683;tools;Навалькарнеро;False;49361
beautiful blackberry;13.56;927;fruit;Краков;True;78140
magnificent boysenberry;31.78;717;fruit;Краков;True;83408
exquisite banana;12.49;959;fruit;Киев;False;68422
WD Blue HDD;65500;49;Пласенсия;False;37319
marvelous pineapple;64.13;523;fruit;Семана;True;20107
NVIDIA GeForce GTX 1050;59107;77;Хихон;True;14708
gorgeous face wash;11.71;852;cosmetics;Алма-Ата;True;26478
magnificent electrical;54.93;661;tools;Трухильо;True;73977
Brother DCP-T510W;98758;19;Мурсия;False;12681
tasteful doors;57.26;619;tools;Эль-Пуэрто-де-Санта-Мария;False;80966
luxurious ladder;82.31;827;tools;Рига;False;60121
Intel Core i5;29350;13;Хельсинки;False;80753
elegant sunscreen;47.54;639;cosmetics;Будапешт;True;7313
gorgeous shovel;32.31;924;tools;Аликанте;True;49656
delightful nails;54.95;925;tools;Тирана;False;61697
amazing pineapple;76.29;762;fruit;Овьедо;True;51751
luxurious electrical;76.7;919;tools;София;True;99092
Ricoh Aficio MP;50380;59;София;True;57035
superb conditioner;63.96;899;cosmetics;Подгорица;False;11981
delightful cherry;56.49;756;fruit;Махадаонда;True;53556
gorgeous strawberry;32.68;735;fruit;Артейхо;False;13407
exquisite nail polish;45.61;809;cosmetics;Картахена;True;14040
tasteful wheelbarrow;42.16;932;tools;Москва;True;95169
Epson Expression Home XP;58879;35;Артейхо;False;42605
pretty papaya;41.29;919;fruit;Виго;False;83401
trendy tape measure;78.68;956;tools;Афины;True;93302
beautiful boysenberry;69.99;857;fruit;Вроцлав;True;45500
HP LaserJet Pro;14716;10;Кордова;True;37724
pretty trim;90.59;577;tools;Пласенсия;True;37897
superb apple;42.46;565;fruit;Мерида;True;3208
Kingston Canvas Select Plus;86755;53;Варшава;True;18021
SteelSeries Arctis 7;93812;55;Ереван;False;30117
amazing manicure set;85.08;834;cosmetics;Малага;False;74284
Canon PIXMA;18834;10;Бланес;False;51511
HP LaserJet Pro;14083;53;Ташкент;False;46734
amazing nail polish;38.87;525;cosmetics;Афины;False;46869
HP LaserJet Pro;62364;70;Кишинев;False;19321
HP LaserJet Pro;12830;36;Хихон;True;1168
stylish paint;59.35;1011;tools;Эльче;False;4504
magnificent kiwifruit;43.82;563;fruit;Вильявисиоса;False;35482
refined hair mask;10.1;643;cosmetics;Сараево;False;65668
tasteful papaya;98.96;634;fruit;Мурсия;False;39489
Kingston Canvas Select Plus;48496;31;Сеговия;True;45839
luxurious moisturizer;20.25;546;cosmetics;Навалькарнеро;False;37580
gorgeous insulation;93.66;882;tools;Киев;True;60498
nice flooring;98.96;541;tools;Осера;True;80325
superb baseboard;85.54;528;tools;Монсон;True;69493
superb conditioner;14.06;554;cosmetics;Бургос;False;16772
HP LaserJet Pro;79912;68;Тарраса;False;66702
glamorous nail file;88.22;631;cosmetics;Тбилиси;True;32512
nice wheelbarrow;18.92;722;tools;София;False;95314
magnificent chisel;11.18;741;tools;Навалькарнеро;False;35698
elegant sunscreen;77.86;836;cosmetics;Киев;False;90978
superb perfume;28.42;929;cosmetics;Вильявисиоса;True;16193
refined shampoo;55.56;562;cosmetics;Вальядолид;True;1832
nice nail file;43.54;863;cosmetics;Махадаонда;True;28827
glamorous pedicure set;38.54;531;cosmetics;Осера;True;43118
stylish body wash;85.44;706;cosmetics;Рига;False;94006
gorgeous cherry;54.22;777;fruit;Бургос;True;85275
pleasant tape measure;48.72;642;tools;Осера;False;36065
superb conditioner;19.55;771;cosmetics;Гранада;True;25844
superb raspberry;81.52;923;fruit;Лас-Росас;False;80207
magnificent pineapple;50.72;855;fruit;Киев;False;7528
Epson Expression Home XP;70995;59;Любляна;True;77010
Corsair HS60;48696;39;Хельсинки;True;89138
gorgeous lotion;75.85;680;cosmetics;Камбадос;False;30073
marvelous boysenberry;37.18;742;fruit;Картахена;True;95438
Ricoh Aficio MP;35987;70;Бургос;True;91467
sublime axe;72.5;808;tools;Мартоса;True;50124
exquisite orange;79.08;581;fruit;Трухильо;True;29587
stylish lip balm;86.35;644;cosmetics;Малага;True;69579
WD Blue HDD;97310;62;Монсон;True;55175
HP LaserJet Pro;76904;11;Тбилиси;True;54358
delightful facial cleanser;58.83;755;cosmetics;Астана;True;80808
WD Blue HDD;74102;45;Загреб;False;15523
delightful cranberry;43.89;878;fruit;Бишкек;True;41201
exquisite peach;48.42;717;fruit;Аликанте;True;47077
marvelous trim;82.61;800;tools;Луарка;False;78136
trendy baseboard;99.34;531;tools;Кадакес;False;63875
WD Blue HDD;78373;31;Пласенсия;True;63853
nice peach;93.33;882;fruit;Мартоса;True;14631
superb saw;82.05;626;tools;Вальядолид;True;82734
attractive raspberry;80.3;712;fruit;Кадакес;True;14843
Epson Expression Home XP;65931;18;Мартоса;True;62726
luxurious serum;49.93;859;cosmetics;Загреб;False;7217
glamorous scaffolding;37.7;645;tools;Семана;True;95598
Epson Expression Home XP;93860;65;Таллин;False;41285
stylish cranberry;40.89;696;fruit;Белград;False;78628
glamorous lip balm;67.03;783;cosmetics;Сория;True;28627
elegant kiwifruit;69.88;950;fruit;Кишинев;False;71422
amazing tape measure;60.81;905;tools;Киев;True;46456
AMD Ryzen 5;47836;66;Краков;True;97950
Canon PIXMA;73853;46;Самора;True;59526
attractive facial cleanser;69.01;941;cosmetics;Подгорица;False;30188
beautiful baby shampoo;98.12;832;cosmetics;Бургос;True;39227
exquisite wallpaper;50.7;473;tools;Монсон;True;36601
Canon PIXMA;58117;37;Краков;True;81465
pretty night cream;94.7;932;cosmetics;Пласенсия;False;95437
Canon PIXMA;25926;75;Пласенсия;True;23595
Intel Core i5;55682;12;Касерес;True;75996
nice moisturizer;93.27;550;cosmetics;Эль-Пуэрто-де-Санта-Мария;True;48481
glamorous night cream;81.39;676;cosmetics;Барселона;True;80721
pretty eye cream;77.15;932;cosmetics;Луарка;True;34469
glamorous sunscreen;13.0;537;cosmetics;Луго;True;50644
Ricoh Aficio MP;41291;32;Подгорица;False;7428
Logitech Wireless Keyboard;16361;18;Самора;True;87167
beautiful doors;78.61;927;tools;Трухильо;True;12501
magnificent level;12.31;861;tools;Аликанте;True;94675
glamorous conditioner;93.16;840;cosmetics;Куэнка;True;55742
attractive guava;17.08;902;fruit;Пласенсия;False;58381
trendy mango;53.01;554;fruit;Мерида;False;6333
magnificent grapes;87.52;853;fruit;Луго;True;98246
tasteful tape measure;72.42;895;tools;Кордова;True;97043
tasteful nail polish;94.38;523;cosmetics;Хихон;True;78295
marvelous blackberry;93.16;752;fruit;Камбадос;True;78603
Samsung 970 EVO SSD;16477;39;Вроцлав;True;65052
exquisite serum;54.08;676;cosmetics;Льейда;True;35216
superb deodorant;32.9;886;cosmetics;Загреб;False;27001
HyperX DDR4 RAM;71065;36;Куэнка;True;77192
pretty screws;14.62;647;tools;Москва;False;37041
superb boysenberry;92.02;591;fruit;Бургос;True;23606
Samsung 970 EVO SSD;77516;34;Льейда;False;13188
amazing mango;67.91;798;fruit;Душанбе;False;28238
gorgeous peach;27.0;630;fruit;Виго;False;72532
pretty lotion;62.74;870;cosmetics;Киев;False;71291
pleasant strawberry;18.0;485;fruit;Кишинев;True;50379
marvelous lotion;24.8;965;cosmetics;Льейда;True;82372
superb perfume;88.54;476;cosmetics;Тбилиси;True;85177
exquisite moustache wax;59.36;860;cosmetics;Афины;False;49952
pleasant cherry;62.62;657;fruit;Тирана;True;2123
beautiful boysenberry;46.11;742;fruit;Кишинев;True;21735
AMD Ryzen 5;22452;12;Вильнюс;True;15551
superb face wash;90.37;695;cosmetics;Льейда;False;68131
AMD Ryzen 5;22681;64;Фигерас;True;3824
pleasant wallpaper;70.7;939;tools;Лас-Росас;False;92394
refined shovel;23.92;944;tools;Бланес;True;54534
refined grapes;91.37;523;fruit;Вильявисиоса;True;76603
luxurious cranberry;90.83;858;fruit;Ла-Корунья;True;14295
Brother DCP-T510W;51089;68;Луго;False;51711
HP LaserJet Pro;26584;21;Бишкек;True;98359
WD Blue HDD;66010;59;Будапешт;True;46548
HyperX DDR4 RAM;95966;29;Куэнка;True;54739
Ricoh Aficio MP;84310;46;Скопье;True;22654
glamorous pineapple;50.23;738;fruit;Вроцлав;True;27755
marvelous raspberry;49.53;700;fruit;Санкт-Петербург;True;94821
refined screws;58.15;677;tools;Лас-Росас;True;47014
beautiful kiwifruit;82.31;601;fruit;Сараево;False;9659
trendy cherry;52.66;883;fruit;Виго;True;242
exquisite nail file;82.0;511;cosmetics;Вильявисиоса;False;54406
pretty strawberry;40.85;841;fruit;Хихон;False;70224
delightful apple;11.92;943;fruit;Таллин;False;75420
exquisite windows;51.89;676;tools;Валенсия;True;64077
Canon PIXMA;43021;25;Белград;True;80952
marvelous hair mask;48.39;861;cosmetics;Мадрид;False;31558
Kingston Canvas Select Plus;69480;22;Камбадос;False;24537
trendy plumbing;16.74;900;tools;Касерес;True;55846
attractive blackberry;66.91;614;fruit;Прага;True;65378
refined grapes;66.63;640;fruit;Монсон;False;91188
pleasant moustache wax;92.35;883;cosmetics;Эльче;True;20507
