name;method;param
marvelous papaya;remove;
pleasant body wash;remove;
Epson Expression Home XP;quantity_sub;-5
SteelSeries Arctis 7;quantity_add;2
Brother DCP-T510W;quantity_sub;-1
beautiful doors;quantity_sub;-57
exquisite blueberry;remove;
tasteful screws;remove;
Intel Core i5;available;False
tasteful apple;price_percent;0.16
luxurious siding;price_abs;29.480000000000004
exquisite cranberry;quantity_sub;-50
Epson Expression Home XP;quantity_sub;-2
marvelous perfume;available;False
delightful exfoliator;remove;
pretty baby shampoo;quantity_sub;-83
delightful melon;available;False
Logitech Wireless Keyboard;quantity_add;4
glamorous level;quantity_sub;-84
EVGA 500B 80+ BRONZE;remove;
Kingston Canvas Select Plus;remove;
superb plumbing;quantity_sub;-136
sublime apple;available;False
amazing baseboard;quantity_add;89
glamorous serum;quantity_add;12
Brother DCP-T510W;price_percent;0.17
tasteful cranberry;quantity_sub;-84
marvelous axe;price_abs;14
stylish pineapple;price_abs;-1
luxurious toner;price_percent;-0.02
stylish deodorant;price_percent;0.09
Razer Variau;price_abs;-5216
Corsair HS60;remove;
delightful melon;price_abs;72.24800000000002
AMD Ryzen 5;quantity_sub;-6
magnificent manicure set;remove;
Epson Expression Home XP;quantity_add;8
magnificent moustache wax;price_abs;0
attractive axe;remove;
stylish chisel;remove;
elegant toothpaste;price_abs;82.90700000000001
stylish melon;remove;
tasteful screws;quantity_sub;-44
pleasant makeup remover;quantity_add;90
superb shovel;quantity_sub;-74
magnificent manicure set;price_percent;-0.01
gorgeous trim;price_abs;0
marvelous plum;quantity_sub;-55
EVGA 500B 80+ BRONZE;quantity_sub;-1
superb baseboard;price_percent;0.0
glamorous facial cleanser;remove;
stylish melon;price_abs;11
sublime lotion;available;True
pleasant hammer;available;True
Intel Core i5;quantity_sub;-6
pretty moustache wax;quantity_add;37
nice nail polish;available;False
glamorous level;available;True
beautiful melon;quantity_sub;-44
WD Blue HDD;price_abs;1132
stylish level;quantity_add;7
glamorous papaya;price_percent;0.04
elegant electrical;available;True
Corsair HS60;quantity_add;3
elegant manicure set;price_abs;-2
tasteful pineapple;quantity_sub;-34
Kingston Canvas Select Plus;remove;
stylish chisel;remove;
EVGA 500B 80+ BRONZE;price_percent;-0.13
HyperX DDR4 RAM;quantity_sub;-6
WD Blue HDD;price_abs;-3834
stylish melon;price_percent;-0.03
delightful windows;quantity_sub;-116
gorgeous scaffolding;price_abs;1
pleasant pineapple;price_percent;0.01
HP LaserJet Pro;remove;
sublime sunscreen;quantity_add;21
attractive screws;price_percent;-0.08
trendy melon;price_abs;11
nice face wash;quantity_sub;-54
delightful serum;quantity_sub;-13
glamorous level;available;True
beautiful orange;quantity_sub;-7
refined saw;price_abs;7
attractive banana;available;True
nice grapes;quantity_add;28
Epson Expression Home XP;price_abs;-14475
elegant manicure set;price_percent;0.13
beautiful melon;price_percent;0.1
elegant baseboard;remove;
AMD Ryzen 5;remove;
superb pedicure set;price_abs;40.612
pleasant hammer;quantity_add;6
Epson Expression Home XP;available;True
Brother DCP-T510W;remove;
beautiful perfume;quantity_add;1
attractive saw;quantity_add;177
WD Blue HDD;available;True
nice face wash;quantity_sub;-104
sublime apple;remove;
WD Blue HDD;price_percent;0.12
EVGA 500B 80+ BRONZE;price_abs;-5013
refined grapes;price_abs;-3
Ricoh Aficio MP;available;True
pleasant makeup remover;price_abs;-15
pleasant hammer;quantity_add;22
pleasant body wash;price_abs;0
Brother DCP-T510W;remove;
Kingston Canvas Select Plus;remove;
sublime manicure set;quantity_add;67
HP LaserJet Pro;price_percent;-0.08
pleasant pineapple;quantity_sub;-34
Canon PIXMA;price_abs;-3631
sublime apple;available;True
elegant electrical;quantity_add;2
gorgeous scaffolding;available;True
elegant manicure set;price_abs;11
Kingston Canvas Select Plus;quantity_sub;-8
Epson Expression Home XP;quantity_sub;-6
HP LaserJet Pro;quantity_add;3
Razer Variau;remove;
Corsair HS60;remove;
Corsair HS60;price_percent;0.2
tasteful guava;quantity_add;99
elegant toothpaste;price_abs;-15
elegant toothpaste;price_abs;13
Canon PIXMA;quantity_sub;-1
pleasant grapes;quantity_sub;-44
delightful melon;available;True
luxurious paint;quantity_sub;-40
trendy melon;price_abs;16
marvelous boysenberry;quantity_add;4
elegant manicure set;remove;
stylish level;price_abs;10
WD Blue HDD;remove;
nice cherry;quantity_sub;-51
elegant toothpaste;remove;
tasteful grapes;quantity_add;113
Epson Expression Home XP;quantity_sub;-12
tasteful grapes;quantity_add;17
glamorous papaya;quantity_add;147
AMD Ryzen 5;price_percent;0.01
delightful serum;quantity_sub;-80
stylish melon;price_percent;0.01
Kingston Canvas Select Plus;quantity_sub;-9
EVGA 500B 80+ BRONZE;quantity_add;4
refined cranberry;quantity_sub;-3
elegant blueberry;price_abs;-2
stylish level;quantity_add;95
AMD Ryzen 5;price_abs;-9723
AMD Ryzen 5;price_percent;-0.08
AMD Ryzen 5;price_percent;0.0
glamorous hammer;available;False
Intel Core i5;remove;
WD Blue HDD;price_abs;-3347
stylish chisel;quantity_add;80
sublime manicure set;price_percent;-0.09
SteelSeries Arctis 7;quantity_sub;-5
Corsair HS60;quantity_add;1
Kingston Canvas Select Plus;remove;
pleasant body wash;available;True
HP LaserJet Pro;price_abs;10093
glamorous lotion;quantity_add;134
tasteful pineapple;price_percent;0.0
elegant conditioner;quantity_add;48
nice boysenberry;price_abs;-6
beautiful strawberry;available;True
Canon PIXMA;quantity_sub;-3
marvelous papaya;price_percent;-0.15
Corsair HS60;quantity_add;9
magnificent level;quantity_sub;-104
Corsair HS60;quantity_sub;-10
refined cranberry;quantity_add;129
Kingston Canvas Select Plus;price_abs;-3736
Intel Core i5;price_percent;-0.14
AMD Ryzen 5;price_percent;-0.19
Corsair HS60;price_percent;-0.11
superb axe;quantity_add;64
beautiful shampoo;available;True
attractive electrical;quantity_add;127
AMD Ryzen 5;quantity_add;3
beautiful perfume;quantity_add;23
gorgeous body wash;remove;
delightful melon;quantity_add;2
stylish level;quantity_add;168
pretty moustache wax;price_abs;6
pretty eye cream;price_percent;-0.1
exquisite blueberry;price_abs;-3
gorgeous scaffolding;available;False
WD Blue HDD;quantity_sub;-9
marvelous papaya;price_abs;0
Ricoh Aficio MP;available;True
nice perfume;price_percent;-0.2
tasteful baby shampoo;remove;
Corsair HS60;quantity_sub;-8
EVGA 500B 80+ BRONZE;available;True
nice face wash;price_percent;0.2
Kingston Canvas Select Plus;quantity_sub;-2
marvelous peach;quantity_sub;-5
SteelSeries Arctis 7;quantity_sub;-2
delightful serum;remove;
nice perfume;price_percent;-0.13
refined grapes;quantity_add;4
Kingston Canvas Select Plus;remove;
elegant conditioner;quantity_add;89
exquisite blueberry;price_percent;-0.12
marvelous bubble bath;available;True
amazing moustache wax;price_percent;0.2
superb shovel;available;False
Kingston Canvas Select Plus;available;True
delightful melon;remove;
delightful serum;quantity_add;14
elegant blueberry;quantity_add;111
Epson Expression Home XP;price_abs;8283
HyperX DDR4 RAM;price_abs;8853
marvelous perfume;price_percent;-0.08
attractive banana;price_abs;-9
glamorous papaya;price_percent;0.15
stylish melon;quantity_sub;-61
stylish pineapple;quantity_add;155
Intel Core i5;available;True
gorgeous body wash;price_abs;-10
glamorous lotion;price_percent;0.0
refined saw;price_percent;0.11
Logitech Wireless Keyboard;available;True
Samsung 970 EVO SSD;price_abs;-3879
Epson Expression Home XP;remove;
EVGA 500B 80+ BRONZE;price_percent;0.0
EVGA 500B 80+ BRONZE;available;False
nice perfume;remove;
HyperX DDR4 RAM;available;True
elegant baseboard;price_abs;2
SteelSeries Arctis 7;available;True
elegant conditioner;price_percent;-0.04
EVGA 500B 80+ BRONZE;quantity_add;4
marvelous bubble bath;available;True
beautiful perfume;price_abs;1
Brother DCP-T510W;quantity_sub;-3
magnificent tile;available;True
HyperX DDR4 RAM;price_percent;-0.07
EVGA 500B 80+ BRONZE;price_abs;-5627
tasteful baby shampoo;price_abs;1
AMD Ryzen 5;quantity_add;10
luxurious toner;quantity_add;120
elegant manicure set;price_percent;0.17
beautiful baby shampoo;remove;
gorgeous body wash;remove;
delightful melon;quantity_add;104
amazing sunscreen;available;True
beautiful windows;price_percent;0.16
stylish deodorant;available;False
Intel Core i5;remove;
attractive peach;remove;
pleasant hammer;remove;
beautiful baby shampoo;price_abs;-1
Razer Variau;price_abs;-8709
EVGA 500B 80+ BRONZE;remove;
tasteful screws;price_abs;66.253
luxurious toner;price_abs;14
exquisite cranberry;available;True
elegant manicure set;quantity_sub;-182
nice nail polish;available;False
pleasant pineapple;remove;
elegant manicure set;remove;
Ricoh Aficio MP;available;False
stylish deodorant;remove;
EVGA 500B 80+ BRONZE;price_abs;9326
HyperX DDR4 RAM;price_percent;-0.16
refined cranberry;price_percent;-0.1
Intel Core i5;quantity_add;10
beautiful perfume;price_abs;4
pleasant hammer;quantity_sub;-57
trendy melon;quantity_sub;-81
Epson Expression Home XP;remove;
nice cherry;price_percent;0.07
pleasant papaya;available;True
Corsair HS60;price_percent;0.11
refined saw;remove;
Logitech Wireless Keyboard;remove;
superb cherry;available;True
Canon PIXMA;quantity_add;7
AMD Ryzen 5;price_abs;-4155
pleasant body wash;price_percent;0.14
beautiful strawberry;remove;
HyperX DDR4 RAM;quantity_sub;-2
tasteful baby shampoo;quantity_sub;-110
marvelous boysenberry;remove;
superb pedicure set;quantity_sub;-15
Kingston Canvas Select Plus;price_percent;-0.12
superb baseboard;price_abs;8
exquisite blueberry;available;False
pleasant papaya;remove;
Samsung 970 EVO SSD;price_percent;0.09
glamorous insulation;price_percent;-0.02
beautiful orange;available;True
WD Blue HDD;quantity_add;3
trendy melon;price_abs;2
sublime apple;price_percent;-0.12
Intel Core i5;price_percent;-0.05
Brother DCP-T510W;price_percent;-0.04
beautiful orange;price_percent;0.11
HyperX DDR4 RAM;price_abs;-1005
delightful melon;available;True
pleasant makeup remover;available;True
magnificent moustache wax;available;True
beautiful doors;price_percent;-0.2
nice perfume;quantity_sub;-75
HP LaserJet Pro;remove;
Epson Expression Home XP;price_percent;0.08
Razer Variau;remove;
Razer Variau;price_abs;12628
refined lotion;remove;
stylish chisel;quantity_sub;-43
tasteful apple;available;True
gorgeous scaffolding;price_abs;1
amazing baseboard;quantity_add;2
Intel Core i5;remove;
Samsung 970 EVO SSD;price_percent;0.0
SteelSeries Arctis 7;price_abs;-10029
beautiful perfume;quantity_add;59
gorgeous trim;remove;
pretty moustache wax;quantity_sub;-47
superb shovel;available;True
tasteful grapes;quantity_sub;-121
Intel Core i5;price_abs;4155
luxurious siding;quantity_add;87
SteelSeries Arctis 7;price_percent;0.06
nice baby shampoo;price_percent;0.2
magnificent shampoo;quantity_add;42
Intel Core i5;price_percent;-0.15
sublime lotion;quantity_add;33
stylish deodorant;quantity_sub;-165
elegant blueberry;quantity_sub;-22
stylish orange;available;False
marvelous papaya;quantity_add;27
Kingston Canvas Select Plus;price_abs;66
tasteful guava;remove;
pretty baby shampoo;remove;
HP LaserJet Pro;price_abs;344
glamorous lotion;available;False
marvelous axe;price_abs;-7
HP LaserJet Pro;quantity_add;13
HP LaserJet Pro;available;True
stylish siding;remove;
Canon PIXMA;price_abs;1233
marvelous bubble bath;quantity_sub;-87
refined grapes;price_percent;-0.03
SteelSeries Arctis 7;quantity_sub;-4
magnificent roofing;price_abs;-1
elegant toothpaste;price_abs;4
WD Blue HDD;available;True
sublime apple;available;False
refined lotion;remove;
pretty serum;available;True
Epson Expression Home XP;quantity_sub;-6
amazing sunscreen;quantity_add;93
Samsung 970 EVO SSD;price_percent;0.05
Corsair HS60;available;False
beautiful screws;price_percent;-0.02
glamorous hammer;price_percent;0.02
marvelous electrical;price_abs;-12
pretty serum;price_percent;-0.17
luxurious toner;quantity_add;87
Epson Expression Home XP;price_percent;-0.1
delightful trim;price_abs;13
Kingston Canvas Select Plus;price_percent;-0.03
trendy body wash;remove;
magnificent tile;quantity_sub;-11
tasteful guava;available;False
Brother DCP-T510W;quantity_sub;-8
refined deodorant;quantity_add;56
marvelous perfume;quantity_sub;-31
Intel Core i5;remove;
superb cherry;available;False
pretty eye cream;quantity_sub;-134
magnificent manicure set;available;True
refined cranberry;price_abs;-3
attractive screws;quantity_add;28
stylish orange;quantity_add;135
pretty facial cleanser;price_percent;-0.19
glamorous facial cleanser;remove;
elegant manicure set;remove;
EVGA 500B 80+ BRONZE;price_abs;51342.50000000001
WD Blue HDD;quantity_sub;-10
glamorous insulation;remove;
SteelSeries Arctis 7;quantity_sub;-11
beautiful windows;quantity_sub;-20
sublime apple;remove;
WD Blue HDD;quantity_sub;-12
beautiful baby shampoo;quantity_sub;-41
SteelSeries Arctis 7;available;True
Brother DCP-T510W;price_percent;0.08
nice face wash;remove;
Razer Variau;price_abs;6886
WD Blue HDD;remove;
AMD Ryzen 5;quantity_add;1
superb baseboard;available;True
WD Blue HDD;remove;
EVGA 500B 80+ BRONZE;remove;
Kingston Canvas Select Plus;price_percent;-0.09
glamorous lotion;available;False
pretty facial cleanser;remove;
beautiful orange;remove;
glamorous papaya;remove;
EVGA 500B 80+ BRONZE;price_abs;6968
superb pedicure set;available;False
magnificent manicure set;quantity_sub;-45
elegant baseboard;price_abs;1
marvelous axe;price_percent;-0.09
AMD Ryzen 5;remove;
superb shovel;price_abs;19.844
Intel Core i5;available;True
beautiful perfume;price_percent;-0.15
tasteful cranberry;quantity_add;140
WD Blue HDD;price_percent;-0.1
Epson Expression Home XP;available;True
Brother DCP-T510W;remove;
magnificent level;available;True
Canon PIXMA;price_percent;-0.14
luxurious paint;quantity_add;66
superb axe;price_percent;-0.11
HyperX DDR4 RAM;remove;
gorgeous lip balm;quantity_sub;-92
marvelous peach;quantity_add;45
attractive banana;quantity_add;88
glamorous insulation;price_abs;102.82800000000002
glamorous level;available;True
sublime apple;price_abs;6
sublime lotion;quantity_sub;-63
magnificent tile;remove;
delightful serum;quantity_add;1
nice nail polish;available;True
elegant baseboard;remove;
WD Blue HDD;price_abs;4774
AMD Ryzen 5;quantity_add;2
HyperX DDR4 RAM;available;True
Brother DCP-T510W;quantity_add;1
Kingston Canvas Select Plus;remove;
delightful trim;remove;
beautiful melon;quantity_sub;-98
beautiful strawberry;available;True
attractive banana;price_percent;-0.04
Kingston Canvas Select Plus;price_percent;0.03
Razer Variau;remove;
elegant baseboard;available;True
marvelous papaya;price_abs;8
elegant electrical;quantity_sub;-96
Brother DCP-T510W;price_percent;-0.2
delightful windows;price_abs;-1
elegant baseboard;quantity_sub;-11
Kingston Canvas Select Plus;price_percent;0.07
Razer Variau;available;True
attractive electrical;quantity_sub;-167
HyperX DDR4 RAM;quantity_sub;-3
Samsung 970 EVO SSD;quantity_add;3
delightful exfoliator;price_percent;-0.13
superb pedicure set;remove;
Epson Expression Home XP;price_percent;-0.03
WD Blue HDD;price_abs;-1749
EVGA 500B 80+ BRONZE;available;True
delightful windows;price_abs;4
beautiful orange;quantity_sub;-20
Epson Expression Home XP;remove;
WD Blue HDD;price_percent;0.09
gorgeous scaffolding;available;True
delightful windows;remove;
Kingston Canvas Select Plus;available;True
HP LaserJet Pro;quantity_add;6
Intel Core i5;quantity_add;3
tasteful guava;price_abs;-6
Corsair HS60;available;True
Razer Variau;price_abs;-889
pretty moustache wax;price_abs;-7
pretty eye cream;quantity_add;120
SteelSeries Arctis 7;price_percent;0.15
Epson Expression Home XP;price_abs;7464
sublime lotion;price_percent;-0.01
SteelSeries Arctis 7;price_abs;2506
EVGA 500B 80+ BRONZE;remove;
EVGA 500B 80+ BRONZE;quantity_add;7
magnificent moustache wax;available;True
Intel Core i5;price_abs;18148
trendy body wash;quantity_sub;-85
Intel Core i5;price_percent;-0.14
stylish chisel;quantity_sub;-11
Kingston Canvas Select Plus;price_percent;-0.08
HyperX DDR4 RAM;remove;
sublime lotion;remove;
AMD Ryzen 5;remove;
Intel Core i5;remove;
Intel Core i5;price_abs;-6648
sublime apple;available;True
Corsair HS60;quantity_sub;-8
sublime lotion;price_abs;0
nice nail polish;quantity_sub;-136
Corsair HS60;remove;
elegant blueberry;price_percent;0.1
HP LaserJet Pro;quantity_sub;-8
superb shovel;remove;
attractive perfume;quantity_sub;-90
marvelous papaya;quantity_sub;-86
pleasant hammer;quantity_add;132
delightful wheelbarrow;quantity_add;38
Corsair HS60;price_abs;-4238
refined saw;quantity_sub;-42
pretty eye cream;available;True
marvelous boysenberry;remove;
stylish chisel;available;True
Canon PIXMA;price_abs;-2530
delightful trim;available;False
stylish melon;quantity_add;95
Kingston Canvas Select Plus;remove;
stylish melon;available;True
elegant conditioner;price_percent;-0.11
pleasant body wash;price_abs;3
beautiful doors;price_percent;0.05
elegant electrical;quantity_sub;-24
marvelous papaya;remove;
pretty moustache wax;remove;
Samsung 970 EVO SSD;available;True
HP LaserJet Pro;remove;
stylish level;available;False
Intel Core i5;quantity_sub;-8
refined drywall;available;True
Ricoh Aficio MP;price_abs;817
pretty serum;quantity_add;4
marvelous perfume;available;True
amazing baseboard;quantity_sub;-63
magnificent tile;quantity_sub;-34
glamorous papaya;price_abs;4
HP LaserJet Pro;remove;
delightful serum;quantity_add;110
refined cranberry;price_abs;2
attractive electrical;remove;
elegant conditioner;quantity_add;167
gorgeous scaffolding;quantity_sub;-64
Razer Variau;quantity_sub;-3
pretty facial cleanser;quantity_add;10
Kingston Canvas Select Plus;price_percent;0.15
Intel Core i5;price_abs;55213.4
attractive windows;price_abs;95.601
marvelous plum;price_percent;-0.02
attractive windows;price_abs;16
beautiful screws;price_abs;-7
HP LaserJet Pro;quantity_sub;-6
delightful serum;available;True
attractive electrical;available;True
WD Blue HDD;price_abs;-4716
gorgeous trim;quantity_sub;-83
EVGA 500B 80+ BRONZE;quantity_add;14
superb plumbing;quantity_add;189
pretty mango;quantity_add;134
Brother DCP-T510W;available;True
stylish level;available;False
NVIDIA GeForce GTX 1050;remove;
sublime lotion;quantity_sub;-9
Samsung 970 EVO SSD;remove;
magnificent moustache wax;quantity_add;149
nice face wash;quantity_add;84
stylish deodorant;remove;
luxurious siding;quantity_sub;-33
superb pedicure set;price_percent;-0.07
Canon PIXMA;remove;
delightful trim;price_abs;-7
trendy exfoliator;price_abs;20.944
nice face wash;price_percent;-0.03
stylish siding;price_percent;-0.18
amazing baseboard;quantity_sub;-114
pleasant pineapple;remove;
beautiful melon;remove;
pleasant hammer;price_abs;-6
sublime manicure set;quantity_sub;-133
Kingston Canvas Select Plus;remove;
pretty mango;remove;
HyperX DDR4 RAM;quantity_sub;-8
Kingston Canvas Select Plus;available;True
AMD Ryzen 5;price_percent;0.04
Intel Core i5;quantity_add;7
nice perfume;available;True
beautiful windows;quantity_add;59
magnificent level;price_abs;-1
pretty apricot;quantity_add;32
Razer Variau;quantity_sub;-3
sublime apple;remove;
magnificent manicure set;quantity_add;65
Kingston Canvas Select Plus;remove;
Intel Core i5;price_percent;0.04
nice baby shampoo;price_abs;1
AMD Ryzen 5;remove;
sublime apple;quantity_add;23
glamorous hammer;available;True
AMD Ryzen 5;remove;
tasteful screws;available;True
Canon PIXMA;quantity_add;6
nice face wash;price_abs;47.861000000000004
sublime apple;quantity_add;117
attractive windows;quantity_sub;-12
magnificent level;quantity_add;57
gorgeous cranberry;price_abs;-8
amazing baseboard;quantity_sub;-130
elegant blueberry;price_abs;0
glamorous papaya;quantity_add;81
Ricoh Aficio MP;price_percent;0.1
WD Blue HDD;remove;
EVGA 500B 80+ BRONZE;price_abs;-3876
delightful trim;quantity_add;71
marvelous bubble bath;price_abs;2
beautiful windows;remove;
glamorous papaya;quantity_add;5
marvelous electrical;quantity_add;83
pretty serum;remove;
AMD Ryzen 5;quantity_sub;-2
elegant blueberry;available;False
elegant conditioner;price_abs;-4
superb baseboard;quantity_add;27
refined lotion;quantity_sub;-71
EVGA 500B 80+ BRONZE;price_abs;-1396
Corsair HS60;quantity_sub;-7
luxurious apricot;quantity_add;117
SteelSeries Arctis 7;quantity_sub;-4
trendy exfoliator;quantity_sub;-81
pleasant pineapple;price_percent;0.05
pleasant papaya;price_abs;13
gorgeous body wash;available;True
stylish level;quantity_add;38
AMD Ryzen 5;remove;
elegant baseboard;quantity_sub;-9
HyperX DDR4 RAM;available;False
HyperX DDR4 RAM;price_percent;0.02
EVGA 500B 80+ BRONZE;quantity_sub;-2
stylish melon;price_abs;1
luxurious toner;remove;
SteelSeries Arctis 7;price_abs;3072
trendy nail file;available;True
elegant blueberry;quantity_sub;-74
elegant conditioner;available;True
HyperX DDR4 RAM;quantity_sub;-3
beautiful strawberry;quantity_sub;-133
marvelous peach;quantity_sub;-67
Kingston Canvas Select Plus;quantity_sub;-11
exquisite blueberry;remove;
sublime wallpaper;quantity_add;193
Samsung 970 EVO SSD;price_percent;0.15
amazing moustache wax;quantity_add;136
SteelSeries Arctis 7;price_percent;-0.2
glamorous serum;price_percent;0.0
EVGA 500B 80+ BRONZE;quantity_sub;-6
HP LaserJet Pro;available;False
pretty facial cleanser;available;True
beautiful doors;quantity_sub;-106
glamorous lotion;quantity_sub;-65
Brother DCP-T510W;quantity_sub;-4
luxurious apricot;quantity_add;104
superb pedicure set;remove;
sublime lotion;quantity_sub;-67
AMD Ryzen 5;quantity_sub;-5
Samsung 970 EVO SSD;quantity_sub;-2
Canon PIXMA;price_percent;-0.06
pleasant hammer;available;True
glamorous insulation;quantity_add;98
WD Blue HDD;price_percent;0.16
Epson Expression Home XP;price_percent;-0.19
magnificent level;price_percent;0.02
amazing baseboard;quantity_add;16
pretty serum;quantity_sub;-38
superb pedicure set;remove;
superb baseboard;price_percent;0.11
delightful exfoliator;price_abs;-2
luxurious paint;remove;
HP LaserJet Pro;price_percent;0.16
Kingston Canvas Select Plus;available;True
tasteful guava;price_abs;1
pleasant pineapple;available;True
magnificent roofing;quantity_sub;-44
pretty eye cream;price_percent;0.1
marvelous perfume;price_abs;5
HyperX DDR4 RAM;price_abs;7357
Canon PIXMA;quantity_sub;-9
Samsung 970 EVO SSD;price_abs;-1490
Corsair HS60;quantity_add;7
glamorous hammer;remove;
Canon PIXMA;available;True
exquisite pineapple;remove;
AMD Ryzen 5;price_abs;5199
beautiful windows;quantity_add;19
Samsung 970 EVO SSD;quantity_sub;-2
Corsair HS60;quantity_add;4
beautiful perfume;available;True
amazing baseboard;price_abs;2
pleasant hammer;price_abs;6
tasteful apple;quantity_add;133
HyperX DDR4 RAM;available;False
superb plumbing;price_abs;14
Kingston Canvas Select Plus;available;True
nice perfume;quantity_add;15
delightful windows;quantity_sub;-100
Ricoh Aficio MP;quantity_sub;-7
superb pedicure set;quantity_add;48
delightful windows;quantity_add;6
glamorous insulation;quantity_add;119
refined deodorant;remove;
WD Blue HDD;price_percent;0.17
HyperX DDR4 RAM;remove;
Kingston Canvas Select Plus;price_abs;770
gorgeous body wash;quantity_sub;-16
refined lotion;available;True
Brother DCP-T510W;remove;
tasteful apple;price_percent;-0.2
Corsair HS60;price_percent;-0.15
sublime manicure set;available;True
EVGA 500B 80+ BRONZE;price_abs;-3255
tasteful guava;price_percent;-0.12
SteelSeries Arctis 7;quantity_add;12
Intel Core i5;quantity_sub;-1
Ricoh Aficio MP;price_abs;-7811
glamorous level;price_abs;9
delightful exfoliator;price_abs;-3
Intel Core i5;quantity_add;5
glamorous papaya;remove;
nice face wash;quantity_sub;-44
trendy exfoliator;price_abs;0
tasteful baby shampoo;available;True
tasteful screws;price_percent;-0.14
elegant conditioner;price_percent;-0.01
tasteful pineapple;remove;
beautiful windows;remove;
marvelous axe;price_percent;0.03
beautiful windows;price_abs;1
delightful windows;quantity_sub;-120
delightful windows;available;False
Brother DCP-T510W;quantity_add;2
pleasant papaya;quantity_sub;-55
Corsair HS60;quantity_add;4
sublime apple;price_percent;-0.11
AMD Ryzen 5;available;True
HP LaserJet Pro;quantity_sub;-6
amazing baseboard;price_percent;0.17
pleasant pineapple;remove;
Kingston Canvas Select Plus;price_percent;0.12
superb shovel;quantity_sub;-131
nice cherry;quantity_add;114
pleasant papaya;quantity_sub;-171
beautiful baby shampoo;quantity_add;112
AMD Ryzen 5;quantity_add;1
Kingston Canvas Select Plus;quantity_add;4
gorgeous body wash;available;False
HP LaserJet Pro;available;False
Intel Core i5;price_abs;8187
glamorous level;price_percent;-0.1
AMD Ryzen 5;remove;
Corsair HS60;available;True
AMD Ryzen 5;remove;
sublime manicure set;quantity_sub;-37
nice perfume;quantity_add;166
elegant conditioner;price_percent;0.16
refined grapes;price_percent;0.11
refined saw;remove;
Logitech Wireless Keyboard;price_percent;0.01
pretty eye cream;quantity_add;93
Corsair HS60;quantity_add;9
stylish deodorant;price_abs;13
stylish deodorant;available;True
Razer Variau;available;False
stylish orange;price_percent;-0.17
sublime manicure set;remove;
Corsair HS60;price_abs;2721
Corsair HS60;quantity_sub;-6
gorgeous cranberry;quantity_sub;-134
trendy body wash;remove;
WD Blue HDD;price_percent;-0.01
elegant toothpaste;price_percent;-0.01
tasteful screws;available;False
marvelous bubble bath;available;True
sublime apple;quantity_add;79
