name;method;param
elegant facial cleanser;available;False
Logitech Wireless Keyboard;quantity_sub;-4
stylish wallpaper;price_abs;-2
Ricoh Aficio MP;quantity_sub;-2
glamorous guava;quantity_add;20
Corsair HS60;available;True
WD Blue HDD;quantity_add;8
Canon PIXMA;quantity_add;6
sublime bubble bath;quantity_sub;-68
Epson Expression Home XP;available;True
marvelous lotion;price_abs;-16
sublime guava;quantity_sub;-103
pleasant hair mask;remove;
Samsung 970 EVO SSD;available;True
refined orange;price_percent;-0.12
attractive exfoliator;available;True
Kingston Canvas Select Plus;remove;
beautiful grapes;price_abs;4
exquisite cranberry;quantity_add;71
elegant moisturizer;price_percent;-0.04
glamorous kiwifruit;price_abs;1
WD Blue HDD;price_percent;-0.04
Brother DCP-T510W;quantity_sub;-4
pleasant baseboard;price_percent;-0.12
marvelous boysenberry;available;False
Epson Expression Home XP;price_abs;-1171
Corsair HS60;available;False
pleasant drywall;price_percent;-0.11
sublime guava;quantity_sub;-21
beautiful grapes;price_abs;2
pleasant paint;quantity_sub;-134
nice baby shampoo;price_percent;0.0
refined orange;remove;
luxurious body wash;available;True
pretty saw;price_abs;84.49100000000001
marvelous deodorant;price_abs;10
delightful raspberry;quantity_add;58
Brother DCP-T510W;available;True
Ricoh Aficio MP;quantity_add;2
WD Blue HDD;available;False
HP LaserJet Pro;price_percent;-0.03
stylish wallpaper;price_abs;8
amazing bubble bath;available;False
tasteful scaffolding;remove;
HyperX DDR4 RAM;available;False
marvelous melon;quantity_add;162
pretty saw;available;True
Ricoh Aficio MP;available;False
refined orange;price_abs;97.042
superb glue;available;False
magnificent strawberry;quantity_add;109
sublime guava;price_percent;-0.06
magnificent wheelbarrow;quantity_sub;-25
marvelous deodorant;remove;
Brother DCP-T510W;remove;
Epson Expression Home XP;quantity_add;8
attractive papaya;price_percent;0.0
exquisite cranberry;price_abs;83.96300000000001
stylish nails;quantity_add;31
stylish nails;price_percent;0.16
Canon PIXMA;available;True
marvelous blueberry;available;False
glamorous lotion;quantity_sub;-82
marvelous level;price_abs;12
Kingston Canvas Select Plus;price_abs;105000.50000000001
marvelous boysenberry;price_abs;-13
magnificent strawberry;price_abs;-3
beautiful doors;remove;
Kingston Canvas Select Plus;quantity_sub;-11
AMD Ryzen 5;quantity_sub;-1
Logitech Wireless Keyboard;remove;
stylish apricot;quantity_sub;-91
HP LaserJet Pro;available;True
marvelous tile;price_abs;-4
amazing papaya;remove;
Ricoh Aficio MP;quantity_sub;-1
Canon PIXMA;available;True
marvelous melon;quantity_sub;-62
magnificent doors;available;False
pleasant paint;price_percent;-0.17
stylish apricot;remove;
amazing glue;price_percent;0.11
pleasant baseboard;price_percent;-0.09
nice ladder;price_percent;-0.03
Brother DCP-T510W;quantity_sub;-10
attractive deodorant;price_percent;0.09
Corsair HS60;quantity_sub;-2
nice night cream;remove;
tasteful scaffolding;quantity_sub;-125
magnificent doors;available;True
gorgeous plum;remove;
pleasant roofing;price_percent;0.01
SteelSeries Arctis 7;price_abs;-2441
elegant moisturizer;quantity_sub;-16
Brother DCP-T510W;price_abs;-10530
pleasant baby shampoo;quantity_sub;-84
refined orange;price_abs;8
nice baby shampoo;price_percent;-0.15
pretty wallpaper;quantity_add;74
glamorous body wash;quantity_sub;-19
stylish nails;price_abs;0
attractive deodorant;price_abs;2
nice night cream;available;True
glamorous body wash;price_percent;0.05
marvelous peach;price_percent;0.08
elegant axe;available;True
Intel Core i5;price_percent;0.05
WD Blue HDD;quantity_sub;-9
SteelSeries Arctis 7;price_percent;0.05
luxurious glue;available;True
pleasant electrical;quantity_sub;-102
attractive deodorant;remove;
Epson Expression Home XP;available;False
attractive baby shampoo;quantity_add;135
tasteful guava;available;False
marvelous toner;remove;
elegant moustache wax;remove;
magnificent manicure set;price_percent;-0.14
nice plumbing;remove;
HyperX DDR4 RAM;quantity_add;3
glamorous insulation;price_abs;-6
gorgeous banana;quantity_sub;-47
Brother DCP-T510W;price_abs;7564
Logitech Wireless Keyboard;available;False
glamorous kiwifruit;quantity_sub;-35
pleasant paint;price_percent;0.04
HP LaserJet Pro;price_abs;1169
sublime siding;available;True
elegant strawberry;remove;
marvelous apricot;price_abs;1
attractive siding;remove;
elegant hair mask;price_percent;0.2
luxurious baseboard;quantity_add;28
tasteful axe;price_percent;0.05
pretty saw;price_abs;13
Brother DCP-T510W;available;False
trendy orange;remove;
pleasant baseboard;quantity_sub;-46
pretty axe;quantity_add;7
Brother DCP-T510W;quantity_sub;-5
tasteful axe;quantity_add;139
Intel Core i5;quantity_sub;-6
marvelous toner;quantity_add;121
pleasant baby shampoo;price_percent;-0.04
Samsung 970 EVO SSD;remove;
marvelous melon;price_percent;0.01
pretty sunscreen;remove;
Kingston Canvas Select Plus;quantity_add;4
sublime siding;remove;
pretty axe;available;True
amazing glue;remove;
pleasant roofing;price_abs;2
Corsair HS60;quantity_sub;-2
Intel Core i5;price_abs;-4854
refined grapes;price_percent;0.19
amazing glue;remove;
tasteful scaffolding;quantity_add;106
tasteful guava;quantity_sub;-126
refined glue;remove;
glamorous lotion;available;False
pleasant hair mask;price_percent;-0.05
pretty drywall;quantity_sub;-11
superb conditioner;quantity_sub;-57
refined night cream;available;False
superb conditioner;available;False
Kingston Canvas Select Plus;remove;
HyperX DDR4 RAM;price_percent;0.05
AMD Ryzen 5;price_percent;0.0
glamorous grapes;price_abs;-10
HyperX DDR4 RAM;available;True
HP LaserJet Pro;remove;
SteelSeries Arctis 7;price_percent;-0.18
Kingston Canvas Select Plus;price_percent;0.09
Samsung 970 EVO SSD;quantity_add;11
pretty axe;price_abs;1
marvelous deodorant;quantity_add;3
HP LaserJet Pro;quantity_sub;-2
stylish wallpaper;quantity_add;19
Ricoh Aficio MP;quantity_add;1
Corsair HS60;quantity_sub;-2
SteelSeries Arctis 7;quantity_add;7
tasteful scaffolding;available;True
pretty wallpaper;price_percent;0.04
HP LaserJet Pro;quantity_sub;-3
luxurious body wash;price_abs;5
sublime peach;quantity_add;15
marvelous toner;quantity_sub;-180
sublime bubble bath;remove;
NVIDIA GeForce GTX 1050;price_abs;-11342
marvelous sunscreen;remove;
elegant level;quantity_add;85
glamorous banana;price_percent;-0.15
luxurious paint;price_percent;0.18
marvelous blueberry;quantity_sub;-115
pretty guava;price_abs;6
Razer Variau;available;True
beautiful doors;available;False
marvelous apricot;available;True
superb wheelbarrow;available;False
gorgeous plum;remove;
pleasant paint;price_abs;0
gorgeous shampoo;price_abs;-1
pretty axe;price_abs;9
Razer Variau;price_abs;464
luxurious paint;price_percent;0.16
marvelous boysenberry;quantity_sub;-168
gorgeous banana;quantity_add;121
stylish nails;available;True
pretty sunscreen;available;True
Razer Variau;price_percent;0.19
luxurious body wash;price_abs;-1
gorgeous nail file;quantity_sub;-70
gorgeous banana;remove;
attractive exfoliator;price_abs;-7
Epson Expression Home XP;price_percent;-0.01
glamorous banana;price_percent;0.14
Kingston Canvas Select Plus;available;False
amazing bubble bath;quantity_add;43
exquisite strawberry;available;True
HyperX DDR4 RAM;available;True
gorgeous nail file;quantity_add;20
beautiful grapes;quantity_add;12
Ricoh Aficio MP;quantity_add;1
Brother DCP-T510W;price_percent;0.14
HP LaserJet Pro;quantity_add;2
pretty grapes;remove;
Canon PIXMA;available;False
glamorous grapes;available;True
pretty axe;price_percent;-0.06
attractive deodorant;quantity_add;117
pretty axe;price_abs;-6
tasteful orange;available;True
pleasant drywall;price_percent;-0.1
pretty cranberry;available;True
elegant roofing;price_percent;0.04
Corsair HS60;quantity_add;8
pleasant hair mask;available;True
beautiful doors;price_percent;0.07
marvelous deodorant;available;False
elegant apple;quantity_add;26
marvelous melon;quantity_add;173
HyperX DDR4 RAM;price_abs;5384
marvelous deodorant;quantity_sub;-44
AMD Ryzen 5;quantity_sub;-6
exquisite strawberry;price_percent;-0.15
Kingston Canvas Select Plus;available;True
HyperX DDR4 RAM;quantity_sub;-3
glamorous banana;available;True
luxurious baseboard;quantity_sub;-88
exquisite strawberry;price_percent;0.01
AMD Ryzen 5;price_abs;-25
attractive electrical;remove;
pretty axe;quantity_sub;-150
refined night cream;price_percent;0.06
pretty axe;remove;
elegant strawberry;remove;
glamorous insulation;price_percent;0.18
marvelous lotion;quantity_sub;-148
stylish wallpaper;available;True
amazing bubble bath;available;True
attractive baby shampoo;price_abs;5
Epson Expression Home XP;price_percent;0.14
Epson Expression Home XP;quantity_sub;-4
marvelous sunscreen;remove;
gorgeous hair mask;available;True
pleasant drywall;remove;
pleasant drywall;price_abs;-8
pleasant baby shampoo;quantity_add;91
luxurious manicure set;available;False
elegant moisturizer;price_abs;2
amazing shampoo;price_abs;3
AMD Ryzen 5;quantity_sub;-10
tasteful scaffolding;remove;
NVIDIA GeForce GTX 1050;price_abs;-6990
glamorous insulation;quantity_sub;-72
marvelous blueberry;quantity_sub;-33
marvelous apricot;available;True
Brother DCP-T510W;available;False
stylish apricot;price_abs;-8
magnificent manicure set;quantity_sub;-42
tasteful scaffolding;quantity_add;23
Corsair HS60;remove;
glamorous lotion;available;False
tasteful guava;quantity_add;32
refined roofing;remove;
pretty cranberry;quantity_sub;-37
trendy blackberry;price_abs;97.52600000000001
trendy blackberry;remove;
pleasant boysenberry;quantity_add;20
attractive baby shampoo;quantity_add;73
NVIDIA GeForce GTX 1050;price_abs;10120
elegant axe;quantity_sub;-143
glamorous lotion;remove;
stylish nails;remove;
pleasant paint;quantity_sub;-106
stylish baseboard;quantity_sub;-36
delightful toothpaste;price_percent;0.12
pretty cranberry;price_percent;0.13
Canon PIXMA;price_abs;-530
nice moustache wax;quantity_sub;-135
Samsung 970 EVO SSD;available;True
pretty cranberry;price_percent;0.07
glamorous body wash;quantity_add;56
beautiful manicure set;price_abs;10
tasteful guava;remove;
elegant roofing;price_percent;-0.04
SteelSeries Arctis 7;quantity_add;8
HyperX DDR4 RAM;price_percent;0.02
gorgeous banana;price_percent;0.12
sublime bubble bath;quantity_sub;-150
Brother DCP-T510W;remove;
luxurious paint;price_abs;-18
tasteful chisel;available;False
Kingston Canvas Select Plus;price_abs;-6486
refined night cream;remove;
Samsung 970 EVO SSD;quantity_sub;-2
attractive baby shampoo;quantity_sub;-48
Razer Variau;price_percent;0.16
WD Blue HDD;quantity_sub;-4
pleasant roofing;price_abs;6
Ricoh Aficio MP;quantity_sub;-1
pleasant paint;quantity_sub;-140
amazing moustache wax;available;True
refined roofing;quantity_sub;-151
attractive baby shampoo;available;False
magnificent saw;quantity_add;44
gorgeous banana;remove;
gorgeous shampoo;price_abs;-2
superb conditioner;price_percent;-0.14
gorgeous plum;price_abs;-5
HyperX DDR4 RAM;remove;
pretty axe;price_abs;50.402
pretty axe;quantity_sub;-73
Brother DCP-T510W;quantity_sub;-3
glamorous body wash;remove;
glamorous kiwifruit;price_abs;-5
tasteful scaffolding;quantity_add;81
glamorous body wash;remove;
glamorous kiwifruit;available;True
nice ladder;price_percent;-0.05
pretty guava;price_percent;0.13
tasteful orange;quantity_sub;-16
marvelous deodorant;price_percent;-0.11
Canon PIXMA;price_abs;95712.1
pleasant hair mask;available;True
elegant perfume;remove;
Corsair HS60;quantity_add;4
Logitech Wireless Keyboard;quantity_sub;-1
marvelous tile;price_percent;0.16
WD Blue HDD;quantity_sub;-2
trendy manicure set;quantity_add;129
exquisite siding;remove;
glamorous raspberry;remove;
glamorous raspberry;quantity_sub;-51
gorgeous shampoo;remove;
Brother DCP-T510W;quantity_sub;-3
attractive exfoliator;price_percent;0.13
glamorous banana;remove;
HP LaserJet Pro;quantity_add;1
stylish wallpaper;price_percent;-0.15
luxurious baseboard;quantity_add;155
luxurious strawberry;quantity_add;42
Kingston Canvas Select Plus;price_percent;-0.1
glamorous insulation;price_percent;-0.03
stylish nails;price_percent;0.09
refined glue;quantity_sub;-73
HP LaserJet Pro;available;False
Intel Core i5;quantity_sub;-7
marvelous lotion;quantity_sub;-110
Epson Expression Home XP;price_percent;-0.13
Brother DCP-T510W;price_percent;0.18
Epson Expression Home XP;remove;
elegant moisturizer;quantity_add;19
pleasant boysenberry;quantity_sub;-107
Intel Core i5;quantity_add;6
exquisite chisel;quantity_add;49
Razer Variau;price_abs;-5681
Samsung 970 EVO SSD;price_percent;0.1
NVIDIA GeForce GTX 1050;remove;
marvelous deodorant;price_percent;0.15
Samsung 970 EVO SSD;price_abs;2014
marvelous melon;price_percent;-0.11
superb manicure set;remove;
Razer Variau;remove;
gorgeous plum;remove;
refined orange;price_percent;-0.1
marvelous apricot;quantity_sub;-174
AMD Ryzen 5;quantity_add;2
Razer Variau;price_abs;6610
marvelous boysenberry;quantity_sub;-46
pretty wallpaper;quantity_sub;-102
Intel Core i5;price_percent;0.03
exquisite cranberry;quantity_add;72
Razer Variau;quantity_sub;-4
trendy blackberry;quantity_add;7
marvelous shampoo;price_abs;-10
pleasant drywall;price_percent;-0.01
glamorous kiwifruit;price_abs;8
WD Blue HDD;quantity_add;7
trendy orange;quantity_sub;-19
nice moustache wax;remove;
stylish nails;quantity_sub;-59
Samsung 970 EVO SSD;remove;
glamorous nail polish;quantity_sub;-17
pretty saw;quantity_add;7
AMD Ryzen 5;price_percent;0.0
sublime siding;available;False
sublime guava;price_abs;4
Kingston Canvas Select Plus;price_percent;0.01
beautiful doors;remove;
glamorous nail polish;quantity_add;44
pretty electrical;remove;
refined exfoliator;price_abs;-1
marvelous melon;quantity_sub;-101
beautiful lotion;price_abs;-9
refined glue;remove;
nice plumbing;quantity_sub;-60
Corsair HS60;price_percent;0.08
pleasant paint;price_abs;44.264
trendy orange;price_percent;-0.18
Epson Expression Home XP;available;False
pleasant roofing;remove;
pretty wallpaper;price_percent;0.09
sublime peach;quantity_add;21
Kingston Canvas Select Plus;available;True
glamorous banana;remove;
marvelous boysenberry;price_abs;6
pleasant baseboard;quantity_sub;-73
beautiful lotion;price_percent;0.16
Kingston Canvas Select Plus;remove;
Brother DCP-T510W;price_percent;-0.02
beautiful blueberry;available;False
marvelous blueberry;quantity_add;4
nice plumbing;remove;
sublime siding;quantity_sub;-174
luxurious body wash;price_abs;-3
exquisite strawberry;quantity_add;183
gorgeous shampoo;price_percent;0.05
nice makeup remover;available;True
beautiful doors;remove;
luxurious manicure set;quantity_add;122
Kingston Canvas Select Plus;remove;
elegant facial cleanser;quantity_add;101
WD Blue HDD;available;False
gorgeous nail file;remove;
Logitech Wireless Keyboard;remove;
Samsung 970 EVO SSD;quantity_add;5
superb manicure set;quantity_sub;-39
marvelous sunscreen;available;True
tasteful chisel;price_percent;-0.19
marvelous melon;quantity_add;5
Logitech Wireless Keyboard;quantity_add;1
Corsair HS60;available;True
Razer Variau;available;True
marvelous toner;price_abs;-2
elegant apple;price_percent;-0.18
elegant moustache wax;remove;
amazing moustache wax;remove;
trendy orange;quantity_add;11
AMD Ryzen 5;remove;
exquisite strawberry;quantity_add;26
pleasant paint;price_abs;-16
exquisite siding;quantity_add;16
Canon PIXMA;quantity_add;9
luxurious body wash;price_percent;0.18
delightful raspberry;remove;
Logitech Wireless Keyboard;price_percent;0.02
Canon PIXMA;remove;
pleasant roofing;price_abs;1
attractive deodorant;available;True
Brother DCP-T510W;quantity_sub;-8
luxurious glue;quantity_sub;-107
gorgeous nail file;price_abs;-3
amazing bubble bath;available;True
elegant hair mask;price_abs;11
HyperX DDR4 RAM;remove;
Kingston Canvas Select Plus;quantity_add;4
refined orange;remove;
gorgeous shampoo;price_abs;1
stylish baseboard;price_percent;-0.2
pleasant drywall;price_abs;8
gorgeous shampoo;quantity_add;23
Intel Core i5;price_percent;-0.06
NVIDIA GeForce GTX 1050;price_percent;-0.07
pleasant baseboard;price_percent;0.05
glamorous grapes;quantity_add;16
marvelous apricot;price_abs;98.131
tasteful chisel;remove;
attractive siding;quantity_add;72
marvelous peach;quantity_add;59
exquisite cherry;quantity_add;65
NVIDIA GeForce GTX 1050;price_abs;-4212
glamorous lotion;quantity_sub;-18
gorgeous hair mask;price_abs;8
HyperX DDR4 RAM;price_abs;-2766
attractive baby shampoo;quantity_add;62
delightful raspberry;available;False
gorgeous nail file;quantity_add;43
magnificent manicure set;quantity_add;33
beautiful face wash;quantity_add;115
stylish baseboard;price_abs;0
Samsung 970 EVO SSD;remove;
Samsung 970 EVO SSD;price_percent;0.08
AMD Ryzen 5;available;False
elegant roofing;price_percent;0.17
marvelous boysenberry;remove;
pleasant paint;remove;
marvelous lotion;quantity_sub;-93
Razer Variau;quantity_add;4
pretty grapes;price_percent;0.09
exquisite siding;available;False
elegant roofing;available;True
elegant facial cleanser;price_percent;0.09
gorgeous banana;remove;
Razer Variau;remove;
Samsung 970 EVO SSD;remove;
nice night cream;remove;
exquisite shovel;quantity_sub;-10
elegant shampoo;remove;
gorgeous plum;price_abs;-1
Samsung 970 EVO SSD;remove;
magnificent manicure set;quantity_sub;-102
pleasant electrical;quantity_add;117
glamorous raspberry;price_abs;6
superb toothpaste;quantity_sub;-88
marvelous tile;quantity_add;18
glamorous grapes;available;False
pretty electrical;available;True
magnificent saw;remove;
beautiful lotion;quantity_add;77
attractive exfoliator;remove;
AMD Ryzen 5;available;True
attractive baby shampoo;quantity_add;52
stylish nails;price_percent;0.13
elegant facial cleanser;quantity_sub;-139
Samsung 970 EVO SSD;quantity_sub;-11
gorgeous nail file;quantity_sub;-7
attractive exfoliator;remove;
pleasant paint;quantity_sub;-5
Epson Expression Home XP;price_percent;0.08
elegant level;quantity_sub;-128
AMD Ryzen 5;quantity_add;3
magnificent saw;quantity_add;52
superb toothpaste;price_percent;0.2
Brother DCP-T510W;available;False
attractive siding;remove;
Epson Expression Home XP;available;True
beautiful manicure set;quantity_add;62
nice nail polish;price_abs;1
elegant hair mask;quantity_sub;-4
tasteful guava;price_abs;0
pleasant hair mask;remove;
refined glue;quantity_sub;-90
magnificent manicure set;available;True
tasteful blackberry;price_abs;2
luxurious manicure set;quantity_add;105
glamorous lotion;price_percent;-0.02
stylish nails;available;True
Canon PIXMA;available;True
glamorous kiwifruit;remove;
Intel Core i5;price_percent;-0.04
elegant axe;remove;
Ricoh Aficio MP;price_percent;-0.13
WD Blue HDD;price_abs;92376.90000000001
attractive pedicure set;available;True
Intel Core i5;quantity_sub;-2
AMD Ryzen 5;price_abs;-645
pleasant roofing;remove;
marvelous toner;price_abs;-6
Samsung 970 EVO SSD;remove;
amazing flooring;available;True
AMD Ryzen 5;remove;
glamorous lotion;remove;
sublime siding;remove;
WD Blue HDD;quantity_sub;-6
Corsair HS60;price_percent;-0.17
tasteful scaffolding;quantity_sub;-31
stylish nails;price_percent;0.11
amazing bubble bath;remove;
refined glue;quantity_add;100
Ricoh Aficio MP;available;False
magnificent doors;quantity_add;126
marvelous blueberry;price_percent;-0.1
marvelous blueberry;remove;
amazing bubble bath;quantity_sub;-48
elegant perfume;remove;
refined exfoliator;quantity_add;46
attractive perfume;price_percent;-0.11
elegant axe;price_percent;-0.16
tasteful guava;price_abs;2
refined exfoliator;price_abs;1
marvelous deodorant;quantity_sub;-115
Samsung 970 EVO SSD;available;True
AMD Ryzen 5;remove;
WD Blue HDD;available;True
luxurious baseboard;available;False
Samsung 970 EVO SSD;remove;
elegant moisturizer;price_percent;0.08
glamorous guava;price_abs;-4
trendy orange;remove;
marvelous deodorant;available;True
marvelous blueberry;quantity_add;52
WD Blue HDD;available;False
Razer Variau;remove;
SteelSeries Arctis 7;quantity_add;1
Razer Variau;remove;
stylish wallpaper;price_percent;-0.19
pretty guava;available;False
Samsung 970 EVO SSD;quantity_sub;-10
beautiful lotion;quantity_sub;-66
Kingston Canvas Select Plus;quantity_add;1
refined roofing;quantity_sub;-98
Samsung 970 EVO SSD;quantity_sub;-2
WD Blue HDD;price_percent;-0.08
stylish apricot;quantity_add;54
Brother DCP-T510W;remove;
Epson Expression Home XP;price_abs;-13143
magnificent wheelbarrow;price_percent;-0.2
marvelous apricot;price_abs;-2
elegant apple;price_abs;20.207000000000004
Logitech Wireless Keyboard;quantity_sub;-1
Samsung 970 EVO SSD;quantity_add;1
amazing bubble bath;price_percent;-0.12
pleasant paint;available;True
stylish nails;quantity_sub;-49
Ricoh Aficio MP;price_percent;0.11
refined glue;price_abs;13
Corsair HS60;available;True
attractive electrical;price_percent;-0.12
pleasant electrical;price_percent;-0.16
pretty wallpaper;price_abs;-9
sublime apricot;price_percent;-0.2
trendy blackberry;remove;
glamorous insulation;quantity_add;114
attractive deodorant;remove;
luxurious baseboard;remove;
stylish nails;price_abs;8
HP LaserJet Pro;price_percent;0.18
pleasant paint;available;True
elegant hair mask;available;True
sublime peach;price_percent;0.04
pretty electrical;price_percent;-0.04
Ricoh Aficio MP;quantity_sub;-1
amazing shampoo;available;True
marvelous shampoo;quantity_add;60
nice night cream;remove;
Brother DCP-T510W;quantity_add;1
WD Blue HDD;price_percent;-0.16
pleasant drywall;available;False
Epson Expression Home XP;available;True
pretty axe;quantity_sub;-43
glamorous body wash;quantity_sub;-91
WD Blue HDD;available;False
pleasant roofing;remove;
tasteful axe;quantity_add;80
beautiful face wash;quantity_sub;-111
sublime peach;available;True
marvelous lotion;price_abs;92.70800000000001
beautiful lotion;available;False
Razer Variau;quantity_sub;-1
Ricoh Aficio MP;price_percent;-0.06
glamorous nail polish;available;True
superb toothpaste;quantity_add;39
sublime siding;quantity_sub;-128
tasteful guava;price_abs;-5
marvelous deodorant;quantity_sub;-84
Epson Expression Home XP;quantity_sub;-4
Corsair HS60;available;False
Kingston Canvas Select Plus;available;True
glamorous banana;price_abs;9
beautiful doors;quantity_add;70
elegant level;available;True
marvelous sunscreen;remove;
gorgeous shampoo;quantity_sub;-93
elegant strawberry;available;True
stylish nails;remove;
glamorous lotion;price_abs;3
marvelous blueberry;quantity_add;114
elegant moisturizer;price_percent;-0.15
marvelous boysenberry;remove;
superb conditioner;quantity_sub;-98
elegant scaffolding;available;True
amazing shampoo;available;True
pretty grapes;available;False
trendy manicure set;quantity_add;140
pleasant paint;quantity_sub;-10
superb wheelbarrow;remove;
Kingston Canvas Select Plus;price_percent;0.18
magnificent doors;price_abs;1
amazing papaya;available;True
Samsung 970 EVO SSD;price_percent;-0.04
amazing shampoo;available;True
magnificent manicure set;quantity_add;125
elegant moisturizer;available;True
Epson Expression Home XP;remove;
attractive deodorant;quantity_sub;-106
pretty axe;price_percent;-0.19
Corsair HS60;price_percent;-0.06
