name;method;param
stylish strawberry;quantity_sub;-41
superb chisel;price_abs;1
nice level;available;True
HyperX DDR4 RAM;available;False
exquisite conditioner;remove;
marvelous baseboard;remove;
stylish shampoo;available;True
superb chisel;remove;
refined saw;quantity_add;40
magnificent siding;price_percent;0.13
SteelSeries Arctis 7;price_abs;4088
nice level;quantity_sub;-36
Epson Expression Home XP;remove;
AMD Ryzen 5;available;True
beautiful exfoliator;price_abs;1
Razer Variau;price_abs;2025
refined kiwifruit;price_abs;38.852000000000004
sublime scaffolding;remove;
luxurious exfoliator;available;True
tasteful baby shampoo;quantity_sub;-99
glamorous drywall;available;False
glamorous kiwifruit;remove;
stylish blueberry;remove;
pleasant cranberry;quantity_sub;-26
refined roofing;quantity_add;26
tasteful sunscreen;quantity_add;103
magnificent banana;remove;
Kingston Canvas Select Plus;quantity_add;4
trendy lip balm;price_percent;-0.04
refined peach;remove;
nice makeup remover;remove;
beautiful orange;quantity_sub;-49
beautiful toner;quantity_add;52
amazing exfoliator;quantity_add;52
refined saw;available;False
EVGA 500B 80+ BRONZE;price_percent;-0.11
Epson Expression Home XP;quantity_sub;-5
Epson Expression Home XP;available;True
marvelous baseboard;quantity_sub;-12
Corsair HS60;remove;
luxurious exfoliator;remove;
NVIDIA GeForce GTX 1050;available;False
amazing baby shampoo;quantity_add;140
delightful orange;remove;
stylish shampoo;remove;
Epson Expression Home XP;available;True
nice moisturizer;available;False
refined kiwifruit;price_percent;-0.05
amazing baby shampoo;quantity_sub;-136
AMD Ryzen 5;available;True
Samsung 970 EVO SSD;price_percent;0.16
pleasant cranberry;quantity_add;75
WD Blue HDD;price_abs;3161
WD Blue HDD;available;False
magnificent banana;quantity_add;170
HyperX DDR4 RAM;quantity_add;4
refined flooring;remove;
AMD Ryzen 5;remove;
NVIDIA GeForce GTX 1050;price_abs;16682.600000000002
SteelSeries Arctis 7;quantity_sub;-4
gorgeous toothpaste;available;True
WD Blue HDD;price_percent;0.18
HP LaserJet Pro;quantity_add;3
nice level;available;True
glamorous face wash;quantity_add;20
marvelous baseboard;price_percent;-0.06
tasteful baby shampoo;price_abs;2
pleasant banana;price_abs;-1
AMD Ryzen 5;quantity_sub;-2
AMD Ryzen 5;price_abs;-3840
WD Blue HDD;remove;
marvelous drywall;available;True
marvelous melon;available;True
SteelSeries Arctis 7;price_abs;-3625
pretty serum;quantity_sub;-159
magnificent siding;price_abs;84.06200000000001
stylish strawberry;available;False
Razer Variau;remove;
Razer Variau;available;True
WD Blue HDD;quantity_sub;-6
amazing body wash;price_abs;4
luxurious ladder;price_abs;-3
WD Blue HDD;quantity_sub;-3
Corsair HS60;remove;
amazing body wash;price_percent;-0.13
WD Blue HDD;quantity_sub;-1
Corsair HS60;available;True
HyperX DDR4 RAM;available;True
nice level;available;True
elegant grapes;price_abs;-9
nice level;available;False
tasteful sunscreen;available;True
luxurious exfoliator;quantity_sub;-23
sublime scaffolding;available;True
Logitech Wireless Keyboard;price_percent;0.19
EVGA 500B 80+ BRONZE;price_percent;0.07
attractive moisturizer;remove;
magnificent perfume;remove;
luxurious exfoliator;quantity_sub;-93
AMD Ryzen 5;remove;
Razer Variau;price_percent;-0.08
sublime facial cleanser;quantity_add;106
AMD Ryzen 5;price_abs;-947
delightful makeup remover;quantity_sub;-52
delightful orange;remove;
sublime baseboard;quantity_sub;-83
trendy exfoliator;price_percent;0.06
amazing sunscreen;available;False
luxurious ladder;remove;
pleasant night cream;available;True
magnificent chisel;remove;
glamorous face wash;price_percent;-0.01
SteelSeries Arctis 7;available;True
marvelous melon;quantity_add;77
Logitech Wireless Keyboard;remove;
luxurious lotion;remove;
tasteful baby shampoo;price_percent;0.05
amazing baby shampoo;price_percent;0.01
marvelous toothpaste;available;True
amazing exfoliator;available;True
sublime facial cleanser;price_percent;0.03
superb chisel;available;True
delightful makeup remover;remove;
AMD Ryzen 5;price_abs;1927
beautiful exfoliator;price_percent;-0.03
glamorous drywall;price_percent;0.16
refined peach;price_percent;0.13
stylish mango;quantity_sub;-138
WD Blue HDD;available;True
marvelous melon;quantity_sub;-26
Razer Variau;price_abs;55105.600000000006
stylish strawberry;quantity_sub;-159
refined roofing;quantity_sub;-1
glamorous drywall;available;True
nice level;quantity_add;57
amazing exfoliator;price_percent;-0.19
tasteful makeup remover;quantity_sub;-30
luxurious lotion;quantity_sub;-145
beautiful pineapple;price_abs;-3
EVGA 500B 80+ BRONZE;available;False
magnificent perfume;available;True
stylish nail polish;remove;
nice moisturizer;available;True
pleasant night cream;price_abs;-2
SteelSeries Arctis 7;quantity_sub;-2
delightful tile;remove;
Logitech Wireless Keyboard;price_abs;-5579
WD Blue HDD;quantity_add;1
AMD Ryzen 5;available;True
Epson Expression Home XP;price_abs;85155.40000000001
nice papaya;price_percent;-0.1
tasteful baby shampoo;quantity_add;93
glamorous face wash;quantity_add;152
HyperX DDR4 RAM;quantity_add;9
pretty blackberry;quantity_sub;-99
refined kiwifruit;price_abs;-4
NVIDIA GeForce GTX 1050;quantity_add;4
marvelous drywall;remove;
delightful orange;quantity_add;151
amazing baby shampoo;price_abs;-4
amazing baby shampoo;quantity_add;37
Kingston Canvas Select Plus;quantity_sub;-4
HyperX DDR4 RAM;available;True
WD Blue HDD;price_percent;-0.04
beautiful pineapple;quantity_sub;-14
marvelous drywall;remove;
Logitech Wireless Keyboard;available;False
SteelSeries Arctis 7;quantity_add;9
SteelSeries Arctis 7;remove;
sublime flooring;quantity_sub;-54
stylish hair mask;available;False
magnificent perfume;available;True
HP LaserJet Pro;price_abs;7210
nice papaya;quantity_add;65
stylish toner;available;True
marvelous drywall;quantity_add;68
WD Blue HDD;price_percent;0.16
SteelSeries Arctis 7;remove;
EVGA 500B 80+ BRONZE;price_abs;9888
trendy exfoliator;remove;
magnificent chisel;price_percent;-0.16
tasteful electrical;price_percent;-0.11
Epson Expression Home XP;quantity_sub;-2
magnificent banana;price_abs;-6
glamorous kiwifruit;quantity_add;15
exquisite saw;remove;
pretty screws;price_abs;-3
luxurious lotion;quantity_add;1
HyperX DDR4 RAM;price_percent;0.18
Razer Variau;available;False
AMD Ryzen 5;remove;
trendy sunscreen;price_percent;-0.02
beautiful toner;quantity_add;26
WD Blue HDD;price_abs;-3786
attractive moisturizer;quantity_sub;-136
tasteful baby shampoo;quantity_add;24
glamorous lip balm;price_abs;0
Samsung 970 EVO SSD;price_percent;-0.04
Epson Expression Home XP;quantity_add;9
sublime facial cleanser;remove;
marvelous melon;price_percent;-0.14
Logitech Wireless Keyboard;available;True
Epson Expression Home XP;available;True
stylish strawberry;quantity_sub;-99
amazing body wash;quantity_sub;-11
SteelSeries Arctis 7;quantity_sub;-8
WD Blue HDD;quantity_sub;-2
Epson Expression Home XP;quantity_sub;-8
tasteful baby shampoo;price_abs;0
pleasant toner;available;True
gorgeous toothpaste;available;False
HyperX DDR4 RAM;quantity_sub;-2
glamorous face wash;quantity_add;118
magnificent siding;price_abs;0
pretty serum;price_abs;-4
amazing baby shampoo;remove;
glamorous kiwifruit;quantity_add;57
Samsung 970 EVO SSD;price_abs;-8493
beautiful exfoliator;price_percent;0.05
refined apricot;remove;
Epson Expression Home XP;price_abs;-5105
gorgeous trim;price_percent;-0.18
tasteful sunscreen;remove;
Epson Expression Home XP;quantity_add;13
stylish mango;quantity_sub;-96
pleasant banana;quantity_sub;-81
gorgeous trim;quantity_add;37
gorgeous plum;price_abs;13
pretty serum;remove;
refined kiwifruit;remove;
WD Blue HDD;price_percent;0.06
refined kiwifruit;price_percent;-0.15
marvelous melon;available;True
NVIDIA GeForce GTX 1050;price_abs;1455
exquisite perfume;remove;
amazing baby shampoo;price_percent;0.11
refined roofing;remove;
pretty plumbing;price_abs;-16
HyperX DDR4 RAM;price_percent;-0.18
superb paint;available;False
refined apricot;price_percent;-0.17
magnificent doors;price_abs;7
Logitech Wireless Keyboard;available;True
magnificent perfume;remove;
Razer Variau;quantity_sub;-4
EVGA 500B 80+ BRONZE;quantity_sub;-9
stylish toner;available;True
Razer Variau;quantity_add;1
tasteful baby shampoo;price_percent;-0.07
WD Blue HDD;remove;
Kingston Canvas Select Plus;price_abs;-3504
pretty serum;available;True
Kingston Canvas Select Plus;quantity_add;1
WD Blue HDD;price_abs;2048
nice papaya;available;False
beautiful exfoliator;price_abs;2
Samsung 970 EVO SSD;quantity_add;7
beautiful screws;available;True
luxurious ladder;price_percent;-0.05
HyperX DDR4 RAM;remove;
Kingston Canvas Select Plus;price_percent;0.03
glamorous face wash;quantity_sub;-101
nice tile;price_percent;0.13
pretty serum;quantity_sub;-82
magnificent chisel;quantity_add;90
pretty serum;price_percent;0.05
magnificent doors;quantity_add;91
sublime baseboard;quantity_sub;-53
Razer Variau;quantity_add;4
attractive night cream;quantity_add;26
AMD Ryzen 5;price_percent;-0.12
WD Blue HDD;available;False
Samsung 970 EVO SSD;available;True
HyperX DDR4 RAM;price_percent;-0.01
HyperX DDR4 RAM;price_abs;5062
WD Blue HDD;available;False
Samsung 970 EVO SSD;price_abs;-7208
Epson Expression Home XP;remove;
tasteful moisturizer;price_percent;0.02
HyperX DDR4 RAM;price_percent;0.0
AMD Ryzen 5;quantity_add;1
nice papaya;price_percent;0.04
glamorous hammer;remove;
glamorous moisturizer;price_percent;0.12
tasteful guava;price_percent;-0.1
sublime scaffolding;quantity_add;73
HyperX DDR4 RAM;price_percent;-0.19
pleasant screws;remove;
pretty screws;remove;
Epson Expression Home XP;price_percent;0.01
Logitech Wireless Keyboard;price_abs;7696
superb paint;quantity_sub;-79
gorgeous toothpaste;quantity_add;47
AMD Ryzen 5;quantity_sub;-4
stylish level;available;True
Epson Expression Home XP;quantity_sub;-1
stylish mango;quantity_add;11
refined wheelbarrow;quantity_sub;-25
delightful makeup remover;remove;
refined roofing;quantity_add;69
EVGA 500B 80+ BRONZE;quantity_sub;-5
SteelSeries Arctis 7;quantity_sub;-13
nice sunscreen;quantity_sub;-19
EVGA 500B 80+ BRONZE;remove;
refined flooring;price_abs;1
delightful makeup remover;price_percent;-0.08
refined kiwifruit;available;False
Samsung 970 EVO SSD;price_abs;8986
Samsung 970 EVO SSD;price_percent;0.07
glamorous kiwifruit;remove;
gorgeous plum;available;False
beautiful doors;price_percent;-0.05
pleasant night cream;available;True
magnificent chisel;remove;
tasteful guava;quantity_add;96
beautiful pineapple;quantity_sub;-68
AMD Ryzen 5;available;False
sublime baseboard;available;False
magnificent banana;available;False
nice level;price_percent;-0.18
magnificent doors;price_percent;-0.19
WD Blue HDD;available;True
pretty toothpaste;quantity_sub;-30
Epson Expression Home XP;remove;
luxurious exfoliator;quantity_sub;-98
sublime baseboard;available;True
stylish grapes;available;True
WD Blue HDD;quantity_sub;-9
tasteful peach;remove;
delightful electrical;remove;
magnificent chisel;remove;
Epson Expression Home XP;quantity_add;2
marvelous baseboard;price_abs;6
delightful conditioner;price_abs;8
magnificent banana;remove;
gorgeous conditioner;quantity_add;155
refined roofing;remove;
refined roofing;price_abs;-9
Samsung 970 EVO SSD;available;True
exquisite saw;price_abs;4
gorgeous toothpaste;quantity_sub;-100
HP LaserJet Pro;quantity_sub;-4
refined saw;price_percent;0.15
EVGA 500B 80+ BRONZE;price_abs;-2728
attractive hair mask;price_abs;-6
marvelous drywall;quantity_sub;-54
Epson Expression Home XP;price_percent;0.05
refined apricot;quantity_add;80
sublime baseboard;quantity_sub;-14
marvelous baby shampoo;quantity_add;98
Logitech Wireless Keyboard;remove;
marvelous baseboard;price_abs;-1
Epson Expression Home XP;price_abs;92568.3
delightful orange;price_percent;0.09
trendy boysenberry;available;True
HyperX DDR4 RAM;price_percent;-0.18
sublime facial cleanser;price_abs;2
gorgeous toothpaste;price_percent;-0.01
Kingston Canvas Select Plus;quantity_sub;-4
attractive night cream;available;True
Samsung 970 EVO SSD;quantity_add;1
magnificent siding;quantity_add;84
delightful tile;quantity_sub;-107
superb paint;quantity_sub;-14
glamorous nails;available;True
stylish shampoo;price_percent;-0.2
Epson Expression Home XP;available;True
stylish shampoo;quantity_sub;-13
amazing tile;quantity_add;129
marvelous melon;price_abs;-1
trendy exfoliator;price_percent;-0.14
WD Blue HDD;price_percent;0.11
refined kiwifruit;available;True
tasteful moisturizer;remove;
glamorous face wash;available;True
amazing baby shampoo;remove;
attractive night cream;available;False
magnificent siding;price_percent;0.04
gorgeous plum;quantity_sub;-69
WD Blue HDD;quantity_sub;-6
stylish blueberry;price_abs;58.608000000000004
refined peach;price_abs;3
pleasant makeup remover;available;True
glamorous kiwifruit;price_percent;-0.11
magnificent chisel;quantity_sub;-10
magnificent banana;quantity_sub;-53
Epson Expression Home XP;quantity_add;3
nice makeup remover;remove;
magnificent chisel;remove;
marvelous baseboard;quantity_add;106
Samsung 970 EVO SSD;quantity_sub;-1
stylish hair mask;price_abs;4
glamorous tape measure;quantity_sub;-155
Razer Variau;price_percent;0.12
Epson Expression Home XP;remove;
elegant grapes;quantity_sub;-51
Logitech Wireless Keyboard;quantity_sub;-5
marvelous baseboard;available;True
EVGA 500B 80+ BRONZE;quantity_add;2
refined saw;price_abs;1
stylish strawberry;quantity_sub;-152
stylish level;price_abs;-7
attractive night cream;quantity_sub;-50
AMD Ryzen 5;price_abs;9122
beautiful exfoliator;remove;
glamorous nails;quantity_sub;-54
sublime scaffolding;price_abs;18.139
pretty toothpaste;quantity_add;49
magnificent perfume;remove;
refined apricot;price_percent;-0.04
beautiful exfoliator;quantity_sub;-76
Epson Expression Home XP;remove;
WD Blue HDD;quantity_add;1
Samsung 970 EVO SSD;available;True
EVGA 500B 80+ BRONZE;price_abs;-6153
Samsung 970 EVO SSD;quantity_sub;-7
Kingston Canvas Select Plus;quantity_sub;-4
AMD Ryzen 5;quantity_sub;-5
stylish grapes;quantity_sub;-66
glamorous face wash;quantity_sub;-92
Samsung 970 EVO SSD;price_abs;-3001
refined wheelbarrow;price_percent;0.0
AMD Ryzen 5;remove;
refined apricot;quantity_sub;-187
glamorous face wash;quantity_add;47
EVGA 500B 80+ BRONZE;quantity_add;2
Samsung 970 EVO SSD;quantity_sub;-6
stylish nail polish;quantity_add;28
luxurious ladder;quantity_sub;-101
Logitech Wireless Keyboard;price_percent;0.04
amazing tile;price_abs;7
HyperX DDR4 RAM;available;True
pretty nails;price_abs;-9
Logitech Wireless Keyboard;price_percent;-0.15
beautiful orange;quantity_add;116
stylish nail polish;remove;
delightful makeup remover;quantity_add;41
AMD Ryzen 5;quantity_sub;-13
amazing body wash;price_percent;0.08
stylish shampoo;quantity_sub;-70
Samsung 970 EVO SSD;available;False
refined kiwifruit;quantity_sub;-132
pretty serum;quantity_add;146
marvelous drywall;quantity_sub;-128
glamorous face wash;quantity_add;161
magnificent perfume;available;True
sublime facial cleanser;available;True
amazing peach;available;True
delightful electrical;price_abs;85.888
AMD Ryzen 5;quantity_sub;-10
trendy boysenberry;price_percent;-0.04
refined wheelbarrow;quantity_sub;-178
HyperX DDR4 RAM;available;False
pleasant banana;available;True
marvelous baseboard;remove;
Kingston Canvas Select Plus;quantity_add;3
HyperX DDR4 RAM;quantity_sub;-8
EVGA 500B 80+ BRONZE;quantity_sub;-1
beautiful orange;price_abs;-4
luxurious lotion;available;True
Epson Expression Home XP;remove;
HyperX DDR4 RAM;price_abs;1595
nice nails;price_abs;-4
tasteful baby shampoo;remove;
refined peach;remove;
Logitech Wireless Keyboard;quantity_add;9
luxurious exfoliator;price_abs;77.15400000000001
glamorous nails;quantity_sub;-57
refined kiwifruit;remove;
magnificent melon;remove;
NVIDIA GeForce GTX 1050;quantity_add;2
tasteful baby shampoo;quantity_sub;-45
glamorous face wash;quantity_sub;-33
trendy sunscreen;remove;
attractive moisturizer;quantity_sub;-7
WD Blue HDD;price_percent;0.12
marvelous toothpaste;available;False
EVGA 500B 80+ BRONZE;price_abs;-6525
marvelous toothpaste;quantity_add;107
refined peach;quantity_sub;-14
delightful electrical;quantity_add;117
amazing exfoliator;quantity_add;114
pleasant night cream;quantity_sub;-96
tasteful electrical;price_abs;-8
trendy boysenberry;available;True
sublime facial cleanser;quantity_sub;-28
Samsung 970 EVO SSD;price_abs;1771
elegant body wash;remove;
Logitech Wireless Keyboard;quantity_add;2
gorgeous toothpaste;quantity_add;53
pretty nails;available;True
amazing tile;price_percent;0.01
amazing melon;price_abs;1
Razer Variau;price_abs;305
superb paint;price_abs;-2
Epson Expression Home XP;quantity_sub;-9
stylish hair mask;available;False
beautiful orange;quantity_add;111
marvelous melon;remove;
delightful electrical;available;True
refined peach;quantity_sub;-38
gorgeous trim;quantity_sub;-78
amazing tile;price_percent;0.08
Kingston Canvas Select Plus;quantity_add;1
AMD Ryzen 5;remove;
luxurious ladder;quantity_sub;-105
trendy windows;quantity_sub;-105
pretty serum;quantity_add;40
EVGA 500B 80+ BRONZE;price_abs;9624
Logitech Wireless Keyboard;price_abs;-14210
amazing tile;price_percent;-0.12
EVGA 500B 80+ BRONZE;remove;
magnificent siding;remove;
Epson Expression Home XP;price_abs;7897
nice makeup remover;quantity_sub;-76
Epson Expression Home XP;price_abs;-1595
nice nails;price_percent;-0.08
refined flooring;quantity_sub;-153
refined apricot;price_percent;-0.18
gorgeous conditioner;price_percent;0.0
nice level;price_abs;97.339
Epson Expression Home XP;price_abs;-14975
luxurious ladder;remove;
glamorous lip balm;available;True
pretty blackberry;available;True
SteelSeries Arctis 7;price_percent;0.09
luxurious ladder;quantity_add;81
stylish shampoo;remove;
amazing peach;available;True
stylish grapes;quantity_add;56
tasteful moisturizer;remove;
HyperX DDR4 RAM;price_abs;3269
HyperX DDR4 RAM;remove;
delightful axe;quantity_add;82
stylish mango;available;False
pretty nails;price_percent;0.02
glamorous face wash;quantity_sub;-138
EVGA 500B 80+ BRONZE;quantity_sub;-3
refined roofing;quantity_sub;-95
HyperX DDR4 RAM;available;True
WD Blue HDD;remove;
pretty cherry;quantity_sub;-10
magnificent perfume;price_percent;0.0
amazing trim;quantity_sub;-60
refined saw;price_percent;0.03
delightful electrical;price_percent;-0.18
marvelous drywall;price_abs;5
Samsung 970 EVO SSD;quantity_add;2
NVIDIA GeForce GTX 1050;available;False
amazing melon;quantity_sub;-74
HyperX DDR4 RAM;available;True
EVGA 500B 80+ BRONZE;price_abs;3757
trendy sunscreen;price_abs;103.917
EVGA 500B 80+ BRONZE;price_percent;-0.19
attractive moisturizer;available;True
Intel Core i5;quantity_add;3
refined apricot;quantity_add;12
WD Blue HDD;quantity_add;3
nice makeup remover;quantity_add;80
stylish toner;remove;
delightful orange;quantity_sub;-132
nice papaya;price_percent;-0.17
Kingston Canvas Select Plus;remove;
pleasant banana;remove;
Corsair HS60;price_abs;-1910
HyperX DDR4 RAM;remove;
AMD Ryzen 5;remove;
stylish mango;available;True
HyperX DDR4 RAM;price_percent;-0.2
Epson Expression Home XP;quantity_sub;-4
exquisite perfume;available;True
glamorous drywall;available;True
magnificent banana;quantity_add;46
glamorous lip balm;price_abs;2
glamorous nails;price_percent;0.1
Samsung 970 EVO SSD;available;False
AMD Ryzen 5;quantity_add;13
delightful makeup remover;price_abs;-4
marvelous toothpaste;quantity_sub;-4
AMD Ryzen 5;quantity_sub;-6
tasteful sunscreen;quantity_sub;-88
marvelous melon;price_abs;-3
HyperX DDR4 RAM;price_percent;0.15
refined wheelbarrow;quantity_add;47
delightful orange;remove;
SteelSeries Arctis 7;remove;
stylish nail file;remove;
WD Blue HDD;available;False
magnificent doors;quantity_sub;-37
Logitech Wireless Keyboard;quantity_add;6
sublime flooring;quantity_add;80
WD Blue HDD;available;True
magnificent doors;price_percent;0.12
glamorous drywall;remove;
beautiful doors;price_abs;4
stylish level;available;True
magnificent chisel;price_percent;0.08
magnificent siding;price_percent;-0.06
amazing sunscreen;price_abs;14.641000000000002
nice papaya;remove;
AMD Ryzen 5;price_abs;40141.200000000004
magnificent siding;quantity_sub;-93
pleasant night cream;price_percent;0.07
pretty nails;available;True
Kingston Canvas Select Plus;available;True
magnificent chisel;price_abs;3
AMD Ryzen 5;available;True
refined saw;quantity_add;114
WD Blue HDD;available;True
trendy exfoliator;remove;
stylish shampoo;quantity_add;115
tasteful peach;quantity_sub;-73
tasteful sunscreen;quantity_add;24
marvelous baseboard;remove;
pleasant night cream;quantity_sub;-49
Samsung 970 EVO SSD;remove;
marvelous electrical;remove;
sublime facial cleanser;quantity_sub;-89
HyperX DDR4 RAM;quantity_add;4
pleasant toner;quantity_sub;-117
amazing sunscreen;price_percent;-0.07
NVIDIA GeForce GTX 1050;quantity_add;1
pleasant banana;price_abs;0
Samsung 970 EVO SSD;price_percent;-0.13
delightful electrical;quantity_sub;-43
HP LaserJet Pro;quantity_add;1
delightful makeup remover;price_abs;-4
Samsung 970 EVO SSD;price_abs;4098
pretty nails;price_abs;2
gorgeous trim;remove;
Corsair HS60;available;False
superb eye cream;price_percent;-0.11
stylish grapes;price_abs;6
glamorous face wash;price_abs;19.712000000000003
refined peach;remove;
AMD Ryzen 5;remove;
HyperX DDR4 RAM;remove;
luxurious exfoliator;price_percent;0.04
marvelous baseboard;price_abs;-8
magnificent chisel;quantity_add;65
AMD Ryzen 5;quantity_add;8
pleasant banana;quantity_sub;-28
SteelSeries Arctis 7;available;True
magnificent siding;quantity_add;104
magnificent perfume;price_abs;-9
EVGA 500B 80+ BRONZE;remove;
nice papaya;quantity_sub;-4
Epson Expression Home XP;price_percent;0.06
pretty screws;quantity_add;1
amazing tile;available;True
beautiful screws;available;True
trendy exfoliator;remove;
glamorous drywall;price_percent;0.19
amazing exfoliator;remove;
sublime facial cleanser;remove;
magnificent banana;available;True
beautiful toner;quantity_sub;-99
Logitech Wireless Keyboard;available;False
stylish level;available;True
refined peach;price_abs;-11
delightful orange;quantity_add;100
Logitech Wireless Keyboard;remove;
luxurious ladder;remove;
sublime baseboard;quantity_sub;-117
WD Blue HDD;available;False
HP LaserJet Pro;price_percent;-0.18
trendy sunscreen;available;True
Corsair HS60;quantity_sub;-1
trendy windows;price_percent;-0.11
stylish shampoo;price_percent;-0.2
stylish shampoo;remove;
glamorous moisturizer;quantity_add;10
luxurious ladder;quantity_add;89
refined flooring;available;False
stylish mango;price_abs;3
Razer Variau;quantity_sub;-3
