name;method;param
WD Blue HDD;available;True
Logitech Wireless Keyboard;price_abs;108849.40000000001
HP LaserJet Pro;quantity_add;4
delightful night cream;available;True
pretty perfume;quantity_sub;-129
attractive eye cream;remove;
gorgeous nail polish;remove;
pleasant cranberry;quantity_sub;-115
WD Blue HDD;price_abs;7161
HP LaserJet Pro;price_abs;-2269
EVGA 500B 80+ BRONZE;quantity_add;4
trendy shovel;quantity_add;89
Ricoh Aficio MP;available;False
HP LaserJet Pro;price_percent;-0.09
AMD Ryzen 5;remove;
luxurious guava;price_abs;-3
Razer Variau;price_abs;-3548
attractive raspberry;price_percent;-0.05
Corsair HS60;remove;
pleasant baseboard;available;False
nice nails;quantity_add;76
Ricoh Aficio MP;price_abs;-6804
stylish serum;remove;
Corsair HS60;remove;
sublime bubble bath;quantity_sub;-38
Samsung 970 EVO SSD;quantity_add;7
luxurious ladder;quantity_add;145
nice nails;price_percent;-0.06
delightful exfoliator;remove;
trendy raspberry;price_percent;-0.19
delightful serum;quantity_sub;-31
elegant cranberry;available;True
Intel Core i5;price_percent;0.2
magnificent axe;quantity_add;54
Intel Core i5;price_percent;0.13
Logitech Wireless Keyboard;remove;
Corsair HS60;remove;
WD Blue HDD;price_percent;0.01
luxurious papaya;remove;
amazing ladder;quantity_sub;-72
magnificent cranberry;quantity_add;81
pretty papaya;quantity_sub;-6
elegant cranberry;price_percent;-0.01
nice facial cleanser;price_abs;0
NVIDIA GeForce GTX 1050;price_percent;-0.04
sublime level;available;True
sublime saw;price_percent;-0.19
pleasant hammer;quantity_add;84
pleasant screws;remove;
NVIDIA GeForce GTX 1050;quantity_add;6
EVGA 500B 80+ BRONZE;remove;
pretty deodorant;price_abs;-15
refined night cream;price_percent;0.17
Logitech Wireless Keyboard;quantity_sub;-3
EVGA 500B 80+ BRONZE;available;True
Kingston Canvas Select Plus;price_percent;-0.15
NVIDIA GeForce GTX 1050;available;False
gorgeous nail polish;price_percent;0.19
gorgeous wheelbarrow;quantity_sub;-41
NVIDIA GeForce GTX 1050;price_abs;-6393
gorgeous nail polish;price_percent;-0.04
nice facial cleanser;remove;
magnificent facial cleanser;available;False
pleasant screws;available;True
attractive shovel;price_percent;-0.2
pleasant baseboard;quantity_add;125
HyperX DDR4 RAM;quantity_sub;-4
glamorous orange;available;False
Samsung 970 EVO SSD;price_percent;0.07
HyperX DDR4 RAM;quantity_add;8
Kingston Canvas Select Plus;quantity_sub;-6
AMD Ryzen 5;remove;
gorgeous nail polish;quantity_add;112
HP LaserJet Pro;price_percent;0.19
tasteful saw;price_percent;0.06
pretty boysenberry;remove;
WD Blue HDD;price_abs;-2105
sublime blackberry;quantity_sub;-103
Canon PIXMA;price_percent;-0.02
marvelous apricot;price_abs;6
luxurious guava;remove;
pleasant tile;remove;
pretty kiwifruit;quantity_add;132
glamorous level;remove;
Ricoh Aficio MP;quantity_sub;-5
Corsair HS60;quantity_sub;-7
glamorous raspberry;price_abs;-5
pretty perfume;quantity_sub;-23
HyperX DDR4 RAM;price_abs;4643
EVGA 500B 80+ BRONZE;available;True
gorgeous wheelbarrow;price_percent;-0.19
delightful windows;available;True
HP LaserJet Pro;remove;
tasteful baseboard;remove;
Kingston Canvas Select Plus;remove;
HyperX DDR4 RAM;quantity_add;1
exquisite blueberry;remove;
pleasant tile;price_percent;-0.11
magnificent trim;price_percent;0.09
EVGA 500B 80+ BRONZE;quantity_add;5
Canon PIXMA;price_percent;-0.19
gorgeous insulation;price_abs;-6
HyperX DDR4 RAM;remove;
Corsair HS60;price_abs;8572
marvelous windows;quantity_add;18
Ricoh Aficio MP;available;True
Canon PIXMA;price_abs;4431
attractive raspberry;price_percent;0.07
attractive raspberry;available;True
HyperX DDR4 RAM;remove;
gorgeous wheelbarrow;quantity_add;114
Kingston Canvas Select Plus;quantity_add;12
pleasant blueberry;price_percent;0.09
Intel Core i5;quantity_sub;-1
attractive apple;quantity_sub;-58
glamorous doors;quantity_add;129
luxurious guava;price_abs;-5
SteelSeries Arctis 7;available;True
luxurious electrical;price_abs;2
Ricoh Aficio MP;quantity_sub;-3
AMD Ryzen 5;quantity_add;3
marvelous axe;remove;
Ricoh Aficio MP;remove;
Razer Variau;price_percent;0.15
sublime windows;quantity_sub;-43
Logitech Wireless Keyboard;quantity_add;1
trendy shovel;price_abs;-4
Intel Core i5;quantity_add;4
nice tile;available;True
Razer Variau;quantity_sub;-4
pretty deodorant;price_abs;11
Logitech Wireless Keyboard;remove;
gorgeous trim;remove;
glamorous orange;price_abs;5
HP LaserJet Pro;price_percent;-0.02
Ricoh Aficio MP;available;True
tasteful mango;remove;
Intel Core i5;price_abs;1850
tasteful baby shampoo;price_abs;8
Logitech Wireless Keyboard;remove;
marvelous tile;quantity_add;11
Ricoh Aficio MP;remove;
delightful serum;quantity_add;145
luxurious electrical;price_percent;0.01
pretty trim;price_abs;-2
attractive siding;quantity_add;29
luxurious makeup remover;quantity_sub;-22
delightful windows;quantity_add;114
pleasant blueberry;available;True
luxurious makeup remover;price_percent;0.1
HyperX DDR4 RAM;quantity_add;7
magnificent insulation;remove;
Canon PIXMA;price_percent;0.08
refined moisturizer;price_percent;-0.18
Corsair HS60;quantity_add;7
stylish face wash;price_abs;31.207000000000004
beautiful wallpaper;quantity_add;62
Canon PIXMA;price_abs;-8958
nice tile;available;True
attractive apple;available;False
attractive eye cream;available;True
refined toothpaste;quantity_add;110
HyperX DDR4 RAM;quantity_sub;-2
HP LaserJet Pro;quantity_sub;-7
EVGA 500B 80+ BRONZE;remove;
stylish serum;available;False
Canon PIXMA;remove;
Ricoh Aficio MP;quantity_sub;-1
Razer Variau;quantity_sub;-1
NVIDIA GeForce GTX 1050;remove;
Canon PIXMA;price_abs;100668.70000000001
sublime blackberry;price_percent;0.17
luxurious makeup remover;quantity_add;1
magnificent trim;price_percent;0.04
magnificent axe;price_abs;-2
Kingston Canvas Select Plus;price_abs;-1093
EVGA 500B 80+ BRONZE;quantity_sub;-7
WD Blue HDD;remove;
EVGA 500B 80+ BRONZE;price_abs;-13112
exquisite tile;price_abs;-3
Ricoh Aficio MP;quantity_sub;-2
beautiful wallpaper;remove;
luxurious guava;quantity_sub;-45
HyperX DDR4 RAM;price_percent;-0.2
nice facial cleanser;quantity_sub;-159
Intel Core i5;available;True
exquisite electrical;price_abs;-10
delightful shampoo;remove;
Intel Core i5;price_abs;-1911
glamorous doors;quantity_sub;-47
AMD Ryzen 5;quantity_add;4
Ricoh Aficio MP;quantity_sub;-1
Intel Core i5;remove;
magnificent insulation;quantity_add;111
glamorous orange;remove;
beautiful wallpaper;available;False
tasteful saw;remove;
glamorous doors;available;False
gorgeous orange;remove;
Razer Variau;available;False
trendy shovel;remove;
superb insulation;price_percent;-0.07
pleasant lotion;remove;
delightful serum;quantity_sub;-40
exquisite blueberry;quantity_sub;-130
refined moisturizer;remove;
pretty plum;available;True
WD Blue HDD;price_percent;-0.08
NVIDIA GeForce GTX 1050;price_percent;0.07
pretty perfume;quantity_sub;-81
Logitech Wireless Keyboard;available;True
Logitech Wireless Keyboard;available;True
superb blackberry;price_percent;-0.07
delightful exfoliator;price_percent;-0.19
Brother DCP-T510W;remove;
exquisite strawberry;price_abs;4
amazing pineapple;available;False
WD Blue HDD;price_abs;5436
Razer Variau;remove;
Canon PIXMA;price_percent;0.1
nice serum;quantity_add;24
glamorous raspberry;price_abs;42.581
attractive raspberry;remove;
HyperX DDR4 RAM;remove;
glamorous toner;available;True
attractive siding;quantity_add;49
sublime flooring;quantity_add;15
AMD Ryzen 5;price_percent;0.04
Ricoh Aficio MP;price_percent;-0.04
trendy wheelbarrow;available;False
Corsair HS60;remove;
sublime windows;available;False
Canon PIXMA;quantity_sub;-3
Logitech Wireless Keyboard;price_abs;-5065
superb blackberry;price_percent;0.08
exquisite blueberry;price_abs;46.002
amazing ladder;price_percent;0.06
sublime flooring;quantity_add;33
Intel Core i5;remove;
marvelous apricot;quantity_sub;-69
pleasant tile;quantity_add;66
stylish serum;quantity_add;47
pretty perfume;available;True
beautiful flooring;quantity_sub;-113
delightful exfoliator;available;True
AMD Ryzen 5;price_percent;-0.16
Brother DCP-T510W;quantity_sub;-4
Kingston Canvas Select Plus;quantity_sub;-4
Logitech Wireless Keyboard;available;False
trendy wheelbarrow;quantity_add;185
Razer Variau;available;False
luxurious electrical;available;False
HyperX DDR4 RAM;remove;
exquisite blueberry;price_abs;-2
Razer Variau;price_percent;-0.2
HyperX DDR4 RAM;available;False
luxurious ladder;quantity_add;135
attractive plum;price_percent;0.03
superb blackberry;available;False
Logitech Wireless Keyboard;available;False
WD Blue HDD;price_abs;1934
AMD Ryzen 5;available;True
pleasant baseboard;quantity_add;116
AMD Ryzen 5;available;False
sublime saw;quantity_sub;-36
pleasant tile;price_abs;2
AMD Ryzen 5;remove;
pleasant blueberry;price_percent;-0.17
Logitech Wireless Keyboard;quantity_sub;-3
glamorous toner;quantity_add;30
magnificent axe;price_percent;-0.1
EVGA 500B 80+ BRONZE;available;True
gorgeous orange;quantity_sub;-42
tasteful saw;quantity_add;78
Corsair HS60;remove;
pretty papaya;price_percent;-0.06
elegant cranberry;price_abs;2
Logitech Wireless Keyboard;quantity_add;1
refined plum;price_percent;0.02
sublime baby shampoo;quantity_add;87
exquisite blueberry;price_abs;1
pleasant hammer;available;True
amazing apple;remove;
NVIDIA GeForce GTX 1050;price_percent;0.06
attractive shovel;price_abs;9
pleasant cranberry;price_abs;-2
elegant trim;remove;
marvelous tile;quantity_sub;-22
delightful wheelbarrow;available;False
refined windows;quantity_sub;-42
Canon PIXMA;available;True
sublime apple;available;True
Ricoh Aficio MP;remove;
superb guava;quantity_sub;-36
sublime flooring;available;False
gorgeous insulation;price_abs;6
Canon PIXMA;quantity_add;1
nice facial cleanser;remove;
Kingston Canvas Select Plus;quantity_add;2
beautiful wallpaper;price_abs;3
pretty perfume;remove;
glamorous doors;available;True
gorgeous nail polish;quantity_sub;-10
HyperX DDR4 RAM;remove;
trendy lotion;price_abs;56.353
Corsair HS60;available;False
attractive plum;quantity_sub;-82
Canon PIXMA;remove;
Corsair HS60;price_abs;-11870
magnificent axe;price_percent;0.13
pretty plum;price_abs;-2
superb guava;available;True
Razer Variau;price_percent;-0.08
Intel Core i5;price_abs;-4197
pleasant kiwifruit;remove;
glamorous doors;price_abs;-3
HyperX DDR4 RAM;available;True
Corsair HS60;price_percent;0.02
Samsung 970 EVO SSD;price_abs;-95
pretty kiwifruit;remove;
EVGA 500B 80+ BRONZE;price_abs;-3992
trendy bubble bath;remove;
Razer Variau;remove;
gorgeous orange;price_percent;-0.11
delightful hammer;price_abs;-9
pleasant lotion;price_abs;10
Kingston Canvas Select Plus;price_percent;0.2
exquisite tile;price_abs;-4
marvelous tile;quantity_sub;-83
marvelous night cream;price_abs;-8
stylish face wash;quantity_sub;-85
glamorous raspberry;available;True
magnificent trim;price_percent;0.14
sublime flooring;remove;
pretty cherry;remove;
NVIDIA GeForce GTX 1050;quantity_sub;-1
sublime saw;quantity_add;65
stylish serum;remove;
Logitech Wireless Keyboard;quantity_sub;-4
refined moisturizer;remove;
Ricoh Aficio MP;available;True
Samsung 970 EVO SSD;quantity_add;3
HyperX DDR4 RAM;quantity_sub;-1
gorgeous wheelbarrow;price_abs;-3
luxurious makeup remover;available;False
nice tile;remove;
sublime apple;price_percent;-0.03
glamorous raspberry;price_abs;1
Intel Core i5;quantity_sub;-4
magnificent facial cleanser;price_percent;0.13
gorgeous insulation;quantity_sub;-125
pleasant baseboard;price_percent;0.06
HyperX DDR4 RAM;price_percent;-0.17
refined toothpaste;available;True
attractive moustache wax;quantity_sub;-112
magnificent paint;quantity_sub;-18
elegant body wash;quantity_sub;-106
delightful hammer;price_percent;0.04
tasteful mango;price_percent;-0.03
magnificent axe;quantity_add;19
tasteful mango;available;True
Canon PIXMA;available;False
Logitech Wireless Keyboard;available;True
refined plum;quantity_sub;-70
sublime level;remove;
SteelSeries Arctis 7;quantity_sub;-7
Logitech Wireless Keyboard;price_abs;14805
nice tile;quantity_add;7
luxurious ladder;remove;
marvelous tile;remove;
amazing apple;price_abs;7
Intel Core i5;price_percent;-0.12
delightful serum;remove;
luxurious ladder;quantity_sub;-106
Canon PIXMA;quantity_add;1
tasteful saw;quantity_sub;-14
HyperX DDR4 RAM;remove;
glamorous level;price_percent;-0.15
sublime flooring;price_percent;-0.03
Logitech Wireless Keyboard;available;True
stylish face wash;remove;
delightful windows;available;True
glamorous orange;price_percent;0.01
HyperX DDR4 RAM;remove;
AMD Ryzen 5;quantity_add;1
Razer Variau;price_abs;-8966
trendy wheelbarrow;available;False
trendy lotion;price_percent;0.13
Corsair HS60;available;True
exquisite blueberry;price_abs;2
NVIDIA GeForce GTX 1050;quantity_add;1
Ricoh Aficio MP;quantity_add;2
nice facial cleanser;quantity_add;23
beautiful flooring;price_abs;-11
sublime flooring;remove;
AMD Ryzen 5;price_percent;0.05
glamorous doors;quantity_sub;-113
magnificent facial cleanser;quantity_add;135
Ricoh Aficio MP;price_percent;0.12
magnificent facial cleanser;remove;
luxurious makeup remover;quantity_add;124
refined moisturizer;price_percent;-0.11
trendy wheelbarrow;quantity_sub;-29
delightful hammer;available;False
pretty plum;available;True
nice tile;available;False
pretty deodorant;quantity_sub;-112
Ricoh Aficio MP;price_abs;-487
attractive eye cream;price_abs;-17
luxurious papaya;available;True
beautiful wallpaper;price_percent;-0.17
tasteful saw;remove;
Kingston Canvas Select Plus;available;True
pretty serum;quantity_add;76
trendy raspberry;price_abs;2
marvelous tile;remove;
Ricoh Aficio MP;available;True
nice facial cleanser;available;True
pretty kiwifruit;remove;
HP LaserJet Pro;remove;
pretty serum;available;True
pretty kiwifruit;available;False
sublime blackberry;price_percent;-0.15
delightful exfoliator;price_abs;3
glamorous toner;available;True
attractive raspberry;price_abs;106.89800000000001
HyperX DDR4 RAM;price_percent;-0.15
gorgeous insulation;price_abs;90.12300000000002
pleasant baseboard;quantity_sub;-32
luxurious papaya;available;True
nice screws;quantity_sub;-167
trendy shovel;available;False
Razer Variau;available;True
Intel Core i5;available;False
Ricoh Aficio MP;price_percent;0.14
Ricoh Aficio MP;price_percent;-0.03
marvelous apricot;quantity_sub;-99
pleasant cranberry;price_percent;-0.08
Razer Variau;available;True
Ricoh Aficio MP;available;False
HyperX DDR4 RAM;quantity_sub;-2
tasteful baby shampoo;available;True
pretty perfume;quantity_sub;-169
pleasant lotion;available;True
Ricoh Aficio MP;quantity_sub;-2
Ricoh Aficio MP;remove;
Kingston Canvas Select Plus;quantity_add;3
Kingston Canvas Select Plus;available;True
WD Blue HDD;available;True
magnificent cranberry;quantity_sub;-28
HP LaserJet Pro;available;True
Razer Variau;price_percent;-0.02
elegant pineapple;price_percent;0.12
magnificent electrical;available;False
attractive siding;available;True
exquisite siding;remove;
Logitech Wireless Keyboard;available;True
stylish face wash;remove;
pretty deodorant;available;False
luxurious ladder;remove;
Logitech Wireless Keyboard;quantity_sub;-4
superb insulation;price_abs;-14
Razer Variau;available;False
Intel Core i5;price_abs;-14155
Logitech Wireless Keyboard;remove;
WD Blue HDD;available;True
sublime windows;remove;
Kingston Canvas Select Plus;available;True
delightful grapes;available;True
glamorous orange;available;False
Kingston Canvas Select Plus;quantity_add;12
pleasant baseboard;available;True
Intel Core i5;quantity_sub;-8
amazing pineapple;quantity_add;1
elegant body wash;price_abs;-5
marvelous night cream;available;True
tasteful mango;price_percent;0.02
pleasant tile;price_percent;0.04
sublime apple;price_percent;-0.1
trendy apricot;price_abs;-1
glamorous doors;quantity_add;155
Samsung 970 EVO SSD;quantity_add;13
attractive siding;quantity_add;135
gorgeous orange;quantity_add;157
sublime baby shampoo;quantity_add;9
exquisite tile;price_abs;1
HyperX DDR4 RAM;quantity_sub;-5
attractive shovel;remove;
marvelous tile;quantity_add;61
sublime windows;quantity_add;40
WD Blue HDD;remove;
WD Blue HDD;price_abs;375
magnificent paint;quantity_add;173
Logitech Wireless Keyboard;remove;
nice serum;price_percent;0.06
elegant trim;price_percent;-0.01
Ricoh Aficio MP;price_percent;0.08
refined night cream;price_percent;0.17
glamorous orange;quantity_sub;-81
refined moisturizer;remove;
luxurious papaya;quantity_add;10
Corsair HS60;quantity_add;7
pretty kiwifruit;quantity_add;70
NVIDIA GeForce GTX 1050;price_percent;-0.03
delightful grapes;available;True
SteelSeries Arctis 7;quantity_sub;-3
superb guava;price_abs;3
Razer Variau;remove;
delightful exfoliator;quantity_add;76
luxurious ladder;quantity_sub;-119
amazing pineapple;price_percent;-0.06
Ricoh Aficio MP;price_percent;0.08
marvelous tile;available;False
WD Blue HDD;quantity_add;2
pleasant tile;quantity_sub;-115
Intel Core i5;price_abs;3980
superb guava;available;True
pleasant blueberry;remove;
SteelSeries Arctis 7;available;True
Razer Variau;available;True
magnificent axe;remove;
luxurious electrical;quantity_sub;-6
gorgeous wallpaper;quantity_sub;-38
luxurious ladder;quantity_sub;-3
Corsair HS60;price_percent;-0.02
pleasant tile;quantity_sub;-10
EVGA 500B 80+ BRONZE;price_percent;-0.14
HyperX DDR4 RAM;available;True
marvelous apricot;available;False
amazing ladder;price_percent;0.07
pretty perfume;remove;
Corsair HS60;quantity_sub;-9
exquisite siding;remove;
glamorous orange;price_percent;-0.14
pretty perfume;price_percent;0.03
superb guava;available;False
glamorous orange;price_abs;-3
gorgeous insulation;available;True
Ricoh Aficio MP;quantity_add;2
attractive eye cream;quantity_sub;-99
Ricoh Aficio MP;price_percent;0.03
nice screws;remove;
NVIDIA GeForce GTX 1050;price_abs;-349
pretty serum;available;True
gorgeous orange;quantity_add;33
AMD Ryzen 5;quantity_add;4
luxurious ladder;quantity_sub;-18
HP LaserJet Pro;price_percent;-0.01
Intel Core i5;price_percent;-0.18
gorgeous wallpaper;available;True
delightful shampoo;quantity_sub;-96
exquisite strawberry;price_percent;0.17
delightful grapes;price_percent;0.01
exquisite siding;price_abs;6
AMD Ryzen 5;remove;
nice nails;available;True
luxurious papaya;price_percent;-0.06
attractive eye cream;remove;
Kingston Canvas Select Plus;price_percent;0.12
Logitech Wireless Keyboard;remove;
NVIDIA GeForce GTX 1050;price_abs;1477
Corsair HS60;available;False
Samsung 970 EVO SSD;price_abs;-3030
luxurious papaya;available;True
pleasant lotion;quantity_sub;-119
AMD Ryzen 5;available;True
magnificent cranberry;price_abs;9
SteelSeries Arctis 7;quantity_sub;-6
stylish windows;quantity_add;94
Logitech Wireless Keyboard;price_percent;-0.04
SteelSeries Arctis 7;quantity_add;3
luxurious ladder;price_percent;0.06
AMD Ryzen 5;quantity_sub;-2
sublime blackberry;quantity_add;55
gorgeous wheelbarrow;price_percent;0.15
sublime bubble bath;price_percent;0.03
luxurious guava;price_percent;0.04
pretty kiwifruit;remove;
nice facial cleanser;quantity_add;170
Logitech Wireless Keyboard;price_percent;-0.05
magnificent axe;remove;
exquisite blueberry;available;True
Ricoh Aficio MP;price_abs;-3747
Kingston Canvas Select Plus;price_abs;-4154
exquisite blueberry;price_percent;0.11
Samsung 970 EVO SSD;quantity_add;9
delightful shampoo;quantity_sub;-23
elegant trim;price_percent;0.09
superb guava;price_percent;0.14
marvelous windows;price_abs;5
sublime windows;remove;
Canon PIXMA;remove;
attractive plum;quantity_sub;-143
Brother DCP-T510W;quantity_sub;-2
Canon PIXMA;quantity_sub;-3
glamorous raspberry;remove;
beautiful wallpaper;price_percent;-0.14
Ricoh Aficio MP;remove;
nice serum;remove;
magnificent insulation;remove;
marvelous windows;available;True
pleasant conditioner;quantity_add;7
stylish windows;quantity_sub;-75
glamorous orange;price_abs;4
stylish face wash;remove;
AMD Ryzen 5;price_percent;0.18
stylish windows;price_percent;-0.14
Corsair HS60;remove;
tasteful mango;price_percent;0.04
pretty serum;price_abs;-3
attractive moustache wax;remove;
pretty papaya;remove;
Kingston Canvas Select Plus;price_abs;1932
pleasant lotion;available;True
glamorous orange;available;False
elegant cranberry;quantity_sub;-62
Logitech Wireless Keyboard;quantity_sub;-2
Ricoh Aficio MP;quantity_add;3
pretty deodorant;quantity_sub;-46
WD Blue HDD;quantity_sub;-2
gorgeous orange;price_abs;-15
pleasant screws;price_percent;0.0
delightful shampoo;price_percent;0.01
Razer Variau;quantity_sub;-4
sublime blackberry;quantity_sub;-8
magnificent cranberry;remove;
EVGA 500B 80+ BRONZE;price_percent;0.1
beautiful axe;quantity_sub;-81
beautiful mango;price_abs;1
Razer Variau;price_percent;0.06
marvelous windows;price_percent;0.12
Kingston Canvas Select Plus;available;True
amazing pineapple;remove;
beautiful wallpaper;quantity_sub;-7
pretty plum;quantity_add;170
beautiful axe;quantity_sub;-68
gorgeous pineapple;price_abs;3
gorgeous insulation;quantity_sub;-130
Logitech Wireless Keyboard;remove;
amazing pineapple;remove;
sublime windows;price_abs;-7
gorgeous insulation;quantity_sub;-124
AMD Ryzen 5;remove;
delightful exfoliator;price_percent;-0.01
stylish serum;available;False
magnificent paint;available;True
tasteful baseboard;price_abs;79.772
HP LaserJet Pro;remove;
Logitech Wireless Keyboard;available;True
pretty papaya;available;True
attractive raspberry;price_abs;-1
attractive shovel;quantity_add;42
gorgeous wallpaper;available;True
pleasant screws;quantity_sub;-71
pleasant screws;price_percent;0.05
marvelous windows;available;True
tasteful saw;price_abs;-3
Canon PIXMA;quantity_add;4
nice serum;available;True
pretty deodorant;price_percent;-0.04
gorgeous insulation;quantity_add;62
SteelSeries Arctis 7;available;True
gorgeous pineapple;quantity_add;70
beautiful papaya;remove;
pretty plum;price_percent;0.0
pretty perfume;quantity_sub;-95
Ricoh Aficio MP;price_abs;-6268
glamorous orange;remove;
pretty kiwifruit;quantity_sub;-59
HyperX DDR4 RAM;price_percent;0.11
elegant pineapple;price_percent;0.05
delightful grapes;price_abs;-18
delightful hammer;price_abs;-12
Corsair HS60;quantity_sub;-1
gorgeous orange;remove;
magnificent cranberry;price_abs;16
pleasant hammer;available;True
Intel Core i5;price_abs;-1515
delightful exfoliator;quantity_sub;-80
sublime face wash;quantity_add;55
marvelous night cream;price_abs;-8
attractive shovel;quantity_add;71
EVGA 500B 80+ BRONZE;remove;
exquisite tile;remove;
sublime bubble bath;remove;
stylish face wash;remove;
trendy wheelbarrow;price_abs;-5
HyperX DDR4 RAM;available;True
pretty plum;price_percent;-0.16
tasteful baseboard;quantity_add;3
attractive shovel;price_percent;0.0
AMD Ryzen 5;quantity_add;3
elegant body wash;remove;
exquisite strawberry;remove;
pretty cherry;quantity_sub;-49
Kingston Canvas Select Plus;quantity_sub;-2
EVGA 500B 80+ BRONZE;remove;
gorgeous trim;available;True
sublime apple;remove;
trendy wheelbarrow;price_percent;-0.09
luxurious makeup remover;remove;
pleasant lotion;available;True
gorgeous wheelbarrow;price_abs;-4
EVGA 500B 80+ BRONZE;quantity_sub;-7
HyperX DDR4 RAM;remove;
exquisite tile;price_percent;-0.06
amazing pineapple;quantity_sub;-11
magnificent paint;quantity_add;168
pretty boysenberry;available;True
stylish windows;price_abs;0
gorgeous pineapple;remove;
pleasant baseboard;available;True
pretty serum;price_percent;-0.15
sublime windows;available;True
beautiful flooring;price_abs;-14
Logitech Wireless Keyboard;quantity_sub;-2
Kingston Canvas Select Plus;remove;
HyperX DDR4 RAM;price_percent;-0.19
Kingston Canvas Select Plus;available;True
delightful serum;quantity_sub;-103
HyperX DDR4 RAM;price_percent;-0.01
amazing pineapple;remove;
Ricoh Aficio MP;quantity_sub;-9
luxurious papaya;quantity_add;142
beautiful mango;price_percent;-0.02
pleasant blueberry;remove;
AMD Ryzen 5;remove;
pleasant kiwifruit;price_abs;-11
marvelous toothpaste;quantity_sub;-73
Razer Variau;quantity_sub;-6
pleasant conditioner;price_percent;0.03
elegant cranberry;price_abs;-1
Corsair HS60;price_percent;-0.05
refined moisturizer;quantity_sub;-88
Ricoh Aficio MP;available;False
pretty papaya;available;True
Ricoh Aficio MP;remove;
pretty kiwifruit;quantity_add;142
sublime flooring;remove;
trendy lotion;price_abs;-2
Logitech Wireless Keyboard;price_abs;-5311
Razer Variau;quantity_add;1
nice tile;price_abs;3
HP LaserJet Pro;remove;
sublime blackberry;price_abs;4
refined moisturizer;remove;
Logitech Wireless Keyboard;available;True
magnificent paint;quantity_sub;-11
sublime windows;price_abs;8
pleasant baseboard;quantity_sub;-110
pleasant cranberry;price_percent;-0.18
Razer Variau;remove;
nice screws;price_abs;-1
tasteful baby shampoo;remove;
magnificent raspberry;quantity_sub;-72
pleasant kiwifruit;quantity_add;20
Logitech Wireless Keyboard;remove;
pleasant cranberry;quantity_sub;-73
