artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Ed Sheeran;Perfect;263400;2017;95.05;pop;0.448;8;-6.312
Marshmello;Silence;180822;2017;141.971;pop, Dance/Electronic;0.761;4;-3.093
Sigala;Easy Love;229813;2018;123.976;pop, Dance/Electronic;0.942;9;-4.208
Destiny's Child;Soldier (feat. T.I. & Lil' Wayne);325573;2004;77.49;pop, R&B;0.417;7;-6.799
Red Hot Chili Peppers;By the Way;216933;2002;122.444;rock;0.97;0;-4.938
Gwen Stefani;Rich Girl;236213;2004;98.018;pop, R&B;0.754;7;-2.728
Danity Kane;Damaged;244266;2008;120.01;pop, R&B;0.653;8;-5.158
The Fratellis;Chelsea Dagger;215306;2006;154.514;rock;0.815;7;-3.14
The Chainsmokers;Roses;226738;2015;100.001;pop, Dance/Electronic;0.802;4;-7.055
Lil Wayne;Lollipop;299333;2008;148.075;hip hop, pop;0.428;0;-9.469
DJ Snake;You Know You Like It;247266;2014;196.093;hip hop, pop, Dance/Electronic;0.725;5;-5.346
Hot Chelle Rae;Tonight Tonight;200466;2011;99.978;hip hop, pop, rock;0.783;4;-4.977
Shayne Ward;No Promises;223066;2006;79.798;pop;0.498;4;-6.087
JAY-Z;Ni**as In Paris;219333;2011;140.022;hip hop;0.858;1;-5.542
Azealia Banks;212;204956;2014;126.017;hip hop, pop, R&B;0.769;11;-5.761
Linkin Park;BURN IT DOWN;230253;2012;110.006;rock, metal;0.972;9;-4.45
Iggy Azalea;Fancy;199938;2014;94.981;hip hop, pop;0.716;10;-4.141
Playboi Carti;Magnolia;181812;2017;162.991;hip hop;0.582;11;-7.323
Lana Del Rey;Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;214912;2013;126.052;pop;0.81;1;-5.791
The Game;Hate It Or Love It;206400;2005;99.998;hip hop, pop;0.785;9;-4.781
Alessia Cara;Here;199453;2015;120.892;pop, R&B;0.799;0;-4.031
The Weeknd;I Feel It Coming;269186;2016;92.987;pop, R&B;0.819;0;-5.946
JoJo;Too Little Too Late;223680;2006;83.001;hip hop, pop, R&B;0.823;6;-5.338
Lana Del Rey;Born To Die;286253;2012;75.223;pop;0.636;4;-6.591
Unk;Walk It Out;173040;2013;160.022;hip hop, pop;0.777;1;-3.696
G-Eazy;No Limit;245386;2017;175.957;hip hop, pop;0.771;1;-3.791
Chris Brown;Gimme That;186826;2005;87.165;hip hop, pop, R&B;0.572;11;-7.033
Big Sean;Bounce Back;222360;2017;81.502;hip hop, pop;0.575;1;-5.628
Drake;In My Feelings;217925;2018;91.03;hip hop, pop, R&B;0.626;1;-5.833
Calvin Harris;Feel So Close - Radio Edit;206413;2012;127.937;hip hop, pop, Dance/Electronic;0.924;7;-2.842
Empire of the Sun;Walking On A Dream;198440;2008;126.975;rock, pop, Dance/Electronic;0.701;5;-5.594
Avicii;SOS (feat. Aloe Blacc);157202;2019;100.001;pop, Dance/Electronic;0.645;5;-6.181
Hinder;Better Than Me;223533;2019;139.913;pop, rock, metal;0.682;2;-5.295
Miley Cyrus;We Can't Stop;231240;2013;80.003;pop;0.622;1;-5.794
LL Cool J;Control Myself;233973;2006;120.066;hip hop, pop, R&B;0.876;10;-6.556
Offset;Ric Flair Drip (with Metro Boomin);172800;2017;100.007;hip hop, pop;0.428;9;-8.28
Daft Punk;Lose Yourself to Dance (feat. Pharrell Williams);353893;2013;100.163;hip hop, Dance/Electronic;0.659;10;-7.828
Christina Aguilera;Fighter;245960;2002;188.899;pop;0.92;4;-1.357
Drake;The Motto;181573;2011;201.8;hip hop, pop, R&B;0.442;1;-8.558
Megan Thee Stallion;Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign);199427;2019;98.985;hip hop, pop, R&B;0.814;0;-4.568
Meek Mill;All Eyes on You (feat. Chris Brown & Nicki Minaj);223973;2015;77.521;hip hop, pop;0.658;11;-5.288
Train;Drops of Jupiter (Tell Me);259933;2001;79.064;pop;0.638;0;-5.862
A Boogie Wit da Hoodie;Look Back at It;179449;2018;96.057;hip hop;0.587;3;-5.075
Imagine Dragons;Natural;189466;2018;100.0;rock;0.611;2;-6.112
Meck;Thunder in My Heart Again (Radio Edit);189800;2005;129.016;set();0.922;2;-4.67
Lil Jon & The East Side Boyz;Get Low;324600;2002;101.043;hip hop, pop;0.604;1;-8.019
Agnes;Release Me;256213;2009;127.973;pop, Dance/Electronic;0.923;2;-3.124
Britney Spears;Circus;192360;2008;114.98;pop;0.733;6;-5.215
Nickelback;Photograph;258920;2005;145.916;rock, metal;0.876;8;-3.756
Disturbing Tha Peace;Move Bitch;272293;2002;177.894;hip hop, pop;0.751;1;-5.692
Metro Station;Shake It;179946;2007;150.034;pop, rock;0.955;4;-3.836
A$AP Ferg;Plain Jane;173600;2017;170.142;hip hop, pop;0.844;11;-5.482
Juice WRLD;Robbery;240050;2019;159.966;hip hop;0.692;2;-5.122
Banx & Ranx;Answerphone (feat. Yxng Bane);190920;2018;113.021;Dance/Electronic;0.834;1;-3.928
Jessie J;Do It Like A Dude;195240;2011;140.036;hip hop, pop;0.843;2;-3.672
Kid Ink;Show Me (feat. Chris Brown);217800;2014;98.098;hip hop, pop;0.508;7;-7.299
Fat Joe;What's Luv? (feat. Ja-Rule & Ashanti);267093;2001;93.955;hip hop, pop;0.707;8;-5.074
Alesso;Heroes (we could be);209866;2014;125.876;pop, Dance/Electronic;0.754;5;-4.144
Red Hot Chili Peppers;Snow (Hey Oh);334666;2006;104.655;rock;0.9;11;-3.674
Gwen Stefani;Cool;189333;2004;112.019;pop, R&B;0.721;2;-3.52
Matt Cardle;When We Collide;226000;2011;81.986;pop;0.683;2;-5.521
Zara Larsson;I Would Like;226720;2017;121.028;pop, Dance/Electronic;0.713;2;-3.949
Taylor Swift;Look What You Made Me Do;211853;2017;128.07;pop;0.709;9;-6.471
Gym Class Heroes;Cupid's Chokehold / Breakfast in America - Radio Mix;237173;2007;79.702;hip hop, pop;0.681;1;-5.084
Faith Hill;Breathe;250546;1999;136.859;pop, country;0.496;7;-9.007
Aaliyah;More Than A Woman;230346;2002;86.994;hip hop, pop, R&B;0.638;11;-5.803
PARTYNEXTDOOR;Not Nice;202661;2016;128.06;hip hop, pop, R&B;0.496;0;-9.309
Ludacris;My Chick Bad;216933;2010;84.789;hip hop, pop;0.723;1;-6.782
Dido;White Flag;240040;2003;169.951;pop;0.525;5;-6.823
Houston;I Like That;236520;2004;106.997;hip hop, pop;0.502;10;-3.925
Cobra Starship;Good Girls Go Bad (feat. Leighton Meester);196413;2009;119.964;pop, Dance/Electronic;0.874;0;-3.716
Trick Daddy;I'm a Thug;254400;2001;139.976;hip hop, pop;0.561;11;-5.961
Khia;My Neck, My Back (Lick It);222560;2015;102.072;pop, R&B;0.625;9;-4.234
Ciara;Goodies (feat. Petey Pablo);223000;2004;102.017;pop, R&B;0.647;5;-6.306
Drake;Take Care;277386;2011;121.845;hip hop, pop, R&B;0.515;0;-10.358
X Ambassadors;Renegades;195200;2015;90.052;hip hop, rock, pop;0.862;2;-6.003
Rihanna;Only Girl (In The World);235493;2010;125.906;hip hop, pop, R&B;0.716;11;-4.241
DJ Ötzi;Hey Baby (Radio Mix);219240;2010;135.099;pop, easy listening, Dance/Electronic;0.968;10;-3.196
Flume;Never Be Like You;233337;2016;116.838;Dance/Electronic;0.558;0;-5.436
Bruno Mars;When I Was Your Man;213826;2012;72.795;pop;0.28;0;-8.648
J Balvin;Mi Gente;189029;2017;104.237;latin;0.701;11;-4.862
DJ Sammy;Heaven;233600;2002;137.965;pop;0.953;8;-5.601
David Guetta;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack);192560;2014;85.979;hip hop, pop, Dance/Electronic;0.73;9;-4.091
Kendrick Lamar;m.A.A.d city;350120;2012;91.048;hip hop;0.729;2;-6.815
Eminem;The Real Slim Shady;284200;2000;104.504;hip hop;0.661;5;-4.244
Daniel Powter;Bad Day;233640;2005;140.046;pop;0.785;3;-4.013
Alicia Keys;Empire State of Mind (Part II) Broken Down;216480;2009;92.923;pop, R&B;0.368;6;-7.784
Junior Senior;Move Your Feet;181826;2002;118.877;pop;0.904;9;-2.623
iio;Rapture (feat.Nadia Ali);253586;2006;123.943;Dance/Electronic;0.855;8;-8.403
fun.;We Are Young (feat. Janelle Monáe);250626;2012;184.086;rock, pop;0.638;10;-5.576
Ariana Grande;Into You;244453;2016;107.853;pop;0.734;9;-5.948
Adele;Rolling in the Deep;228093;2011;104.948;pop, R&B;0.77;8;-5.114
Kygo;Stole the Show;223186;2016;100.034;pop, Dance/Electronic;0.635;8;-7.565
Zedd;I Want You To Know;238800;2015;130.003;hip hop, pop, Dance/Electronic;0.877;9;-2.215
Brandy;What About Us?;253200;2002;93.118;hip hop, pop, R&B;0.698;5;-2.942
Zara Larsson;Never Forget You;213427;2017;145.992;pop, Dance/Electronic;0.732;11;-5.728
Chris Brown;Kiss Kiss (feat. T-Pain);250666;2007;140.043;hip hop, pop, R&B;0.658;10;-3.386
Jeezy;Soul Survivor;280013;2005;84.03;hip hop, pop;0.493;10;-7.728
U2;Sometimes You Can't Make It On Your Own;305080;2004;96.0;World/Traditional, rock;0.597;2;-5.652
Adele;Chasing Pavements;210506;2008;80.045;pop, R&B;0.47;5;-6.09
Route 94;My Love (feat. Jess Glynne);259934;2014;119.976;pop, Dance/Electronic;0.622;8;-7.573
will.i.am;#thatPOWER;279506;2013;127.999;hip hop, pop;0.608;6;-6.096
Saweetie;My Type;126446;2019;105.038;hip hop, pop, R&B;0.811;2;-6.294
Carrie Underwood;Before He Cheats;199946;2005;147.905;pop, country;0.749;6;-3.318
Ashanti;Foolish;227386;2002;90.119;hip hop, pop, R&B;0.695;0;-5.763
Ariana Grande;Love Me Harder;236133;2014;98.992;pop;0.714;1;-4.389
Estelle;American Boy;284733;2008;117.932;R&B;0.729;0;-2.99
Ludacris;Runaway Love;280680;2006;92.854;hip hop, pop;0.721;1;-6.97
Kaiser Chiefs;Everyday I Love You Less And Less;217706;2005;160.028;rock;0.956;1;-4.556
Chip;Champion (feat. Chris Brown);237293;2011;190.151;hip hop, Dance/Electronic;0.934;6;-2.914
Emeli Sandé;Read All About It, Pt. III;283706;2012;98.082;pop, R&B;0.44;2;-7.186
Tyrese;How You Gonna Act Like That;294693;2002;112.913;hip hop, pop, R&B;0.521;3;-3.657
Justin Timberlake;Cry Me a River;288333;2002;73.898;pop;0.654;8;-6.582
OneRepublic;Stop And Stare;223853;2007;92.474;pop;0.859;4;-4.274
Ed Sheeran;Sing;235382;2014;119.988;pop;0.67;8;-4.451
DJ Fresh;Louder (feat. Sian Evans) - Radio Edit;206776;2012;139.85;pop, Dance/Electronic;0.926;6;-1.131
Daniel Bedingfield;Gotta Get Thru This - D'N'D Radio Edit;162333;2002;133.592;pop;0.762;7;-5.044
Black Eyed Peas;Shut Up;296186;2003;112.968;hip hop, pop;0.714;2;-3.966
Macklemore & Ryan Lewis;Thrift Shop (feat. Wanz);235613;2012;94.992;hip hop, pop;0.526;6;-6.985
Ellie Goulding;Lights - Single Version;210853;2010;120.008;pop, rock, Dance/Electronic;0.795;8;-6.17
Madonna;American Pie;273533;2000;124.036;pop;0.734;5;-7.48
P!nk;There You Go;202800;2000;107.908;pop;0.847;10;-6.729
Madison Avenue;Don't Call Me Baby;228140;1999;124.999;Dance/Electronic;0.982;3;-6.588
Amy Winehouse;You Know I'm No Good;256946;2006;103.383;R&B;0.806;9;-3.607
Red Hot Chili Peppers;Otherside;255373;1999;123.229;rock;0.795;0;-3.265
Gwen Stefani;The Sweet Escape;246466;2006;119.961;pop, R&B;0.77;1;-3.502
Avicii;Hey Brother;255093;2013;125.014;pop, Dance/Electronic;0.78;7;-4.867
One Direction;Live While We're Young;200186;2012;126.015;pop;0.837;2;-2.063
Sigala;Sweet Lovin' - Radio Edit;202149;2015;124.977;pop, Dance/Electronic;0.91;10;-1.231
Cardi B;I Like It;253390;2018;136.048;hip hop, pop;0.726;5;-3.998
Bobby V.;"Slow Down - 12"" Version";258666;2005;186.048;hip hop, pop, R&B;0.732;11;-4.896
Destiny's Child;Jumpin', Jumpin';230200;1999;88.997;pop, R&B;0.685;1;-4.639
Manic Street Preachers;Your Love Alone Is Not Enough (feat. Nina Persson);235693;2007;126.766;rock, pop;0.921;2;-3.049
Mary J. Blige;Just Fine;242133;2007;123.021;pop, R&B;0.795;11;-3.61
K'NAAN;Wavin' Flag;220520;2009;75.974;set();0.699;0;-6.416
Next;Wifey;243666;2004;99.581;hip hop, pop, R&B;0.652;7;-8.693
Ariana Grande;God is a woman;197546;2018;145.031;pop;0.658;1;-5.934
Destiny's Child;Cater 2 U;245400;2004;125.802;pop, R&B;0.584;11;-7.043
MNEK;Never Forget You;213427;2015;145.992;Dance/Electronic;0.732;11;-5.728
Tamia;Stranger in My House;285386;2000;119.94;pop, R&B;0.601;0;-4.905
Black Eyed Peas;Boom Boom Pow;251440;2009;130.048;hip hop, pop;0.857;9;-5.892
Beyoncé;Single Ladies (Put a Ring on It);193213;2008;193.437;pop, R&B;0.584;1;-5.293
Eminem;Ass Like That;265480;2004;83.093;hip hop;0.796;2;-6.152
Bruno Mars;Locked out of Heaven;233478;2012;143.994;pop;0.698;5;-4.165
Fall Out Boy;Dance, Dance;180266;2005;114.452;rock;0.961;11;-3.198
Adele;Rumour Has It;223266;2011;120.052;pop, R&B;0.748;0;-5.014
Lil' Flip;Sunshine (feat. Lea);225173;2004;93.961;hip hop, pop;0.387;0;-9.867
Paramore;Misery Business;211520;2007;172.977;pop, rock;0.906;1;-3.677
