name;rating;convenience;security;functionality;comment
Архив 74;3.5;2;2;3;У этого здания отличная архитектура.
Мост 92;0.3;3;1;4;Это здание очень функционально.
Нора 16;0.1;3;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Замок 61;2.9;1;4;2;Это здание имеет стандартную конструкцию.
Свиноферма 24;3.2;5;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Гнездо 33;0.5;5;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Маяк 56;0.1;3;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Док 91;4.9;2;3;3;Мне нравится дизайн этого здания.
Ресторан 12;3.1;1;2;4;Это здание не имеет особых архитектурных особенностей.
Почта 43;4.7;2;1;3;Это здание представляет собой типичный образец современной архитектуры.
Церковь 45;0.2;1;3;3;Это здание не имеет особых архитектурных особенностей.
Пандус 28;1.3;2;4;2;У этого здания отличная архитектура.
Нора 94;4.2;5;2;3;Это здание построено из стандартных строительных материалов.
Тенета 84;1.9;1;4;3;Это здание очень функционально.
Мансарда 18;0.5;1;3;4;Это здание имеет стандартную конструкцию.
Шмелиное гнездо 53;3.7;1;3;1;Это здание не имеет особых архитектурных особенностей.
Чердак 5;3.7;2;3;1;Это здание имеет стандартную конструкцию.
Паутинник 93;2.1;3;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Торговый центр 55;1.7;2;4;4;Это здание представляет собой типичный образец современной архитектуры.
Бомбоубежище 78;3.2;1;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Офис 58;3.2;5;2;3;Это здание имеет стандартную конструкцию.
Кошара 60;3.7;2;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Маяк 56;4.5;3;2;5;Мне нравится дизайн этого здания.
Мансарда 56;2.3;2;1;1;Это здание является примером функционального дизайна.
Особняк 99;3.4;5;4;1;Это здание очень функционально.
Мансарда 28;0.9;3;1;4;Это здание представляет собой типичный образец современной архитектуры.
Переправа 19;4.0;3;5;2;Это здание представляет собой типичный образец современной архитектуры.
Шале 19;2.6;3;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Замок 30;2.8;4;4;2;Это здание очень функционально.
Почта 43;3.8;4;3;4;Это здание представляет собой типичный образец современной архитектуры.
Мушиный лабиринт 67;0.6;5;3;5;У этого здания отличная архитектура.
Свиноферма 92;1.1;4;1;1;Это здание очень функционально.
Замок 41;2.2;4;1;4;У этого здания отличная архитектура.
Канализация 90;3.4;4;5;1;Это великолепное здание!
Дворец 35;2.7;1;4;3;Это здание является примером функционального дизайна.
Мост 92;4.8;2;2;3;Мне нравится дизайн этого здания.
Свиноферма 92;1.7;3;5;3;Это здание имеет стандартную конструкцию.
Библиотека 88;2.8;3;1;4;Это здание представляет собой типичный образец современной архитектуры.
Почта 43;4.9;2;4;5;Это здание имеет стандартную конструкцию.
Шале 19;1.6;4;4;4;Это здание имеет стандартную конструкцию.
Нора 16;0.3;2;4;5;Это здание не имеет особых архитектурных особенностей.
Бомбоубежище 78;3.4;4;5;4;Это здание не имеет особых архитектурных особенностей.
Канализация 90;1.1;1;2;2;Это здание является примером функционального дизайна.
Замок 41;0.4;5;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Магазин 15;4.0;4;4;3;Это здание является примером функционального дизайна.
Дуплянка 51;1.3;5;4;3;Это здание не имеет особых архитектурных особенностей.
Утятник 96;1.4;2;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Газопровод 24;0.4;5;2;2;Это здание имеет стандартную конструкцию.
Лифт 50;0.1;1;2;2;Это здание имеет стандартную конструкцию.
Ресторан 12;3.3;2;3;4;Это здание построено из стандартных строительных материалов.
Коттедж 66;3.9;3;5;3;Это здание прекрасно вписывается в окружающий ландшафт.
Порт 70;1.6;5;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Шале 19;4.1;5;4;5;Это здание построено из стандартных строительных материалов.
Замок 41;1.5;4;2;3;Это здание очень функционально.
Кошара 60;5.0;3;4;4;Это здание представляет собой типичный образец современной архитектуры.
Нефтепровод 24;4.7;4;5;2;Мне нравится дизайн этого здания.
Коттедж 66;2.1;1;1;4;Это великолепное здание!
Банк 40;1.4;5;2;5;Это здание представляет собой типичный образец современной архитектуры.
Фабрика 67;0.2;3;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дуплянка 51;3.8;4;4;1;Это здание не имеет особых архитектурных особенностей.
Дворец 21;2.3;3;3;4;Мне нравится дизайн этого здания.
Курятник 87;2.0;4;4;5;Это здание имеет стандартную конструкцию.
Кошара 60;2.1;5;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Дуплянка 51;3.0;5;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Усадьба 12;2.6;1;5;5;Это здание представляет собой типичный образец современной архитектуры.
Свиноферма 92;2.2;5;4;3;Это здание построено из стандартных строительных материалов.
Док 91;0.8;2;5;1;У этого здания отличная архитектура.
Дуплянка 51;4.9;5;1;2;Это здание является примером функционального дизайна.
Переправа 19;2.8;2;4;3;Это здание является примером функционального дизайна.
Особняк 99;2.4;3;1;5;Это великолепное здание!
Нора 16;4.0;4;2;1;Это здание представляет собой типичный образец современной архитектуры.
Петля 97;0.6;5;1;3;Это здание имеет стандартную конструкцию.
Дворец 21;2.5;3;5;2;Это здание имеет стандартную конструкцию.
Коттедж 98;3.2;4;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Виадук 78;4.9;2;3;4;Это здание является примером функционального дизайна.
Особняк 99;1.8;2;1;1;У этого здания отличная архитектура.
Переправа 19;0.1;2;1;4;Это здание представляет собой типичный образец современной архитектуры.
Мост 92;4.7;4;5;4;Это здание имеет стандартную конструкцию.
Пасека 45;1.4;4;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Дуплянка 72;4.5;2;2;3;Это здание является примером функционального дизайна.
Замок 61;2.7;3;5;3;Это здание не имеет особых архитектурных особенностей.
Мушиный лабиринт 67;1.5;1;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Нора 94;4.9;2;3;5;Это здание является примером функционального дизайна.
Отель 34;0.9;5;5;3;Это здание имеет стандартную конструкцию.
Газопровод 80;4.9;3;4;2;Это здание имеет стандартную конструкцию.
Дворец 35;5.0;5;1;2;У этого здания отличная архитектура.
Виадук 78;3.7;1;3;1;Это здание представляет собой типичный образец современной архитектуры.
Мостки 98;0.4;3;3;5;Это здание построено из стандартных строительных материалов.
Свиноферма 52;1.6;1;1;5;Это здание представляет собой типичный образец современной архитектуры.
Офис 58;3.2;3;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Парк 17;0.8;3;4;5;Это здание не имеет особых архитектурных особенностей.
Верблюжатник 40;1.2;2;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ламарий 20;0.4;2;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дуплянка 74;1.5;1;5;4;Это здание построено из стандартных строительных материалов.
Док 91;1.4;4;3;2;У этого здания отличная архитектура.
Магазин 15;1.8;4;2;4;Это здание построено из стандартных строительных материалов.
Верфь 71;3.2;1;2;2;Это великолепное здание!
Петля 79;4.5;2;4;4;Это здание является примером функционального дизайна.
Гнездо 33;1.0;3;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Парк 42;3.3;3;5;3;Это здание является примером функционального дизайна.
Дуплянка 51;1.5;5;4;5;Это здание очень функционально.
Пандус 28;4.0;1;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Церковь 14;2.5;4;5;4;Это здание построено из стандартных строительных материалов.
Ламарий 20;0.5;5;3;4;У этого здания отличная архитектура.
Шале 19;2.8;4;2;5;Это здание прекрасно вписывается в окружающий ландшафт.
Шале 19;1.7;4;3;2;Мне нравится дизайн этого здания.
Берлога 1;1.5;1;2;5;Это великолепное здание!
Парк 17;4.1;1;3;2;Мне нравится дизайн этого здания.
Порт 70;1.2;3;3;4;Это здание имеет стандартную конструкцию.
Мостки 98;0.3;3;3;2;Это здание является примером функционального дизайна.
Нора 94;0.2;2;1;2;Это великолепное здание!
Цирк 98;4.5;5;4;2;Это здание не имеет особых архитектурных особенностей.
Замок 61;4.8;1;4;3;Это здание не имеет особых архитектурных особенностей.
Гнездо 33;1.2;1;4;5;Это здание не имеет особых архитектурных особенностей.
Дуплянка 51;0.3;3;5;4;Это здание имеет стандартную конструкцию.
Газопровод 24;2.5;4;4;2;Это здание очень функционально.
Церковь 14;0.9;4;2;5;Это здание представляет собой типичный образец современной архитектуры.
Театр 18;4.6;4;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Волчатник 33;2.8;3;2;2;Это здание представляет собой типичный образец современной архитектуры.
Ресторан 12;3.3;3;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мост 92;2.7;3;4;3;Это здание является примером функционального дизайна.
Парк 17;1.5;5;5;3;Это здание имеет стандартную конструкцию.
Порт 70;1.6;1;2;4;Это здание является примером функционального дизайна.
Шале 19;2.9;2;5;3;Это великолепное здание!
Гусятник 29;4.2;5;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Петля 97;0.9;3;3;2;Это здание не имеет особых архитектурных особенностей.
Парк 42;4.5;3;4;3;Это здание не имеет особых архитектурных особенностей.
Мостки 98;1.7;4;1;4;Это здание представляет собой типичный образец современной архитектуры.
Архив 94;3.7;2;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Церковь 14;4.2;1;1;3;У этого здания отличная архитектура.
Петля 97;0.2;3;5;5;Это здание является примером функционального дизайна.
Офис 93;3.9;1;3;2;Это здание имеет стандартную конструкцию.
Бомбоубежище 46;3.5;5;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Офис 58;4.7;2;4;3;Это здание представляет собой типичный образец современной архитектуры.
Нора 16;2.8;1;2;3;Это здание имеет стандартную конструкцию.
Особняк 99;2.9;5;2;3;Это здание очень функционально.
Церковь 14;0.7;1;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Пандус 8;4.1;3;1;4;Это здание построено из стандартных строительных материалов.
Переправа 19;0.7;1;4;4;Это здание представляет собой типичный образец современной архитектуры.
Магазин 15;3.6;3;1;1;Это здание не имеет особых архитектурных особенностей.
Берлога 1;3.0;5;1;3;Это здание имеет стандартную конструкцию.
Нора 94;3.5;2;2;3;У этого здания отличная архитектура.
Бомбоубежище 78;0.5;3;5;4;Это здание представляет собой типичный образец современной архитектуры.
Страусятник 90;2.5;4;4;3;Это здание представляет собой типичный образец современной архитектуры.
Пасека 45;2.6;3;1;1;Это здание является примером функционального дизайна.
Архив 74;2.3;4;2;1;Это здание представляет собой типичный образец современной архитектуры.
Мансарда 56;2.2;5;3;1;Это здание является примером функционального дизайна.
Мансарда 56;0.7;3;2;1;Это здание очень функционально.
Архив 74;4.7;5;2;1;Это здание очень функционально.
Ферма 10;0.4;5;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Цирк 98;4.1;3;4;5;Это здание не имеет особых архитектурных особенностей.
Верфь 71;0.1;2;5;1;Это здание построено из стандартных строительных материалов.
Цирк 98;3.3;4;5;3;Это великолепное здание!
Газопровод 24;2.3;1;4;5;У этого здания отличная архитектура.
Мансарда 56;1.9;5;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Маяк 56;0.4;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Верблюжатник 40;4.9;3;1;2;Это здание построено из стандартных строительных материалов.
Архив 74;3.6;3;3;3;Это здание не имеет особых архитектурных особенностей.
Паутинник 93;1.4;5;3;2;Это здание не имеет особых архитектурных особенностей.
Утятник 96;4.8;1;5;3;Это здание является примером функционального дизайна.
Усадьба 12;2.6;3;5;4;Это здание имеет стандартную конструкцию.
Церковь 14;1.7;1;2;2;Это здание имеет стандартную конструкцию.
Газопровод 80;3.5;2;2;4;Мне нравится дизайн этого здания.
Почта 43;3.3;3;3;4;У этого здания отличная архитектура.
Газопровод 24;4.3;1;4;4;Это здание является примером функционального дизайна.
Чердак 70;0.6;1;5;5;Это здание имеет стандартную конструкцию.
Нора 16;4.2;4;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
ТЭЦ 6;1.8;3;1;4;Это здание построено из стандартных строительных материалов.
Мостки 98;1.1;2;5;5;Это великолепное здание!
Парк 17;4.6;3;1;5;Это здание имеет стандартную конструкцию.
Петля 97;2.9;5;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Волчатник 33;4.8;5;2;4;Это здание имеет стандартную конструкцию.
Чердак 5;2.4;1;2;2;Это здание не имеет особых архитектурных особенностей.
Верблюжатник 84;1.5;5;4;5;Это здание не имеет особых архитектурных особенностей.
Страусятник 90;0.2;1;5;5;Это здание является примером функционального дизайна.
Бомбоубежище 46;4.4;1;1;5;У этого здания отличная архитектура.
Офис 93;2.2;5;5;3;Это здание не имеет особых архитектурных особенностей.
Скворечник 17;3.4;3;1;1;У этого здания отличная архитектура.
Мост 92;1.0;2;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Офис 58;1.3;4;2;4;Это здание имеет стандартную конструкцию.
Почта 43;0.7;3;4;5;Это здание построено из стандартных строительных материалов.
Замок 30;0.5;3;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ламарий 20;2.7;1;5;1;Это здание не имеет особых архитектурных особенностей.
Отель 46;3.5;4;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Скворечник 17;4.3;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Канализация 90;0.8;2;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 61;0.2;2;5;2;У этого здания отличная архитектура.
Свиноферма 92;2.3;2;3;4;Это здание построено из стандартных строительных материалов.
Паутинник 93;3.9;3;4;3;Это здание построено из стандартных строительных материалов.
Ламарий 20;4.9;4;1;3;Это здание представляет собой типичный образец современной архитектуры.
Верблюжатник 84;4.5;5;3;1;Это здание представляет собой типичный образец современной архитектуры.
Гнездо 33;0.3;2;2;5;Это здание построено из стандартных строительных материалов.
Паутинник 93;0.3;3;2;2;Это здание не имеет особых архитектурных особенностей.
Шмелиное гнездо 53;3.4;1;4;2;У этого здания отличная архитектура.
Гусятник 29;2.3;4;2;5;Это здание прекрасно вписывается в окружающий ландшафт.
Ламарий 20;5.0;5;3;1;У этого здания отличная архитектура.
Бомбоубежище 78;3.8;3;5;1;Это здание имеет стандартную конструкцию.
Магазин 15;1.9;2;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Чердак 67;0.8;3;1;3;Это здание не имеет особых архитектурных особенностей.
Замок 30;2.8;5;1;2;У этого здания отличная архитектура.
Дуплянка 72;3.3;1;5;1;Это здание прекрасно вписывается в окружающий ландшафт.
Хаус 4;0.2;2;4;3;Это здание не имеет особых архитектурных особенностей.
Усадьба 12;1.6;3;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Лежбище 82;2.7;3;4;2;Это здание является примером функционального дизайна.
Верблюжатник 84;4.7;3;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Торговый центр 55;1.5;3;5;5;У этого здания отличная архитектура.
Церковь 45;1.4;1;5;5;Это здание построено из стандартных строительных материалов.
Почта 43;3.1;4;1;1;Это здание имеет стандартную конструкцию.
Переправа 19;1.2;2;4;4;Это здание не имеет особых архитектурных особенностей.
Логово 73;1.6;2;3;2;Это здание является примером функционального дизайна.
Бомбоубежище 46;2.0;1;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Петля 97;4.9;5;1;4;Это здание является примером функционального дизайна.
Порт 70;1.4;3;4;4;У этого здания отличная архитектура.
Гусятник 29;2.3;1;2;2;Это здание представляет собой типичный образец современной архитектуры.
Газопровод 24;4.0;2;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 30;3.2;3;2;5;Это здание является примером функционального дизайна.
Замок 41;4.5;3;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Страусятник 90;4.5;5;1;3;Мне нравится дизайн этого здания.
Нора 94;1.8;4;5;2;Это здание является примером функционального дизайна.
Церковь 14;0.3;4;1;1;Это здание не имеет особых архитектурных особенностей.
Пандус 28;1.9;3;4;2;Это здание является примером функционального дизайна.
Логово 73;3.6;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Торговый центр 55;0.8;5;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Ламарий 20;4.1;5;4;4;Это великолепное здание!
Архив 74;0.8;5;1;5;Это здание представляет собой типичный образец современной архитектуры.
Волчатник 33;1.2;1;5;2;Это здание построено из стандартных строительных материалов.
Замок 41;2.7;3;3;4;Это здание является примером функционального дизайна.
Отель 46;4.6;3;3;2;Это великолепное здание!
Хаус 4;2.2;5;4;1;Это здание не имеет особых архитектурных особенностей.
Верфь 71;3.7;4;5;3;Это здание является примером функционального дизайна.
Церковь 45;2.8;1;1;5;Это здание является примером функционального дизайна.
Мост 92;0.5;4;5;1;Это здание не имеет особых архитектурных особенностей.
Порт 70;2.7;1;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Пандус 28;2.5;2;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Фабрика 67;0.2;4;2;3;Это здание является примером функционального дизайна.
Чердак 66;3.6;1;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мансарда 18;2.6;2;1;2;Это великолепное здание!
Церковь 45;2.2;4;1;1;У этого здания отличная архитектура.
Чердак 5;0.8;2;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Церковь 45;4.5;5;3;3;Это здание построено из стандартных строительных материалов.
Свиноферма 92;4.3;1;2;1;Это здание является примером функционального дизайна.
Замок 41;1.7;5;1;1;Это великолепное здание!
Док 91;3.6;3;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Церковь 14;2.7;2;2;4;Это здание имеет стандартную конструкцию.
Церковь 14;3.3;5;4;4;Это здание не имеет особых архитектурных особенностей.
Банк 40;4.4;3;5;2;Мне нравится дизайн этого здания.
Убежище 78;4.1;5;5;3;Это здание является примером функционального дизайна.
Усадьба 12;2.5;3;4;4;Это великолепное здание!
Шале 19;4.7;2;3;5;Это великолепное здание!
Гусятник 29;0.3;1;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Пандус 28;4.0;5;5;2;Это здание не имеет особых архитектурных особенностей.
Виадук 78;3.1;5;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Гнездо 33;1.5;4;2;1;Мне нравится дизайн этого здания.
Лифт 50;0.3;1;3;4;Это здание представляет собой типичный образец современной архитектуры.
Маяк 56;0.9;3;2;1;Это великолепное здание!
Гусятник 29;2.7;1;5;2;Это здание построено из стандартных строительных материалов.
Пандус 8;2.4;1;2;4;Это здание не имеет особых архитектурных особенностей.
Скворечник 17;4.8;5;3;3;Это великолепное здание!
Лежбище 82;4.7;4;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Силок 22;0.2;1;1;4;У этого здания отличная архитектура.
Институт 81;1.1;5;5;5;Это здание является примером функционального дизайна.
Верфь 71;4.5;5;2;4;Это здание имеет стандартную конструкцию.
Маяк 56;2.5;4;2;2;Это здание не имеет особых архитектурных особенностей.
Утятник 96;4.4;4;3;4;Это здание представляет собой типичный образец современной архитектуры.
Док 91;1.6;3;1;1;Это здание представляет собой типичный образец современной архитектуры.
Отель 34;2.7;2;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Торговый центр 55;4.3;4;4;4;Это здание представляет собой типичный образец современной архитектуры.
Банк 40;2.3;3;5;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Маяк 56;5.0;5;1;2;Это здание имеет стандартную конструкцию.
Кошара 60;3.4;1;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Торговый центр 55;1.9;4;1;4;Это здание является примером функционального дизайна.
Пасека 45;4.8;1;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Церковь 45;4.3;3;2;5;Это здание не имеет особых архитектурных особенностей.
Паутинник 93;4.0;3;4;1;Это здание очень функционально.
Лифт 50;5.0;4;3;3;Это здание построено из стандартных строительных материалов.
Верблюжатник 84;4.6;5;3;2;Это великолепное здание!
Пасека 45;1.5;2;5;1;Это здание имеет стандартную конструкцию.
Коттедж 66;4.0;2;4;4;Это здание является примером функционального дизайна.
Страусятник 90;1.6;4;3;3;Это здание не имеет особых архитектурных особенностей.
Верблюжатник 40;2.7;3;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Пандус 28;1.4;5;4;2;Это здание имеет стандартную конструкцию.
Гусятник 29;0.8;1;5;4;Это здание построено из стандартных строительных материалов.
Берлога 1;2.4;1;4;2;Это здание не имеет особых архитектурных особенностей.
Свиноферма 92;3.9;2;1;4;Это здание очень функционально.
Мансарда 28;1.5;1;4;2;Это здание построено из стандартных строительных материалов.
Архив 74;2.5;2;3;4;Это здание является примером функционального дизайна.
Гнездо 33;3.0;3;4;2;Это здание является примером функционального дизайна.
Ферма 10;4.2;2;3;3;Это здание является примером функционального дизайна.
Петля 97;2.5;5;4;3;Это здание имеет стандартную конструкцию.
Замок 61;2.7;2;4;4;Это здание представляет собой типичный образец современной архитектуры.
Усадьба 12;0.5;4;5;4;Это здание имеет стандартную конструкцию.
Страусятник 90;0.1;1;2;4;Это здание построено из стандартных строительных материалов.
Док 91;4.5;1;4;4;Это здание очень функционально.
Чердак 66;1.4;3;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Скворечник 17;3.2;5;1;4;Это здание представляет собой типичный образец современной архитектуры.
Отель 34;1.7;3;1;1;Это великолепное здание!
Магазин 15;1.2;2;1;5;Это здание очень функционально.
Утятник 96;2.2;3;3;3;Это здание является примером функционального дизайна.
Газопровод 80;4.2;3;3;4;У этого здания отличная архитектура.
Скворечник 17;2.5;2;5;4;Это здание имеет стандартную конструкцию.
Страусятник 90;3.0;4;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Церковь 45;3.0;2;4;3;Это здание построено из стандартных строительных материалов.
Коттедж 1;4.6;5;2;1;У этого здания отличная архитектура.
Свиноферма 92;2.2;4;2;2;Это здание построено из стандартных строительных материалов.
Дуплянка 51;1.4;2;2;1;Это здание представляет собой типичный образец современной архитектуры.
Причал 4;2.0;2;5;3;Это великолепное здание!
