name;rating;convenience;security;functionality;comment
Тоннель 30;3.4;1;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Док 72;4.8;1;5;3;Мне нравится дизайн этого здания.
Замок 77;0.9;1;1;1;Это здание представляет собой типичный образец современной архитектуры.
Порт 68;0.2;3;4;4;Это здание представляет собой типичный образец современной архитектуры.
Страусятник 18;1.2;5;3;1;Это здание построено из стандартных строительных материалов.
Тоннель 30;1.2;5;5;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Детский сад 22;0.6;5;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ангар 66;3.0;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Утятник 19;2.6;3;3;3;Это великолепное здание!
Ангар 66;3.9;3;2;2;Это здание не имеет особых архитектурных особенностей.
Лосятник 48;2.2;4;4;5;Это здание имеет стандартную конструкцию.
Дворец 23;0.7;4;3;5;Это здание не имеет особых архитектурных особенностей.
Гараж 89;1.8;1;2;4;Это здание является примером функционального дизайна.
Свиноферма 50;5.0;3;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лосятник 48;4.3;4;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Тоннель 30;1.1;5;3;5;Это великолепное здание!
Причал 82;3.3;4;3;5;Это великолепное здание!
Силок 92;0.8;2;2;1;Это великолепное здание!
Бункер 3;3.8;3;4;5;Это здание имеет стандартную конструкцию.
Верфь 87;4.3;4;5;2;Это великолепное здание!
Магазин 41;4.7;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Причал 82;0.8;1;5;4;Это здание является примером функционального дизайна.
Виадук 60;4.6;5;2;3;Это здание является примером функционального дизайна.
Гараж 89;4.4;4;2;4;Это здание построено из стандартных строительных материалов.
Школа 81;4.7;4;3;4;Это великолепное здание!
Плантация 48;1.9;3;5;5;Это здание представляет собой типичный образец современной архитектуры.
Пирс 32;1.5;1;1;1;Это здание имеет стандартную конструкцию.
Страусятник 18;2.0;5;5;1;Это здание очень функционально.
Электростанция 92;2.2;1;2;1;Это здание очень функционально.
Утятник 92;2.4;1;3;1;Мне нравится дизайн этого здания.
Мост 62;4.2;1;5;4;Это здание представляет собой типичный образец современной архитектуры.
Плантация 88;2.1;1;4;1;Это здание представляет собой типичный образец современной архитектуры.
Бункер 3;2.5;4;3;3;У этого здания отличная архитектура.
Школа 81;1.9;4;3;3;Это здание построено из стандартных строительных материалов.
Осатаник 58;2.4;4;2;2;Это здание является примером функционального дизайна.
Нора 64;2.0;3;5;2;Это здание представляет собой типичный образец современной архитектуры.
Путепровод 97;1.1;2;4;4;Это здание представляет собой типичный образец современной архитектуры.
Петля 61;0.7;2;3;5;Это здание не имеет особых архитектурных особенностей.
Силок 92;1.2;2;2;3;Это здание не имеет особых архитектурных особенностей.
Термитник 26;2.2;1;3;3;Это здание является примером функционального дизайна.
Офис 53;3.6;1;4;2;Это здание представляет собой типичный образец современной архитектуры.
Ферма 17;2.3;2;5;1;Это здание не имеет особых архитектурных особенностей.
Ферма 60;3.4;3;5;3;Это здание не имеет особых архитектурных особенностей.
Автомойка 2;1.8;1;5;3;Это здание построено из стандартных строительных материалов.
Верфь 87;3.0;2;1;2;Это здание не имеет особых архитектурных особенностей.
Пирс 32;3.3;1;1;1;Это здание является примером функционального дизайна.
Торговый центр 34;2.1;2;5;3;Это здание не имеет особых архитектурных особенностей.
Виадук 90;3.8;2;5;4;Это здание не имеет особых архитектурных особенностей.
Лежбище 100;1.2;2;3;1;Это здание не имеет особых архитектурных особенностей.
Ферма 17;4.6;1;4;5;Это здание представляет собой типичный образец современной архитектуры.
Дуплянка 52;0.6;5;3;5;Это здание является примером функционального дизайна.
Лосятник 92;2.9;3;2;4;Мне нравится дизайн этого здания.
Электростанция 92;1.8;5;1;5;У этого здания отличная архитектура.
Особняк 49;3.9;3;4;1;Это здание не имеет особых архитектурных особенностей.
Нефтепровод 88;1.7;3;2;4;У этого здания отличная архитектура.
Электростанция 92;3.0;5;4;5;Это здание представляет собой типичный образец современной архитектуры.
Детский сад 22;2.2;1;4;2;Мне нравится дизайн этого здания.
Виадук 60;0.8;1;2;5;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 86;1.5;4;2;5;Это здание имеет стандартную конструкцию.
Башня 84;2.6;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Аптека 46;0.6;3;2;4;Это здание имеет стандартную конструкцию.
Виадук 60;0.8;4;5;4;Это здание представляет собой типичный образец современной архитектуры.
Альпакарий 35;3.6;3;2;2;Это здание имеет стандартную конструкцию.
Виадук 73;4.4;2;1;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Замок 59;2.3;3;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Порт 68;3.8;4;4;1;Это здание представляет собой типичный образец современной архитектуры.
Пасека 42;0.6;2;3;1;Это здание очень функционально.
Плантация 88;0.7;1;4;2;Мне нравится дизайн этого здания.
Автомойка 2;0.7;3;4;3;Это здание является примером функционального дизайна.
Путепровод 97;2.5;4;1;1;Это здание имеет стандартную конструкцию.
Утятник 19;3.5;5;4;2;Это здание не имеет особых архитектурных особенностей.
Торговый центр 98;2.1;2;5;1;Это здание очень функционально.
Петля 61;4.7;3;1;4;Это здание построено из стандартных строительных материалов.
Лосятник 48;4.2;4;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Берлога 77;0.3;4;2;5;Это здание построено из стандартных строительных материалов.
Особняк 66;2.2;3;5;4;Это здание является примером функционального дизайна.
Верфь 87;0.2;4;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Ферма 60;0.6;3;3;5;Это великолепное здание!
Детский сад 22;2.2;1;4;2;Это здание имеет стандартную конструкцию.
Эскалатор 99;0.3;4;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Альпакарий 35;1.3;5;2;2;Это здание имеет стандартную конструкцию.
Свиноферма 50;4.6;3;5;4;Мне нравится дизайн этого здания.
Пирс 32;0.4;5;1;2;Это здание является примером функционального дизайна.
Плантация 71;2.6;1;2;4;Это здание имеет стандартную конструкцию.
Плантация 71;1.2;5;2;3;Это великолепное здание!
Виадук 73;0.3;4;2;5;Это здание построено из стандартных строительных материалов.
Гараж 89;2.6;3;3;5;Мне нравится дизайн этого здания.
Особняк 31;4.2;5;4;2;Это здание представляет собой типичный образец современной архитектуры.
ТЭЦ 30;2.8;2;3;3;Это здание имеет стандартную конструкцию.
Торговый центр 34;2.0;5;5;1;Это здание имеет стандартную конструкцию.
Замок 59;4.8;5;1;3;Это здание построено из стандартных строительных материалов.
Электростанция 92;3.2;2;3;1;Это здание имеет стандартную конструкцию.
Замок 59;2.4;4;3;3;Это здание очень функционально.
Тоннель 65;3.9;5;1;3;Мне нравится дизайн этого здания.
Страусятник 18;1.8;3;4;5;Это здание имеет стандартную конструкцию.
Электростанция 22;4.5;5;1;4;Это здание имеет стандартную конструкцию.
Замок 77;2.0;2;3;1;Это здание построено из стандартных строительных материалов.
Детский сад 75;1.6;3;1;2;Это здание представляет собой типичный образец современной архитектуры.
Бункер 3;4.3;1;2;4;Мне нравится дизайн этого здания.
Утятник 19;2.5;1;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Псарня 52;4.4;2;2;1;Это здание представляет собой типичный образец современной архитектуры.
Док 72;0.8;1;3;2;Это здание представляет собой типичный образец современной архитектуры.
Причал 69;0.3;1;1;5;Это великолепное здание!
Утятник 92;4.4;4;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Мануфактура 28;2.0;3;4;2;Это здание прекрасно вписывается в окружающий ландшафт.
Лежбище 100;4.6;5;3;5;Мне нравится дизайн этого здания.
Виадук 73;2.7;4;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лосятник 92;0.7;1;3;4;Это здание не имеет особых архитектурных особенностей.
Ферма 17;1.4;2;4;4;Мне нравится дизайн этого здания.
Пирс 32;4.2;3;5;5;Это здание очень функционально.
Вокзал 32;1.9;1;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Виадук 60;1.1;2;2;4;Это здание имеет стандартную конструкцию.
Осатаник 58;1.5;1;2;4;У этого здания отличная архитектура.
Псарня 52;4.5;2;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Школа 81;2.7;4;2;2;Это здание является примером функционального дизайна.
Утятник 92;2.0;4;5;4;Это здание очень функционально.
Термитник 26;4.1;2;1;1;Это здание очень функционально.
Электростанция 22;3.6;2;5;3;Мне нравится дизайн этого здания.
Мост 62;2.5;3;2;2;Это здание построено из стандартных строительных материалов.
Термитник 26;1.1;2;5;3;Это здание имеет стандартную конструкцию.
Особняк 31;2.8;2;5;5;Это здание имеет стандартную конструкцию.
Офис 53;0.1;1;3;3;Это здание представляет собой типичный образец современной архитектуры.
Петля 61;4.7;3;2;3;Это здание не имеет особых архитектурных особенностей.
Нефтепровод 88;1.6;3;3;2;Это здание не имеет особых архитектурных особенностей.
Виадук 90;2.3;2;1;4;Это здание является примером функционального дизайна.
Док 72;3.0;1;5;4;Это здание является примером функционального дизайна.
Док 28;1.9;4;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Причал 69;4.9;2;2;2;Это здание очень функционально.
Супермаркет 87;4.2;2;5;2;Это здание представляет собой типичный образец современной архитектуры.
Порт 68;4.1;5;5;3;Это здание не имеет особых архитектурных особенностей.
Кладбище 39;1.2;5;5;1;Это здание построено из стандартных строительных материалов.
Тоннель 65;2.5;5;4;2;У этого здания отличная архитектура.
Плантация 71;0.2;3;5;2;У этого здания отличная архитектура.
Страусятник 18;2.4;4;3;3;Это великолепное здание!
Вокзал 32;0.7;1;3;3;У этого здания отличная архитектура.
ТЭЦ 30;4.0;1;3;1;Это здание является примером функционального дизайна.
Свиноферма 50;4.7;3;4;5;Это здание не имеет особых архитектурных особенностей.
Ферма 17;2.1;3;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Нефтепровод 88;2.6;5;3;1;Это здание построено из стандартных строительных материалов.
Котельная 25;4.5;2;3;4;Это здание очень функционально.
Свиноферма 50;1.3;3;4;1;Это здание имеет стандартную конструкцию.
Пирс 32;2.9;3;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Электростанция 22;1.5;2;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Страусятник 18;2.4;4;4;4;Это здание не имеет особых архитектурных особенностей.
Дуплянка 52;3.8;4;3;3;У этого здания отличная архитектура.
Док 72;1.8;3;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 78;3.5;2;3;3;Это здание представляет собой типичный образец современной архитектуры.
Ферма 81;1.3;2;4;2;Мне нравится дизайн этого здания.
Лосятник 48;3.3;3;4;1;Это здание не имеет особых архитектурных особенностей.
Верфь 87;5.0;2;2;5;Это здание является примером функционального дизайна.
Ферма 60;1.7;1;2;1;Это здание построено из стандартных строительных материалов.
Кладбище 39;0.5;5;5;2;Это здание очень функционально.
Петля 61;2.7;2;4;2;Это здание представляет собой типичный образец современной архитектуры.
Нефтепровод 88;2.2;2;4;5;У этого здания отличная архитектура.
Виадук 73;4.2;2;1;2;Это здание имеет стандартную конструкцию.
Путепровод 97;1.9;3;1;2;Это здание не имеет особых архитектурных особенностей.
Путепровод 97;2.3;5;2;5;Это здание имеет стандартную конструкцию.
Особняк 49;0.4;3;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Виадук 73;1.6;4;4;1;Это здание представляет собой типичный образец современной архитектуры.
Нора 64;2.1;1;4;2;У этого здания отличная архитектура.
Лежбище 100;1.9;3;2;3;Это здание построено из стандартных строительных материалов.
Причал 69;4.0;3;3;4;Мне нравится дизайн этого здания.
Замок 59;0.8;5;1;4;Мне нравится дизайн этого здания.
Офис 53;3.2;5;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Детский сад 75;3.3;3;4;1;Это здание построено из стандартных строительных материалов.
Башня 84;1.2;5;3;5;Это здание не имеет особых архитектурных особенностей.
Ангар 66;4.0;2;5;1;Это здание имеет стандартную конструкцию.
Коровник 46;4.8;5;1;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Верфь 87;2.0;1;2;2;Это здание представляет собой типичный образец современной архитектуры.
Замок 59;4.0;3;4;1;Это здание имеет стандартную конструкцию.
Коровник 46;0.3;5;3;2;Это здание не имеет особых архитектурных особенностей.
Детский сад 22;1.4;2;4;2;Это здание не имеет особых архитектурных особенностей.
Ферма 81;3.0;2;2;5;Это здание является примером функционального дизайна.
Док 28;1.4;4;1;1;Это здание является примером функционального дизайна.
Магазин 41;4.6;2;5;3;У этого здания отличная архитектура.
Лежбище 100;2.5;4;1;3;Это здание построено из стандартных строительных материалов.
Виадук 60;2.2;4;2;4;Это здание не имеет особых архитектурных особенностей.
Торговый центр 34;0.8;4;5;5;Это здание построено из стандартных строительных материалов.
Эскалатор 99;2.0;5;1;4;Это здание имеет стандартную конструкцию.
Котельная 25;1.3;2;3;2;Это здание очень функционально.
Школа 81;1.7;2;2;5;Это здание прекрасно вписывается в окружающий ландшафт.
Аптека 46;2.7;1;2;2;Это здание представляет собой типичный образец современной архитектуры.
Плантация 71;2.6;3;3;5;Это здание имеет стандартную конструкцию.
Торговый центр 34;4.7;2;5;4;Это здание не имеет особых архитектурных особенностей.
Торговый центр 98;0.4;1;1;5;Это здание представляет собой типичный образец современной архитектуры.
Виадук 90;0.7;3;3;4;Это здание не имеет особых архитектурных особенностей.
Скворечник 47;0.9;5;4;4;Это здание не имеет особых архитектурных особенностей.
Нефтепровод 88;5.0;4;5;4;Это здание построено из стандартных строительных материалов.
Банк 33;1.8;3;5;3;Это здание построено из стандартных строительных материалов.
Нефтепровод 88;3.7;2;1;2;Это здание построено из стандартных строительных материалов.
Аптека 46;2.3;2;2;5;Это здание имеет стандартную конструкцию.
Автомойка 2;0.8;1;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Офис 53;2.0;3;2;2;Это здание имеет стандартную конструкцию.
Плантация 88;3.3;2;2;1;Это здание не имеет особых архитектурных особенностей.
Плантация 71;3.6;4;4;1;Это здание очень функционально.
Плантация 71;0.2;4;2;2;Это здание имеет стандартную конструкцию.
Кладбище 39;2.6;3;1;3;Это здание имеет стандартную конструкцию.
Бункер 3;3.2;4;1;4;Это здание имеет стандартную конструкцию.
Ферма 81;1.1;5;5;5;Это здание является примером функционального дизайна.
Лосятник 48;1.1;2;1;4;Это здание очень функционально.
ТЭЦ 30;2.4;5;4;5;Это здание очень функционально.
Термитник 26;3.6;5;4;1;Мне нравится дизайн этого здания.
Утятник 19;3.6;3;2;2;Это здание представляет собой типичный образец современной архитектуры.
Особняк 31;0.2;2;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Плантация 88;1.8;3;5;4;Это здание представляет собой типичный образец современной архитектуры.
Ангар 66;2.8;2;4;1;Это здание имеет стандартную конструкцию.
Нефтепровод 88;4.7;4;5;3;Это здание очень функционально.
Ангар 66;1.8;5;1;2;Мне нравится дизайн этого здания.
Осатаник 58;1.8;1;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 77;4.3;4;1;4;Это здание построено из стандартных строительных материалов.
Утятник 19;2.0;1;4;3;Это здание построено из стандартных строительных материалов.
Шмелиное гнездо 77;3.6;3;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Петля 61;0.9;2;1;3;У этого здания отличная архитектура.
Причал 69;1.8;3;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ангар 66;2.5;5;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Вокзал 32;1.3;1;2;1;Это великолепное здание!
Нефтепровод 88;2.0;1;5;4;Это здание представляет собой типичный образец современной архитектуры.
Автомойка 2;0.8;1;4;2;Это здание не имеет особых архитектурных особенностей.
Свиноферма 50;0.2;2;2;5;Это здание представляет собой типичный образец современной архитектуры.
Ресторан 89;1.2;4;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Супермаркет 87;3.1;1;1;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Псарня 52;0.6;3;3;5;Это здание имеет стандартную конструкцию.
Берлога 77;1.4;3;4;4;Это здание не имеет особых архитектурных особенностей.
Путепровод 97;5.0;1;2;4;Мне нравится дизайн этого здания.
Порт 68;0.3;3;5;3;Это здание имеет стандартную конструкцию.
Ангар 66;1.1;3;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Тоннель 65;3.0;4;5;2;Это здание не имеет особых архитектурных особенностей.
Док 72;2.4;4;5;3;Это здание не имеет особых архитектурных особенностей.
Псарня 52;0.8;4;2;5;Это великолепное здание!
Причал 82;4.2;4;5;2;Это здание представляет собой типичный образец современной архитектуры.
Замок 59;0.1;1;4;4;Это здание прекрасно вписывается в окружающий ландшафт.
Петля 61;3.1;2;1;1;Это здание построено из стандартных строительных материалов.
Супермаркет 87;4.5;5;5;4;Это здание имеет стандартную конструкцию.
Виадук 73;3.4;2;4;1;Это здание не имеет особых архитектурных особенностей.
Дупло 17;0.4;1;4;4;Это здание является примером функционального дизайна.
Ангар 66;3.1;2;4;2;Это здание очень функционально.
Лосятник 48;2.3;4;1;5;Это здание построено из стандартных строительных материалов.
Порт 68;2.6;5;2;4;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 87;1.8;4;1;1;Это здание имеет стандартную конструкцию.
Электростанция 92;2.1;2;4;3;Это здание является примером функционального дизайна.
Петля 61;0.9;1;1;5;Это здание построено из стандартных строительных материалов.
Эскалатор 99;2.1;4;2;1;Это здание имеет стандартную конструкцию.
Особняк 66;4.0;2;5;1;Это здание является примером функционального дизайна.
Псарня 52;0.7;1;2;5;Это здание является примером функционального дизайна.
Гараж 89;2.5;5;1;3;Это здание очень функционально.
ТЭЦ 30;4.0;2;2;4;Это здание не имеет особых архитектурных особенностей.
Супермаркет 86;0.2;4;3;4;Это здание имеет стандартную конструкцию.
Путепровод 97;1.4;3;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Нора 64;4.9;1;1;1;Это здание является примером функционального дизайна.
Пирс 32;2.8;5;5;1;Это здание очень функционально.
Дуплянка 52;2.0;2;2;1;Это здание представляет собой типичный образец современной архитектуры.
Мост 62;5.0;2;2;5;Это здание не имеет особых архитектурных особенностей.
Вокзал 32;2.2;5;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Аптека 46;0.5;1;2;1;Мне нравится дизайн этого здания.
Лосятник 92;1.6;5;1;2;Это здание имеет стандартную конструкцию.
Гараж 89;1.9;3;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Кладбище 39;4.0;5;2;3;Это здание не имеет особых архитектурных особенностей.
Дупло 17;2.9;1;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Автомойка 2;2.4;1;4;5;Это здание очень функционально.
Дупло 17;5.0;5;3;4;Это здание имеет стандартную конструкцию.
Док 28;2.0;1;5;4;Это здание представляет собой типичный образец современной архитектуры.
Мост 62;3.7;4;4;2;Это здание представляет собой типичный образец современной архитектуры.
Альпакарий 35;0.9;4;5;5;У этого здания отличная архитектура.
Верфь 87;1.0;3;5;3;Это здание имеет стандартную конструкцию.
Виадук 73;0.8;1;4;4;Это здание имеет стандартную конструкцию.
