name;place;prise
Макартур 2012;9;41016
Шамкович 1955;2;1500000
Ставангер 2009;11;21484
Вейк-ан-Зее 1991;12;8057
Европа 1987;0;1000000
Чемпионат мира 1975;5;1375000
Ставангер 2009;1;22000000
Вейк-ан-Зее 2008;4;2562500
Политика 1978;4;562500
Вейк-ан-Зее 2008;6;640625
Тилбург 2001;3;1500000
Биль 1995;0;20000000
Гашиш 2013;1;23500000
Макартур 1965;11;11230
Лондон 1963;0;23000000
Тилбург 1980;1;25000000
Пальма 2018;2;8750000
Аэрофлот Опен 1975;12;3174
Вейк-ан-Зее 1969;9;9766
Мемориал Таля 2006;6;640625
Ставангер 2009;10;42969
Биль 1968;5;62500
Чемпионат мира 1961;5;125000
Гашиш 1975;7;242188
Макартур 1965;8;89844
Макартур 1965;4;1437500
Шамкович 1964;4;1812500
Вейк-ан-Зее 1991;2;8250000
Ставангер 1994;2;500000
Линарес 2018;3;875000
Шамкович 1955;4;375000
Турнир претендентов 1954;6;156250
Европа 2010;5;1312500
Алушта 1961;6;390625
Sinquefield Cup 1963;5;875000
Европа 1976;12;5371
Макартур 1965;7;179688
Гашиш 1966;11;13672
Вена 1981;1;19500000
Пальма 2022;10;21484
Вейк-ан-Зее 2001;1;3500000
Гран-при ФИДЕ 1981;3;2750000
Балтийская цепь 1968;1;3000000
Ставангер 2009;5;1375000
Алушта 1957;7;54688
Вена 2008;4;812500
Вена 1988;2;750000
Вейк-ан-Зее 1954;2;7750000
Реджо-нель-Эмилия 1975;6;328125
Вейк-ан-Зее 1991;7;257812
Гашиш 1966;7;218750
Аэрофлот Опен 1975;7;101562
Реджо-нель-Эмилия 2007;11;12207
Аэрофлот Опен 1975;4;812500
Лондон 2007;7;125000
Ставангер 2009;9;85938
Макартур 1951;9;74219
Цюрих 1989;4;1125000
Вейк-ан-Зее 1969;1;2500000
Алушта 1957;5;218750
Линарес 2008;2;4750000
Гашиш 1975;5;968750
Тилбург 2022;1;3500000
Алушта 2016;2;3000000
Вейк-ан-Зее 1991;1;16500000
Вена 2005;8;42969
Тилбург 2022;4;437500
Лондон 1954;2;250000
Вена 2008;3;1625000
Лондон 1988;3;3500000
Биль 1995;13;2441
Линарес 2008;3;2375000
Тилбург 2022;2;1750000
Турнир претендентов 1954;7;78125
Цюрих 1954;1;23500000
Вейк-ан-Зее 1969;4;312500
Балтийская цепь 2015;9;62500
Мемориал Таля 2006;1;20500000
Вена 2008;11;6348
Биль 1994;8;58594
Пальма 1976;1;5500000
Макартур 1951;3;4750000
Европа 1976;11;10742
Пальма 2022;11;10742
Вейк-ан-Зее 1969;7;39062
Алушта 1961;3;3125000
Биль 1994;7;117188
Цюрих 1989;1;9000000
Биль 1968;1;1000000
Алушта 1971;6;640625
Турнир претендентов 1954;10;9766
Пальма 1996;12;10498
Макартур 1965;0;23000000
Хогевен 2009;1;7500000
Макартур 2012;5;656250
Вена 2008;13;1587
Цюрих 2000;0;50000000
Европа 2014;7;31250
Лондон 1988;5;875000
Макартур 1951;4;2375000
Хогевен 2009;5;468750
Вейк-ан-Зее 1991;3;4125000
Тилбург 2001;0;12000000
Цюрих 1963;9;80078
Политика 2019;3;5625000
Балтийская цепь 2015;6;500000
Вейк-ан-Зее 1991;0;33000000
Алушта 1961;4;1562500
Лондон 2007;13;1953
Гран-при ФИДЕ 1981;7;171875
Ставангер 2009;2;11000000
Sinquefield Cup 1963;7;218750
Пальма 1996;2;10750000
Алушта 2024;4;2750000
Алушта 2016;6;187500
Аэрофлот Опен 1990;3;4250000
Вейк-ан-Зее 2001;5;218750
Вена 2005;0;11000000
Лондон 1963;1;11500000
Макартур 1965;2;5750000
Гашиш 1962;2;2500000
Гашиш 2013;5;1468750
Гашиш 1975;0;31000000
Алушта 1957;9;13672
Аэрофлот Опен 1990;9;66406
Биль 1995;1;10000000
Вена 1988;0;3000000
Дортмунд 1995;9;93750
Цюрих 1954;3;5875000
Цюрих 2003;1;4000000
Вейк-ан-Зее 1991;4;2062500
Гашиш 1962;0;10000000
Аэрофлот Опен 1990;2;8500000
Пойковский 1976;7;23438
Чемпионат мира 1975;9;85938
Алушта 2016;4;750000
Европа 1976;8;85938
Пальма 1996;9;83984
Шамкович 1964;3;3625000
Макартур 1951;6;593750
Биль 1968;0;2000000
Пальма 1976;4;687500
Пальма 2022;8;85938
Европа 1976;5;687500
Гран-при ФИДЕ 1981;4;1375000
Sinquefield Cup 1963;8;109375
Лондон 1954;3;125000
Хогевен 2009;7;117188
Гран-при ФИДЕ 1981;9;42969
Алушта 1971;4;2562500
Пальма 2022;4;1375000
Алушта 1961;1;12500000
Биль 1994;2;3750000
Лондон 2007;1;8000000
Алушта 1961;0;25000000
Шамкович 1964;0;29000000
Европа 2014;1;2000000
Тилбург 2022;5;218750
Sinquefield Cup 2008;0;21000000
Биль 1963;1;18500000
Пальма 1996;1;21500000
Цюрих 2003;5;250000
Пойковский 1976;5;93750
Политика 1992;3;750000
Европа 2014;0;4000000
Sinquefield Cup 2008;2;5250000
Шамкович 1981;0;20000000
Реджо-нель-Эмилия 1975;4;1312500
Вейк-ан-Зее 2008;13;5005
Гран-при ФИДЕ 1981;2;5500000
Гран-при ФИДЕ 1961;0;9000000
Чемпионат мира 1975;10;42969
Цюрих 1963;4;2562500
Реджо-нель-Эмилия 2007;10;24414
Балтийская цепь 2015;7;250000
Алушта 1987;6;62500
Вена 2005;3;1375000
Алушта 2016;5;375000
Чемпионат мира 1994;0;45000000
Цюрих 1954;0;47000000
Хогевен 2020;10;45898
Европа 2014;2;1000000
Алушта 1971;2;10250000
Алушта 1971;13;5005
Вена 2005;4;687500
Пальма 1977;1;8000000
Лондон 1954;0;1000000
Турнир претендентов 1954;1;5000000
Вена 1988;11;1465
Шамкович 2015;6;234375
Вейк-ан-Зее 2008;2;10250000
Аэрофлот Опен 1975;11;6348
Аэрофлот Опен 1975;2;3250000
Пальма 2022;5;687500
Тилбург 1980;6;781250
Реджо-нель-Эмилия 1975;5;656250
Пальма 2018;12;8545
Ставангер 1987;6;625000
Алушта 1987;7;31250
Sinquefield Cup 1963;4;1750000
Тилбург 1980;5;1562500
Гашиш 1975;2;7750000
Европа 2016;4;2375000
Ставангер 1987;0;40000000
Биль 1995;10;19531
Макартур 1965;3;2875000
Вейк-ан-Зее 1991;9;64453
Шамкович 1955;5;187500
Турнир претендентов 1954;2;2500000
Цюрих 1954;2;11750000
Пальма 1996;4;2687500
Вена 1954;2;7250000
Биль 1994;0;15000000
Европа 1976;7;171875
Кубок мира 1990;3;3750000
Макартур 2012;7;164062
Биль 1994;4;937500
Sinquefield Cup 1963;13;3418
Шамкович 1955;3;750000
Цюрих 2003;8;31250
Гашиш 1966;9;54688
Цюрих 1963;10;40039
Цюрих 1989;5;562500
Хогевен 1952;3;3000000
Вена 2008;12;3174
Гашиш 2013;0;47000000
Sinquefield Cup 2008;3;2625000
Аэрофлот Опен 1990;4;2125000
Sinquefield Cup 2023;2;8500000
Тилбург 2022;8;27344
Ставангер 1987;4;2500000
Вена 2005;9;21484
Кубок мира 1990;0;30000000
Шамкович 1955;1;3000000
Европа 2014;5;125000
Лондон 2016;3;5625000
Тилбург 1980;9;97656
Лондон 2007;3;2000000
Хогевен 2020;8;183594
Хогевен 2020;2;11750000
Алушта 1961;2;6250000
Цюрих 2003;0;8000000
Вена 1988;6;46875
Ставангер 2009;13;5371
Ставангер 1987;8;156250
Шамкович 1964;5;906250
Чемпионат мира 1961;1;2000000
Пальма 2022;13;2686
Мемориал Таля 2006;13;5005
Шамкович 1964;2;7250000
Шамкович 2015;3;1875000
Алушта 1957;6;109375
Лондон 1988;6;437500
Алушта 1971;3;5125000
Вейк-ан-Зее 1969;5;156250
Чемпионат мира 1961;3;500000
Европа 2010;1;21000000
Макартур 2012;6;328125
Вейк-ан-Зее 2008;12;10010
Реджо-нель-Эмилия 2010;0;47000000
Аэрофлот Опен 1975;1;8000000
Гашиш 1966;0;28000000
Тилбург 1980;3;6250000
Алушта 1971;10;40039
Гашиш 1966;14;2000
Ставангер 1994;4;125000
Цюрих 1963;3;5125000
Аэрофлот Опен 1975;10;12695
Вена 2005;6;171875
Дортмунд 1995;5;1500000
Лондон 1992;4;1125000
Лондон 1988;11;13672
Лондон 2007;8;62500
Лондон 1961;1;11500000
Гран-при ФИДЕ 1961;1;4500000
Макартур 2012;1;10500000
Пойковский 1976;6;46875
Шамкович 2015;4;937500
Биль 1963;2;9250000
Тилбург 1980;0;50000000
Реджо-нель-Эмилия 2010;1;23500000
Гран-при ФИДЕ 1981;6;343750
Вена 2008;0;13000000
Гашиш 2013;4;2937500
Алушта 2024;2;11000000
Вена 2005;10;10742
Балтийская цепь 1968;0;6000000
Вена 2005;7;85938
Биль 1995;5;625000
Алушта 2024;3;5500000
Макартур 1965;9;44922
Политика 1978;2;2250000
Макартур 2012;8;82031
Реджо-нель-Эмилия 2007;0;25000000
Хогевен 2020;7;367188
Дортмунд 1995;7;375000
Цюрих 1980;0;50000000
Биль 1995;3;2500000
Турнир претендентов 1954;0;10000000
Шамкович 1955;10;5859
Лондон 1961;0;23000000
Линарес 2018;0;7000000
Sinquefield Cup 1963;6;437500
Алушта 1971;0;41000000
Алушта 1987;8;15625
Sinquefield Cup 2008;1;10500000
Биль 1968;4;125000
Вейк-ан-Зее 1991;8;128906
Алушта 2016;7;93750
Цюрих 2003;7;62500
Алушта 2024;0;44000000
Шамкович 1981;5;625000
Биль 1994;10;14648
Турнир претендентов 1954;12;2441
Аэрофлот Опен 1990;11;16602
Аэрофлот Опен 1990;10;33203
Шамкович 1981;6;312500
Лондон 1992;3;2250000
Гашиш 1966;5;875000
Политика 1992;1;3000000
Европа 1987;2;250000
Макартур 2012;3;2625000
Пальма 2018;8;136719
Турнир претендентов 1954;3;1250000
Гашиш 1975;1;15500000
Вейк-ан-Зее 2008;11;20020
Ставангер 2009;8;171875
Кубок мира 1990;2;7500000
Алушта 1987;3;500000
Лондон 2016;1;22500000
Ставангер 2009;6;687500
Аэрофлот Опен 1990;0;34000000
Тилбург 1961;2;10000000
Шамкович 1955;7;46875
Чемпионат мира 1975;2;11000000
Биль 1997;2;10000000
Пальма 2018;10;34180
Лондон 2016;2;11250000
Пальма 2022;2;5500000
Алушта 1987;10;3906
Дортмунд 1995;4;3000000
Линарес 2008;1;9500000
Аэрофлот Опен 1975;2;4000000
Макартур 1951;0;38000000
Турнир претендентов 1954;8;39062
Аэрофлот Опен 1975;1;6500000
Гашиш 1966;10;27344
Цюрих 1989;3;2250000
Цюрих 2000;2;12500000
Политика 1992;0;6000000
Биль 1968;2;500000
Линарес 2018;2;1750000
Вейк-ан-Зее 2001;3;875000
Цюрих 1980;3;6250000
Пойковский 1976;2;750000
Тилбург 2022;6;109375
Пальма 2018;11;17090
Алушта 1971;12;10010
Гран-при ФИДЕ 1981;8;85938
Аэрофлот Опен 1975;0;16000000
Чемпионат мира 1975;6;687500
Цюрих 1980;2;12500000
Биль 1995;9;39062
Алушта 1971;5;1281250
Балтийская цепь 2015;2;8000000
Лондон 1973;12;1465
Шамкович 1981;4;1250000
Алушта 1957;8;27344
Кубок мира 1990;1;15000000
Макартур 2012;0;21000000
Гашиш 1966;3;3500000
Биль 1997;1;20000000
Аэрофлот Опен 1990;6;531250
Мемориал Таля 2006;4;2562500
Пальма 1977;3;2000000
Биль 1995;8;78125
Пойковский 1976;0;3000000
Хогевен 2020;6;734375
Ставангер 2009;7;343750
Шамкович 2015;2;3750000
Гран-при ФИДЕ 1994;3;3875000
Реджо-нель-Эмилия 1959;0;7000000
Цюрих 1963;0;41000000
Лондон 1973;6;93750
Хогевен 2020;4;2937500
Хогевен 2009;9;29297
Чемпионат мира 1975;1;22000000
Лондон 2007;12;3906
Шамкович 1955;12;2000
Политика 2019;1;22500000
Шамкович 1964;1;14500000
Шамкович 1981;7;156250
Аэрофлот Опен 1975;8;50781
Пальма 1996;7;335938
Чемпионат мира 1994;2;11250000
Дортмунд 1995;8;187500
Цюрих 1963;11;20020
Гашиш 1966;6;437500
Лондон 1973;7;46875
Европа 2014;8;15625
Пальма 2022;6;343750
Чемпионат мира 1975;4;2750000
Вена 2008;9;25391
Гашиш 1962;4;625000
Европа 2016;1;19000000
Тилбург 2001;1;6000000
Вена 2008;5;406250
Вена 1954;5;906250
Пальма 2018;0;35000000
Вейк-ан-Зее 1991;6;515625
Тилбург 1980;4;3125000
Цюрих 1963;6;640625
Вейк-ан-Зее 1991;5;1031250
Европа 2014;10;3906
Чемпионат мира 1975;8;171875
Кубок мира 1990;4;1875000
Ставангер 1994;3;250000
Цюрих 2003;3;1000000
Ставангер 2009;12;10742
Пойковский 1976;4;187500
Тилбург 1980;2;12500000
Политика 2019;5;1406250
Sinquefield Cup 1963;9;54688
Вейк-ан-Зее 1954;1;15500000
Вена 2008;1;6500000
Лондон 1961;2;5750000
Политика 1992;6;93750
Вейк-ан-Зее 1954;0;31000000
Тилбург 2022;0;7000000
Sinquefield Cup 1963;11;13672
Пальма 1996;10;41992
Лондон 2007;0;16000000
Гашиш 1966;13;3418
Реджо-нель-Эмилия 1959;2;1750000
Алушта 1957;0;7000000
Sinquefield Cup 2023;0;34000000
Лондон 1988;9;54688
Хогевен 2009;10;14648
Макартур 2012;10;20508
Мемориал Таля 2006;3;5125000
Хогевен 1952;4;1500000
Пальма 1977;0;16000000
Цюрих 1989;2;4500000
Цюрих 2003;4;500000
Европа 1976;4;1375000
Лондон 1988;4;1750000
Пальма 1996;3;5375000
Лондон 1988;2;7000000
Гашиш 1966;1;14000000
Sinquefield Cup 2023;4;2125000
Хогевен 1952;2;6000000
Гашиш 2013;3;5875000
Ставангер 2009;3;5500000
Пальма 2018;3;4375000
Макартур 1965;1;11500000
Турнир претендентов 1954;4;625000
Вена 1954;3;3625000
Алушта 1987;0;4000000
Макартур 1965;6;359375
Тилбург 1961;4;2500000
Вейк-ан-Зее 2008;8;160156
Алушта 1987;11;1953
Алушта 2024;1;22000000
Линарес 2008;5;593750
Алушта 1971;7;320312
Ставангер 1987;10;39062
Политика 2019;2;11250000
Чемпионат мира 1975;0;44000000
Вейк-ан-Зее 1991;13;4028
Мемориал Таля 2006;14;2502
Европа 1976;2;5500000
Хогевен 1952;0;24000000
Лондон 1973;13;732
Гран-при ФИДЕ 1994;2;7750000
Политика 1978;1;4500000
Лондон 1973;10;5859
Пальма 2018;7;273438
Вейк-ан-Зее 1954;3;3875000
Лондон 2007;5;500000
Вейк-ан-Зее 2008;5;1281250
Sinquefield Cup 1963;10;27344
Лондон 1973;4;375000
Вейк-ан-Зее 1969;2;1250000
Реджо-нель-Эмилия 1975;1;10500000
Дортмунд 1961;0;5000000
Вена 1981;3;4875000
Лондон 2007;10;15625
Политика 2019;4;2812500
Цюрих 2003;6;125000
Гашиш 1966;4;1750000
Sinquefield Cup 2023;3;4250000
Гашиш 1962;3;1250000
Реджо-нель-Эмилия 2007;7;195312
Реджо-нель-Эмилия 2007;5;781250
Шамкович 2015;7;117188
Лондон 1988;10;27344
Европа 1987;4;62500
Вейк-ан-Зее 2008;1;20500000
Вейк-ан-Зее 2008;3;5125000
Лондон 1963;2;5750000
Алушта 2024;5;1375000
Лондон 2007;11;7812
Европа 2010;7;328125
Цюрих 1980;6;781250
Тилбург 1961;6;625000
Биль 1997;3;5000000
Тилбург 1961;5;1250000
Ставангер 1987;1;20000000
Пальма 2022;12;5371
Цюрих 1963;1;20500000
Европа 2010;3;5250000
Балтийская цепь 2015;0;32000000
Тилбург 1961;0;40000000
Алушта 2016;3;1500000
Европа 1976;6;343750
Пойковский 1976;3;375000
Sinquefield Cup 2023;5;1062500
Пальма 1996;11;20996
Лондон 1973;0;6000000
Вейк-ан-Зее 2008;0;41000000
Политика 1992;5;187500
Гашиш 2013;2;11750000
Аэрофлот Опен 1975;3;1625000
Макартур 1951;7;296875
Биль 1968;6;31250
Реджо-нель-Эмилия 1975;3;2625000
Хогевен 1952;1;12000000
Лондон 2007;6;250000
Лондон 1992;1;9000000
Лондон 1973;8;23438
Биль 1963;0;37000000
Биль 1995;6;312500
Пальма 1976;3;1375000
Цюрих 1954;4;2937500
Европа 2016;0;38000000
Балтийская цепь 2015;5;1000000
Вейк-ан-Зее 2001;2;1750000
Гашиш 1975;4;1937500
Биль 1994;11;7324
Пальма 2018;5;1093750
Пальма 2022;14;2000
Вена 1954;4;1812500
Аэрофлот Опен 1975;6;203125
Мемориал Таля 2006;0;41000000
Вена 1981;5;1218750
Дортмунд 1995;1;24000000
Алушта 2016;1;6000000
Ставангер 1994;1;1000000
Политика 1992;4;375000
Европа 2010;6;656250
Шамкович 1955;9;11719
Вена 1981;2;9750000
Гран-при ФИДЕ 1961;3;1125000
Дортмунд 1995;6;750000
Вейк-ан-Зее 2008;9;80078
Алушта 1971;8;160156
Пальма 1996;8;167969
Аэрофлот Опен 1990;1;17000000
Реджо-нель-Эмилия 2007;3;3125000
Алушта 1987;5;125000
Балтийская цепь 2015;3;4000000
Вейк-ан-Зее 2001;0;7000000
Европа 1987;3;125000
Вена 2005;1;5500000
Хогевен 2009;3;1875000
Алушта 2016;8;46875
Реджо-нель-Эмилия 1959;1;3500000
Мемориал Таля 2006;8;160156
Ставангер 1987;7;312500
Тилбург 1961;3;5000000
Шамкович 1981;3;2500000
Биль 1995;7;156250
Мемориал Таля 2006;12;10010
Тилбург 2001;2;3000000
Биль 1995;12;4883
Лондон 1988;1;14000000
Шамкович 2015;5;468750
Пальма 1996;0;43000000
Вейк-ан-Зее 2008;10;40039
Цюрих 1963;5;1281250
Цюрих 1980;1;25000000
Вейк-ан-Зее 1969;8;19531
Лондон 1973;3;750000
Шамкович 1955;8;23438
Гран-при ФИДЕ 1994;0;31000000
Тилбург 2001;4;750000
Алушта 1971;9;80078
Цюрих 2003;9;15625
Алушта 1957;2;1750000
Sinquefield Cup 1963;12;6836
Биль 1997;0;40000000
Биль 1968;3;250000
Гашиш 1975;3;3875000
Биль 1995;4;1250000
Тилбург 2022;9;13672
Европа 2014;3;500000
Ставангер 1987;12;9766
Sinquefield Cup 1963;3;3500000
Европа 1976;10;21484
Пальма 2018;6;546875
Sinquefield Cup 2023;1;17000000
Алушта 1971;1;20500000
Мемориал Таля 2006;10;40039
Ставангер 1987;2;10000000
Лондон 1973;9;11719
Турнир претендентов 2006;1;1000000
Чемпионат мира 1975;12;10742
Хогевен 2020;0;47000000
Ставангер 1994;0;2000000
Хогевен 2009;6;234375
Гран-при ФИДЕ 1994;4;1937500
Биль 1994;3;1875000
Биль 1994;6;234375
Вена 1988;3;375000
Пальма 2018;4;2187500
Цюрих 1963;8;160156
Биль 1994;9;29297
Европа 1987;1;500000
Дортмунд 1961;4;312500
Гран-при ФИДЕ 1994;1;15500000
Балтийская цепь 2015;4;2000000
Пальма 2022;1;11000000
Ставангер 2009;4;2750000
Реджо-нель-Эмилия 2007;8;97656
Реджо-нель-Эмилия 2007;1;12500000
Чемпионат мира 1975;3;5500000
Лондон 2007;9;31250
Вейк-ан-Зее 1954;4;1937500
Шамкович 1955;11;2930
Тилбург 2001;5;375000
Гашиш 1966;8;109375
Пальма 2022;0;22000000
Пальма 1996;6;671875
Ставангер 1987;11;19531
Тилбург 2022;7;54688
Лондон 1973;2;1500000
Политика 1978;3;1125000
Тилбург 2022;3;875000
Ставангер 2009;0;44000000
Хогевен 2009;2;3750000
Европа 2014;9;7812
Пальма 2018;9;68359
Аэрофлот Опен 1975;0;13000000
Турнир претендентов 1954;9;19531
Лондон 1973;1;3000000
Гашиш 1962;1;5000000
Алушта 1987;1;2000000
Хогевен 2009;0;15000000
Турнир претендентов 1954;11;4883
Европа 2014;6;62500
Алушта 1957;3;875000
Мемориал Таля 2006;11;20020
Вена 1981;0;39000000
Чемпионат мира 1994;1;22500000
Хогевен 2009;8;58594
Биль 1994;1;7500000
Дортмунд 1961;5;156250
Реджо-нель-Эмилия 2007;12;6104
Вена 2008;2;3250000
Макартур 1965;5;718750
Алушта 1987;4;250000
Алушта 2016;0;12000000
Гран-при ФИДЕ 1961;2;2250000
Гран-при ФИДЕ 1981;1;11000000
Алушта 1961;5;781250
Линарес 2008;0;19000000
Чемпионат мира 1961;4;250000
Пальма 2022;3;2750000
Цюрих 1980;5;1562500
Дортмунд 1995;3;6000000
Гашиш 1966;12;6836
Европа 1976;0;22000000
Мемориал Таля 2006;9;80078
Макартур 1965;10;22461
Ставангер 1987;5;1250000
Хогевен 2020;5;1468750
Цюрих 1989;0;18000000
Европа 1976;1;11000000
Чемпионат мира 1994;4;2812500
Вейк-ан-Зее 2001;4;437500
Чемпионат мира 1961;6;62500
Вена 1988;10;2930
Балтийская цепь 2015;10;31250
Хогевен 2020;3;5875000
Вена 1988;8;11719
Вена 2008;8;50781
Турнир претендентов 2006;2;500000
Лондон 1973;5;187500
Пойковский 1976;8;11719
Пойковский 1976;1;1500000
Цюрих 1963;2;10250000
Реджо-нель-Эмилия 2010;3;5875000
Балтийская цепь 2015;8;125000
Реджо-нель-Эмилия 1975;2;5250000
Макартур 1951;8;148438
Аэрофлот Опен 1990;12;8301
Турнир претендентов 2006;0;2000000
Вейк-ан-Зее 1969;3;625000
Хогевен 2020;1;23500000
Лондон 1988;0;28000000
Чемпионат мира 1994;3;5625000
Вена 2008;7;101562
Гран-при ФИДЕ 1981;5;687500
Политика 1992;2;1500000
Биль 1963;3;4625000
Реджо-нель-Эмилия 2007;6;390625
Аэрофлот Опен 1990;8;132812
Европа 1976;9;42969
Sinquefield Cup 2023;6;531250
Лондон 1961;4;1437500
Шамкович 1981;1;10000000
Политика 1978;0;9000000
Шамкович 1955;6;93750
Биль 1995;2;5000000
Аэрофлот Опен 1990;7;265625
Аэрофлот Опен 1975;5;406250
Гран-при ФИДЕ 1981;0;22000000
Вена 1988;4;187500
Лондон 1988;7;218750
Европа 1987;5;31250
Чемпионат мира 1975;7;343750
Вейк-ан-Зее 1991;11;16113
Дортмунд 1961;2;1250000
Тилбург 1980;7;390625
Алушта 1961;7;195312
Биль 1997;4;2500000
Лондон 1954;1;500000
Цюрих 2003;2;2000000
Лондон 1988;8;109375
Вена 1988;9;5859
Реджо-нель-Эмилия 1975;7;164062
Шамкович 1955;13;2000
Чемпионат мира 1961;0;4000000
Цюрих 1963;7;320312
Ставангер 1987;9;78125
Sinquefield Cup 1963;1;14000000
Цюрих 1980;7;390625
Европа 1976;3;2750000
Политика 2019;6;703125
Дортмунд 1961;3;625000
Пальма 1976;2;2750000
Алушта 1971;11;20020
Биль 1994;5;468750
Лондон 1992;5;562500
Вейк-ан-Зее 1969;6;78125
Вена 2005;2;2750000
Дортмунд 1995;2;12000000
Пальма 1976;0;11000000
Макартур 2012;4;1312500
Макартур 1951;2;9500000
Вена 1988;1;1500000
Цюрих 2000;1;25000000
Шамкович 1981;2;5000000
Ставангер 2009;14;2686
Балтийская цепь 2015;11;15625
Дортмунд 1995;0;48000000
Тилбург 1980;8;195312
Балтийская цепь 1968;2;1500000
Линарес 2018;1;3500000
Биль 1995;11;9766
Мемориал Таля 2006;5;1281250
Гашиш 1975;6;484375
Реджо-нель-Эмилия 2007;9;48828
Европа 2010;4;2625000
Цюрих 1980;4;3125000
