name;rating;convenience;security;functionality;comment
Подвал 27;2.3;1;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Вокзал 44;3.8;1;5;2;Это здание имеет стандартную конструкцию.
Паутинник 94;2.7;3;1;1;Это здание является примером функционального дизайна.
Улей 95;3.6;3;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Подвал 27;1.8;3;2;5;Это здание не имеет особых архитектурных особенностей.
Муравейник 35;0.3;4;5;2;Это здание имеет стандартную конструкцию.
Церковь 94;0.4;2;5;4;Это великолепное здание!
Гусятник 59;1.7;1;5;2;Это здание представляет собой типичный образец современной архитектуры.
Церковь 94;2.1;2;3;4;Это здание очень функционально.
Свиноферма 21;4.0;5;1;3;Это здание построено из стандартных строительных материалов.
Лосятник 96;2.0;1;3;1;Это здание является примером функционального дизайна.
Подвал 1;0.7;5;4;1;У этого здания отличная архитектура.
Маяк 16;1.7;4;5;5;Это великолепное здание!
Гараж 63;1.1;5;2;2;Это здание не имеет особых архитектурных особенностей.
Вокзал 44;4.0;5;3;3;Это здание имеет стандартную конструкцию.
Лежбище 44;2.1;5;3;2;Это здание построено из стандартных строительных материалов.
Паутинник 94;2.8;2;3;4;Это великолепное здание!
Улей 95;4.5;5;1;2;Это здание не имеет особых архитектурных особенностей.
Чердак 34;4.1;3;1;1;Это здание построено из стандартных строительных материалов.
Кафе 27;3.8;4;1;4;Это здание представляет собой типичный образец современной архитектуры.
Дворец 53;1.3;5;2;3;Это великолепное здание!
Верфь 18;5.0;2;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Свиноферма 33;1.0;2;5;3;Это здание не имеет особых архитектурных особенностей.
Муравейник 35;3.7;2;2;1;Это здание имеет стандартную конструкцию.
Пасека 30;0.1;5;5;4;Это здание построено из стандартных строительных материалов.
Ангар 47;2.8;2;1;4;Это здание представляет собой типичный образец современной архитектуры.
Канализация 67;3.0;1;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Подвал 27;1.6;4;3;1;Это здание имеет стандартную конструкцию.
Ангар 53;2.6;1;5;3;Это здание представляет собой типичный образец современной архитектуры.
Подвал 27;2.8;2;4;3;Это здание является примером функционального дизайна.
Бункер 54;2.0;5;5;5;Мне нравится дизайн этого здания.
Гараж 63;3.8;3;1;5;Это великолепное здание!
Верблюжатник 92;1.6;4;1;2;Это здание имеет стандартную конструкцию.
Канализация 67;3.6;5;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Альпакарий 47;4.8;1;5;2;Это здание представляет собой типичный образец современной архитектуры.
Свиноферма 21;3.8;4;5;4;У этого здания отличная архитектура.
Стадион 58;0.9;4;1;1;Это здание очень функционально.
Почта 18;2.6;1;2;3;Это здание построено из стандартных строительных материалов.
Отель 71;2.2;3;2;5;Это здание является примером функционального дизайна.
ТЭЦ 77;2.6;4;5;2;Это здание имеет стандартную конструкцию.
Развязка 17;1.0;3;1;2;Это здание очень функционально.
Паутинник 94;3.8;4;5;3;Это здание построено из стандартных строительных материалов.
Свиноферма 33;4.7;2;4;3;Это здание является примером функционального дизайна.
Мостки 69;3.3;1;1;3;Это здание является примером функционального дизайна.
Подвал 1;1.2;3;2;1;Это здание представляет собой типичный образец современной архитектуры.
Муравейник 35;2.3;3;1;3;У этого здания отличная архитектура.
Мостки 69;1.2;4;1;4;Это здание не имеет особых архитектурных особенностей.
Развязка 17;1.5;5;2;3;Мне нравится дизайн этого здания.
Гусятник 59;2.5;1;2;5;Это здание построено из стандартных строительных материалов.
Волчатник 8;0.1;1;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Почта 18;0.1;4;5;5;Это здание очень функционально.
Муравейник 35;0.3;5;2;2;Это здание построено из стандартных строительных материалов.
Музей 64;2.6;1;2;2;Это великолепное здание!
Верфь 18;1.3;2;3;2;Это здание представляет собой типичный образец современной архитектуры.
Конюшня 47;1.2;5;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гнездо 82;3.0;2;4;4;Это здание построено из стандартных строительных материалов.
Силок 98;0.2;5;2;2;Это здание построено из стандартных строительных материалов.
Церковь 94;0.9;2;4;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Паутинник 94;2.1;5;2;2;Это здание является примером функционального дизайна.
Мостки 69;2.1;1;4;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Сеть 1;4.7;3;5;3;У этого здания отличная архитектура.
Хаус 55;4.1;4;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Мостки 69;1.0;2;2;2;Это здание не имеет особых архитектурных особенностей.
Свиноферма 21;2.0;2;2;5;Это здание имеет стандартную конструкцию.
Ангар 53;2.4;2;4;5;У этого здания отличная архитектура.
Автомойка 80;3.5;1;1;2;Это здание построено из стандартных строительных материалов.
Стадион 97;0.3;4;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Почта 18;0.6;2;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Аэропорт 3;1.6;3;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Аэропорт 3;4.7;5;3;3;Это здание представляет собой типичный образец современной архитектуры.
Подвал 27;3.2;3;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Ангар 47;1.7;4;1;3;Это здание не имеет особых архитектурных особенностей.
Мануфактура 49;4.3;4;2;3;Это здание является примером функционального дизайна.
Переправа 10;3.0;3;2;3;Это здание представляет собой типичный образец современной архитектуры.
Гусятник 59;3.6;4;5;4;Это здание имеет стандартную конструкцию.
Хаус 55;0.4;4;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мостки 69;1.2;2;1;3;Это великолепное здание!
Автомойка 80;3.0;1;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лестница 48;3.5;5;1;1;Мне нравится дизайн этого здания.
Мостки 34;0.6;4;1;1;Это великолепное здание!
Подвал 27;4.5;5;1;5;Это здание является примером функционального дизайна.
ТЭЦ 92;4.7;4;4;3;У этого здания отличная архитектура.
Причал 99;4.9;5;4;1;Это здание не имеет особых архитектурных особенностей.
Конюшня 47;1.0;3;4;3;Это здание не имеет особых архитектурных особенностей.
Свиноферма 21;1.1;5;1;3;Это здание прекрасно вписывается в окружающий ландшафт.
Стадион 97;3.1;1;2;5;Это здание построено из стандартных строительных материалов.
Аэропорт 3;1.0;2;2;2;Это здание не имеет особых архитектурных особенностей.
Отель 24;4.7;2;3;3;Это здание представляет собой типичный образец современной архитектуры.
Переправа 10;2.7;1;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Сеть 1;3.7;2;5;2;Это здание построено из стандартных строительных материалов.
Аэропорт 3;0.9;1;5;4;У этого здания отличная архитектура.
Аэропорт 3;2.2;2;4;1;Это здание построено из стандартных строительных материалов.
Сеть 1;2.6;5;1;2;Это здание не имеет особых архитектурных особенностей.
ТЭЦ 77;1.0;2;4;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Убежище 22;3.7;3;2;3;Это здание является примером функционального дизайна.
Муравейник 35;1.3;3;5;4;Это великолепное здание!
Конюшня 47;0.9;2;5;2;Это здание построено из стандартных строительных материалов.
Улей 95;0.8;2;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Завод 95;3.1;4;3;1;Это здание представляет собой типичный образец современной архитектуры.
Стадион 58;1.2;1;2;3;Это здание представляет собой типичный образец современной архитектуры.
Аэропорт 3;4.7;2;3;2;Это здание является примером функционального дизайна.
Особняк 30;3.9;4;5;3;Это великолепное здание!
Маяк 16;0.7;4;1;3;Это здание построено из стандартных строительных материалов.
Муравейник 35;4.0;2;1;5;Это здание имеет стандартную конструкцию.
Ангар 53;3.7;5;1;1;Это здание построено из стандартных строительных материалов.
Особняк 30;5.0;2;3;4;Это здание представляет собой типичный образец современной архитектуры.
Канализация 67;0.4;2;3;3;Это великолепное здание!
Причал 89;4.1;5;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Школа 40;1.8;5;1;5;Это здание имеет стандартную конструкцию.
Пасека 30;2.6;1;4;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Развязка 17;3.6;4;1;3;Это здание построено из стандартных строительных материалов.
ТЭЦ 77;2.0;2;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Дворец 53;3.7;3;5;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Гусятник 59;3.1;1;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Церковь 94;3.4;1;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Переправа 10;4.3;1;2;4;Это великолепное здание!
Хаус 55;0.9;1;5;4;Это великолепное здание!
Подвал 68;1.1;4;3;5;Это здание представляет собой типичный образец современной архитектуры.
Волчатник 8;4.3;4;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Аэропорт 3;4.9;1;2;5;Это здание представляет собой типичный образец современной архитектуры.
Мостки 34;3.2;2;1;2;Это здание имеет стандартную конструкцию.
Осатаник 13;4.9;1;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кошара 92;0.2;1;2;5;Мне нравится дизайн этого здания.
Мануфактура 49;1.6;4;1;5;У этого здания отличная архитектура.
Бомбоубежище 77;0.3;3;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Музей 64;0.1;2;5;3;У этого здания отличная архитектура.
Мостки 34;0.5;4;5;5;Это здание построено из стандартных строительных материалов.
Аэропорт 3;3.1;3;1;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Детский сад 8;1.8;3;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Аэропорт 3;3.8;2;2;4;Это здание является примером функционального дизайна.
Завод 95;2.1;3;3;3;Это здание очень функционально.
Силок 98;1.9;1;5;5;Это здание представляет собой типичный образец современной архитектуры.
Аэропорт 3;3.2;5;5;2;Это здание очень функционально.
Отель 71;0.4;2;3;3;Это здание построено из стандартных строительных материалов.
Сеть 1;4.0;4;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Офис 86;1.2;3;5;2;Это здание очень функционально.
Коровник 76;2.2;1;3;2;Это здание является примером функционального дизайна.
Виадук 95;2.7;2;1;5;У этого здания отличная архитектура.
Гнездо 82;2.8;3;5;4;Это здание построено из стандартных строительных материалов.
Свиноферма 33;4.7;5;5;5;Это здание является примером функционального дизайна.
Отель 71;4.1;3;5;1;Это здание имеет стандартную конструкцию.
Лестница 48;5.0;4;1;1;У этого здания отличная архитектура.
Офис 86;0.4;3;3;5;Это здание является примером функционального дизайна.
Дворец 53;0.8;5;4;5;Это здание построено из стандартных строительных материалов.
Порт 36;1.5;2;5;4;Мне нравится дизайн этого здания.
Мостки 69;0.3;2;3;2;Мне нравится дизайн этого здания.
Сеть 1;3.7;2;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Мануфактура 49;3.8;2;1;5;Это здание очень функционально.
ТЭЦ 77;2.7;2;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Хаус 55;3.0;2;5;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Паутинник 94;0.3;1;2;1;Это здание имеет стандартную конструкцию.
Осатаник 13;0.8;3;5;5;Это здание имеет стандартную конструкцию.
Бомбоубежище 77;2.5;3;2;2;Это здание является примером функционального дизайна.
Бомбоубежище 77;1.3;5;3;1;Это здание представляет собой типичный образец современной архитектуры.
Музей 64;2.6;1;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Музей 64;0.5;3;3;4;Это здание является примером функционального дизайна.
Автомойка 80;4.0;5;4;5;Это здание построено из стандартных строительных материалов.
Ангар 47;4.4;2;2;3;Мне нравится дизайн этого здания.
Мостки 69;3.1;5;3;5;Это здание не имеет особых архитектурных особенностей.
Лосятник 96;5.0;3;3;2;Это великолепное здание!
Осатаник 13;2.1;5;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Переправа 10;2.9;2;2;3;Это здание является примером функционального дизайна.
Лежбище 44;0.5;3;1;3;Это здание имеет стандартную конструкцию.
Почта 18;3.8;1;5;2;Это великолепное здание!
Гараж 63;4.1;1;1;4;У этого здания отличная архитектура.
Убежище 22;2.7;4;1;1;Это здание имеет стандартную конструкцию.
Вокзал 44;4.4;2;3;2;Это великолепное здание!
Маяк 16;4.6;5;3;3;Это здание является примером функционального дизайна.
Академия 67;1.9;5;3;5;Это великолепное здание!
Волчатник 8;4.9;5;3;4;Это здание является примером функционального дизайна.
Лежбище 44;2.3;5;4;3;Это здание представляет собой типичный образец современной архитектуры.
Порт 36;4.4;2;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Осатаник 13;1.0;1;2;3;Это здание представляет собой типичный образец современной архитектуры.
Маяк 16;3.2;3;5;1;Это здание не имеет особых архитектурных особенностей.
Плантация 95;4.1;2;2;5;Это здание построено из стандартных строительных материалов.
Гнездо 82;0.5;1;5;3;Это здание очень функционально.
Осатаник 12;2.8;2;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Музей 64;2.7;3;3;2;Это великолепное здание!
Свиноферма 33;0.1;3;3;2;Это здание построено из стандартных строительных материалов.
Переправа 10;2.7;1;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Кошара 92;4.4;5;1;2;У этого здания отличная архитектура.
Музей 64;1.9;5;1;4;Это здание построено из стандартных строительных материалов.
Развязка 17;3.9;5;3;4;Это здание имеет стандартную конструкцию.
Верблюжатник 92;0.2;5;1;3;Это здание имеет стандартную конструкцию.
Конюшня 47;4.1;2;5;1;Это здание имеет стандартную конструкцию.
Торговый центр 79;1.9;5;4;4;У этого здания отличная архитектура.
Отель 71;2.3;1;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Пасека 30;4.1;3;5;3;Это здание не имеет особых архитектурных особенностей.
Убежище 22;3.3;4;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лежбище 44;1.8;2;5;2;Это здание очень функционально.
Лежбище 44;0.1;1;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Убежище 22;0.8;5;4;5;Это здание представляет собой типичный образец современной архитектуры.
Церковь 94;0.9;1;5;2;Это здание очень функционально.
Ангар 47;0.1;3;3;1;Это здание имеет стандартную конструкцию.
Музей 64;4.2;5;5;5;Это здание является примером функционального дизайна.
Бомбоубежище 77;4.9;5;1;5;У этого здания отличная архитектура.
Порт 36;4.8;1;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Завод 95;0.7;4;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Завод 95;3.3;1;3;3;Это здание очень функционально.
Вокзал 27;1.6;1;3;2;Это здание является примером функционального дизайна.
Офис 86;2.3;5;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лосятник 31;1.1;3;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Аэропорт 3;0.7;5;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лосятник 96;1.7;3;5;5;Это здание не имеет особых архитектурных особенностей.
Паутинник 94;2.1;1;4;3;Мне нравится дизайн этого здания.
Волчатник 8;1.6;2;4;3;Это здание построено из стандартных строительных материалов.
Особняк 30;2.7;3;3;4;Это здание очень функционально.
Лосятник 96;5.0;4;2;4;Это здание представляет собой типичный образец современной архитектуры.
Развязка 17;3.1;3;2;4;Это здание является примером функционального дизайна.
Вокзал 27;3.1;2;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Мануфактура 49;2.0;2;3;3;Это здание является примером функционального дизайна.
ТЭЦ 77;2.4;2;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Завод 95;3.0;3;5;2;У этого здания отличная архитектура.
Торговый центр 79;3.6;5;3;1;Это здание не имеет особых архитектурных особенностей.
Улей 95;3.2;3;3;3;Это здание является примером функционального дизайна.
Верфь 18;3.4;5;1;5;Это здание не имеет особых архитектурных особенностей.
Свиноферма 21;2.2;3;5;2;Это здание построено из стандартных строительных материалов.
Ангар 47;3.5;4;1;4;Это здание очень функционально.
Подвал 27;0.3;1;1;1;Это здание является примером функционального дизайна.
Силок 98;2.2;1;2;4;Это здание очень функционально.
Лежбище 44;1.7;1;4;1;У этого здания отличная архитектура.
Сеть 1;0.3;3;4;3;Это здание является примером функционального дизайна.
Альпакарий 47;0.9;2;1;1;Это здание является примером функционального дизайна.
