name;rating;convenience;security;functionality;comment
Теплотрасса 65;4.4;1;5;3;Это здание не имеет особых архитектурных особенностей.
Автомойка 73;0.4;2;3;1;Это здание представляет собой типичный образец современной архитектуры.
Кинотеатр 39;1.7;2;5;4;Это здание не имеет особых архитектурных особенностей.
Скворечник 42;1.9;4;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Усадьба 99;1.2;2;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Отель 72;3.7;5;3;2;Это здание не имеет особых архитектурных особенностей.
Дупло 24;1.8;1;5;2;Это здание является примером функционального дизайна.
Банк 27;4.0;2;3;5;Это здание построено из стандартных строительных материалов.
Пандус 86;0.9;4;5;5;Это здание имеет стандартную конструкцию.
Мансарда 69;0.2;2;2;3;Мне нравится дизайн этого здания.
Банк 46;0.7;2;1;4;Это здание является примером функционального дизайна.
Верблюжатник 55;3.7;5;1;3;Это здание представляет собой типичный образец современной архитектуры.
Кинотеатр 39;2.9;3;2;1;Это здание построено из стандартных строительных материалов.
Мансарда 69;3.3;5;1;5;Это здание имеет стандартную конструкцию.
Аэропорт 42;4.7;5;4;1;Это здание очень функционально.
Тоннель 32;3.1;5;3;5;У этого здания отличная архитектура.
Газопровод 64;3.4;5;5;2;Это здание имеет стандартную конструкцию.
Осатаник 4;3.0;5;1;1;Это здание является примером функционального дизайна.
Библиотека 72;4.9;2;4;3;Это здание представляет собой типичный образец современной архитектуры.
Псарня 58;1.5;3;4;5;У этого здания отличная архитектура.
Отель 72;0.8;5;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Усадьба 99;1.2;5;5;4;Это здание очень функционально.
Кошара 62;1.7;4;3;3;Это здание является примером функционального дизайна.
 Вилла 51;1.4;1;1;3;Это здание представляет собой типичный образец современной архитектуры.
Мушиный лабиринт 19;4.6;1;5;5;Это здание построено из стандартных строительных материалов.
Ресторан 23;2.2;2;1;1;Это великолепное здание!
Коттедж 89;0.4;1;5;2;Это здание не имеет особых архитектурных особенностей.
Музей 26;4.0;3;5;1;Это здание представляет собой типичный образец современной архитектуры.
Крольчатник 74;2.2;1;3;5;Это великолепное здание!
Порт 31;4.2;1;3;3;Это здание не имеет особых архитектурных особенностей.
Музей 66;3.0;1;5;5;Это здание не имеет особых архитектурных особенностей.
Больница 25;3.9;3;1;1;Это здание имеет стандартную конструкцию.
Автомойка 73;3.5;3;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Конюшня 68;1.0;1;2;4;Это здание является примером функционального дизайна.
Маяк 19;4.9;5;2;3;Это здание не имеет особых архитектурных особенностей.
Конюшня 68;3.5;2;5;1;Это здание построено из стандартных строительных материалов.
Скворечник 42;3.9;4;1;1;Мне нравится дизайн этого здания.
Ресторан 23;2.8;3;4;1;Мне нравится дизайн этого здания.
Сеть 5;4.7;4;2;2;Это здание является примером функционального дизайна.
Музей 66;0.7;3;4;5;У этого здания отличная архитектура.
Кинотеатр 39;2.4;1;2;4;Это здание имеет стандартную конструкцию.
Больница 25;1.0;4;1;5;Это великолепное здание!
Академия 1;3.1;4;4;4;Это здание имеет стандартную конструкцию.
Отель 92;3.2;4;4;3;Это здание является примером функционального дизайна.
Замок 48;3.5;3;1;4;Это здание построено из стандартных строительных материалов.
Коттедж 89;3.3;5;2;5;Это здание является примером функционального дизайна.
Дупло 70;3.6;4;2;1;Это здание является примером функционального дизайна.
Завод 78;0.3;1;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Бункер 96;2.8;3;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Кошара 62;0.8;2;1;3;Это здание не имеет особых архитектурных особенностей.
Кошара 62;5.0;5;5;4;Это здание является примером функционального дизайна.
Нефтепровод 86;3.3;1;4;5;Мне нравится дизайн этого здания.
Бомбоубежище 19;4.5;3;2;4;Это великолепное здание!
Лестница 4;0.2;1;2;3;У этого здания отличная архитектура.
Нефтепровод 86;5.0;3;4;2;Это здание построено из стандартных строительных материалов.
Мануфактура 42;1.6;4;2;1;Это здание построено из стандартных строительных материалов.
Кинотеатр 59;3.5;5;4;5;Мне нравится дизайн этого здания.
Отель 92;1.0;4;4;1;Это здание очень функционально.
Псарня 58;0.3;1;1;1;Это здание является примером функционального дизайна.
Бомбоубежище 19;1.1;1;5;3;Это здание является примером функционального дизайна.
Скворечник 42;2.6;2;4;3;Это здание представляет собой типичный образец современной архитектуры.
Маяк 62;1.8;2;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Магазин 20;4.3;2;1;2;Это здание построено из стандартных строительных материалов.
Тоннель 32;3.8;3;4;4;Это здание очень функционально.
Лестница 4;3.8;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Академия 1;3.2;4;3;3;Это здание имеет стандартную конструкцию.
Усадьба 99;0.8;4;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Скворечник 42;4.4;1;1;1;Это здание имеет стандартную конструкцию.
Отель 92;1.1;5;1;4;Это здание построено из стандартных строительных материалов.
Магазин 74;1.9;1;3;4;Это великолепное здание!
Аптека 25;0.5;1;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Муравейник 63;1.1;1;1;3;Это здание не имеет особых архитектурных особенностей.
Библиотека 56;1.6;1;5;1;Это здание не имеет особых архитектурных особенностей.
Маяк 19;4.3;2;3;2;Это здание построено из стандартных строительных материалов.
Автомойка 73;3.9;2;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Церковь 50;0.3;2;3;4;Это здание является примером функционального дизайна.
Аэропорт 42;2.4;4;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Маяк 19;3.1;4;4;4;Это здание имеет стандартную конструкцию.
Жилой дом 66;1.8;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Газопровод 53;2.6;2;3;2;Это здание не имеет особых архитектурных особенностей.
Больница 25;2.0;3;3;3;Это здание является примером функционального дизайна.
Магазин 20;2.6;5;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Усадьба 99;2.8;3;2;5;Это здание построено из стандартных строительных материалов.
Библиотека 40;2.1;5;2;4;Это здание является примером функционального дизайна.
Крольчатник 74;1.6;5;5;4;Это здание не имеет особых архитектурных особенностей.
Кинотеатр 39;2.2;2;1;1;Это здание является примером функционального дизайна.
Склад 57;3.7;5;5;5;Это великолепное здание!
Завод 78;1.5;3;2;2;Это здание представляет собой типичный образец современной архитектуры.
Свиноферма 13;2.5;1;5;1;Мне нравится дизайн этого здания.
Ангар 2;4.6;2;5;1;Это здание имеет стандартную конструкцию.
Магазин 20;1.1;1;4;1;Это здание не имеет особых архитектурных особенностей.
Кинотеатр 39;0.1;2;1;5;Это здание представляет собой типичный образец современной архитектуры.
Магазин 74;3.5;1;2;1;Это здание имеет стандартную конструкцию.
Пандус 86;3.0;1;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Академия 1;2.7;2;5;4;Мне нравится дизайн этого здания.
Верблюжатник 55;4.9;3;2;3;Это здание является примером функционального дизайна.
 Вилла 51;2.7;3;2;4;Мне нравится дизайн этого здания.
Улей 40;2.5;4;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Псарня 58;0.5;3;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Страусятник 41;0.9;1;2;4;Это здание очень функционально.
Муравейник 63;4.1;2;5;1;Это здание построено из стандартных строительных материалов.
Аэропорт 42;3.5;4;2;1;Это здание прекрасно вписывается в окружающий ландшафт.
Улей 40;1.3;3;2;5;Это здание представляет собой типичный образец современной архитектуры.
Аптека 25;2.2;1;1;4;Это здание построено из стандартных строительных материалов.
Мушиный лабиринт 19;3.6;2;5;2;Это здание является примером функционального дизайна.
 Вилла 51;3.2;2;5;1;Это здание не имеет особых архитектурных особенностей.
Верблюжатник 55;0.8;5;5;2;Это здание представляет собой типичный образец современной архитектуры.
Мушиный лабиринт 19;0.6;2;2;1;У этого здания отличная архитектура.
Борть 66;4.1;5;4;1;Это здание является примером функционального дизайна.
Нефтепровод 86;0.7;2;4;5;Это здание построено из стандартных строительных материалов.
Банк 46;3.3;3;4;3;Это здание является примером функционального дизайна.
Осатаник 4;1.6;5;5;1;У этого здания отличная архитектура.
Мануфактура 42;4.4;5;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Библиотека 40;4.4;5;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ангар 88;2.8;4;3;1;У этого здания отличная архитектура.
Жилой дом 66;1.5;1;4;4;Это здание является примером функционального дизайна.
Автомойка 73;0.9;4;3;4;Это здание построено из стандартных строительных материалов.
Улей 40;1.5;2;3;5;Это здание имеет стандартную конструкцию.
Банк 46;1.2;3;3;4;Это здание не имеет особых архитектурных особенностей.
Музей 66;2.2;4;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Хаус 31;4.6;2;4;3;Это здание не имеет особых архитектурных особенностей.
Детский сад 24;0.2;5;1;1;Это здание имеет стандартную конструкцию.
Дупло 18;3.1;4;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Банк 46;2.4;4;2;4;Это здание имеет стандартную конструкцию.
Кинотеатр 59;2.0;2;4;1;Это здание не имеет особых архитектурных особенностей.
Музей 66;0.1;5;2;5;Мне нравится дизайн этого здания.
Коровник 88;4.6;4;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Жилой дом 66;4.6;2;2;2;Это здание имеет стандартную конструкцию.
Крольчатник 74;4.2;2;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Школа 48;3.1;5;2;5;Это здание прекрасно вписывается в окружающий ландшафт.
Библиотека 72;2.4;2;2;3;Это здание является примером функционального дизайна.
Осатаник 4;2.4;3;5;5;Это здание имеет стандартную конструкцию.
Порт 46;2.1;1;1;1;Это здание не имеет особых архитектурных особенностей.
Верблюжатник 55;4.4;3;3;3;Это здание не имеет особых архитектурных особенностей.
Усадьба 99;2.8;5;2;1;Это здание очень функционально.
Библиотека 72;0.9;2;1;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Церковь 97;2.3;1;3;4;Это здание не имеет особых архитектурных особенностей.
Мушиный лабиринт 19;4.2;2;4;1;Это здание не имеет особых архитектурных особенностей.
Улей 40;1.6;5;4;4;Это здание имеет стандартную конструкцию.
Сеть 5;0.6;5;2;4;Это здание не имеет особых архитектурных особенностей.
Осатаник 4;1.3;1;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Библиотека 56;2.7;1;1;5;Это здание является примером функционального дизайна.
Замок 48;3.6;2;2;3;Это здание является примером функционального дизайна.
Дупло 24;3.7;3;4;5;Это здание построено из стандартных строительных материалов.
Аптека 25;2.0;3;1;1;Это здание очень функционально.
Коттедж 89;2.6;1;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Газопровод 64;3.9;4;2;3;Это здание является примером функционального дизайна.
Электростанция 75;2.2;2;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Свиноферма 13;1.6;5;1;4;Это здание имеет стандартную конструкцию.
Крольчатник 74;0.5;1;3;5;Это здание представляет собой типичный образец современной архитектуры.
Магазин 20;4.9;1;4;1;Это здание является примером функционального дизайна.
Гнездо 84;0.7;5;4;1;Это здание построено из стандартных строительных материалов.
Автомойка 73;0.1;1;1;5;Это здание имеет стандартную конструкцию.
Мансарда 69;3.2;2;5;1;Это великолепное здание!
Автомойка 73;2.9;5;3;2;Это здание является примером функционального дизайна.
Псарня 58;3.4;3;5;4;Мне нравится дизайн этого здания.
Гусятник 78;4.3;5;3;3;Это здание представляет собой типичный образец современной архитектуры.
Лестница 4;3.7;2;4;1;У этого здания отличная архитектура.
Музей 66;3.2;4;2;5;Это здание является примером функционального дизайна.
Хаус 31;3.1;3;2;2;Это здание очень функционально.
Кошара 62;3.6;5;5;2;Это здание представляет собой типичный образец современной архитектуры.
Церковь 50;2.3;3;3;2;Это здание очень функционально.
Аэропорт 42;3.7;3;2;1;Это здание является примером функционального дизайна.
Музей 26;3.9;4;2;2;У этого здания отличная архитектура.
Кошара 62;3.8;1;3;5;Это здание не имеет особых архитектурных особенностей.
Гусятник 78;4.4;1;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Крольчатник 74;1.4;4;3;3;Это здание не имеет особых архитектурных особенностей.
Магазин 20;2.5;2;5;2;Это здание не имеет особых архитектурных особенностей.
Пандус 86;0.7;4;1;5;Это здание очень функционально.
Больница 25;0.6;5;1;2;Это здание очень функционально.
Пандус 86;2.9;1;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Газопровод 53;0.4;3;4;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Магазин 74;3.5;4;4;1;Это здание является примером функционального дизайна.
Муравейник 63;3.3;2;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Коттедж 89;4.3;5;4;4;Это здание имеет стандартную конструкцию.
Кошара 62;3.3;3;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Конюшня 68;3.5;1;2;1;Это здание имеет стандартную конструкцию.
Церковь 97;2.2;2;5;3;Это здание представляет собой типичный образец современной архитектуры.
Тоннель 32;0.6;2;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Дупло 24;3.5;5;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Библиотека 40;2.8;5;3;3;Это здание является примером функционального дизайна.
Музей 26;2.0;2;5;4;У этого здания отличная архитектура.
Борть 66;2.8;4;2;4;Это здание прекрасно вписывается в окружающий ландшафт.
Коттедж 89;2.6;1;3;2;Это великолепное здание!
Хаус 31;2.4;3;3;2;Это великолепное здание!
Жилой дом 66;0.3;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Осатаник 4;0.7;1;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Маяк 19;4.5;1;4;4;Мне нравится дизайн этого здания.
Страусятник 41;3.7;4;5;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гнездо 84;3.3;3;1;4;Это здание не имеет особых архитектурных особенностей.
Газопровод 53;4.1;2;2;1;Это здание построено из стандартных строительных материалов.
Школа 48;2.8;2;2;4;Это здание имеет стандартную конструкцию.
Академия 1;3.4;1;2;1;Это здание является примером функционального дизайна.
Библиотека 56;0.2;3;5;3;Это здание построено из стандартных строительных материалов.
Борть 66;3.8;2;5;1;Это здание является примером функционального дизайна.
Кошара 62;0.7;3;3;3;Это здание имеет стандартную конструкцию.
Академия 1;1.9;1;3;2;Это здание представляет собой типичный образец современной архитектуры.
Страусятник 41;2.4;5;4;4;Это здание имеет стандартную конструкцию.
Усадьба 99;3.1;5;2;3;Это здание представляет собой типичный образец современной архитектуры.
Жилой дом 66;0.8;3;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Газопровод 64;1.9;4;2;5;Мне нравится дизайн этого здания.
Магазин 74;2.8;2;3;3;Это здание не имеет особых архитектурных особенностей.
Улей 40;4.7;5;5;5;Это здание имеет стандартную конструкцию.
Развязка 21;3.2;5;1;2;Это здание построено из стандартных строительных материалов.
Ангар 46;0.5;4;5;1;У этого здания отличная архитектура.
Академия 1;0.9;3;4;4;Это здание представляет собой типичный образец современной архитектуры.
Бункер 96;1.7;5;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Маяк 62;1.7;4;4;4;Это здание не имеет особых архитектурных особенностей.
Лестница 4;3.9;2;5;5;Мне нравится дизайн этого здания.
Гнездо 84;1.7;4;1;3;Это здание не имеет особых архитектурных особенностей.
Осатаник 4;3.8;3;1;1;Мне нравится дизайн этого здания.
Мушиный лабиринт 45;3.3;2;2;4;Это здание не имеет особых архитектурных особенностей.
Библиотека 40;4.8;3;3;2;Это здание построено из стандартных строительных материалов.
Аптека 25;4.7;2;4;2;Это здание представляет собой типичный образец современной архитектуры.
Коттедж 89;4.3;1;5;3;Это здание построено из стандартных строительных материалов.
Хаус 31;4.2;5;2;5;Это здание не имеет особых архитектурных особенностей.
Школа 48;2.3;1;5;1;Это здание имеет стандартную конструкцию.
Банк 46;2.5;4;5;4;У этого здания отличная архитектура.
Музей 66;1.2;2;3;3;Это здание представляет собой типичный образец современной архитектуры.
