id;name;city;begin;system;tours_count;min_rating;time_on_game
874751;Линарес 1975;Москва;14.05;circular;8;2555;145
640688;Гран-при ФИДЕ 1986;Хихон;11.02;circular;12;2387;122
905143;Дортмунд 1951;Валенсия;13.04;Olympic;13;2354;169
405255;Ставангер 2017;Сеговия;14.05;circular;12;2468;79
948191;Цюрих 1972;Льейда;09.11;Swiss;10;2445;165
962799;Шамкович 1989;Вроцлав;11.11;Swiss;10;2313;158
167247;Дортмунд 1970;Куэнка;04.04;Olympic;10;2320;158
902624;Биль 1957;Сан-Себастьян;08.02;Swiss;6;2479;121
305636;Турнир претендентов 2001;Душанбе;14.08;circular;10;2605;127
827544;Алушта 1979;Ташкент;24.02;circular;8;2560;159
362744;Чемпионат мира 1996;Бургос;28.01;circular;10;2435;85
146995;Вена 1966;Касерес;12.05;Olympic;13;2204;46
676382;Алушта 2012;Минск;22.05;circular;11;2205;98
705065;Чемпионат мира 2004;Аликанте;18.01;Olympic;14;2288;101
961403;Вейк-ан-Зее 1998;Осера;19.06;Olympic;15;2315;57
688650;Пойковский 1958;Подгорица;28.07;Olympic;13;2228;152
868951;Балтийская цепь 2019;Варшава;22.01;Olympic;12;2215;134
252645;Реджо-нель-Эмилия 1974;Бургос;26.11;Olympic;14;2263;41
310126;Реджо-нель-Эмилия 2016;Тбилиси;24.12;Swiss;6;2343;150
772697;Вена 1975;Тбилиси;01.05;circular;11;2357;136
418269;Европа 1965;Пласенсия;27.03;Olympic;15;2232;143
554428;Политика 1992;Эль-Пуэрто-де-Санта-Мария;21.08;Olympic;13;2649;62
452189;Линарес 1953;Фигерас;25.04;circular;15;2599;77
845422;Ставангер 1954;Баку;19.05;Olympic;6;2301;176
942055;Европа 1979;Ереван;25.12;Olympic;15;2451;86
670834;Вена 1991;Махадаонда;12.02;Olympic;10;2636;168
301602;Вейк-ан-Зее 1978;Осера;04.01;Olympic;9;2345;57
869962;Гашиш 2017;Малага;12.11;Olympic;6;2636;167
165604;Пальма 1985;Ташкент;27.01;Olympic;12;2289;112
363484;Гашиш 1970;Ташкент;28.08;circular;14;2596;48
610798;Тилбург 2000;Овьедо;02.12;circular;7;2485;169
702099;Ставангер 1953;Барселона;08.10;Swiss;14;2418;161
353181;Аэрофлот Опен 2020;Луарка;14.10;Swiss;6;2308;18
259481;Алушта 1979;Бланес;14.12;circular;9;2348;34
259775;Ставангер 2019;Бишкек;22.02;Olympic;12;2523;90
569433;Макартур 1954;Лас-Росас;26.02;circular;12;2493;164
679773;Сент-Луис 2013;Вильявисиоса;16.01;circular;10;2470;129
758181;Вена 2018;Аликанте;15.07;circular;7;2505;121
892926;Европа 2006;Кадакес;21.09;Swiss;8;2279;52
225309;Шамкович 1961;Санхенхо;24.01;Swiss;10;2412;98
773599;Ставангер 2015;Кордова;27.02;circular;11;2331;80
898291;Кубок мира 1960;Скопье;13.03;Swiss;9;2515;44
301217;Гран-при ФИДЕ 1964;Бургос;20.01;Swiss;12;2401;158
332289;Пальма 1998;Валенсия;18.11;circular;10;2404;55
211739;Вейк-ан-Зее 1977;Ла-Корунья;26.08;Olympic;6;2302;85
331292;Балтийская цепь 1967;Артейхо;17.11;Olympic;10;2501;145
200208;Кубок мира 1955;Камбадос;16.04;Olympic;7;2494;136
241257;Мемориал Таля 1988;Хихон;06.02;Olympic;9;2628;52
387561;Цюрих 1981;Сория;24.09;Olympic;6;2625;71
617182;Пальма 1970;Москва;22.07;circular;10;2209;25
763244;Мемориал Таля 1974;Мадрид;04.09;circular;12;2211;40
934296;Кубок мира 1967;Баку;23.05;circular;12;2353;107
253523;Балтийская цепь 1999;Вальядолид;04.10;circular;15;2460;59
542540;Чемпионат мира 2009;Куэнка;10.12;Swiss;7;2363;114
168050;Политика 1955;Севилья;24.11;circular;11;2486;103
673201;Европа 1988;Бишкек;07.02;Swiss;12;2482;47
183190;Лондон 1974;Таллин;21.08;Olympic;8;2622;124
417256;Шамкович 1982;Льейда;25.06;Olympic;12;2414;107
321895;Политика 1976;Вильнюс;03.09;circular;13;2206;60
181452;Гашиш 1999;Луго;17.01;circular;15;2482;126
763788;Гашиш 2002;Тирана;10.09;Olympic;7;2584;174
235091;Хогевен 2016;Хельсинки;06.11;Swiss;12;2390;139
476683;Тилбург 1957;Душанбе;08.08;circular;9;2567;167
724945;Кубок мира 2009;Сантьяго-де-Компостела;25.09;circular;6;2489;78
628539;Sinquefield Cup 2016;Вильявисиоса;18.07;Swiss;11;2571;57
